"""Munic¡pio"";""Aten‡Æo B sica"";""M‚dia complexidade"";""Alta complexidade"";""NÆo se aplica"";""Total"""
"""240080 ANGICOS"";692;66834;-;660;68186"
"""240090 ANTONIO MARTINS"";1015291;23638;-;222;1039151"
"""240100 APODI"";674;524703;-;153;525530"
"""240110 AREIA BRANCA"";40081;288589;7297;434;336401"
"""240120 ARES"";79743;57910;-;354;138007"
"""240130 CAMPO GRANDE"";10141;51481;-;581;62203"
"""240140 BAIA FORMOSA"";42202;52911;-;415;95528"
"""240145 BARAUNA"";83;274950;-;503;275536"
"""240150 BARCELONA"";23200;31327;-;255;54782"
"""240160 BENTO FERNANDES"";2431;6095;-;261;8787"
"""240165 BODO"";-;7414;-;204;7618"
"""240170 BOM JESUS"";43840;81954;-;1908;127702"
"""240180 BREJINHO"";132074;74702;-;580;207356"
"""240185 CAICARA DO NORTE"";20459;56929;-;147;77535"
"""240190 CAICARA DO RIO DO VENTO"";40577;52243;15;391;93226"
"""240200 CAICO"";24345;549258;768736;41117;1383456"
"""240210 CAMPO REDONDO"";18779;115822;-;461;135062"
"""240220 CANGUARETAMA"";176355;80083;-;131;256569"
"""240230 CARAUBAS"";2750;338660;-;-;341410"
"""240240 CARNAUBA DOS DANTAS"";1180038;4007;-;21;1184066"
"""240250 CARNAUBAIS"";17799;99163;-;331;117293"
"""240260 CEARA-MIRIM"";104265;260945;-;712;365922"
"""240270 CERRO CORA"";165;120421;-;789;121375"
"""240280 CORONEL EZEQUIEL"";13894;265;-;-;14159"
"""240290 CORONEL JOAO PESSOA"";4139;7480;-;713;12332"
"""240300 CRUZETA"";77607;147913;-;616;226136"
"""240310 CURRAIS NOVOS"";133326;374315;552636;898;1061175"
"""240320 DOUTOR SEVERIANO"";17149;29692;-;636;47477"
"""240325 PARNAMIRIM"";168582;1328763;13396;2866;1513607"
"""240330 ENCANTO"";3760;17834;-;134;21728"
"""240340 EQUADOR"";23150;31243;13;1222;55628"
"""240350 ESPIRITO SANTO"";74977;51327;-;134;126438"
"""240360 EXTREMOZ"";63048;248571;-;156;311775"
"""240370 FELIPE GUERRA"";30894;12573;-;-;43467"
"""240375 FERNANDO PEDROZA"";9540;31790;-;620;41950"
"""240380 FLORANIA"";15;56898;-;149;57062"
"""240390 FRANCISCO DANTAS"";-;-;-;385;385"
"""240400 FRUTUOSO GOMES"";17958;26177;-;406;44541"
"""240410 GALINHOS"";15363;26942;59;575;42939"
"""240420 GOIANINHA"";302900;413466;722;433;717521"
"""240430 GOVERNADOR DIX-SEPT ROSADO"";47564;48093;-;-;95657"
"""240440 GROSSOS"";10483;39506;-;-;49989"
"""240450 GUAMARE"";18799;146067;419;1610;166895"
"""240460 IELMO MARINHO"";57951;107307;57;501;165816"
"""240470 IPANGUACU"";84;53949;-;132;54165"
"""240480 IPUEIRA"";5875;19842;-;5805;31522"
"""240485 ITAJA"";61061;164495;-;1338;226894"
"""240490 ITAU"";9721;15301;-;292;25314"
"""240500 JACANA"";61509;61275;-;732;123516"
"""240510 JANDAIRA"";-;502;-;519;1021"
"""240520 JANDUIS"";53565;17616;-;974;72155"
"""240530 JANUARIO CICCO"";77994;57239;-;968;136201"
"""240540 JAPI"";11434;33202;-;-;44636"
"""240550 JARDIM DE ANGICOS"";-;-;-;599;599"
"""240560 JARDIM DE PIRANHAS"";47880;155160;-;21119;224159"
"""240570 JARDIM DO SERIDO"";44320;128336;-;596;173252"
"""240580 JOAO CAMARA"";4704;445806;642;1315;452467"
"""240590 JOAO DIAS"";10659;5358;-;50;16067"
"""240600 JOSE DA PENHA"";6362;34710;-;235;41307"
"""240610 JUCURUTU"";28414;157309;133;1442;187298"
"""240615 JUNDIA"";7527;12135;-;303;19965"
"""240620 LAGOA D'ANTA"";21097;44916;-;314;66327"
"""240630 LAGOA DE PEDRAS"";30046;29789;-;238;60073"
"""240640 LAGOA DE VELHOS"";1976;23117;-;365;25458"
"""240650 LAGOA NOVA"";754;191118;-;509;192381"
"""240660 LAGOA SALGADA"";47897;35019;-;228;83144"
"""240670 LAJES"";2022;226759;-;406;229187"
"""240680 LAJES PINTADAS"";10139;42246;-;286;52671"
"""240690 LUCRECIA"";21988;11236;-;100;33324"
"""240700 LUIS GOMES"";-;16285;-;442;16727"
"""240710 MACAIBA"";23644;438126;2612;41653;506035"
"""240720 MACAU"";33464;302332;134;832;336762"
"""240725 MAJOR SALES"";5572;7183;-;202;12957"
"""240730 MARCELINO VIEIRA"";-;22191;-;180;22371"
"""240740 MARTINS"";16784;74125;-;792;91701"
"""240750 MAXARANGUAPE"";-;922;-;80;1002"
"""240760 MESSIAS TARGINO"";9881;59085;16;336;69318"
"""240770 MONTANHAS"";51619;82639;-;611;134869"
"""240780 MONTE ALEGRE"";107453;341944;-;750;450147"
"""240790 MONTE DAS GAMELEIRAS"";11325;24804;-;140;36269"
"""240800 MOSSORO"";878004;2376937;1924493;32409;5211843"
"""240810 NATAL"";1199948;10415971;11101046;441949;23158914"
"""240820 NISIA FLORESTA"";171987;185732;40;700;358459"
"""240830 NOVA CRUZ"";78736;292343;1;657;371737"
"""240840 OLHO-D'AGUA DO BORGES"";4077;6379;-;363;10819"
"""240850 OURO BRANCO"";23918;63757;-;71;87746"
"""240860 PARANA"";18626;14933;-;491;34050"
"""240870 PARAU"";7289;23589;-;53;30931"
"""240880 PARAZINHO"";26780;48164;-;573;75517"
"""240890 PARELHAS"";26356;206239;-;3204;235799"
"""240895 RIO DO FOGO"";28421;45115;-;55;73591"
"""240910 PASSA E FICA"";21326;69104;-;222;90652"
"""240920 PASSAGEM"";10321;6579;-;308;17208"
"""240930 PATU"";3705;90436;-;222;94363"
"""240933 SANTA MARIA"";24106;60459;-;560;85125"
"""240940 PAU DOS FERROS"";2640;498963;1187208;3957;1692768"
"""240950 PEDRA GRANDE"";25591;28303;-;707;54601"
"""240960 PEDRA PRETA"";15497;12312;-;551;28360"
"""240970 PEDRO AVELINO"";5328;16629;-;348;22305"
"""240980 PEDRO VELHO"";74528;84030;13;595;159166"
"""240990 PENDENCIAS"";4565;110957;-;713;116235"
"""241000 PILOES"";12768;16121;-;790;29679"
"""241010 POCO BRANCO"";87381;60862;-;497;148740"
"""241020 PORTALEGRE"";-;22800;-;824;23624"
"""241025 PORTO DO MANGUE"";20619;21703;-;49;42371"
"""241030 SERRA CAIADA"";66366;112799;-;611;179776"
"""241040 PUREZA"";2161;50208;-;191;52560"
"""241050 RAFAEL FERNANDES"";15558;19969;-;505;36032"
"""241060 RAFAEL GODEIRO"";174566;11301;-;212;186079"
"""241070 RIACHO DA CRUZ"";4995;27220;-;464;32679"
"""241080 RIACHO DE SANTANA"";6267;35356;-;545;42168"
"""241090 RIACHUELO"";22147;91761;26;580;114514"
"""241100 RODOLFO FERNANDES"";25799;-;-;20;25819"
"""241105 TIBAU"";99092;24910;-;319;124321"
"""241110 RUY BARBOSA"";16084;45490;-;762;62336"
"""241120 SANTA CRUZ"";5280;728015;61527;28947;823769"
"""241140 SANTANA DO MATOS"";48813;124026;-;618;173457"
"""241142 SANTANA DO SERIDO"";2262;31390;-;435;34087"
"""241150 SANTO ANTONIO"";240608;297691;285;2918;541502"
"""241160 SAO BENTO DO NORTE"";3683;8371;-;411;12465"
"""241170 SAO BENTO DO TRAIRI"";23263;14547;-;-;37810"
"""241180 SAO FERNANDO"";3;14224;-;14575;28802"
"""241190 SAO FRANCISCO DO OESTE"";5187;21108;-;188;26483"
"""241200 SAO GONCALO DO AMARANTE"";2339;260822;679;379;264219"
"""241210 SAO JOAO DO SABUGI"";12484;33285;-;327;46096"
"""241220 SAO JOSE DE MIPIBU"";82760;373984;1480;1202;459426"
"""241230 SAO JOSE DO CAMPESTRE"";54324;54580;-;1070;109974"
"""241240 SAO JOSE DO SERIDO"";31696;92698;-;683;125077"
"""241250 SAO MIGUEL"";314835;35126;-;323;350284"
"""241255 SAO MIGUEL DO GOSTOSO"";29026;184149;-;1694;214869"
"""241260 SAO PAULO DO POTENGI"";150787;178000;365;415;329567"
"""241270 SAO PEDRO"";13347;3766;-;429;17542"
"""241280 SAO RAFAEL"";18051;67737;-;1569;87357"
"""241290 SAO TOME"";37434;136361;-;726;174521"
"""241300 SAO VICENTE"";12314;47618;69;752;60753"
"""241310 SENADOR ELOI DE SOUZA"";31674;82131;38;330;114173"
"""241320 SENADOR GEORGINO AVELINO"";30550;3250;-;242;34042"
"""241330 SERRA DE SAO BENTO"";3622;14420;-;517;18559"
"""241335 SERRA DO MEL"";8096;98074;-;-;106170"
"""241340 SERRA NEGRA DO NORTE"";6880;46215;-;513;53608"
"""241350 SERRINHA"";60998;40620;-;253;101871"
"""241355 SERRINHA DOS PINTOS"";-;28780;-;51;28831"
"""241360 SEVERIANO MELO"";10315;13495;-;158;23968"
"""241370 SITIO NOVO"";3964;26538;-;328;30830"
"""241380 TABOLEIRO GRANDE"";347;19520;-;187;20054"
"""241390 TAIPU"";23680;36188;-;853;60721"
"""241400 TANGARA"";13754;127632;-;157;141543"
"""241410 TENENTE ANANIAS"";25571;62798;2;599;88970"
"""241415 TENENTE LAURENTINO CRUZ"";-;47242;-;805;48047"
"""241420 TIBAU DO SUL"";44098;103234;-;617;147949"
"""241430 TIMBAUBA DOS BATISTAS"";-;13964;-;1932;15896"
"""241440 TOUROS"";41251;163549;-;580;205380"
"""241445 TRIUNFO POTIGUAR"";7197;36284;-;351;43832"
"""241450 UMARIZAL"";8;42205;-;1084;43297"
"""241460 UPANEMA"";22937;74046;-;521;97504"
"""241470 VARZEA"";13997;7185;-;105;21287"
"""241475 VENHA-VER"";4686;43464;-;448;48598"
"""241480 VERA CRUZ"";157868;82478;-;473;240819"
"""241490 VICOSA"";31;15050;-;589;15670"
"""241500 VILA FLOR"";37931;33818;-;910;72659"
"""250010 AGUA BRANCA"";2341;50150;-;908;53399"
"""250020 AGUIAR"";3783;14911;-;273;18967"
"""250030 ALAGOA GRANDE"";1929;71751;-;227;73907"
"""250040 ALAGOA NOVA"";7136;86296;-;841;94273"
"""250050 ALAGOINHA"";14337;20896;-;453;35686"
"""250053 ALCANTIL"";618;19045;-;602;20265"
"""250057 ALGODAO DE JANDAIRA"";4880;9217;-;292;14389"
"""250060 ALHANDRA"";54361;189907;-;520;244788"
"""250070 SAO JOAO DO RIO DO PEIXE"";24672;76891;10;4036;105609"
"""250073 AMPARO"";1049;1106;-;343;2498"
"""250077 APARECIDA"";926;11464;-;1172;13562"
"""250080 ARACAGI"";32893;81483;-;616;114992"
"""250090 ARARA"";7754;22262;-;2483;32499"
"""250100 ARARUNA"";4434;89109;69;199;93811"
"""250110 AREIA"";15520;200874;-;12545;228939"
"""250115 AREIA DE BARAUNAS"";157;84;-;84;325"
"""250120 AREIAL"";3034;19753;84;324;23195"
"""250130 AROEIRAS"";34413;96992;-;1067;132472"
"""250135 ASSUNCAO"";2986;3333;-;1736;8055"
"""250140 BAIA DA TRAICAO"";17198;19271;-;737;37206"
"""250150 BANANEIRAS"";35810;98720;23;1097;135650"
"""250153 BARAUNA"";646;1678;-;155;2479"
"""250157 BARRA DE SANTANA"";5505;41583;-;461;47549"
"""250160 BARRA DE SANTA ROSA"";1683;36698;-;796;39177"
"""250170 BARRA DE SAO MIGUEL"";121;13156;-;1071;14348"
"""250180 BAYEUX"";47329;786736;1918;770;836753"
"""250190 BELEM"";5425;79776;-;1454;86655"
"""250200 BELEM DO BREJO DO CRUZ"";3484;27899;-;-;31383"
"""250205 BERNARDINO BATISTA"";10471;11384;-;690;22545"
"""250210 BOA VENTURA"";4397;6740;-;503;11640"
"""250215 BOA VISTA"";1319;55361;-;94;56774"
"""250220 BOM JESUS"";13235;9559;7;841;23642"
"""250230 BOM SUCESSO"";1093;18578;-;326;19997"
"""250240 BONITO DE SANTA FE"";15121;20002;-;607;35730"
"""250250 BOQUEIRAO"";7793;204357;39;656;212845"
"""250260 IGARACY"";10746;19725;-;86;30557"
"""250270 BORBOREMA"";290;1210;-;516;2016"
"""250280 BREJO DO CRUZ"";4354;113145;67;1052;118618"
"""250290 BREJO DOS SANTOS"";1420;1887;-;539;3846"
"""250300 CAAPORA"";131602;122782;-;73;254457"
"""250310 CABACEIRAS"";4245;24844;-;221;29310"
"""250320 CABEDELO"";87144;471872;286;1710;561012"
"""250330 CACHOEIRA DOS INDIOS"";9624;26667;-;6569;42860"
"""250340 CACIMBA DE AREIA"";1491;2462;-;4226;8179"
"""250350 CACIMBA DE DENTRO"";18975;47959;-;194;67128"
"""250355 CACIMBAS"";7077;7858;-;601;15536"
"""250360 CAICARA"";14415;18912;-;289;33616"
"""250370 CAJAZEIRAS"";21497;590997;27174;30960;670628"
"""250375 CAJAZEIRINHAS"";3088;8268;24;2658;14038"
"""250380 CALDAS BRANDAO"";9890;25233;-;684;35807"
"""250390 CAMALAU"";1026;15270;-;499;16795"
"""250400 CAMPINA GRANDE"";930400;3997583;4416341;232193;9576517"
"""250403 CAPIM"";5579;4819;-;402;10800"
"""250407 CARAUBAS"";718;7818;-;283;8819"
"""250410 CARRAPATEIRA"";442;3167;-;807;4416"
"""250415 CASSERENGUE"";400;13984;-;2683;17067"
"""250420 CATINGUEIRA"";1247;4649;27;522;6445"
"""250430 CATOLE DO ROCHA"";17249;206445;525;31110;255329"
"""250435 CATURITE"";10150;29170;-;197;39517"
"""250440 CONCEICAO"";5868;9654;-;789;16311"
"""250450 CONDADO"";3767;6010;-;12167;21944"
"""250460 CONDE"";42890;197287;-;1532;241709"
"""250470 CONGO"";12357;34149;-;616;47122"
"""250480 COREMAS"";1915;30698;1091;37462;71166"
"""250485 COXIXOLA"";6;10710;-;77;10793"
"""250490 CRUZ DO ESPIRITO SANTO"";21285;95406;-;85;116776"
"""250500 CUBATI"";28564;57441;-;1763;87768"
"""250510 CUITE"";3334;129159;-;3629;136122"
"""250520 CUITEGI"";1087;4316;5;1363;6771"
"""250523 CUITE DE MAMANGUAPE"";6933;6736;-;557;14226"
"""250527 CURRAL DE CIMA"";14206;12953;-;487;27646"
"""250530 CURRAL VELHO"";1425;1850;-;365;3640"
"""250535 DAMIAO"";118;117;-;631;866"
"""250540 DESTERRO"";20157;24176;-;1015;45348"
"""250550 VISTA SERRANA"";211;1708;-;338;2257"
"""250560 DIAMANTE"";2259;11946;-;588;14793"
"""250570 DONA INES"";11922;86281;-;561;98764"
"""250580 DUAS ESTRADAS"";120;2710;-;271;3101"
"""250590 EMAS"";1282;8170;-;358;9810"
"""250600 ESPERANCA"";16385;195236;-;1380;213001"
"""250610 FAGUNDES"";3639;12281;-;305;16225"
"""250620 FREI MARTINHO"";20042;15836;-;205;36083"
"""250625 GADO BRAVO"";304;31251;-;601;32156"
"""250630 GUARABIRA"";60884;516365;17587;3539;598375"
"""250640 GURINHEM"";12977;34908;-;798;48683"
"""250650 GURJAO"";1243;22529;-;255;24027"
"""250660 IBIARA"";6070;3177;-;340;9587"
"""250670 IMACULADA"";19602;54884;-;967;75453"
"""250680 INGA"";54227;199146;-;688;254061"
"""250690 ITABAIANA"";6880;195455;478;1280;204093"
"""250700 ITAPORANGA"";4478;118991;162;8958;132589"
"""250710 ITAPOROROCA"";31211;83661;-;1179;116051"
"""250720 ITATUBA"";5986;21874;-;586;28446"
"""250730 JACARAU"";17318;50321;-;821;68460"
"""250740 JERICO"";33541;66015;-;32984;132540"
"""250750 JOAO PESSOA"";478969;6879312;17613695;387771;25359747"
"""250760 JUAREZ TAVORA"";248;3049;-;88;3385"
"""250770 JUAZEIRINHO"";9562;76366;-;858;86786"
"""250780 JUNCO DO SERIDO"";59283;53650;-;303;113236"
"""250790 JURIPIRANGA"";30707;100465;169;715;132056"
"""250800 JURU"";318;54421;-;5956;60695"
"""250810 LAGOA"";2838;10170;5;349;13362"
"""250820 LAGOA DE DENTRO"";11908;27216;-;349;39473"
"""250830 LAGOA SECA"";12725;106409;-;1156;120290"
"""250840 LASTRO"";620;7554;-;186;8360"
"""250850 LIVRAMENTO"";2157;5346;-;3107;10610"
"""250855 LOGRADOURO"";14638;17649;-;489;32776"
"""250860 LUCENA"";13968;97353;-;890;112211"
"""250870 MAE D'AGUA"";1681;6339;-;501;8521"
"""250880 MALTA"";1567;212;-;339;2118"
"""250890 MAMANGUAPE"";72435;273716;416;1114;347681"
"""250900 MANAIRA"";16560;73826;2;3267;93655"
"""250905 MARCACAO"";8506;25120;-;543;34169"
"""250910 MARI"";29827;135240;-;665;165732"
"""250915 MARIZOPOLIS"";2877;3898;-;279;7054"
"""250920 MASSARANDUBA"";2689;50170;-;968;53827"
"""250930 MATARACA"";30394;49709;-;740;80843"
"""250933 MATINHAS"";324;6772;-;293;7389"
"""250937 MATO GROSSO"";507;7618;-;323;8448"
"""250939 MATUREIA"";1554;2644;-;1995;6193"
"""250940 MOGEIRO"";34095;44797;-;447;79339"
"""250950 MONTADAS"";5864;19497;-;519;25880"
"""250960 MONTE HOREBE"";3114;4818;-;164;8096"
"""250970 MONTEIRO"";10634;287461;1232;154909;454236"
"""250980 MULUNGU"";6463;20758;-;367;27588"
"""250990 NATUBA"";38691;16358;-;804;55853"
"""251000 NAZAREZINHO"";15270;402;-;402;16074"
"""251010 NOVA FLORESTA"";904;5384;-;14;6302"
"""251020 NOVA OLINDA"";929;7055;-;909;8893"
"""251030 NOVA PALMEIRA"";5875;5137;-;264;11276"
"""251040 OLHO D'AGUA"";457;110;-;728;1295"
"""251050 OLIVEDOS"";195;13065;-;432;13692"
"""251060 OURO VELHO"";6458;23106;-;4266;33830"
"""251065 PARARI"";2476;19349;-;438;22263"
"""251070 PASSAGEM"";1355;2836;-;746;4937"
"""251080 PATOS"";34756;948478;46464;120481;1150179"
"""251090 PAULISTA"";30058;61860;-;1040;92958"
"""251100 PEDRA BRANCA"";882;11245;-;516;12643"
"""251110 PEDRA LAVRADA"";4135;53762;-;494;58391"
"""251120 PEDRAS DE FOGO"";49681;280216;-;1170;331067"
"""251130 PIANCO"";90058;310335;86;55691;456170"
"""251140 PICUI"";10702;129882;360;33437;174381"
"""251150 PILAR"";27027;81885;-;573;109485"
"""251160 PILOES"";176;744;-;436;1356"
"""251170 PILOEZINHOS"";85;4595;-;287;4967"
"""251180 PIRPIRITUBA"";27173;48665;-;905;76743"
"""251190 PITIMBU"";17479;106917;-;901;125297"
"""251200 POCINHOS"";7123;98001;-;3234;108358"
"""251203 POCO DANTAS"";408;7003;-;414;7825"
"""251207 POCO DE JOSE DE MOURA"";11070;5245;-;449;16764"
"""251210 POMBAL"";18426;355848;640;103739;478653"
"""251220 PRATA"";852;7343;-;466;8661"
"""251230 PRINCESA ISABEL"";60347;428630;2342;47966;539285"
"""251240 PUXINANA"";32414;26723;-;986;60123"
"""251250 QUEIMADAS"";36541;321945;253;1033;359772"
"""251260 QUIXABA"";470;1234;-;453;2157"
"""251270 REMIGIO"";24107;89455;-;500;114062"
"""251272 PEDRO REGIS"";16482;50788;-;711;67981"
"""251274 RIACHAO"";575;2916;-;405;3896"
"""251275 RIACHAO DO BACAMARTE"";205;1651;-;216;2072"
"""251276 RIACHAO DO POCO"";483;1305;-;1057;2845"
"""251278 RIACHO DE SANTO ANTONIO"";20155;1952;-;182;22289"
"""251280 RIACHO DOS CAVALOS"";8448;5732;-;436;14616"
"""251290 RIO TINTO"";65894;211518;-;622;278034"
"""251300 SALGADINHO"";289;834;-;776;1899"
"""251310 SALGADO DE SAO FELIX"";11867;47831;-;932;60630"
"""251315 SANTA CECILIA"";831;25954;-;868;27653"
"""251320 SANTA CRUZ"";3431;10245;-;623;14299"
"""251330 SANTA HELENA"";1719;21495;-;528;23742"
"""251335 SANTA INES"";2686;10286;-;362;13334"
"""251340 SANTA LUZIA"";8319;95120;-;1206;104645"
"""251350 SANTANA DE MANGUEIRA"";9025;2359;-;607;11991"
"""251360 SANTANA DOS GARROTES"";4092;12685;-;506;17283"
"""251365 JOCA CLAUDINO"";6672;988;-;526;8186"
"""251370 SANTA RITA"";122139;1143541;17490;824;1283994"
"""251380 SANTA TERESINHA"";5637;2581;-;849;9067"
"""251385 SANTO ANDRE"";2117;13790;-;424;16331"
"""251390 SAO BENTO"";7014;163695;-;4861;175570"
"""251392 SAO BENTINHO"";3273;16917;-;282;20472"
"""251394 SAO DOMINGOS DO CARIRI"";628;17930;-;597;19155"
"""251396 SAO DOMINGOS"";535;6012;-;356;6903"
"""251398 SAO FRANCISCO"";2948;15628;-;485;19061"
"""251400 SAO JOAO DO CARIRI"";1323;9389;-;224;10936"
"""251410 SAO JOAO DO TIGRE"";877;8387;-;506;9770"
"""251420 SAO JOSE DA LAGOA TAPADA"";3189;17594;-;1751;22534"
"""251430 SAO JOSE DE CAIANA"";4726;16229;-;866;21821"
"""251440 SAO JOSE DE ESPINHARAS"";8030;1924;-;1392;11346"
"""251445 SAO JOSE DOS RAMOS"";13176;22241;-;551;35968"
"""251450 SAO JOSE DE PIRANHAS"";12455;4836;-;762;18053"
"""251455 SAO JOSE DE PRINCESA"";1690;8426;-;1002;11118"
"""251460 SAO JOSE DO BONFIM"";7758;672;-;108;8538"
"""251465 SAO JOSE DO BREJO DO CRUZ"";457;8241;-;504;9202"
"""251470 SAO JOSE DO SABUGI"";731;11746;-;1283;13760"
"""251480 SAO JOSE DOS CORDEIROS"";216;18025;-;984;19225"
"""251490 SAO MAMEDE"";9099;8176;-;10212;27487"
"""251500 SAO MIGUEL DE TAIPU"";13665;32206;-;440;46311"
"""251510 SAO SEBASTIAO DE LAGOA DE ROCA"";3643;39032;-;1211;43886"
"""251520 SAO SEBASTIAO DO UMBUZEIRO"";3045;8071;-;628;11744"
"""251530 SAPE"";82077;395608;75;145;477905"
"""251540 SAO VICENTE DO SERIDO"";1737;31533;-;574;33844"
"""251550 SERRA BRANCA"";949;57603;-;616;59168"
"""251560 SERRA DA RAIZ"";2393;600;-;379;3372"
"""251570 SERRA GRANDE"";3713;11220;-;619;15552"
"""251580 SERRA REDONDA"";4134;12763;-;142;17039"
"""251590 SERRARIA"";2447;55624;-;614;58685"
"""251593 SERTAOZINHO"";298;909;-;212;1419"
"""251597 SOBRADO"";1666;6026;-;482;8174"
"""251600 SOLANEA"";7074;119931;-;680;127685"
"""251610 SOLEDADE"";18266;55462;-;290;74018"
"""251615 SOSSEGO"";-;11014;-;427;11441"
"""251620 SOUSA"";11090;642126;22603;65261;741080"
"""251630 SUME"";26238;109196;362;26046;161842"
"""251640 TACIMA"";12563;15332;-;569;28464"
"""251650 TAPEROA"";2221;67638;395;534;70788"
"""251660 TAVARES"";63155;111268;-;898;175321"
"""251670 TEIXEIRA"";16984;58028;-;570;75582"
"""251675 TENORIO"";1094;6965;-;794;8853"
"""251680 TRIUNFO"";44852;11953;-;1347;58152"
"""251690 UIRAUNA"";2267;39673;-;1619;43559"
"""251700 UMBUZEIRO"";24386;54286;-;5176;83848"
"""251710 VARZEA"";812;16180;-;363;17355"
"""251720 VIEIROPOLIS"";88;725;-;637;1450"
"""260005 ABREU E LIMA"";8871;360994;-;395;370260"
"""260010 AFOGADOS DA INGAZEIRA"";17350;535129;4276;135681;692436"
"""260020 AFRANIO"";28056;184396;1228;26165;239845"
"""260030 AGRESTINA"";89959;181159;146;22903;294167"
"""260040 AGUA PRETA"";41510;105317;2;348;147177"
"""260050 AGUAS BELAS"";18951;104304;-;4199;127454"
"""260060 ALAGOINHA"";19455;51384;-;3;70842"
"""260070 ALIANCA"";127834;145101;-;8054;280989"
"""260080 ALTINHO"";67768;113049;-;23442;204259"
"""260090 AMARAJI"";51612;123518;-;1117;176247"
"""260100 ANGELIM"";17341;55751;-;341;73433"
"""260105 ARACOIABA"";90017;228566;-;2900;321483"
"""260110 ARARIPINA"";2895;276623;29468;313189;622175"
"""260120 ARCOVERDE"";367992;1006550;78822;16529;1469893"
"""260130 BARRA DE GUABIRABA"";31910;33930;-;1541;67381"
"""260140 BARREIROS"";130573;183945;1;22811;337330"
"""260150 BELEM DE MARIA"";193679;49691;-;1152;244522"
"""260160 BELEM DO SAO FRANCISCO"";4740;76729;-;59908;141377"
"""260170 BELO JARDIM"";377347;558040;176;20539;956102"
"""260180 BETANIA"";24236;64254;-;11813;100303"
"""260190 BEZERROS"";20038;301541;78;1313;322970"
"""260200 BODOCO"";63312;273245;-;83709;420266"
"""260210 BOM CONSELHO"";190844;233324;-;13495;437663"
"""260220 BOM JARDIM"";123205;166804;-;9591;299600"
"""260230 BONITO"";187862;240065;-;10440;438367"
"""260240 BREJAO"";31130;71901;-;6784;109815"
"""260250 BREJINHO"";4680;62816;-;15583;83079"
"""260260 BREJO DA MADRE DE DEUS"";377950;401341;48;81163;860502"
"""260270 BUENOS AIRES"";5158;44992;-;964;51114"
"""260280 BUIQUE"";64468;105540;-;5285;175293"
"""260290 CABO DE SANTO AGOSTINHO"";188757;2821964;58352;2172;3071245"
"""260300 CABROBO"";16924;109402;-;37066;163392"
"""260310 CACHOEIRINHA"";62868;103323;-;6983;173174"
"""260320 CAETES"";33440;90718;-;1534;125692"
"""260330 CALCADO"";16897;89638;-;4982;111517"
"""260340 CALUMBI"";3671;40076;-;7527;51274"
"""260345 CAMARAGIBE"";154708;1571549;-;1777;1728034"
"""260350 CAMOCIM DE SAO FELIX"";80216;108443;-;666;189325"
"""260360 CAMUTANGA"";18485;58406;-;2023;78914"
"""260370 CANHOTINHO"";45174;133440;226;1110;179950"
"""260380 CAPOEIRAS"";33072;138526;-;844;172442"
"""260390 CARNAIBA"";36474;238968;-;64786;340228"
"""260392 CARNAUBEIRA DA PENHA"";10497;33372;-;19084;62953"
"""260400 CARPINA"";65921;522169;98488;6846;693424"
"""260410 CARUARU"";994212;3790371;114504;172873;5071960"
"""260415 CASINHAS"";26506;113617;-;6086;146209"
"""260420 CATENDE"";50350;288313;-;1083;339746"
"""260430 CEDRO"";16467;39595;-;30487;86549"
"""260440 CHA DE ALEGRIA"";17527;58660;-;2055;78242"
"""260450 CHA GRANDE"";66332;150700;-;15015;232047"
"""260460 CONDADO"";5353;55482;-;12481;73316"
"""260470 CORRENTES"";20640;45499;-;-;66139"
"""260480 CORTES"";17991;134896;-;7697;160584"
"""260490 CUMARU"";18105;34767;-;2835;55707"
"""260500 CUPIRA"";127455;146434;28;3250;277167"
"""260510 CUSTODIA"";125628;187536;5;67082;380251"
"""260515 DORMENTES"";41580;118714;239;68694;229227"
"""260520 ESCADA"";144055;197371;-;20561;361987"
"""260530 EXU"";36974;93382;-;7099;137455"
"""260540 FEIRA NOVA"";12236;109924;-;529;122689"
"""260545 FERNANDO DE NORONHA"";24143;26137;5;962;51247"
"""260550 FERREIROS"";15605;45730;-;2769;64104"
"""260560 FLORES"";6162;64796;25;24920;95903"
"""260570 FLORESTA"";45029;89062;-;2459;136550"
"""260580 FREI MIGUELINHO"";13008;78419;-;1582;93009"
"""260590 GAMELEIRA"";105920;76202;-;1814;183936"
"""260600 GARANHUNS"";63574;2305737;67515;4938;2441764"
"""260610 GLORIA DO GOITA"";56533;153018;-;3117;212668"
"""260620 GOIANA"";104604;918688;1053;5752;1030097"
"""260630 GRANITO"";13978;23728;-;8945;46651"
"""260640 GRAVATA"";173247;537782;-;8502;719531"
"""260650 IATI"";28935;72097;-;3189;104221"
"""260660 IBIMIRIM"";14322;112266;3;836;127427"
"""260670 IBIRAJUBA"";18240;26779;-;2377;47396"
"""260680 IGARASSU"";805794;1169759;-;2238;1977791"
"""260690 IGUARACY"";6753;64065;-;36866;107684"
"""260700 INAJA"";35991;77484;-;1581;115056"
"""260710 INGAZEIRA"";16134;39994;-;5853;61981"
"""260720 IPOJUCA"";1266899;1745035;-;3420;3015354"
"""260730 IPUBI"";8259;42414;-;1023;51696"
"""260740 ITACURUBA"";2374;72696;-;486;75556"
"""260750 ITAIBA"";36270;72002;-;1162;109434"
