"""Munic¡pio"";""Eletivo"";""Urgˆncia"";""Acidente no local trabalho ou a servi‡o da empresa"";""Acidente no trajeto para o trabalho"";""Outros tipos de acidente de trƒnsito"";""Outros tipos lesäes/envenenament(agent.fis./quim.)"";""Informa‡Æo inexistente  (BPA-C)"";""Total"""
"""210620 LUIS DOMINGUES"";98;-;-;-;-;-;1621;1719"
"""210630 MAGALHAES DE ALMEIDA"";738;722;-;-;-;-;8607;10067"
"""210635 MARAJA DO SENA"";1239;-;-;-;-;-;2;1241"
"""210650 MATINHA"";426;-;-;-;-;-;13296;13722"
"""210663 MATOES DO NORTE"";2607;-;3;1;-;-;16601;19212"
"""210667 MILAGRES DO MARANHAO"";-;-;-;-;-;-;223;223"
"""210675 MIRANDA DO NORTE"";2488;97;-;-;-;-;22775;25360"
"""210680 MIRINZAL"";160;-;-;-;-;-;2338;2498"
"""210690 MONCAO"";848;322;-;-;-;-;30246;31416"
"""210700 MONTES ALTOS"";1731;-;-;-;-;-;11014;12745"
"""210710 MORROS"";162;-;-;-;-;-;35520;35682"
"""210720 NINA RODRIGUES"";924;233;-;-;-;-;17053;18210"
"""210725 NOVA COLINAS"";20;85;-;-;-;-;6183;6288"
"""210735 NOVA OLINDA DO MARANHAO"";1459;40;-;-;-;-;3401;4900"
"""210750 PACO DO LUMIAR"";6909;20180;-;-;-;-;125920;153009"
"""210760 PALMEIRANDIA"";1526;382;-;-;-;-;7797;9705"
"""210780 PARNARAMA"";3100;55;-;-;-;-;29716;32871"
"""210790 PASSAGEM FRANCA"";-;-;-;-;-;-;1201;1201"
"""210805 PAULINO NEVES"";229;923;-;-;-;-;16459;17611"
"""210810 PAULO RAMOS"";3885;231;40;-;-;-;8949;13105"
"""210820 PEDREIRAS"";7077;126;-;-;-;-;46798;54001"
"""210845 PERITORO"";3410;-;-;-;-;-;8197;11607"
"""210850 PINDARE-MIRIM"";6728;-;-;-;-;-;40457;47185"
"""210860 PINHEIRO"";6524;2314;-;-;-;-;28955;37793"
"""210870 PIO XII"";1800;-;-;-;-;-;11445;13245"
"""210880 PIRAPEMAS"";-;718;1;-;-;-;15297;16016"
"""210890 POCAO DE PEDRAS"";5027;-;-;-;-;-;14360;19387"
"""210910 PRESIDENTE DUTRA"";4598;1766;1;-;-;-;33570;39935"
"""210920 PRESIDENTE JUSCELINO"";707;3;-;-;-;-;14437;15147"
"""210923 PRESIDENTE MEDICI"";141;5;-;-;-;-;4053;4199"
"""210927 PRESIDENTE SARNEY"";455;196;-;-;-;-;8161;8812"
"""210930 PRESIDENTE VARGAS"";-;-;-;-;-;-;7718;7718"
"""210950 RIACHAO"";2924;47;-;-;-;-;30316;33287"
"""210960 ROSARIO"";7780;1;-;-;-;-;38153;45934"
"""210970 SAMBAIBA"";20;-;-;-;-;-;6740;6760"
"""210980 SANTA HELENA"";718;-;-;-;-;-;8281;8999"
"""210990 SANTA INES"";4240;228;-;6;-;-;40839;45313"
"""211000 SANTA LUZIA"";30;-;-;-;-;-;-;30"
"""211003 SANTA LUZIA DO PARUA"";1964;187;-;-;-;-;24591;26742"
"""211020 SANTA RITA"";3589;46;-;-;-;-;49379;53014"
"""211023 SANTANA DO MARANHAO"";2294;-;-;-;-;-;6965;9259"
"""211027 SANTO AMARO DO MARANHAO"";128;-;-;-;-;-;5842;5970"
"""211050 SAO BENTO"";6380;618;-;-;-;-;41503;48501"
"""211060 SAO BERNARDO"";718;-;-;-;-;-;1223;1941"
"""211080 SAO FELIX DE BALSAS"";80;-;-;-;-;-;10582;10662"
"""211085 SAO FRANCISCO DO BREJAO"";328;-;-;-;-;-;12219;12547"
"""211090 SAO FRANCISCO DO MARANHAO"";288;-;-;-;-;-;3251;3539"
"""211110 SAO JOAO DOS PATOS"";693;-;-;-;-;-;49828;50521"
"""211120 SAO JOSE DE RIBAMAR"";15876;19715;-;-;-;-;256226;291817"
"""211125 SAO JOSE DOS BASILIOS"";-;1569;-;-;-;-;11485;13054"
"""211130 SAO LUIS"";1837813;96386;12;-;-;2;2315409;4249622"
"""211140 SAO LUIS GONZAGA DO MARANHAO"";11275;-;-;2;-;-;14014;25291"
"""211150 SAO MATEUS DO MARANHAO"";1052;5;-;-;-;-;8457;9514"
"""211153 SAO PEDRO DA AGUA BRANCA"";1923;-;-;-;-;-;12629;14552"
"""211157 SAO PEDRO DOS CRENTES"";1459;-;-;-;-;-;2910;4369"
"""211163 SAO RAIMUNDO DO DOCA BEZERRA"";916;-;-;-;-;-;2846;3762"
"""211167 SAO ROBERTO"";1181;-;-;-;-;-;520;1701"
"""211172 SATUBINHA"";200;99;-;-;-;-;2973;3272"
"""211178 SERRANO DO MARANHAO"";624;-;-;-;-;-;4024;4648"
"""211180 SITIO NOVO"";388;3;-;-;-;-;12236;12627"
"""211210 TIMBIRAS"";4264;611;-;-;-;-;36598;41473"
"""211220 TIMON"";22540;17252;-;-;-;-;161321;201113"
"""211223 TRIZIDELA DO VALE"";2016;1;-;-;-;-;13353;15370"
"""211240 TURIACU"";24854;371;-;-;-;-;9246;34471"
"""211250 TUTOIA"";2332;534;-;-;-;-;17421;20287"
"""211260 URBANO SANTOS"";250;613;-;-;2;-;20358;21223"
"""211270 VARGEM GRANDE"";5017;242;-;1;-;-;24402;29662"
"""211280 VIANA"";2902;308;1;-;-;-;59621;62832"
"""211285 VILA NOVA DOS MARTIRIOS"";440;-;-;-;-;-;14081;14521"
"""211290 VITORIA DO MEARIM"";1509;-;-;-;-;-;18885;20394"
"""211400 ZE DOCA"";6398;1211;-;-;-;-;86274;93883"
"""220010 AGRICOLANDIA"";28;-;-;-;-;-;116;144"
"""220020 AGUA BRANCA"";1851;49;8;-;-;-;18616;20524"
"""220025 ALAGOINHA DO PIAUI"";21;-;-;-;-;-;1041;1062"
"""220027 ALEGRETE DO PIAUI"";24;-;-;-;-;-;70;94"
"""220030 ALTO LONGA"";59;144;-;-;9;-;2969;3181"
"""220040 ALTOS"";2097;1;-;-;-;-;24715;26813"
"""220050 AMARANTE"";566;-;-;-;-;-;6691;7257"
"""220060 ANGICAL DO PIAUI"";132;-;-;-;-;-;2123;2255"
"""220070 ANISIO DE ABREU"";-;-;-;-;-;-;54;54"
"""220090 AROAZES"";-;-;-;-;-;-;169;169"
"""220095 AROEIRAS DO ITAIM"";22;-;-;-;-;-;27;49"
"""220100 ARRAIAL"";2;-;-;-;-;-;2235;2237"
"""220110 AVELINO LOPES"";333;-;-;-;-;-;507;840"
"""220115 BAIXA GRANDE DO RIBEIRO"";-;-;-;-;-;-;92;92"
"""220120 BARRAS"";3796;406;-;-;-;-;25880;30082"
"""220150 BATALHA"";1819;797;-;-;-;-;12735;15351"
"""220157 BELEM DO PIAUI"";22;-;-;-;-;-;43;65"
"""220160 BENEDITINOS"";1280;-;-;-;-;-;4329;5609"
"""220173 BETANIA DO PIAUI"";40;-;-;-;-;-;-;40"
"""220177 BOA HORA"";30;-;-;-;-;-;369;399"
"""220180 BOCAINA"";749;-;-;-;-;-;485;1234"
"""220190 BOM JESUS"";5173;1320;-;-;-;-;44653;51146"
"""220191 BOM PRINCIPIO DO PIAUI"";15;2;-;-;-;-;376;393"
"""220192 BONFIM DO PIAUI"";26;-;-;-;-;-;182;208"
"""220198 BREJO DO PIAUI"";22;-;-;-;-;-;119;141"
"""220200 BURITI DOS LOPES"";6116;3;-;2;-;-;11789;17910"
"""220202 BURITI DOS MONTES"";218;85;-;-;-;-;5480;5783"
"""220207 CAJAZEIRAS DO PIAUI"";19;-;-;-;-;-;96;115"
"""220210 CAMPINAS DO PIAUI"";22;-;-;-;-;-;108;130"
"""220211 CAMPO ALEGRE DO FIDALGO"";22;-;-;-;-;-;39;61"
"""220213 CAMPO GRANDE DO PIAUI"";-;-;-;-;-;-;96;96"
"""220220 CAMPO MAIOR"";12900;2651;-;-;-;-;40807;56358"
"""220225 CANAVIEIRA"";-;-;-;-;-;-;798;798"
"""220230 CANTO DO BURITI"";437;-;-;-;-;-;19496;19933"
"""220245 CAPITAO GERVASIO OLIVEIRA"";23;1;-;-;-;-;102;126"
"""220250 CARACOL"";31;-;-;-;-;-;7845;7876"
"""220253 CARAUBAS DO PIAUI"";25;-;-;-;-;-;39;64"
"""220260 CASTELO DO PIAUI"";801;2;-;-;-;-;6553;7356"
"""220265 CAXINGO"";22;-;-;-;-;-;200;222"
"""220271 COCAL DE TELHA"";221;-;-;-;-;-;49;270"
"""220273 COIVARAS"";22;-;-;-;-;-;-;22"
"""220277 COLONIA DO PIAUI"";21;-;-;-;-;-;-;21"
"""220290 CORRENTE"";426;-;-;-;-;-;5992;6418"
"""220300 CRISTALANDIA DO PIAUI"";21;-;-;-;-;-;69;90"
"""220310 CRISTINO CASTRO"";54;-;-;-;-;-;1300;1354"
"""220320 CURIMATA"";397;-;-;-;-;-;6118;6515"
"""220325 CURRALINHOS"";20;-;-;-;-;-;17;37"
"""220327 CURRAL NOVO DO PIAUI"";24;-;-;-;-;-;28;52"
"""220330 DEMERVAL LOBAO"";564;-;-;-;-;-;15674;16238"
"""220340 DOM EXPEDITO LOPES"";-;20;-;-;-;-;34;54"
"""220350 ELESBAO VELOSO"";1551;-;-;-;-;-;12865;14416"
"""220370 ESPERANTINA"";5224;189;-;-;-;-;18613;24026"
"""220385 FLORESTA DO PIAUI"";21;-;-;-;-;-;34;55"
"""220390 FLORIANO"";28218;1140;20;-;-;-;73146;102524"
"""220415 FRANCISCO MACEDO"";16;-;-;-;-;-;7;23"
"""220420 FRANCISCO SANTOS"";662;-;-;-;-;-;1289;1951"
"""220430 FRONTEIRAS"";631;-;-;-;-;-;2047;2678"
"""220435 GEMINIANO"";24;-;-;-;-;-;152;176"
"""220450 GUADALUPE"";84;344;-;-;-;-;1910;2338"
"""220455 GUARIBAS"";20;-;-;-;-;-;-;20"
"""220460 HUGO NAPOLEAO"";24;-;-;-;-;-;48;72"
"""220465 ILHA GRANDE"";-;-;-;-;-;-;119;119"
"""220470 INHUMA"";1248;-;-;-;-;-;4610;5858"
"""220480 IPIRANGA DO PIAUI"";375;-;-;-;-;-;-;375"
"""220490 ISAIAS COELHO"";-;-;-;-;-;-;485;485"
"""220500 ITAINOPOLIS"";-;-;-;-;-;-;1844;1844"
"""220510 ITAUEIRA"";-;-;-;-;-;-;321;321"
"""220525 JARDIM DO MULATO"";22;-;-;-;-;-;66;88"
"""220530 JERUMENHA"";20;-;-;-;-;-;26;46"
"""220535 JOAO COSTA"";-;-;-;-;-;-;20;20"
"""220540 JOAQUIM PIRES"";27;-;-;-;-;-;1927;1954"
"""220545 JOCA MARQUES"";21;-;-;-;-;-;50;71"
"""220550 JOSE DE FREITAS"";4302;-;-;-;-;-;9557;13859"
"""220552 JULIO BORGES"";21;-;-;-;-;-;102;123"
"""220553 JUREMA"";30;-;-;-;-;-;26;56"
"""220555 LAGOA ALEGRE"";310;-;-;-;-;-;3059;3369"
"""220556 LAGOA DO BARRO DO PIAUI"";-;-;-;-;-;-;38;38"
"""220557 LAGOA DE SAO FRANCISCO"";32;-;-;-;-;-;83;115"
"""220559 LAGOA DO SITIO"";43;-;-;-;-;-;-;43"
"""220560 LANDRI SALES"";259;-;-;-;-;-;6019;6278"
"""220570 LUIS CORREIA"";3668;-;-;-;-;-;7269;10937"
"""220580 LUZILANDIA"";-;154;-;-;-;-;21708;21862"
"""220585 MADEIRO"";-;-;-;-;-;-;243;243"
"""220590 MANOEL EMIDIO"";21;-;-;-;-;-;81;102"
"""220600 MARCOS PARENTE"";22;-;-;-;-;-;11;33"
"""220605 MASSAPE DO PIAUI"";20;-;-;-;-;-;26;46"
"""220610 MATIAS OLIMPIO"";53;-;-;-;-;-;5795;5848"
"""220635 MILTON BRANDAO"";24;-;-;-;-;-;36;60"
"""220640 MONSENHOR GIL"";-;16;-;-;-;-;3584;3600"
"""220650 MONSENHOR HIPOLITO"";20;-;-;-;-;-;1446;1466"
"""220660 MONTE ALEGRE DO PIAUI"";21;-;-;-;-;-;8192;8213"
"""220665 MORRO CABECA NO TEMPO"";-;-;-;-;-;-;118;118"
"""220667 MORRO DO CHAPEU DO PIAUI"";24;-;-;-;-;-;19;43"
"""220669 MURICI DOS PORTELAS"";17;-;-;-;-;-;40;57"
"""220670 NAZARE DO PIAUI"";20;-;-;-;-;-;67;87"
"""220672 NAZARIA"";20;-;-;-;-;-;71;91"
"""220675 NOSSA SENHORA DE NAZARE"";24;-;-;-;-;-;22;46"
"""220680 NOSSA SENHORA DOS REMEDIOS"";220;-;-;-;-;-;7680;7900"
"""220690 NOVO ORIENTE DO PIAUI"";19;-;-;-;-;-;12;31"
"""220700 OEIRAS"";8363;2;3;-;-;-;56413;64781"
"""220720 PADRE MARCOS"";-;-;-;-;-;-;1756;1756"
"""220730 PAES LANDIM"";49;-;-;-;-;-;3322;3371"
"""220735 PAJEU DO PIAUI"";23;-;-;-;-;-;-;23"
"""220740 PALMEIRA DO PIAUI"";84;-;-;-;-;-;72;156"
"""220750 PALMEIRAIS"";-;25;-;-;-;-;558;583"
"""220755 PAQUETA"";20;-;-;-;-;-;9;29"
"""220760 PARNAGUA"";-;-;-;-;-;-;1519;1519"
"""220770 PARNAIBA"";35811;2213;-;-;-;-;87978;126002"
"""220790 PEDRO II"";4765;155;-;-;-;-;20082;25002"
"""220793 PEDRO LAURENTINO"";40;-;-;-;-;-;-;40"
"""220795 NOVA SANTA RITA"";22;-;-;-;-;-;185;207"
"""220800 PICOS"";-;-;-;-;-;-;75;75"
"""220810 PIMENTEIRAS"";62;-;-;-;-;-;2017;2079"
"""220820 PIO IX"";-;10;-;-;-;-;5270;5280"
"""220830 PIRACURUCA"";4353;-;-;-;-;-;19205;23558"
"""220840 PIRIPIRI"";22058;109;-;-;-;-;32565;54732"
"""220850 PORTO"";30;-;-;-;-;-;2332;2362"
"""220855 PORTO ALEGRE DO PIAUI"";26;2;-;-;-;-;434;462"
"""220860 PRATA DO PIAUI"";-;-;-;-;-;-;11;11"
"""220870 REDENCAO DO GURGUEIA"";21;-;-;-;-;-;164;185"
"""220880 REGENERACAO"";181;-;-;-;-;-;158;339"
"""220885 RIACHO FRIO"";21;-;-;-;-;-;167;188"
"""220887 RIBEIRA DO PIAUI"";24;-;-;-;-;-;300;324"
"""220890 RIBEIRO GONCALVES"";-;-;-;-;-;-;102;102"
"""220900 RIO GRANDE DO PIAUI"";-;-;-;-;-;-;123;123"
"""220910 SANTA CRUZ DO PIAUI"";24;-;-;-;-;-;492;516"
"""220930 SANTA LUZ"";20;-;-;-;-;-;70;90"
"""220935 SANTANA DO PIAUI"";-;-;-;-;-;-;23;23"
"""220950 SANTO INACIO DO PIAUI"";24;-;-;-;-;-;49;73"
"""220955 SAO BRAZ DO PIAUI"";24;-;-;-;-;-;48;72"
"""220960 SAO FELIX DO PIAUI"";-;-;-;-;-;-;489;489"
"""220965 SAO FRANCISCO DE ASSIS DO PIAUI"";21;-;-;-;-;-;2283;2304"
"""220980 SAO GONCALO DO PIAUI"";258;-;-;-;-;-;-;258"
"""220985 SAO JOAO DA CANABRAVA"";20;-;-;-;-;-;-;20"
"""220990 SAO JOAO DA SERRA"";-;-;-;-;-;-;666;666"
"""220995 SAO JOAO DA VARJOTA"";24;-;-;-;-;-;-;24"
"""220997 SAO JOAO DO ARRAIAL"";87;2;-;-;-;-;29;118"
"""221000 SAO JOAO DO PIAUI"";1092;202;-;-;-;-;27681;28975"
"""221010 SAO JOSE DO PEIXE"";20;-;-;-;-;-;1302;1322"
"""221020 SAO JOSE DO PIAUI"";-;-;-;-;-;-;71;71"
"""221030 SAO JULIAO"";20;-;-;-;-;-;1054;1074"
"""221035 SAO LOURENCO DO PIAUI"";20;-;-;-;-;-;100;120"
"""221037 SAO LUIS DO PIAUI"";24;-;-;-;-;-;760;784"
"""221040 SAO MIGUEL DO TAPUIO"";1313;65;-;-;-;-;3461;4839"
"""221050 SAO PEDRO DO PIAUI"";10;168;-;-;-;-;11749;11927"
"""221060 SAO RAIMUNDO NONATO"";7798;1;-;-;-;-;19722;27521"
"""221062 SEBASTIAO BARROS"";21;-;-;-;-;-;10;31"
"""221065 SIGEFREDO PACHECO"";29;-;-;-;-;-;-;29"
"""221070 SIMOES"";552;-;-;-;-;-;243;795"
"""221080 SIMPLICIO MENDES"";760;298;-;-;-;-;26592;27650"
"""221090 SOCORRO DO PIAUI"";24;-;-;-;-;-;637;661"
"""221093 SUSSUAPARA"";20;-;-;-;-;-;20;40"
"""221095 TAMBORIL DO PIAUI"";28;-;-;-;-;-;-;28"
"""221100 TERESINA"";1238071;10415;274;4;-;2;1020571;2269337"
"""221110 UNIAO"";3821;123;-;-;-;-;24526;28470"
"""221120 URUCUI"";1514;78;-;-;-;-;26291;27883"
"""221130 VALENCA DO PIAUI"";1992;-;-;-;-;-;28244;30236"
"""221140 VARZEA GRANDE"";20;-;-;-;-;-;340;360"
"""221150 VERA MENDES"";-;-;-;-;-;-;22;22"
"""221160 VILA NOVA DO PIAUI"";20;-;-;-;-;-;52;72"
"""221170 WALL FERRAZ"";22;-;-;-;-;-;59;81"
"""230010 ABAIARA"";245;-;-;-;-;-;4259;4504"
"""230015 ACARAPE"";978;-;-;-;-;-;9492;10470"
"""230020 ACARAU"";353;5;-;-;-;-;2932;3290"
"""230030 ACOPIARA"";13107;2;-;-;-;-;20193;33302"
"""230040 AIUABA"";6667;-;-;-;-;-;11294;17961"
"""230050 ALCANTARAS"";505;-;-;-;-;-;16541;17046"
"""230060 ALTANEIRA"";953;65;-;-;-;-;3640;4658"
"""230070 ALTO SANTO"";6731;-;-;-;64;-;5414;12209"
"""230075 AMONTADA"";759;115;-;-;-;-;17812;18686"
"""230080 ANTONINA DO NORTE"";388;1;-;-;-;-;5866;6255"
"""230100 AQUIRAZ"";6009;14;-;-;-;-;98925;104948"
"""230110 ARACATI"";12905;19213;1;-;-;-;8725;40844"
"""230120 ARACOIABA"";276;19467;-;-;-;-;21464;41207"
"""230125 ARARENDA"";-;-;-;-;-;-;5174;5174"
"""230130 ARARIPE"";5114;-;-;-;-;-;9391;14505"
"""230140 ARATUBA"";-;-;-;-;-;-;6;6"
"""230160 ASSARE"";2096;-;-;-;-;-;13223;15319"
"""230170 AURORA"";484;1;-;-;-;-;5909;6394"
"""230180 BAIXIO"";22;-;-;-;-;-;3010;3032"
"""230185 BANABUIU"";-;-;-;-;-;-;36;36"
"""230190 BARBALHA"";52856;21192;-;1;7;-;47978;122034"
"""230195 BARREIRA"";1584;-;-;-;-;-;5066;6650"
"""230205 BARROQUINHA"";280;-;-;-;-;-;7993;8273"
"""230210 BATURITE"";7450;14625;-;-;-;-;16178;38253"
"""230220 BEBERIBE"";2256;35;-;-;-;-;27946;30237"
"""230230 BELA CRUZ"";1902;-;-;-;-;-;9950;11852"
"""230240 BOA VIAGEM"";-;-;-;-;-;-;50;50"
"""230250 BREJO SANTO"";12749;6636;-;1;167;112;61057;80722"
"""230260 CAMOCIM"";3816;17133;-;-;12;-;32318;53279"
"""230270 CAMPOS SALES"";861;-;-;-;-;-;23580;24441"
"""230280 CANINDE"";8602;13720;1;-;-;-;16188;38511"
"""230290 CAPISTRANO"";740;4557;-;-;-;-;665;5962"
"""230300 CARIDADE"";178;-;-;-;-;-;6315;6493"
"""230310 CARIRE"";-;-;-;-;-;-;30;30"
"""230320 CARIRIACU"";2233;7138;2;-;-;-;10886;20259"
"""230330 CARIUS"";64;-;-;-;-;-;6501;6565"
"""230340 CARNAUBAL"";2256;27;-;-;-;-;9917;12200"
"""230350 CASCAVEL"";22483;45196;5;1;-;-;20264;87949"
"""230360 CATARINA"";-;-;-;-;-;-;18;18"
"""230365 CATUNDA"";3961;86;-;-;-;-;3060;7107"
"""230370 CAUCAIA"";27710;1496;-;-;-;-;188492;217698"
"""230380 CEDRO"";4461;77;-;-;-;-;6718;11256"
"""230390 CHAVAL"";658;-;-;-;-;-;13111;13769"
"""230395 CHOROZINHO"";784;-;-;-;-;-;14418;15202"
"""230400 COREAU"";-;-;-;-;-;-;22;22"
"""230410 CRATEUS"";13508;9873;2;-;-;1;25540;48924"
"""230420 CRATO"";33373;769;1;-;10;-;86946;121099"
"""230423 CROATA"";-;9265;-;-;-;-;26;9291"
"""230425 CRUZ"";3620;220;-;-;-;-;23383;27223"
"""230426 DEPUTADO IRAPUAN PINHEIRO"";668;-;-;-;-;-;3006;3674"
"""230427 ERERE"";40;-;-;-;-;-;3619;3659"
"""230428 EUSEBIO"";17103;17187;-;30;-;-;100670;134990"
"""230430 FARIAS BRITO"";2541;-;-;-;-;-;16041;18582"
"""230435 FORQUILHA"";-;-;-;-;-;-;29;29"
"""230440 FORTALEZA"";7255249;25406;29;1;11;76;2358490;9639262"
"""230445 FORTIM"";590;1;-;-;-;-;4984;5575"
"""230450 FRECHEIRINHA"";1299;142;-;-;-;-;13185;14626"
"""230460 GENERAL SAMPAIO"";81;844;-;-;-;-;1603;2528"
"""230465 GRACA"";-;-;-;-;-;-;33;33"
"""230470 GRANJA"";4487;379;-;-;-;-;29982;34848"
"""230480 GRANJEIRO"";2091;26;-;-;-;-;6026;8143"
"""230495 GUAIUBA"";430;16;-;-;-;-;26908;27354"
"""230500 GUARACIABA DO NORTE"";933;21560;-;-;-;-;2601;25094"
"""230510 GUARAMIRANGA"";145;2646;-;-;-;-;417;3208"
"""230520 HIDROLANDIA"";6167;-;-;-;-;-;12376;18543"
"""230523 HORIZONTE"";2531;51703;4;-;-;-;20086;74324"
"""230526 IBARETAMA"";641;-;-;-;-;-;24730;25371"
"""230530 IBIAPINA"";3737;7174;-;-;28;-;4502;15441"
"""230533 IBICUITINGA"";289;-;-;-;-;-;4928;5217"
"""230535 ICAPUI"";483;-;-;-;-;-;14816;15299"
"""230540 ICO"";4688;11628;2;-;-;-;30675;46993"
"""230550 IGUATU"";24642;15798;-;-;-;-;60531;100971"
"""230560 INDEPENDENCIA"";-;-;-;-;-;-;46;46"
"""230565 IPAPORANGA"";194;1636;-;-;-;-;1991;3821"
"""230570 IPAUMIRIM"";-;-;-;-;-;-;49;49"
"""230580 IPU"";1974;293;1;-;-;-;32895;35163"
"""230590 IPUEIRAS"";74;4099;-;-;-;-;2403;6576"
"""230600 IRACEMA"";642;4951;11;-;-;-;6562;12166"
"""230610 IRAUCUBA"";-;-;-;-;-;-;18;18"
"""230620 ITAICABA"";390;-;-;-;-;-;5082;5472"
"""230625 ITAITINGA"";11029;14197;1;3;-;-;53429;78659"
"""230630 ITAPAJE"";2555;56;-;-;-;-;25613;28224"
"""230640 ITAPIPOCA"";11251;26037;-;-;-;-;46513;83801"
"""230655 ITAREMA"";-;-;-;-;-;-;41;41"
"""230660 ITATIRA"";870;-;-;-;-;-;9982;10852"
"""230670 JAGUARETAMA"";16604;-;-;-;-;-;18232;34836"
"""230680 JAGUARIBARA"";2539;79;-;-;-;-;12425;15043"
"""230690 JAGUARIBE"";614;27601;2;-;-;-;11365;39582"
"""230700 JAGUARUANA"";1608;12646;3;-;-;-;6768;21025"
"""230710 JARDIM"";465;-;2;-;19;-;9804;10290"
"""230720 JATI"";74;8;-;-;-;-;4739;4821"
"""230725 JIJOCA DE JERICOACOARA"";469;7380;-;-;-;-;24945;32794"
"""230730 JUAZEIRO DO NORTE"";65870;90646;1;4;-;2;125779;282302"
"""230740 JUCAS"";-;-;-;-;-;-;20;20"
"""230750 LAVRAS DA MANGABEIRA"";2396;244;-;-;-;-;9841;12481"
"""230760 LIMOEIRO DO NORTE"";14716;38473;5;3;-;-;27486;80683"
"""230763 MADALENA"";598;1;-;2;-;-;13650;14251"
"""230765 MARACANAU"";41633;54873;-;-;-;-;167337;263843"
"""230770 MARANGUAPE"";1508;191;-;-;-;-;742733;744432"
"""230780 MARCO"";-;-;-;-;-;-;28;28"
"""230790 MARTINOPOLE"";409;-;-;-;-;-;1849;2258"
"""230800 MASSAPE"";685;-;-;-;-;-;23822;24507"
"""230810 MAURITI"";-;-;-;-;-;-;62;62"
"""230820 MERUOCA"";1690;-;-;-;-;-;16214;17904"
"""230830 MILAGRES"";1161;108;-;-;-;-;13025;14294"
"""230835 MILHA"";1200;1;-;-;-;-;12817;14018"
"""230837 MIRAIMA"";-;-;-;-;-;-;16;16"
"""230840 MISSAO VELHA"";1287;2164;20;-;-;-;12149;15620"
"""230850 MOMBACA"";-;-;-;-;-;-;68;68"
"""230860 MONSENHOR TABOSA"";922;-;-;-;-;-;12115;13037"
"""230870 MORADA NOVA"";4367;-;-;-;-;-;28123;32490"
"""230880 MORAUJO"";1306;-;-;-;-;-;5995;7301"
"""230890 MORRINHOS"";68;-;-;-;-;-;16880;16948"
"""230920 NOVA OLINDA"";422;-;-;-;-;-;6030;6452"
"""230930 NOVA RUSSAS"";1553;374;-;-;-;-;23106;25033"
"""230940 NOVO ORIENTE"";-;-;-;-;-;-;63;63"
"""230945 OCARA"";1435;88;-;-;-;-;60718;62241"
"""230950 OROS"";4590;181;-;-;-;-;17191;21962"
"""230960 PACAJUS"";5669;22;-;-;-;-;32679;38370"
"""230970 PACATUBA"";883;188;-;-;-;-;115043;116114"
"""230990 PACUJA"";396;-;-;-;-;-;353;749"
"""231000 PALHANO"";512;-;-;-;-;-;11526;12038"
"""231020 PARACURU"";1050;18;-;-;-;-;22712;23780"
"""231025 PARAIPABA"";1747;148;-;-;-;-;30616;32511"
"""231040 PARAMOTI"";116;252;-;-;-;-;7410;7778"
"""231050 PEDRA BRANCA"";2054;2;1;-;-;-;21159;23216"
"""231060 PENAFORTE"";-;-;-;-;-;-;8;8"
"""231070 PENTECOSTE"";437;456;-;-;-;-;7725;8618"
"""231080 PEREIRO"";514;277;-;-;-;-;11225;12016"
"""231085 PINDORETAMA"";374;18484;-;-;-;-;18551;37409"
"""231090 PIQUET CARNEIRO"";646;188;-;-;-;-;7251;8085"
"""231100 PORANGA"";5673;6671;1;-;-;-;398;12743"
"""231110 PORTEIRAS"";7970;2;-;-;-;-;2623;10595"
"""231120 POTENGI"";682;-;-;-;-;-;16185;16867"
"""231123 POTIRETAMA"";268;79;-;-;-;-;5430;5777"
"""231130 QUIXADA"";24819;37740;-;-;-;-;93560;156119"
"""231135 QUIXELO"";-;-;-;-;-;-;47;47"
"""231140 QUIXERAMOBIM"";21583;1563;-;-;-;-;82515;105661"
"""231150 QUIXERE"";14778;13855;-;-;19;-;1455;30107"
"""231160 REDENCAO"";1761;59;-;-;-;-;16183;18003"
"""231170 RERIUTABA"";2511;-;-;-;-;-;8562;11073"
"""231180 RUSSAS"";12013;21046;-;-;-;-;34255;67314"
"""231190 SABOEIRO"";1203;-;-;-;-;-;14903;16106"
"""231195 SALITRE"";528;-;-;-;-;-;17900;18428"
"""231200 SANTANA DO ACARAU"";535;-;-;-;-;-;68009;68544"
"""231210 SANTANA DO CARIRI"";885;-;-;-;-;-;4192;5077"
"""231220 SANTA QUITERIA"";206;8701;-;-;-;-;2173;11080"
"""231230 SAO BENEDITO"";9336;19072;11;13;122;4;2728;31286"
"""231240 SAO GONCALO DO AMARANTE"";4267;40044;1;-;-;-;29542;73854"
"""231250 SAO JOAO DO JAGUARIBE"";532;5456;-;1;-;-;1720;7709"
"""231260 SAO LUIS DO CURU"";216;1;-;-;-;-;16176;16393"
"""231270 SENADOR POMPEU"";2074;1;-;-;-;-;9609;11684"
"""231280 SENADOR SA"";685;-;-;-;-;-;3406;4091"
"""231290 SOBRAL"";9241;896;-;-;-;-;66193;76330"
"""231300 SOLONOPOLE"";2635;6962;-;-;-;-;25559;35156"
"""231310 TABULEIRO DO NORTE"";12499;-;-;-;-;-;30659;43158"
"""231320 TAMBORIL"";341;737;-;-;-;-;44155;45233"
"""231325 TARRAFAS"";26;-;-;-;-;-;3751;3777"
"""231330 TAUA"";920;462;-;-;-;-;48713;50095"
