"""Munic¡pio"";""Aten‡Æo B sica"";""M‚dia complexidade"";""Alta complexidade"";""NÆo se aplica"";""Total"""
"""230860 MONSENHOR TABOSA"";50230;50230;-;660;101120"
"""230870 MORADA NOVA"";71741;487697;941;36629;597008"
"""230880 MORAUJO"";18338;61983;-;693;81014"
"""230890 MORRINHOS"";25304;102288;-;725;128317"
"""230900 MUCAMBO"";37713;132112;81;956;170862"
"""230910 MULUNGU"";29923;88913;-;1142;119978"
"""230920 NOVA OLINDA"";15453;21780;-;884;38117"
"""230930 NOVA RUSSAS"";86135;376461;698;12399;475693"
"""230940 NOVO ORIENTE"";75160;359600;-;2844;437604"
"""230945 OCARA"";46955;229461;-;1163;277579"
"""230950 OROS"";26149;181926;120;23464;231659"
"""230960 PACAJUS"";9648;101538;11953;2267;125406"
"""230970 PACATUBA"";280774;758194;-;308;1039276"
"""230980 PACOTI"";11544;28820;-;1890;42254"
"""230990 PACUJA"";848;7316;-;541;8705"
"""231000 PALHANO"";19102;102685;-;599;122386"
"""231010 PALMACIA"";15242;106303;-;307;121852"
"""231020 PARACURU"";34250;244235;36;2938;281459"
"""231025 PARAIPABA"";101742;299117;353;924;402136"
"""231030 PARAMBU"";98918;621654;4941;10919;736432"
"""231040 PARAMOTI"";96936;39679;184;1046;137845"
"""231050 PEDRA BRANCA"";28696;270358;250;1373;300677"
"""231060 PENAFORTE"";21304;14007;-;1145;36456"
"""231070 PENTECOSTE"";4669;75834;299;2888;83690"
"""231080 PEREIRO"";32481;78992;-;896;112369"
"""231085 PINDORETAMA"";225790;162440;-;3934;392164"
"""231090 PIQUET CARNEIRO"";121485;150878;-;1088;273451"
"""231095 PIRES FERREIRA"";6924;11859;-;3687;22470"
"""231100 PORANGA"";13706;52890;-;1423;68019"
"""231110 PORTEIRAS"";46063;58709;223;1288;106283"
"""231120 POTENGI"";19566;105155;-;425;125146"
"""231123 POTIRETAMA"";54829;36394;-;806;92029"
"""231126 QUITERIANOPOLIS"";53824;489514;-;1023;544361"
"""231130 QUIXADA"";343811;1053686;25851;219961;1643309"
"""231135 QUIXELO"";19914;173891;194;26820;220819"
"""231140 QUIXERAMOBIM"";236176;567754;7363;24145;835438"
"""231150 QUIXERE"";37891;235889;304;3719;277803"
"""231160 REDENCAO"";15488;219979;-;737;236204"
"""231170 RERIUTABA"";8337;115887;-;2039;126263"
"""231180 RUSSAS"";197513;781071;43312;11716;1033612"
"""231190 SABOEIRO"";15774;68805;-;967;85546"
"""231195 SALITRE"";39230;22911;-;960;63101"
"""231200 SANTANA DO ACARAU"";113914;217008;1;3205;334128"
"""231210 SANTANA DO CARIRI"";68547;3978;-;6362;78887"
"""231220 SANTA QUITERIA"";67944;116917;99;940;185900"
"""231230 SAO BENEDITO"";84911;228516;1742;9429;324598"
"""231240 SAO GONCALO DO AMARANTE"";179771;764779;5983;6530;957063"
"""231250 SAO JOAO DO JAGUARIBE"";47284;102785;-;453;150522"
"""231260 SAO LUIS DO CURU"";4846;27416;86;70405;102753"
"""231270 SENADOR POMPEU"";6361;117526;-;2277;126164"
"""231280 SENADOR SA"";25692;54969;-;449;81110"
"""231290 SOBRAL"";59840;2525407;159924;185304;2930475"
"""231300 SOLONOPOLE"";33833;191822;270;6232;232157"
"""231310 TABULEIRO DO NORTE"";214;491050;511;4096;495871"
"""231320 TAMBORIL"";24216;148688;9;5107;178020"
"""231325 TARRAFAS"";68780;12743;-;913;82436"
"""231330 TAUA"";21819;421093;1913;1984;446809"
"""231335 TEJUCUOCA"";100613;209952;-;765;311330"
"""231340 TIANGUA"";121553;942290;10337;3567;1077747"
"""231350 TRAIRI"";61679;102620;-;814;165113"
"""231355 TURURU"";264673;6218;-;278;271169"
"""231360 UBAJARA"";26034;133009;5431;2925;167399"
"""231370 UMARI"";4994;801;-;811;6606"
"""231375 UMIRIM"";30164;828;-;255;31247"
"""231380 URUBURETAMA"";38112;115226;-;470;153808"
"""231390 URUOCA"";18756;101115;-;16592;136463"
"""231395 VARJOTA"";44509;121322;-;1086;166917"
"""231400 VARZEA ALEGRE"";118;199051;-;8362;207531"
"""231410 VICOSA DO CEARA"";21850;330690;91;4466;357097"
"""240010 ACARI"";41173;86372;201;709;128455"
"""240020 ACU"";81562;730950;840409;1266;1654187"
"""240030 AFONSO BEZERRA"";13056;25010;-;473;38539"
"""240040 AGUA NOVA"";4634;5489;-;488;10611"
"""240050 ALEXANDRIA"";4245;108772;2198;636;115851"
"""240060 ALMINO AFONSO"";12839;33791;563;214;47407"
"""240070 ALTO DO RODRIGUES"";51294;292272;-;481;344047"
"""240080 ANGICOS"";222;102156;-;601;102979"
"""240090 ANTONIO MARTINS"";17548;18022;-;440;36010"
"""240100 APODI"";2031;587727;-;229;589987"
"""240110 AREIA BRANCA"";50297;342366;11437;376;404476"
"""240120 ARES"";72605;134317;-;707;207629"
"""240130 CAMPO GRANDE"";45894;87665;10;663;134232"
"""240140 BAIA FORMOSA"";40015;97195;-;419;137629"
"""240145 BARAUNA"";161;315363;-;833;316357"
"""240150 BARCELONA"";22164;42326;1;263;64754"
"""240160 BENTO FERNANDES"";3266;3234;-;130;6630"
"""240165 BODO"";-;30954;-;164;31118"
"""240170 BOM JESUS"";26584;148627;-;509;175720"
"""240180 BREJINHO"";188518;68207;-;268;256993"
"""240185 CAICARA DO NORTE"";21564;66007;-;681;88252"
"""240190 CAICARA DO RIO DO VENTO"";30371;68624;-;625;99620"
"""240200 CAICO"";40016;860656;878748;61708;1841128"
"""240210 CAMPO REDONDO"";12716;109340;-;-;122056"
"""240220 CANGUARETAMA"";89349;282009;-;383;371741"
"""240230 CARAUBAS"";4197;153286;-;560;158043"
"""240240 CARNAUBA DOS DANTAS"";39267;29480;-;7946;76693"
"""240250 CARNAUBAIS"";23000;115485;-;677;139162"
"""240260 CEARA-MIRIM"";180787;536824;1949;621;720181"
"""240270 CERRO CORA"";175;154916;31;463;155585"
"""240280 CORONEL EZEQUIEL"";13668;-;-;-;13668"
"""240290 CORONEL JOAO PESSOA"";3876;8032;10;696;12614"
"""240300 CRUZETA"";84035;107106;-;552;191693"
"""240310 CURRAIS NOVOS"";66656;539587;733515;460;1340218"
"""240320 DOUTOR SEVERIANO"";21858;29602;-;516;51976"
"""240325 PARNAMIRIM"";242409;1357444;6453;3584;1609890"
"""240330 ENCANTO"";24829;21778;-;224;46831"
"""240340 EQUADOR"";23564;36619;-;1136;61319"
"""240350 ESPIRITO SANTO"";61066;92920;-;402;154388"
"""240360 EXTREMOZ"";17780;158263;-;644;176687"
"""240370 FELIPE GUERRA"";43284;15571;-;150;59005"
"""240375 FERNANDO PEDROZA"";8399;32358;-;493;41250"
"""240380 FLORANIA"";350;77190;-;460;78000"
"""240390 FRANCISCO DANTAS"";102;6112;-;394;6608"
"""240400 FRUTUOSO GOMES"";20211;49311;-;502;70024"
"""240410 GALINHOS"";11393;15980;-;424;27797"
"""240420 GOIANINHA"";159309;290591;709;340;450949"
"""240430 GOVERNADOR DIX-SEPT ROSADO"";35560;63238;-;162;98960"
"""240440 GROSSOS"";34186;104172;-;380;138738"
"""240450 GUAMARE"";37903;245423;3166;804;287296"
"""240460 IELMO MARINHO"";40335;95635;-;61;136031"
"""240470 IPANGUACU"";8534;43661;-;229;52424"
"""240480 IPUEIRA"";6670;19963;-;7423;34056"
"""240485 ITAJA"";93954;184726;-;1570;280250"
"""240490 ITAU"";14739;26013;-;60;40812"
"""240500 JACANA"";56765;-;-;-;56765"
"""240510 JANDAIRA"";-;375;-;1136;1511"
"""240520 JANDUIS"";50268;89152;-;749;140169"
"""240530 JANUARIO CICCO"";143865;83893;-;515;228273"
"""240540 JAPI"";2832;1984;-;169;4985"
"""240550 JARDIM DE ANGICOS"";-;-;-;178;178"
"""240560 JARDIM DE PIRANHAS"";40299;159409;-;38085;237793"
"""240570 JARDIM DO SERIDO"";2899;80950;-;723;84572"
"""240580 JOAO CAMARA"";3827;472657;1091;522;478097"
"""240590 JOAO DIAS"";26429;5744;-;29;32202"
"""240600 JOSE DA PENHA"";7486;47696;-;179;55361"
"""240610 JUCURUTU"";37545;232080;263;3572;273460"
"""240615 JUNDIA"";9609;27159;-;338;37106"
"""240620 LAGOA D'ANTA"";14890;31561;-;-;46451"
"""240630 LAGOA DE PEDRAS"";31171;33671;22;286;65150"
"""240640 LAGOA DE VELHOS"";2381;30734;-;302;33417"
"""240650 LAGOA NOVA"";7070;125488;-;511;133069"
"""240660 LAGOA SALGADA"";54067;39504;-;109;93680"
"""240670 LAJES"";382;195714;-;411;196507"
"""240680 LAJES PINTADAS"";16465;41594;-;132;58191"
"""240690 LUCRECIA"";42664;6420;-;115;49199"
"""240700 LUIS GOMES"";-;13480;-;680;14160"
"""240710 MACAIBA"";29455;541199;6610;45319;622583"
"""240720 MACAU"";33693;173835;14;898;208440"
"""240725 MAJOR SALES"";10192;49864;-;181;60237"
"""240730 MARCELINO VIEIRA"";-;30900;-;332;31232"
"""240740 MARTINS"";22666;127984;234;1207;152091"
"""240750 MAXARANGUAPE"";-;645;-;100;745"
"""240760 MESSIAS TARGINO"";13661;94524;-;337;108522"
"""240770 MONTANHAS"";39413;91308;-;405;131126"
"""240780 MONTE ALEGRE"";109264;354773;-;631;464668"
"""240790 MONTE DAS GAMELEIRAS"";15282;34924;-;122;50328"
"""240800 MOSSORO"";1573802;3824278;2061867;30265;7490212"
"""240810 NATAL"";825962;12426695;12469076;364774;26086507"
"""240820 NISIA FLORESTA"";189261;255807;101;1157;446326"
"""240830 NOVA CRUZ"";82239;407008;13;1992;491252"
"""240840 OLHO-D'AGUA DO BORGES"";2429;4574;-;318;7321"
"""240850 OURO BRANCO"";45737;75865;-;602;122204"
"""240860 PARANA"";20400;19212;-;903;40515"
"""240870 PARAU"";7639;29776;-;229;37644"
"""240880 PARAZINHO"";27210;59268;-;292;86770"
"""240890 PARELHAS"";41699;502854;-;4256;548809"
"""240895 RIO DO FOGO"";28251;68006;-;119;96376"
"""240910 PASSA E FICA"";29460;93439;-;323;123222"
"""240920 PASSAGEM"";15384;11645;-;285;27314"
"""240930 PATU"";13906;80462;-;194;94562"
"""240933 SANTA MARIA"";27048;48310;-;592;75950"
"""240940 PAU DOS FERROS"";322;625551;1003285;4951;1634109"
"""240950 PEDRA GRANDE"";7726;24335;-;15;32076"
"""240960 PEDRA PRETA"";13172;11680;-;474;25326"
"""240970 PEDRO AVELINO"";22915;78480;-;275;101670"
"""240980 PEDRO VELHO"";89705;130869;-;196;220770"
"""240990 PENDENCIAS"";30462;128705;-;319;159486"
"""241000 PILOES"";12366;21250;-;369;33985"
"""241010 POCO BRANCO"";93903;38395;2;550;132850"
"""241020 PORTALEGRE"";20116;56540;59;799;77514"
"""241025 PORTO DO MANGUE"";16234;24719;-;75;41028"
"""241030 SERRA CAIADA"";79519;114323;-;692;194534"
"""241040 PUREZA"";8130;53614;-;248;61992"
"""241050 RAFAEL FERNANDES"";6404;29017;-;339;35760"
"""241060 RAFAEL GODEIRO"";5525;15388;-;212;21125"
"""241070 RIACHO DA CRUZ"";7194;28876;-;277;36347"
"""241080 RIACHO DE SANTANA"";8199;40455;-;58;48712"
"""241090 RIACHUELO"";24385;67288;-;906;92579"
"""241100 RODOLFO FERNANDES"";42449;31379;-;200;74028"
"""241105 TIBAU"";64103;28223;-;146;92472"
"""241110 RUY BARBOSA"";25609;50778;-;1097;77484"
"""241120 SANTA CRUZ"";6355;767539;474773;37265;1285932"
"""241140 SANTANA DO MATOS"";26606;43928;-;455;70989"
"""241142 SANTANA DO SERIDO"";1122;53561;-;642;55325"
"""241150 SANTO ANTONIO"";224205;379710;379;2063;606357"
"""241160 SAO BENTO DO NORTE"";11737;24992;-;391;37120"
"""241170 SAO BENTO DO TRAIRI"";12541;35718;-;269;48528"
"""241180 SAO FERNANDO"";6;17296;-;16296;33598"
"""241190 SAO FRANCISCO DO OESTE"";2888;32621;-;165;35674"
"""241200 SAO GONCALO DO AMARANTE"";53613;271947;304;-;325864"
"""241210 SAO JOAO DO SABUGI"";16224;62721;-;492;79437"
"""241220 SAO JOSE DE MIPIBU"";82272;523649;4880;1191;611992"
"""241230 SAO JOSE DO CAMPESTRE"";50270;106720;-;12753;169743"
"""241240 SAO JOSE DO SERIDO"";28066;123271;-;8798;160135"
"""241250 SAO MIGUEL"";58897;102485;-;351;161733"
"""241255 SAO MIGUEL DO GOSTOSO"";51779;192449;-;1173;245401"
"""241260 SAO PAULO DO POTENGI"";176457;145435;388;615;322895"
"""241270 SAO PEDRO"";7274;9987;-;567;17828"
"""241280 SAO RAFAEL"";17912;37064;-;1155;56131"
"""241290 SAO TOME"";41069;166526;-;491;208086"
"""241300 SAO VICENTE"";17429;82458;142;923;100952"
"""241310 SENADOR ELOI DE SOUZA"";19770;45906;-;98;65774"
"""241320 SENADOR GEORGINO AVELINO"";31531;1942;-;215;33688"
"""241330 SERRA DE SAO BENTO"";9113;42034;-;703;51850"
"""241335 SERRA DO MEL"";22118;151718;-;-;173836"
"""241340 SERRA NEGRA DO NORTE"";10780;79828;-;233;90841"
"""241350 SERRINHA"";22243;52205;-;268;74716"
"""241355 SERRINHA DOS PINTOS"";80;25068;-;228;25376"
"""241360 SEVERIANO MELO"";187;13156;-;153;13496"
"""241370 SITIO NOVO"";14506;65185;-;164;79855"
"""241380 TABOLEIRO GRANDE"";1332;20267;-;99;21698"
"""241390 TAIPU"";22779;95458;-;779;119016"
"""241400 TANGARA"";56696;114375;-;439;171510"
"""241410 TENENTE ANANIAS"";30122;71267;-;565;101954"
"""241415 TENENTE LAURENTINO CRUZ"";-;51120;-;200;51320"
"""241420 TIBAU DO SUL"";106545;204797;-;504;311846"
"""241430 TIMBAUBA DOS BATISTAS"";-;12767;-;180;12947"
"""241440 TOUROS"";43325;277128;-;886;321339"
"""241445 TRIUNFO POTIGUAR"";8781;46509;-;225;55515"
"""241450 UMARIZAL"";39;107688;-;3086;110813"
"""241460 UPANEMA"";27083;104453;-;898;132434"
"""241470 VARZEA"";17257;7366;-;477;25100"
"""241475 VENHA-VER"";5053;62252;237;325;67867"
"""241480 VERA CRUZ"";64038;200179;-;139;264356"
"""241490 VICOSA"";-;13369;-;520;13889"
"""241500 VILA FLOR"";34167;49618;-;275;84060"
"""250010 AGUA BRANCA"";996;70968;-;15888;87852"
"""250020 AGUIAR"";3689;44269;-;158;48116"
"""250030 ALAGOA GRANDE"";1837;225087;-;12339;239263"
"""250040 ALAGOA NOVA"";3327;79133;-;585;83045"
"""250050 ALAGOINHA"";19622;33583;-;405;53610"
"""250053 ALCANTIL"";497;20241;-;395;21133"
"""250057 ALGODAO DE JANDAIRA"";4841;8513;-;249;13603"
"""250060 ALHANDRA"";67248;238498;-;663;306409"
"""250070 SAO JOAO DO RIO DO PEIXE"";24280;95702;285;16548;136815"
"""250073 AMPARO"";231;5576;-;99;5906"
"""250077 APARECIDA"";1979;24335;-;1030;27344"
"""250080 ARACAGI"";38280;102136;-;637;141053"
"""250090 ARARA"";13888;46903;-;2212;63003"
"""250100 ARARUNA"";4131;105338;-;132;109601"
"""250110 AREIA"";1090;208817;-;17996;227903"
"""250115 AREIA DE BARAUNAS"";1266;1922;22;256;3466"
"""250120 AREIAL"";1759;19475;-;627;21861"
"""250130 AROEIRAS"";65316;131292;-;576;197184"
"""250135 ASSUNCAO"";2560;6489;-;1095;10144"
"""250140 BAIA DA TRAICAO"";22004;25632;-;606;48242"
"""250150 BANANEIRAS"";135992;347332;1322;1789;486435"
"""250153 BARAUNA"";4879;23286;-;385;28550"
"""250157 BARRA DE SANTANA"";2423;34579;150;337;37489"
"""250160 BARRA DE SANTA ROSA"";6068;34777;-;848;41693"
"""250170 BARRA DE SAO MIGUEL"";81;9428;62;1008;10579"
"""250180 BAYEUX"";11446;599134;1976;433;612989"
"""250190 BELEM"";43720;130244;18;1647;175629"
"""250200 BELEM DO BREJO DO CRUZ"";5842;24798;-;-;30640"
"""250205 BERNARDINO BATISTA"";11776;22513;-;581;34870"
"""250210 BOA VENTURA"";4708;5465;-;464;10637"
"""250215 BOA VISTA"";5034;54476;-;340;59850"
"""250220 BOM JESUS"";16917;10595;-;755;28267"
"""250230 BOM SUCESSO"";807;27935;-;258;29000"
"""250240 BONITO DE SANTA FE"";55135;61336;-;823;117294"
"""250250 BOQUEIRAO"";5740;212945;-;889;219574"
"""250260 IGARACY"";11831;37127;-;434;49392"
"""250270 BORBOREMA"";-;-;-;290;290"
"""250280 BREJO DO CRUZ"";14867;186945;8;2585;204405"
"""250290 BREJO DOS SANTOS"";2057;27183;-;369;29609"
"""250300 CAAPORA"";103629;163883;-;160;267672"
"""250310 CABACEIRAS"";2586;24180;-;604;27370"
"""250320 CABEDELO"";87366;695588;179;2325;785458"
"""250330 CACHOEIRA DOS INDIOS"";9101;23628;-;6049;38778"
"""250340 CACIMBA DE AREIA"";769;2623;-;5952;9344"
"""250350 CACIMBA DE DENTRO"";19523;63634;-;172;83329"
"""250355 CACIMBAS"";253;2921;9;843;4026"
"""250360 CAICARA"";11565;33713;-;145;45423"
"""250370 CAJAZEIRAS"";76445;729295;34768;26373;866881"
"""250375 CAJAZEIRINHAS"";2763;11098;36;6576;20473"
"""250380 CALDAS BRANDAO"";10490;29298;-;634;40422"
"""250390 CAMALAU"";8842;35818;-;318;44978"
"""250400 CAMPINA GRANDE"";534829;4334946;5704874;230785;10805434"
"""250403 CAPIM"";9284;11712;-;199;21195"
"""250407 CARAUBAS"";360;5218;-;673;6251"
"""250410 CARRAPATEIRA"";1402;13334;-;1029;15765"
"""250415 CASSERENGUE"";370;2655;-;2511;5536"
"""250420 CATINGUEIRA"";892;5398;32;770;7092"
"""250430 CATOLE DO ROCHA"";8441;402231;2291;38659;451622"
"""250435 CATURITE"";11039;35927;-;185;47151"
"""250440 CONCEICAO"";11313;99907;-;1111;112331"
"""250450 CONDADO"";1700;8943;-;2687;13330"
"""250460 CONDE"";35129;345651;-;1510;382290"
"""250470 CONGO"";1263;36935;-;456;38654"
"""250480 COREMAS"";917;76698;455;30382;108452"
"""250485 COXIXOLA"";-;13413;-;73;13486"
"""250490 CRUZ DO ESPIRITO SANTO"";25008;94171;-;609;119788"
"""250510 CUITE"";3584;133445;-;3336;140365"
"""250520 CUITEGI"";507;3371;-;1158;5036"
"""250523 CUITE DE MAMANGUAPE"";6845;10618;-;467;17930"
"""250527 CURRAL DE CIMA"";17753;21741;-;503;39997"
"""250530 CURRAL VELHO"";244;1288;-;193;1725"
"""250535 DAMIAO"";-;-;-;922;922"
"""250540 DESTERRO"";6109;28745;-;1110;35964"
"""250550 VISTA SERRANA"";551;4462;40;8028;13081"
"""250560 DIAMANTE"";4514;16220;-;248;20982"
"""250570 DONA INES"";16834;101080;-;650;118564"
"""250580 DUAS ESTRADAS"";55;2234;-;317;2606"
"""250590 EMAS"";1973;17988;14;563;20538"
"""250600 ESPERANCA"";39482;282138;95;1641;323356"
"""250610 FAGUNDES"";1948;4454;-;287;6689"
"""250620 FREI MARTINHO"";24084;17540;-;343;41967"
"""250625 GADO BRAVO"";-;22072;-;805;22877"
"""250630 GUARABIRA"";52344;845429;20654;2845;921272"
"""250640 GURINHEM"";42834;91547;-;788;135169"
"""250650 GURJAO"";6898;21710;-;252;28860"
"""250660 IBIARA"";10814;10397;-;367;21578"
"""250670 IMACULADA"";31251;42059;-;984;74294"
"""250680 INGA"";71600;202344;-;218;274162"
"""250690 ITABAIANA"";44715;313373;627;1394;360109"
"""250700 ITAPORANGA"";27161;167266;-;3256;197683"
"""250710 ITAPOROROCA"";11008;93933;164;864;105969"
"""250720 ITATUBA"";8390;28297;-;530;37217"
"""250730 JACARAU"";15809;60051;7;650;76517"
"""250740 JERICO"";54326;81205;-;25760;161291"
"""250750 JOAO PESSOA"";7998084;11510525;22955204;333399;42797212"
"""250770 JUAZEIRINHO"";5103;96865;-;651;102619"
"""250780 JUNCO DO SERIDO"";372509;79568;-;703;452780"
"""250790 JURIPIRANGA"";31476;135458;-;698;167632"
"""250800 JURU"";904;59270;-;11440;71614"
"""250810 LAGOA"";1820;11989;120;301;14230"
"""250820 LAGOA DE DENTRO"";11591;62772;-;358;74721"
"""250830 LAGOA SECA"";21841;154268;-;963;177072"
"""250840 LASTRO"";4804;16535;-;154;21493"
"""250850 LIVRAMENTO"";913;1403;-;226;2542"
"""250855 LOGRADOURO"";869148;20224;-;247;889619"
"""250860 LUCENA"";15590;90251;-;511;106352"
"""250870 MAE D'AGUA"";1007;7669;-;612;9288"
"""250880 MALTA"";905;3189;-;969;5063"
"""250890 MAMANGUAPE"";65203;349558;1358;1165;417284"
"""250900 MANAIRA"";20594;82642;9;673;103918"
"""250905 MARCACAO"";9670;14846;-;589;25105"
"""250910 MARI"";257996;153364;-;536;411896"
"""250915 MARIZOPOLIS"";33;82;-;394;509"
"""250920 MASSARANDUBA"";13338;63954;-;761;78053"
"""250930 MATARACA"";34848;63980;-;757;99585"
"""250933 MATINHAS"";14049;19673;-;338;34060"
"""250937 MATO GROSSO"";184;4257;-;290;4731"
"""250939 MATUREIA"";1129;2965;-;800;4894"
"""250940 MOGEIRO"";52824;62605;-;498;115927"
"""250950 MONTADAS"";7543;18832;-;397;26772"
"""250960 MONTE HOREBE"";4047;9113;-;40;13200"
"""250970 MONTEIRO"";29267;463468;9331;118432;620498"
"""250980 MULUNGU"";4776;20460;-;111;25347"
"""250990 NATUBA"";33476;17535;-;408;51419"
"""251000 NAZAREZINHO"";3816;7282;-;402;11500"
"""251020 NOVA OLINDA"";5221;6703;-;498;12422"
"""251030 NOVA PALMEIRA"";10807;1846;-;380;13033"
"""251040 OLHO D'AGUA"";3784;290;-;820;4894"
"""251050 OLIVEDOS"";244;22133;-;284;22661"
"""251060 OURO VELHO"";9881;29428;-;3751;43060"
"""251065 PARARI"";2589;22495;-;180;25264"
"""251070 PASSAGEM"";670;3671;-;985;5326"
"""251080 PATOS"";109981;1489770;73723;133228;1806702"
"""251090 PAULISTA"";22244;64076;-;1338;87658"
"""251100 PEDRA BRANCA"";260;17579;-;653;18492"
"""251110 PEDRA LAVRADA"";7196;40572;-;491;48259"
"""251120 PEDRAS DE FOGO"";39271;459913;-;9470;508654"
"""251130 PIANCO"";75824;530505;2534;54589;663452"
"""251140 PICUI"";57366;222128;1707;42088;323289"
"""251150 PILAR"";40480;94196;-;957;135633"
"""251160 PILOES"";113;1376;-;536;2025"
"""251170 PILOEZINHOS"";100;49338;-;303;49741"
"""251180 PIRPIRITUBA"";7857;40522;-;552;48931"
"""251190 PITIMBU"";22502;148098;-;1046;171646"
"""251200 POCINHOS"";2490;90138;-;3075;95703"
"""251203 POCO DANTAS"";70;16223;-;15879;32172"
"""251207 POCO DE JOSE DE MOURA"";16882;5971;-;327;23180"
"""251210 POMBAL"";48999;523387;4223;153798;730407"
"""251220 PRATA"";3629;12749;-;691;17069"
"""251230 PRINCESA ISABEL"";53193;441875;1102;73090;569260"
"""251240 PUXINANA"";25866;31184;-;1089;58139"
"""251250 QUEIMADAS"";41153;506618;481;1446;549698"
"""251260 QUIXABA"";251;247;-;409;907"
"""251270 REMIGIO"";37840;114376;-;804;153020"
"""251272 PEDRO REGIS"";25617;88436;-;637;114690"
"""251274 RIACHAO"";1334;8917;-;403;10654"
"""251275 RIACHAO DO BACAMARTE"";89;1558;-;259;1906"
"""251276 RIACHAO DO POCO"";64;1605;-;1043;2712"
"""251278 RIACHO DE SANTO ANTONIO"";352716;18093;-;1666;372475"
"""251280 RIACHO DOS CAVALOS"";9540;5003;-;494;15037"
"""251290 RIO TINTO"";59180;226642;-;291;286113"
"""251300 SALGADINHO"";483;3836;-;227;4546"
"""251310 SALGADO DE SAO FELIX"";28872;37767;-;622;67261"
"""251315 SANTA CECILIA"";2715;10065;-;500;13280"
"""251320 SANTA CRUZ"";1477;25641;-;574;27692"
"""251330 SANTA HELENA"";4098;25524;-;205;29827"
"""251335 SANTA INES"";19796;16478;-;565;36839"
"""251340 SANTA LUZIA"";50446;425794;471;1116;477827"
"""251350 SANTANA DE MANGUEIRA"";8715;5085;-;1337;15137"
"""251360 SANTANA DOS GARROTES"";6195;15367;-;342;21904"
"""251365 JOCA CLAUDINO"";6615;3703;-;233;10551"
"""251370 SANTA RITA"";183358;1319825;29485;1269;1533937"
"""251380 SANTA TERESINHA"";6085;1594;-;2291;9970"
"""251385 SANTO ANDRE"";2505;17308;-;535;20348"
"""251390 SAO BENTO"";6640;193066;259;4619;204584"
"""251392 SAO BENTINHO"";3192;35074;-;390;38656"
"""251394 SAO DOMINGOS DO CARIRI"";805;28614;-;527;29946"
"""251396 SAO DOMINGOS"";137;9531;-;112;9780"
"""251398 SAO FRANCISCO"";3677;33865;138;430;38110"
"""251400 SAO JOAO DO CARIRI"";1071;21527;-;670;23268"
"""251410 SAO JOAO DO TIGRE"";6888;9731;-;315;16934"
"""251420 SAO JOSE DA LAGOA TAPADA"";1681;14102;97;770;16650"
"""251430 SAO JOSE DE CAIANA"";2339;8530;9;639;11517"
"""251440 SAO JOSE DE ESPINHARAS"";9193;5025;-;446;14664"
"""251445 SAO JOSE DOS RAMOS"";16799;15562;-;272;32633"
"""251450 SAO JOSE DE PIRANHAS"";60259;63478;-;1200;124937"
"""251455 SAO JOSE DE PRINCESA"";1044;7375;1;825;9245"
"""251460 SAO JOSE DO BONFIM"";-;573;-;-;573"
"""251465 SAO JOSE DO BREJO DO CRUZ"";103;5323;-;458;5884"
"""251470 SAO JOSE DO SABUGI"";2165;25597;-;2712;30474"
"""251480 SAO JOSE DOS CORDEIROS"";339;21130;-;251;21720"
"""251490 SAO MAMEDE"";2526;12159;-;12701;27386"
"""251500 SAO MIGUEL DE TAIPU"";17970;37711;-;324;56005"
"""251510 SAO SEBASTIAO DE LAGOA DE ROCA"";4480;53374;-;1377;59231"
"""251520 SAO SEBASTIAO DO UMBUZEIRO"";744;5864;-;449;7057"
"""251530 SAPE"";119202;517170;27;327;636726"
"""251540 SAO VICENTE DO SERIDO"";141;33407;-;397;33945"
"""251550 SERRA BRANCA"";1389;80147;-;864;82400"
"""251560 SERRA DA RAIZ"";1268;2580;-;291;4139"
"""251570 SERRA GRANDE"";3304;11296;-;539;15139"
"""251580 SERRA REDONDA"";450132;13760;-;574;464466"
"""251590 SERRARIA"";21226;96935;-;767;118928"
"""251593 SERTAOZINHO"";462;3442;-;172;4076"
"""251597 SOBRADO"";2858;13977;-;593;17428"
"""251600 SOLANEA"";6019;185436;1036;1210;193701"
"""251610 SOLEDADE"";9140;85210;-;180;94530"
"""251615 SOSSEGO"";-;13858;-;581;14439"
"""251620 SOUSA"";55344;910589;22983;60221;1049137"
"""251630 SUME"";28945;194892;127;6603;230567"
"""251640 TACIMA"";23129;27383;-;551;51063"
"""251650 TAPEROA"";4099;129521;525;435;134580"
"""251660 TAVARES"";4957;145298;-;618;150873"
"""251670 TEIXEIRA"";30042;62403;-;890;93335"
"""251675 TENORIO"";2041;6496;-;732;9269"
"""251680 TRIUNFO"";1374;99967;-;2114;103455"
"""251690 UIRAUNA"";35022;85712;-;3394;124128"
"""251700 UMBUZEIRO"";52067;101208;-;6307;159582"
"""251710 VARZEA"";897;23457;-;342;24696"
"""251720 VIEIROPOLIS"";111;1101;-;134;1346"
"""251740 ZABELE"";-;2685;-;327;3012"
"""260005 ABREU E LIMA"";46415;866072;1;791;913279"
"""260010 AFOGADOS DA INGAZEIRA"";6033;664061;6172;142208;818474"
"""260020 AFRANIO"";47231;237315;1401;20404;306351"
"""260030 AGRESTINA"";85860;251344;175;15221;352600"
"""260040 AGUA PRETA"";36511;155858;-;245;192614"
"""260050 AGUAS BELAS"";53800;130316;-;8645;192761"
"""260060 ALAGOINHA"";22506;6163;-;198;28867"
"""260070 ALIANCA"";129710;165302;-;4670;299682"
