"""Munic¡pio"";""Eletivo"";""Urgˆncia"";""Acidente no local trabalho ou a servi‡o da empresa"";""Acidente no trajeto para o trabalho"";""Outros tipos de acidente de trƒnsito"";""Outros tipos lesäes/envenenament(agent.fis./quim.)"";""Informa‡Æo inexistente  (BPA-C)"";""Total"""
"""421900 URUSSANGA"";36617;1593;-;-;-;-;196641;234851"
"""421910 VARGEAO"";8769;163;-;-;-;-;83775;92707"
"""421915 VARGEM"";5637;-;-;-;-;-;295;5932"
"""421917 VARGEM BONITA"";10127;-;-;-;-;-;48640;58767"
"""421920 VIDAL RAMOS"";14436;49;-;-;-;-;23111839;23126324"
"""421930 VIDEIRA"";607933;3631;1;-;-;1;631986;1243552"
"""421935 VITOR MEIRELES"";3392;-;-;-;-;-;78931;82323"
"""421940 WITMARSUM"";7308;497;1;-;-;-;130317;138123"
"""421950 XANXERE"";131416;170818;16;1;1;2;481331;783585"
"""421960 XAVANTINA"";14167;-;-;-;-;-;60310;74477"
"""421970 XAXIM"";61557;6523;-;-;-;10;261866;329956"
"""421985 ZORTEA"";-;-;-;-;-;-;2684;2684"
"""422000 BALNEARIO RINCAO"";20013;-;-;-;-;-;330042;350055"
"""430003 ACEGUA"";3168;326;-;-;-;-;26360;29854"
"""430005 AGUA SANTA"";1130;94;-;-;-;-;10400;11624"
"""430010 AGUDO"";28758;1402;-;-;-;-;75691;105851"
"""430020 AJURICABA"";17615;14494;-;-;-;-;12273;44382"
"""430030 ALECRIM"";1352;-;-;-;-;-;21486;22838"
"""430040 ALEGRETE"";659773;5792;-;-;-;-;405407;1070972"
"""430045 ALEGRIA"";8842;-;-;-;-;-;17385;26227"
"""430047 ALMIRANTE TAMANDARE DO SUL"";-;-;-;-;-;-;9766;9766"
"""430050 ALPESTRE"";356;842;-;-;-;-;17177;18375"
"""430055 ALTO ALEGRE"";1907;-;-;-;-;-;7777;9684"
"""430057 ALTO FELIZ"";3403;-;-;-;-;-;57508;60911"
"""430060 ALVORADA"";326641;2645;-;-;-;1;964713;1294000"
"""430063 AMARAL FERRADOR"";-;-;-;-;-;-;17409;17409"
"""430064 AMETISTA DO SUL"";381;621;-;-;-;-;45071;46073"
"""430066 ANDRE DA ROCHA"";-;-;-;-;-;-;2372;2372"
"""430070 ANTA GORDA"";43;6;-;-;-;-;12137;12186"
"""430080 ANTONIO PRADO"";20399;1257;21;-;-;-;190597;212274"
"""430085 ARAMBARE"";140;-;-;-;-;-;15454;15594"
"""430087 ARARICA"";30992;37;-;-;-;-;1119;32148"
"""430090 ARATIBA"";80559;547;-;1;-;1;90232;171340"
"""430100 ARROIO DO MEIO"";13947;38229;-;1;-;-;132470;184647"
"""430105 ARROIO DO SAL"";13445;60;-;-;-;-;144166;157671"
"""430107 ARROIO DO PADRE"";7823;-;-;1;-;-;49;7873"
"""430110 ARROIO DOS RATOS"";36764;40;-;-;-;-;11235;48039"
"""430120 ARROIO DO TIGRE"";26418;276;2;-;-;1;1853;28550"
"""430130 ARROIO GRANDE"";27401;1;-;-;-;1;195374;222777"
"""430140 ARVOREZINHA"";1669;195;-;-;-;-;33814;35678"
"""430150 AUGUSTO PESTANA"";21181;4540;-;1;-;-;80924;106646"
"""430155 AUREA"";-;-;-;-;-;-;4707;4707"
"""430160 BAGE"";1239904;3443;3;3;-;-;1062305;2305658"
"""430163 BALNEARIO PINHAL"";17253;240;-;-;-;-;165314;182807"
"""430165 BARAO"";9452;23;-;-;-;2;35533;45010"
"""430170 BARAO DE COTEGIPE"";-;-;-;-;-;-;201;201"
"""430175 BARAO DO TRIUNFO"";-;-;-;-;-;-;1236;1236"
"""430180 BARRACAO"";1129;106;-;-;-;-;16310;17545"
"""430185 BARRA DO GUARITA"";180;-;-;-;-;-;87;267"
"""430190 BARRA DO RIBEIRO"";11102;10;-;-;-;-;81601;92713"
"""430192 BARRA DO RIO AZUL"";35;-;-;-;-;-;93;128"
"""430195 BARRA FUNDA"";-;-;-;-;-;-;26509;26509"
"""430200 BARROS CASSAL"";611;-;-;-;-;-;37862;38473"
"""430205 BENJAMIN CONSTANT DO SUL"";282;-;-;-;-;-;156;438"
"""430210 BENTO GONCALVES"";308074;297969;6;11;2;-;1758804;2364866"
"""430215 BOA VISTA DAS MISSOES"";97;-;-;-;-;-;1231;1328"
"""430220 BOA VISTA DO BURICA"";30715;15960;1;-;-;-;10906;57582"
"""430222 BOA VISTA DO CADEADO"";845;-;-;-;-;-;101;946"
"""430223 BOA VISTA DO INCRA"";-;-;-;-;-;-;58;58"
"""430225 BOA VISTA DO SUL"";-;-;-;-;-;-;108;108"
"""430230 BOM JESUS"";516;18;-;-;-;-;89501;90035"
"""430235 BOM PRINCIPIO"";12;1153;-;-;-;-;176740;177905"
"""430237 BOM PROGRESSO"";132;-;-;-;-;-;-;132"
"""430240 BOM RETIRO DO SUL"";1311;44954;-;-;-;-;24223;70488"
"""430245 BOQUEIRAO DO LEAO"";-;-;-;-;-;-;28867;28867"
"""430250 BOSSOROCA"";12112;1;-;-;-;-;333;12446"
"""430258 BOZANO"";-;-;-;-;-;-;127;127"
"""430260 BRAGA"";-;-;-;-;-;-;136;136"
"""430265 BROCHIER"";-;-;-;-;-;-;3359;3359"
"""430270 BUTIA"";62343;270;-;-;-;-;58967;121580"
"""430280 CACAPAVA DO SUL"";145582;15124;-;-;-;2;67797;228505"
"""430290 CACEQUI"";16863;204;-;-;-;-;139021;156088"
"""430300 CACHOEIRA DO SUL"";1607845;10371;3;4;2;-;808137;2426362"
"""430310 CACHOEIRINHA"";218296;4278;1;8;-;-;584810;807393"
"""430320 CACIQUE DOBLE"";1153;147;-;-;-;-;11148;12448"
"""430330 CAIBATE"";7449;2213;3;-;-;-;6360;16025"
"""430340 CAICARA"";249;406;-;-;-;-;22110;22765"
"""430350 CAMAQUA"";143918;15852;2;2;1;-;596185;755960"
"""430355 CAMARGO"";4511;460;-;-;-;-;32524;37495"
"""430360 CAMBARA DO SUL"";4926;1176;-;-;-;-;65413;71515"
"""430367 CAMPESTRE DA SERRA"";1710;10;-;-;5;-;170;1895"
"""430370 CAMPINA DAS MISSOES"";19071;12649;-;-;-;-;22244;53964"
"""430380 CAMPINAS DO SUL"";29807;35;-;1;1;8;9461;39313"
"""430390 CAMPO BOM"";196187;23239;-;-;-;10;1269218;1488654"
"""430400 CAMPO NOVO"";16913;500;-;-;-;-;2528;19941"
"""430410 CAMPOS BORGES"";16;1;-;-;-;-;22489;22506"
"""430420 CANDELARIA"";110545;333;-;-;-;5;384425;495308"
"""430430 CANDIDO GODOI"";230;-;-;-;965;-;45849;47044"
"""430435 CANDIOTA"";13661;-;-;-;-;-;89628;103289"
"""430440 CANELA"";81691;10651;10;24;-;-;386313;478689"
"""430450 CANGUCU"";56687;4264;-;-;-;-;383995;444946"
"""430460 CANOAS"";1419902;221115;9;34;20;2;2493492;4134574"
"""430461 CANUDOS DO VALE"";120;-;-;-;-;-;35;155"
"""430462 CAPAO BONITO DO SUL"";-;-;-;-;-;-;40;40"
"""430463 CAPAO DA CANOA"";50033;7708;1;-;-;-;627745;685487"
"""430465 CAPAO DO CIPO"";198;-;-;-;-;-;403;601"
"""430466 CAPAO DO LEAO"";41693;-;2;-;-;-;122375;164070"
"""430467 CAPIVARI DO SUL"";6356;-;-;-;-;-;37539;43895"
"""430468 CAPELA DE SANTANA"";-;-;-;-;-;-;5070;5070"
"""430469 CAPITAO"";304;-;-;-;-;-;11;315"
"""430470 CARAZINHO"";279301;127;2;-;1;-;664704;944135"
"""430471 CARAA"";17950;-;-;-;-;-;1503;19453"
"""430480 CARLOS BARBOSA"";62962;1027;-;1;-;-;212088;276078"
"""430485 CARLOS GOMES"";-;-;-;-;-;-;170;170"
"""430490 CASCA"";12933;3971;-;-;-;-;54103;71007"
"""430495 CASEIROS"";150;-;-;-;2;-;8746;8898"
"""430500 CATUIPE"";17821;-;-;1;1;-;43962;61785"
"""430510 CAXIAS DO SUL"";5992820;92034;93;22;1;2;3102529;9187501"
"""430511 CENTENARIO"";10446;196;-;1;-;-;2636;13279"
"""430512 CERRITO"";-;-;-;-;-;-;23528;23528"
"""430513 CERRO BRANCO"";16561;1;-;-;-;-;69927;86489"
"""430515 CERRO GRANDE"";96;-;-;-;-;-;8329;8425"
"""430517 CERRO GRANDE DO SUL"";3535;9;-;-;-;-;25373;28917"
"""430520 CERRO LARGO"";26785;3280;-;1;-;-;1342;31408"
"""430530 CHAPADA"";7;472;-;-;-;-;48961;49440"
"""430535 CHARQUEADAS"";89483;2917;-;-;-;-;142644;235044"
"""430537 CHARRUA"";-;-;-;-;-;-;121;121"
"""430540 CHIAPETTA"";3512;8518;-;-;-;-;1570;13600"
"""430543 CHUI"";11209;-;1;-;-;-;331;11541"
"""430544 CHUVISCA"";-;-;-;-;-;-;4320;4320"
"""430545 CIDREIRA"";27125;-;-;-;-;-;181248;208373"
"""430550 CIRIACO"";1;315;-;-;-;-;23165;23481"
"""430558 COLINAS"";1071;-;1;-;-;-;3682;4754"
"""430560 COLORADO"";-;-;-;-;-;-;17832;17832"
"""430570 CONDOR"";223;179;-;-;-;-;4924;5326"
"""430580 CONSTANTINA"";14923;32254;-;-;-;-;16120;63297"
"""430583 COQUEIRO BAIXO"";-;-;-;-;-;-;67;67"
"""430585 COQUEIROS DO SUL"";144;677;-;-;-;-;25793;26614"
"""430587 CORONEL BARROS"";-;-;-;-;-;-;125;125"
"""430590 CORONEL BICACO"";401;538;-;-;-;-;35207;36146"
"""430593 CORONEL PILAR"";-;-;-;-;-;-;124;124"
"""430597 COXILHA"";-;91;-;-;-;-;113;204"
"""430600 CRISSIUMAL"";69853;48;1;-;2;-;47220;117124"
"""430605 CRISTAL"";5814;-;-;-;-;-;42882;48696"
"""430610 CRUZ ALTA"";1162770;885;3;-;-;-;1489726;2653384"
"""430613 CRUZALTENSE"";289;-;-;-;-;-;664;953"
"""430620 CRUZEIRO DO SUL"";4399;1235;-;-;-;-;75245;80879"
"""430630 DAVID CANABARRO"";6537;225;-;-;-;10;29162;35934"
"""430632 DERRUBADAS"";234;-;-;-;-;-;63;297"
"""430635 DEZESSEIS DE NOVEMBRO"";-;-;-;-;-;-;45;45"
"""430637 DILERMANDO DE AGUIAR"";-;-;-;-;-;-;201;201"
"""430640 DOIS IRMAOS"";125422;2531;-;-;-;-;47216;175169"
"""430642 DOIS IRMAOS DAS MISSOES"";-;-;-;-;-;-;90;90"
"""430645 DOIS LAJEADOS"";7498;27;-;-;-;-;2207;9732"
"""430650 DOM FELICIANO"";13186;3951;-;-;-;-;125458;142595"
"""430655 DOM PEDRO DE ALCANTARA"";635;-;-;-;-;-;294;929"
"""430660 DOM PEDRITO"";96540;4298;-;10;-;-;324474;425322"
"""430670 DONA FRANCISCA"";-;-;-;-;-;-;149;149"
"""430673 DOUTOR MAURICIO CARDOSO"";2923;48;-;-;-;-;11051;14022"
"""430675 DOUTOR RICARDO"";225;-;-;-;-;-;59;284"
"""430676 ELDORADO DO SUL"";50939;2;-;-;-;-;134812;185753"
"""430680 ENCANTADO"";162245;8239;-;9;1;-;239835;410329"
"""430690 ENCRUZILHADA DO SUL"";55120;5868;2;-;-;1;109518;170509"
"""430692 ENGENHO VELHO"";-;-;-;-;-;-;92;92"
"""430693 ENTRE-IJUIS"";32118;1;-;3;18;-;17523;49663"
"""430695 ENTRE RIOS DO SUL"";85;-;-;-;-;-;1718;1803"
"""430697 EREBANGO"";-;-;-;-;-;-;330;330"
"""430700 ERECHIM"";1505501;137466;3;-;3;1;1398744;3041718"
"""430710 HERVAL"";222;1;-;-;-;-;20149;20372"
"""430720 ERVAL GRANDE"";194;264;-;-;-;-;15876;16334"
"""430730 ERVAL SECO"";7770;26;-;-;-;-;22008;29804"
"""430740 ESMERALDA"";-;-;-;-;-;-;11636;11636"
"""430745 ESPERANCA DO SUL"";167;-;-;-;-;-;101;268"
"""430750 ESPUMOSO"";4384;7354;10;-;-;-;117267;129015"
"""430755 ESTACAO"";15732;-;-;-;-;-;171;15903"
"""430760 ESTANCIA VELHA"";99718;5370;-;-;-;-;197891;302979"
"""430770 ESTEIO"";231320;15814;10;17;4;4;1107920;1355089"
"""430780 ESTRELA"";125480;7713;5;-;-;-;254591;387789"
"""430781 ESTRELA VELHA"";3558;5;-;-;-;-;60407;63970"
"""430783 EUGENIO DE CASTRO"";48;-;-;-;-;-;91;139"
"""430786 FAGUNDES VARELA"";446;-;-;-;-;-;265;711"
"""430790 FARROUPILHA"";65754;11109;1;-;-;-;514627;591491"
"""430800 FAXINAL DO SOTURNO"";151686;9464;-;-;-;-;189250;350400"
"""430805 FAXINALZINHO"";-;-;-;-;-;-;151;151"
"""430807 FAZENDA VILANOVA"";264;-;-;-;-;-;984;1248"
"""430810 FELIZ"";3654;451;1;-;-;2;91615;95723"
"""430820 FLORES DA CUNHA"";24343;2660;-;-;-;-;149666;176669"
"""430830 FONTOURA XAVIER"";2912;617;2;-;-;-;40776;44307"
"""430840 FORMIGUEIRO"";407;-;-;-;-;-;26772;27179"
"""430843 FORQUETINHA"";942;-;-;-;-;-;38;980"
"""430845 FORTALEZA DOS VALOS"";1;46;-;-;-;-;16139;16186"
"""430850 FREDERICO WESTPHALEN"";1320940;267;1;8;-;-;286710;1607926"
"""430860 GARIBALDI"";35290;8057;1;-;-;-;207136;250484"
"""430865 GARRUCHOS"";2799;-;-;-;-;-;57;2856"
"""430870 GAURAMA"";9166;785;-;-;-;-;2031;11982"
"""430880 GENERAL CAMARA"";16452;-;-;-;-;-;18283;34735"
"""430885 GENTIL"";1237;-;-;-;-;-;1557;2794"
"""430890 GETULIO VARGAS"";93723;68828;5;-;-;-;7422;169978"
"""430900 GIRUA"";170992;54852;3;2;5;6;86685;312545"
"""430905 GLORINHA"";11787;-;-;-;-;-;35303;47090"
"""430910 GRAMADO"";57746;5807;-;-;-;1;511167;574721"
"""430912 GRAMADO DOS LOUREIROS"";111;-;-;-;-;-;1411;1522"
"""430920 GRAVATAI"";398350;42563;9;3;-;3;2018156;2459084"
"""430925 GUABIJU"";-;-;-;-;-;-;4554;4554"
"""430930 GUAIBA"";124586;2038;20;-;-;-;329643;456287"
"""430940 GUAPORE"";33045;2587;-;-;-;-;187016;222648"
"""430950 GUARANI DAS MISSOES"";25688;750;4;-;-;-;14800;41242"
"""430955 HARMONIA"";1577;-;-;-;-;43;3179;4799"
"""430957 HERVEIRAS"";-;-;-;-;-;-;42;42"
"""430960 HORIZONTINA"";57595;1291;-;-;-;-;206194;265080"
"""430965 HULHA NEGRA"";2246;-;-;-;-;-;16122;18368"
"""430970 HUMAITA"";-;735;-;-;-;-;20491;21226"
"""430975 IBARAMA"";4447;-;-;-;-;-;104;4551"
"""430980 IBIACA"";1928;22;-;-;-;-;45656;47606"
"""430990 IBIRAIARAS"";-;183;-;-;-;-;30252;30435"
"""430995 IBIRAPUITA"";4100;8;-;-;-;-;440;4548"
"""431000 IBIRUBA"";11144;279;-;-;-;-;160586;172009"
"""431010 IGREJINHA"";186622;1;-;-;-;-;896271;1082894"
"""431020 IJUI"";1996596;9879;2;3;2;4;1625467;3631953"
"""431030 ILOPOLIS"";3518;19;-;-;-;-;39081;42618"
"""431033 IMBE"";32891;313;-;-;-;-;153070;186274"
"""431036 IMIGRANTE"";1458;4;-;-;-;-;22633;24095"
"""431040 INDEPENDENCIA"";5399;-;-;-;-;-;116771;122170"
"""431041 INHACORA"";147;-;-;-;-;-;2653;2800"
"""431043 IPE"";-;-;-;-;-;-;276;276"
"""431046 IPIRANGA DO SUL"";-;-;-;-;-;-;151;151"
"""431050 IRAI"";10568;28713;29;-;-;-;122;39432"
"""431053 ITAARA"";-;-;-;-;-;-;283;283"
"""431055 ITACURUBI"";-;-;-;-;-;-;71;71"
"""431057 ITAPUCA"";-;-;-;-;-;-;53;53"
"""431060 ITAQUI"";60614;75213;-;-;-;1;63760;199588"
"""431065 ITATI"";4326;4;-;-;-;-;4930;9260"
"""431070 ITATIBA DO SUL"";754;-;-;1;-;-;340;1095"
"""431075 IVORA"";333;20;-;-;-;-;3523;3876"
"""431080 IVOTI"";31091;1685;-;-;-;-;372109;404885"
"""431085 JABOTICABA"";2238;488;1;2;-;-;66199;68928"
"""431090 JACUTINGA"";1500;104;-;-;-;-;685;2289"
"""431100 JAGUARAO"";33992;9130;1;-;-;-;245628;288751"
"""431110 JAGUARI"";3303;1765;-;-;-;-;75342;80410"
"""431112 JAQUIRANA"";5751;-;-;-;-;-;40213;45964"
"""431113 JARI"";754;-;-;-;-;-;1246;2000"
"""431115 JOIA"";122;-;-;-;-;-;10319;10441"
"""431120 JULIO DE CASTILHOS"";57861;-;-;-;-;-;503876;561737"
"""431123 LAGOA BONITA DO SUL"";-;-;-;-;-;-;17;17"
"""431125 LAGOAO"";639;-;-;-;-;-;13474;14113"
"""431127 LAGOA DOS TRES CANTOS"";1931;-;-;-;-;-;36960;38891"
"""431130 LAGOA VERMELHA"";26837;30768;-;-;2;10;134868;192485"
"""431140 LAJEADO"";2808361;82431;-;-;-;-;1007856;3898648"
"""431142 LAJEADO DO BUGRE"";71;-;-;-;-;-;694;765"
"""431150 LAVRAS DO SUL"";17841;4839;-;-;-;-;46776;69456"
"""431160 LIBERATO SALZANO"";4;1856;-;-;-;-;12098;13958"
"""431162 LINDOLFO COLLOR"";1345;-;-;-;-;-;19818;21163"
"""431164 LINHA NOVA"";446;-;-;-;-;-;197;643"
"""431170 MACHADINHO"";7625;-;-;-;-;-;121869;129494"
"""431173 MAMPITUBA"";577;3;-;-;-;-;2720;3300"
"""431175 MANOEL VIANA"";-;-;-;-;-;-;84;84"
"""431177 MAQUINE"";2876;-;-;-;-;-;25820;28696"
"""431179 MARATA"";-;-;-;-;-;-;1964;1964"
"""431180 MARAU"";54624;17323;9;-;194;-;432885;505035"
"""431190 MARCELINO RAMOS"";16592;2640;1;-;-;-;1155;20388"
"""431198 MARIANA PIMENTEL"";7259;-;-;-;-;-;-;7259"
"""431200 MARIANO MORO"";-;-;-;-;-;-;174;174"
"""431205 MARQUES DE SOUZA"";850;822;-;-;-;-;27780;29452"
"""431210 MATA"";430;123;-;-;-;-;5191;5744"
"""431213 MATO CASTELHANO"";-;-;-;-;-;-;50;50"
"""431215 MATO LEITAO"";9;-;-;-;-;-;6113;6122"
"""431217 MATO QUEIMADO"";3271;-;-;-;-;-;382;3653"
"""431220 MAXIMILIANO DE ALMEIDA"";1002;659;-;-;-;-;14843;16504"
"""431225 MINAS DO LEAO"";21696;-;-;-;-;-;105053;126749"
"""431230 MIRAGUAI"";-;-;-;-;-;-;87;87"
"""431235 MONTAURI"";2407;-;-;-;-;-;9520;11927"
"""431237 MONTE ALEGRE DOS CAMPOS"";-;-;-;-;-;-;580;580"
"""431238 MONTE BELO DO SUL"";563;-;-;-;-;-;17962;18525"
"""431240 MONTENEGRO"";255503;10391;-;-;-;-;758647;1024541"
"""431242 MORMACO"";1620;-;-;-;-;-;12991;14611"
"""431244 MORRINHOS DO SUL"";5217;8;-;-;-;-;2602;7827"
"""431245 MORRO REDONDO"";135;161;-;-;-;-;26702;26998"
"""431247 MORRO REUTER"";2425;-;-;-;-;-;69105;71530"
"""431250 MOSTARDAS"";5353;1003;-;5;-;1;141175;147537"
"""431260 MUCUM"";4125;1;-;-;-;-;44886;49012"
"""431261 MUITOS CAPOES"";-;-;-;-;-;-;29;29"
"""431262 MULITERNO"";1618;-;-;-;-;-;11135;12753"
"""431265 NAO-ME-TOQUE"";5459;58;-;-;-;-;83808;89325"
"""431267 NICOLAU VERGUEIRO"";116;-;-;-;-;-;959;1075"
"""431270 NONOAI"";49466;93328;-;-;-;-;857;143651"
"""431275 NOVA ALVORADA"";4578;403;15;11;9;-;22043;27059"
"""431280 NOVA ARACA"";2688;-;-;-;-;-;21110;23798"
"""431290 NOVA BASSANO"";5531;16761;-;-;-;-;39746;62038"
"""431295 NOVA BOA VISTA"";-;-;-;-;-;-;5379;5379"
"""431300 NOVA BRESCIA"";240;-;-;-;-;-;25119;25359"
"""431301 NOVA CANDELARIA"";1862;1;-;-;-;-;155;2018"
"""431303 NOVA ESPERANCA DO SUL"";1001;-;-;-;-;-;9307;10308"
"""431306 NOVA HARTZ"";42953;1;-;-;-;-;83208;126162"
"""431308 NOVA PADUA"";-;-;-;-;-;-;100;100"
"""431310 NOVA PALMA"";696;374;-;-;-;-;37276;38346"
"""431320 NOVA PETROPOLIS"";25150;5429;2;-;-;-;108306;138887"
"""431330 NOVA PRATA"";57905;12981;20;-;2;-;232509;303417"
"""431333 NOVA RAMADA"";145;-;-;-;-;-;1857;2002"
"""431335 NOVA ROMA DO SUL"";2381;-;8;-;-;-;391;2780"
"""431337 NOVA SANTA RITA"";16565;3692;-;-;-;-;304258;324515"
"""431339 NOVO CABRAIS"";-;-;-;-;-;-;22;22"
"""431340 NOVO HAMBURGO"";445083;367294;16;8;106;92;3395302;4207901"
"""431342 NOVO MACHADO"";37;-;-;-;-;-;78;115"
"""431344 NOVO TIRADENTES"";-;-;-;-;-;-;3717;3717"
"""431346 NOVO XINGU"";207;-;-;-;-;-;93;300"
"""431349 NOVO BARREIRO"";30;-;-;-;-;-;25318;25348"
"""431350 OSORIO"";2396230;5246;-;13;-;-;426878;2828367"
"""431360 PAIM FILHO"";122;941;-;-;-;-;19826;20889"
"""431365 PALMARES DO SUL"";51385;279;-;-;-;-;201442;253106"
"""431370 PALMEIRA DAS MISSOES"";1166302;162;-;-;-;-;238114;1404578"
"""431380 PALMITINHO"";11195;28056;4;-;-;-;3264;42519"
"""431390 PANAMBI"";74825;6777;2;6;3;-;632888;714501"
"""431395 PANTANO GRANDE"";1318;-;-;-;-;-;47796;49114"
"""431400 PARAI"";1748;1221;-;-;-;-;67902;70871"
"""431402 PARAISO DO SUL"";19442;44;-;-;-;4;10252;29742"
"""431403 PARECI NOVO"";5085;-;-;-;-;-;5907;10992"
"""431405 PAROBE"";154904;35084;1;-;1;-;901333;1091323"
"""431406 PASSA SETE"";-;-;-;-;-;-;44;44"
"""431407 PASSO DO SOBRADO"";-;-;-;-;-;-;6097;6097"
"""431410 PASSO FUNDO"";2683656;428359;18;3;-;3;497519;3609558"
"""431413 PAULO BENTO"";1598;-;-;-;-;-;99;1697"
"""431415 PAVERAMA"";-;-;-;-;-;-;15354;15354"
"""431417 PEDRAS ALTAS"";1339;-;-;-;-;-;17771;19110"
"""431420 PEDRO OSORIO"";153;20851;-;-;-;-;23538;44542"
"""431430 PEJUCARA"";5664;1957;-;-;-;-;6832;14453"
"""431440 PELOTAS"";3086634;48965;10;43;6;68;2437440;5573166"
"""431442 PICADA CAFE"";14188;2422;-;-;-;-;107343;123953"
"""431445 PINHAL"";101;-;-;-;-;-;2484;2585"
"""431446 PINHAL DA SERRA"";9773;21;-;-;-;-;20090;29884"
"""431447 PINHAL GRANDE"";6;31;-;-;-;-;937;974"
"""431449 PINHEIRINHO DO VALE"";-;-;-;-;-;-;19106;19106"
"""431450 PINHEIRO MACHADO"";151850;-;-;-;1;2;27077;178930"
"""431454 PINTO BANDEIRA"";-;-;-;-;-;-;219;219"
"""431455 PIRAPO"";-;-;-;-;-;-;278;278"
"""431460 PIRATINI"";22278;3396;-;4;-;-;181473;207151"
"""431470 PLANALTO"";181;19829;-;-;-;-;20730;40740"
"""431475 POCO DAS ANTAS"";-;-;-;-;-;-;40493;40493"
"""431477 PONTAO"";-;-;-;-;-;-;374;374"
"""431478 PONTE PRETA"";-;-;-;-;-;-;174;174"
"""431480 PORTAO"";216608;2996;1;-;-;-;338217;557822"
"""431490 PORTO ALEGRE"";27905531;1858422;2420;19;11;701;9853653;39620757"
"""431500 PORTO LUCENA"";7779;749;-;-;-;-;13500;22028"
"""431505 PORTO MAUA"";201;-;-;-;-;-;142;343"
"""431507 PORTO VERA CRUZ"";159;-;-;-;-;-;5795;5954"
"""431510 PORTO XAVIER"";19187;8;1;-;-;-;20632;39828"
"""431513 POUSO NOVO"";-;-;-;-;-;-;592;592"
"""431514 PRESIDENTE LUCENA"";6610;1;-;-;-;-;33879;40490"
"""431515 PROGRESSO"";7;5961;-;-;-;-;22909;28877"
"""431517 PROTASIO ALVES"";-;-;-;-;-;-;152;152"
"""431520 PUTINGA"";-;-;-;-;-;-;3757;3757"
"""431530 QUARAI"";110367;7645;-;-;-;-;285225;403237"
"""431531 QUATRO IRMAOS"";-;-;-;-;-;-;348;348"
"""431532 QUEVEDOS"";2686;-;-;-;-;-;6285;8971"
"""431535 QUINZE DE NOVEMBRO"";-;-;-;-;-;-;6229;6229"
"""431540 REDENTORA"";16693;-;-;-;-;-;405;17098"
"""431550 RESTINGA SECA"";8458;661;-;-;-;-;104954;114073"
"""431555 RIO DOS INDIOS"";65;-;-;-;-;-;1497;1562"
"""431560 RIO GRANDE"";250672;171187;11;-;-;3;1516238;1938111"
"""431570 RIO PARDO"";13143;49;-;-;3992;-;269734;286918"
"""431575 RIOZINHO"";3205;23;-;-;-;-;59866;63094"
"""431580 ROCA SALES"";19;42;-;-;-;-;89079;89140"
"""431590 RODEIO BONITO"";31581;24316;1;2;-;-;19863;75763"
"""431595 ROLADOR"";-;-;-;-;-;-;295;295"
"""431600 ROLANTE"";39106;605;1;-;-;-;156741;196453"
"""431610 RONDA ALTA"";21234;37195;6;-;-;-;27515;85950"
"""431620 RONDINHA"";9644;1612;-;-;-;-;22165;33421"
"""431630 ROQUE GONZALES"";10726;1790;-;-;-;-;1248;13764"
"""431640 ROSARIO DO SUL"";97282;53472;1;-;-;-;75225;225980"
"""431642 SAGRADA FAMILIA"";7;-;-;-;-;-;401470;401477"
"""431643 SALDANHA MARINHO"";5;605;-;-;-;-;9251;9861"
"""431645 SALTO DO JACUI"";2;946;-;-;-;-;61697;62645"
"""431647 SALVADOR DAS MISSOES"";711;-;-;-;-;-;269;980"
"""431650 SALVADOR DO SUL"";37338;52;-;-;5;-;1737;39132"
"""431660 SANANDUVA"";23274;10;-;-;-;-;262267;285551"
"""431670 SANTA BARBARA DO SUL"";8626;523;-;-;-;-;29324;38473"
"""431673 SANTA CECILIA DO SUL"";559;-;-;-;-;-;28;587"
"""431675 SANTA CLARA DO SUL"";2138;-;-;-;-;-;38841;40979"
"""431680 SANTA CRUZ DO SUL"";2431399;262616;3;21;3;8;2149614;4843664"
"""431690 SANTA MARIA"";1646287;6487;5;1;-;-;2389139;4041919"
"""431695 SANTA MARIA DO HERVAL"";2998;227;-;-;-;-;43974;47199"
"""431700 SANTANA DA BOA VISTA"";139;-;-;-;-;-;107557;107696"
"""431710 SANT'ANA DO LIVRAMENTO"";168833;1560;18;-;-;2;576417;746830"
"""431720 SANTA ROSA"";1950850;16578;2;2;4;2;1510701;3478139"
"""431725 SANTA TEREZA"";1462;5;-;-;-;-;263;1730"
"""431730 SANTA VITORIA DO PALMAR"";64649;4011;3;-;-;-;182301;250964"
"""431740 SANTIAGO"";65664;873;5;1;-;11;665469;732023"
"""431750 SANTO ANGELO"";2165123;82355;17;2;-;4;165448;2412949"
"""431760 SANTO ANTONIO DA PATRULHA"";81234;6215;-;-;-;-;720246;807695"
"""431770 SANTO ANTONIO DAS MISSOES"";23214;3;-;-;-;-;978;24195"
"""431775 SANTO ANTONIO DO PLANALTO"";482;-;-;-;-;-;16184;16666"
"""431780 SANTO AUGUSTO"";55030;58972;-;-;-;-;8224;122226"
"""431790 SANTO CRISTO"";5608;2906;-;-;-;-;82815;91329"
"""431795 SANTO EXPEDITO DO SUL"";359;-;-;-;-;-;6271;6630"
"""431800 SAO BORJA"";196621;5197;1;-;-;10;562442;764271"
"""431805 SAO DOMINGOS DO SUL"";-;-;-;-;-;-;12210;12210"
"""431810 SAO FRANCISCO DE ASSIS"";5166;3359;-;-;-;-;245140;253665"
