"""Munic¡pio"";""Eletivo"";""Urgˆncia"";""Acidente no local trabalho ou a servi‡o da empresa"";""Acidente no trajeto para o trabalho"";""Outros tipos de acidente de trƒnsito"";""Outros tipos lesäes/envenenament(agent.fis./quim.)"";""Informa‡Æo inexistente  (BPA-C)"";""Total"""
"""171150 JAU DO TOCANTINS"";711;8;-;-;-;-;17258;17977"
"""171180 JUARINA"";-;-;-;-;-;-;196;196"
"""171190 LAGOA DA CONFUSAO"";323;28;-;-;-;-;4990;5341"
"""171195 LAGOA DO TOCANTINS"";-;-;-;-;-;-;83;83"
"""171200 LAJEADO"";680;-;-;-;-;-;17647;18327"
"""171215 LAVANDEIRA"";3028;-;-;-;-;-;6600;9628"
"""171245 LUZINOPOLIS"";4523;-;-;-;-;-;415;4938"
"""171250 MARIANOPOLIS DO TOCANTINS"";5019;21;-;-;-;-;2950;7990"
"""171270 MATEIROS"";643;-;-;-;-;-;393;1036"
"""171280 MAURILANDIA DO TOCANTINS"";325;-;-;-;-;-;414;739"
"""171320 MIRACEMA DO TOCANTINS"";7562;3498;12;-;-;-;320004;331076"
"""171330 MIRANORTE"";18821;283;-;-;-;-;66561;85665"
"""171360 MONTE DO CARMO"";1254;-;-;-;10;-;130408;131672"
"""171370 MONTE SANTO DO TOCANTINS"";1444;4;-;-;-;-;13355;14803"
"""171380 PALMEIRAS DO TOCANTINS"";260;1;-;-;-;-;96;357"
"""171395 MURICILANDIA"";604;-;-;-;-;-;775;1379"
"""171420 NATIVIDADE"";7608;21;-;-;-;1;68111;75741"
"""171430 NAZARE"";246;-;-;-;-;-;17306;17552"
"""171488 NOVA OLINDA"";20710;11;1;15;-;-;18724;39461"
"""171500 NOVA ROSALANDIA"";5257;-;-;-;-;-;24258;29515"
"""171510 NOVO ACORDO"";230;-;-;-;-;-;1317;1547"
"""171515 NOVO ALEGRE"";23746;-;-;-;-;-;9025;32771"
"""171525 NOVO JARDIM"";136;-;-;-;-;-;183;319"
"""171550 OLIVEIRA DE FATIMA"";155;-;-;-;-;-;420;575"
"""171570 PALMEIRANTE"";12;-;-;-;-;-;83;95"
"""171575 PALMEIROPOLIS"";3043;2;-;1;-;-;70106;73152"
"""171610 PARAISO DO TOCANTINS"";93060;4239;2;2;-;1;1063765;1161069"
"""171620 PARANA"";21509;405;-;-;-;-;125469;147383"
"""171630 PAU D'ARCO"";-;-;-;-;-;-;216;216"
"""171650 PEDRO AFONSO"";-;2126;-;-;-;-;181466;183592"
"""171660 PEIXE"";746;1;-;-;-;-;61804;62551"
"""171665 PEQUIZEIRO"";22062;1285;-;-;-;-;25886;49233"
"""171670 COLMEIA"";585;8415;-;-;-;-;99643;108643"
"""171700 PINDORAMA DO TOCANTINS"";283;18854;-;-;-;-;57576;76713"
"""171720 PIRAQUE"";2;215;-;-;-;-;1011;1228"
"""171750 PIUM"";3363;180;-;-;-;-;102224;105767"
"""171780 PONTE ALTA DO BOM JESUS"";4485;-;-;-;-;-;2981;7466"
"""171790 PONTE ALTA DO TOCANTINS"";3775;20;-;-;-;-;95775;99570"
"""171800 PORTO ALEGRE DO TOCANTINS"";-;-;-;-;-;-;238;238"
"""171820 PORTO NACIONAL"";265514;9769;1;-;-;5;1180281;1455570"
"""171830 PRAIA NORTE"";11015;4;-;-;-;-;1304;12323"
"""171840 PRESIDENTE KENNEDY"";1;-;-;-;-;-;15479;15480"
"""171845 PUGMIL"";272;-;-;-;-;-;8210;8482"
"""171850 RECURSOLANDIA"";900;-;-;-;-;-;304;1204"
"""171855 RIACHINHO"";445;1;1;-;-;-;2280;2727"
"""171865 RIO DA CONCEICAO"";3467;-;-;-;-;-;238;3705"
"""171870 RIO DOS BOIS"";279;2;-;-;-;-;264;545"
"""171875 RIO SONO"";3808;2;-;-;-;-;9700;13510"
"""171880 SAMPAIO"";255;-;-;-;-;-;339;594"
"""171884 SANDOLANDIA"";2832;1;-;-;-;-;151;2984"
"""171886 SANTA FE DO ARAGUAIA"";4373;-;-;-;-;-;1410;5783"
"""171888 SANTA MARIA DO TOCANTINS"";-;-;-;-;-;-;146;146"
"""171889 SANTA RITA DO TOCANTINS"";312;1;-;-;-;-;333;646"
"""171890 SANTA ROSA DO TOCANTINS"";1832;21;-;-;-;-;388;2241"
"""171900 SANTA TEREZA DO TOCANTINS"";370;96;-;-;-;-;452;918"
"""172000 SANTA TEREZINHA DO TOCANTINS"";242;-;-;-;-;-;6836;7078"
"""172010 SAO BENTO DO TOCANTINS"";37;-;-;-;-;-;159;196"
"""172020 SAO MIGUEL DO TOCANTINS"";6605;1;-;-;-;-;63088;69694"
"""172025 SAO SALVADOR DO TOCANTINS"";2436;4;1;-;-;-;2031;4472"
"""172030 SAO SEBASTIAO DO TOCANTINS"";212;-;-;-;-;-;115;327"
"""172049 SAO VALERIO"";4093;-;-;3;-;-;20011;24107"
"""172065 SILVANOPOLIS"";3585;90;-;-;1;-;18322;21998"
"""172080 SITIO NOVO DO TOCANTINS"";10303;2502;32;2;1;-;25258;38098"
"""172085 SUCUPIRA"";99;-;-;-;-;-;46;145"
"""172090 TAGUATINGA"";18931;257;-;-;-;-;245673;264861"
"""172093 TAIPAS DO TOCANTINS"";-;-;-;-;-;-;1834;1834"
"""172097 TALISMA"";2162;535;-;-;-;-;14927;17624"
"""172100 PALMAS"";1464400;74224;16;18;-;7630;3953036;5499324"
"""172110 TOCANTINIA"";-;-;-;-;-;-;12662;12662"
"""172120 TOCANTINOPOLIS"";44532;58398;2;6;-;-;322414;425352"
"""172125 TUPIRAMA"";138;-;-;-;-;-;105;243"
"""172130 TUPIRATINS"";258;-;-;-;-;-;46;304"
"""172208 WANDERLANDIA"";1022;3;-;-;-;-;68378;69403"
"""172210 XAMBIOA"";1565;733;-;-;-;-;49609;51907"
"""210005 ACAILANDIA"";304622;96988;-;4;-;4;1319993;1721611"
"""210010 AFONSO CUNHA"";160;-;-;-;-;-;273005;273165"
"""210015 AGUA DOCE DO MARANHAO"";301;-;-;-;-;-;696;997"
"""210020 ALCANTARA"";1449;355;-;-;-;-;16544;18348"
"""210030 ALDEIAS ALTAS"";33186;-;-;-;-;-;195106;228292"
"""210040 ALTAMIRA DO MARANHAO"";1023;3875;2;1;2;1;26266;31170"
"""210043 ALTO ALEGRE DO MARANHAO"";6727;117;-;-;-;-;415774;422618"
"""210047 ALTO ALEGRE DO PINDARE"";34736;163055;1;-;-;-;418697;616489"
"""210050 ALTO PARNAIBA"";297;104;-;-;-;-;35297;35698"
"""210055 AMAPA DO MARANHAO"";1448;8187;4;-;-;-;3560;13199"
"""210060 AMARANTE DO MARANHAO"";85495;4;-;-;-;-;1206014;1291513"
"""210070 ANAJATUBA"";69715;2;-;-;1;-;142035;211753"
"""210080 ANAPURUS"";23334;363;-;-;-;-;303737;327434"
"""210083 APICUM-ACU"";56306;4188;-;-;-;-;381931;442425"
"""210087 ARAGUANA"";12400;-;-;-;-;-;165177;177577"
"""210090 ARAIOSES"";15860;1439;-;-;-;-;95609;112908"
"""210095 ARAME"";29446;-;-;-;-;-;203727;233173"
"""210100 ARARI"";44301;2766;-;8;-;-;351594;398669"
"""210110 AXIXA"";6025;1;-;-;-;-;143811;149837"
"""210120 BACABAL"";428995;42231;17;17;1;-;1313181;1784442"
"""210125 BACABEIRA"";8581;26;-;-;-;-;90873;99480"
"""210130 BACURI"";14238;2916;-;-;-;-;749608;766762"
"""210135 BACURITUBA"";3962;-;-;-;-;-;14129;18091"
"""210140 BALSAS"";181262;12897;9;5;-;1;1635685;1829859"
"""210150 BARAO DE GRAJAU"";4621;-;-;-;-;-;208527;213148"
"""210160 BARRA DO CORDA"";234548;149634;17;7;2;-;916727;1300935"
"""210170 BARREIRINHAS"";24298;18755;22;1;572;-;830775;874423"
"""210173 BELAGUA"";59477;-;-;-;-;-;11251;70728"
"""210177 BELA VISTA DO MARANHAO"";63280;3151;-;-;-;-;307482;373913"
"""210180 BENEDITO LEITE"";2760;-;-;-;-;-;61963;64723"
"""210190 BEQUIMAO"";-;2755;-;-;-;-;58385;61140"
"""210193 BERNARDO DO MEARIM"";10429;62;2;-;-;-;67463;77956"
"""210197 BOA VISTA DO GURUPI"";-;-;-;-;-;-;117264;117264"
"""210200 BOM JARDIM"";23671;-;-;1;-;-;233477;257149"
"""210203 BOM JESUS DAS SELVAS"";36422;59;-;-;-;-;437146;473627"
"""210207 BOM LUGAR"";6766;12;-;-;-;-;220116;226894"
"""210210 BREJO"";38577;-;-;-;-;-;688930;727507"
"""210215 BREJO DE AREIA"";161;-;-;-;-;-;7799;7960"
"""210220 BURITI"";1173;-;-;-;-;-;182032;183205"
"""210230 BURITI BRAVO"";8278;1;-;-;-;-;181427;189706"
"""210232 BURITICUPU"";21374;11656;-;1;-;-;454174;487205"
"""210235 BURITIRANA"";1813;-;-;-;-;-;29695;31508"
"""210237 CACHOEIRA GRANDE"";1751;-;-;-;-;-;108765;110516"
"""210240 CAJAPIO"";5711;13;-;14;-;-;48299;54037"
"""210250 CAJARI"";910;-;-;-;-;-;96874;97784"
"""210255 CAMPESTRE DO MARANHAO"";7034;341;-;-;-;-;111046;118421"
"""210260 CANDIDO MENDES"";-;11955;-;-;-;-;63704;75659"
"""210270 CANTANHEDE"";4388;1048;-;-;-;-;137560;142996"
"""210275 CAPINZAL DO NORTE"";24286;7;-;-;-;30;330930;355253"
"""210280 CAROLINA"";2449;3446;-;-;-;-;138178;144073"
"""210290 CARUTAPERA"";10314;4;-;-;-;-;314700;325018"
"""210300 CAXIAS"";623528;31733;41;16;5;-;3421576;4076899"
"""210310 CEDRAL"";8455;120;-;-;-;-;465636;474211"
"""210312 CENTRAL DO MARANHAO"";386;-;-;-;-;-;32935;33321"
"""210315 CENTRO DO GUILHERME"";4390;1433;-;-;-;-;233882;239705"
"""210317 CENTRO NOVO DO MARANHAO"";92;410;-;-;-;-;56740;57242"
"""210320 CHAPADINHA"";332556;87182;5;1;-;-;698095;1117839"
"""210325 CIDELANDIA"";3914;104;-;-;-;-;112592;116610"
"""210330 CODO"";289728;139833;4;2;-;1;1066481;1496049"
"""210340 COELHO NETO"";124498;3594;-;-;-;20;436303;564415"
"""210350 COLINAS"";3250;64820;-;-;-;-;827241;895311"
"""210355 CONCEICAO DO LAGO-ACU"";8569;-;-;28;-;-;435;9032"
"""210360 COROATA"";104406;79405;11;3;-;-;1635205;1819030"
"""210370 CURURUPU"";6112;5748;1;-;-;-;431913;443774"
"""210375 DAVINOPOLIS"";-;5611;-;-;-;-;44235;49846"
"""210380 DOM PEDRO"";2673;-;-;-;-;-;155120;157793"
"""210390 DUQUE BACELAR"";12590;8;-;-;-;-;84112;96710"
"""210400 ESPERANTINOPOLIS"";14719;3974;-;1;-;-;164027;182721"
"""210405 ESTREITO"";95173;1670;-;-;-;-;670220;767063"
"""210407 FEIRA NOVA DO MARANHAO"";15253;-;-;-;-;-;37400;52653"
"""210408 FERNANDO FALCAO"";55601;25;-;-;-;-;159793;215419"
"""210409 FORMOSA DA SERRA NEGRA"";1769;1;-;-;-;-;78513;80283"
"""210410 FORTALEZA DOS NOGUEIRAS"";41;-;-;-;-;-;53828;53869"
"""210420 FORTUNA"";25913;-;-;-;-;-;249760;275673"
"""210430 GODOFREDO VIANA"";-;-;-;-;-;-;38349;38349"
"""210440 GONCALVES DIAS"";129904;-;12;-;-;-;161436;291352"
"""210450 GOVERNADOR ARCHER"";36432;24792;-;-;-;-;208639;269863"
"""210455 GOVERNADOR EDISON LOBAO"";9422;-;-;-;-;-;59952;69374"
"""210460 GOVERNADOR EUGENIO BARROS"";10914;-;-;-;-;-;31301;42215"
"""210462 GOVERNADOR LUIZ ROCHA"";1;8541;-;-;-;-;28831;37373"
"""210465 GOVERNADOR NEWTON BELLO"";44536;-;-;-;-;100;216339;260975"
"""210467 GOVERNADOR NUNES FREIRE"";2564;10063;147;-;1;-;155867;168642"
"""210470 GRACA ARANHA"";36960;-;-;-;-;-;145840;182800"
"""210480 GRAJAU"";840366;7490;2;-;2;2;812467;1660329"
"""210490 GUIMARAES"";6468;-;-;1;-;-;15544;22013"
"""210500 HUMBERTO DE CAMPOS"";14024;1;-;1;-;10;123500;137536"
"""210510 ICATU"";379;2101;-;-;-;1;131473;133954"
"""210515 IGARAPE DO MEIO"";7176;179;9;-;-;-;204635;211999"
"""210520 IGARAPE GRANDE"";5938;17;-;-;-;2;95197;101154"
"""210530 IMPERATRIZ"";426056;145595;6;47;8;1;4838316;5410029"
"""210535 ITAIPAVA DO GRAJAU"";48332;660;-;-;-;-;212092;261084"
"""210540 ITAPECURU MIRIM"";59466;12926;2;1;-;-;600359;672754"
"""210542 ITINGA DO MARANHAO"";-;124;-;-;-;-;164346;164470"
"""210545 JATOBA"";240;7032;-;-;-;-;123443;130715"
"""210547 JENIPAPO DOS VIEIRAS"";49544;200;-;-;-;-;193121;242865"
"""210550 JOAO LISBOA"";15866;-;-;8;-;8;189202;205084"
"""210560 JOSELANDIA"";78094;-;-;-;-;-;110813;188907"
"""210570 LAGO DA PEDRA"";69792;2691;-;-;-;-;1442703;1515186"
"""210580 LAGO DO JUNCO"";37977;-;14;-;-;-;113583;151574"
"""210590 LAGO VERDE"";-;-;-;-;-;-;179;179"
"""210592 LAGOA DO MATO"";9212;-;-;-;-;-;106498;115710"
"""210594 LAGO DOS RODRIGUES"";189;-;-;-;-;-;19991;20180"
"""210596 LAGOA GRANDE DO MARANHAO"";28422;1063;8;-;-;-;67439;96932"
"""210598 LAJEADO NOVO"";514;1;-;-;-;-;4333;4848"
"""210600 LIMA CAMPOS"";21831;236;3;-;1;-;399865;421936"
"""210610 LORETO"";36417;11729;-;-;-;-;58871;107017"
"""210620 LUIS DOMINGUES"";745;6;-;-;-;-;435;1186"
"""210630 MAGALHAES DE ALMEIDA"";8592;1749;-;-;-;-;88889;99230"
"""210632 MARACACUME"";8098;2642;-;-;-;-;254236;264976"
"""210635 MARAJA DO SENA"";-;-;-;-;-;-;32685;32685"
"""210637 MARANHAOZINHO"";3716;9709;-;-;-;-;268658;282083"
"""210640 MATA ROMA"";164542;3360;-;-;-;-;49544;217446"
"""210650 MATINHA"";40;387;-;-;-;-;203478;203905"
"""210660 MATOES"";25554;1322;-;-;-;-;245923;272799"
"""210663 MATOES DO NORTE"";16011;-;-;-;-;-;143049;159060"
"""210667 MILAGRES DO MARANHAO"";12960;-;-;-;-;-;99266;112226"
"""210670 MIRADOR"";1801;87180;-;-;-;-;307176;396157"
"""210675 MIRANDA DO NORTE"";27397;1;-;-;-;-;408289;435687"
"""210680 MIRINZAL"";8985;-;-;-;-;-;106749;115734"
"""210690 MONCAO"";8411;1259;-;-;-;-;192135;201805"
"""210700 MONTES ALTOS"";2693;-;-;-;-;-;83399;86092"
"""210710 MORROS"";1772;2;-;-;-;-;404811;406585"
"""210720 NINA RODRIGUES"";66786;1207;-;-;-;-;107030;175023"
"""210725 NOVA COLINAS"";106;828;5;-;-;-;29366;30305"
"""210730 NOVA IORQUE"";528;8089;-;-;-;-;90160;98777"
"""210735 NOVA OLINDA DO MARANHAO"";14529;2703;-;-;-;-;38379;55611"
"""210740 OLHO D'AGUA DAS CUNHAS"";5140;57;-;-;-;-;470577;475774"
"""210745 OLINDA NOVA DO MARANHAO"";39398;6;-;62;-;-;289597;329063"
"""210750 PACO DO LUMIAR"";61435;3499;-;-;-;-;938903;1003837"
"""210760 PALMEIRANDIA"";11209;2;-;1;-;-;1100026;1111238"
"""210770 PARAIBANO"";14622;1;-;8;-;-;139453;154084"
"""210780 PARNARAMA"";75664;604;-;-;-;-;423258;499526"
"""210790 PASSAGEM FRANCA"";1706;58;-;-;-;-;48476;50240"
"""210800 PASTOS BONS"";31738;-;-;-;-;-;269843;301581"
"""210805 PAULINO NEVES"";13049;10913;26;-;-;-;218069;242057"
"""210810 PAULO RAMOS"";61820;2546;-;-;-;-;1095976;1160342"
"""210820 PEDREIRAS"";240498;1894;8;5;10;-;619604;862019"
"""210825 PEDRO DO ROSARIO"";3139;-;-;-;1;-;192071;195211"
"""210830 PENALVA"";8438;-;70;-;-;-;161855;170363"
"""210840 PERI MIRIM"";786;2;-;-;-;-;21546;22334"
"""210845 PERITORO"";29948;143;-;-;-;-;590037;620128"
"""210850 PINDARE-MIRIM"";513;659;-;-;-;-;82467;83639"
"""210860 PINHEIRO"";92410;42075;1;-;-;1;5758637;5893124"
"""210870 PIO XII"";24124;2;-;-;-;-;402797;426923"
"""210880 PIRAPEMAS"";27319;6178;38;8;-;-;144174;177717"
"""210890 POCAO DE PEDRAS"";12348;1;-;-;-;-;17558;29907"
"""210900 PORTO FRANCO"";32361;74800;-;1;10;10;308953;416135"
"""210905 PORTO RICO DO MARANHAO"";288;-;-;-;-;-;1555;1843"
"""210910 PRESIDENTE DUTRA"";115292;14660;7;-;1;-;1242386;1372346"
"""210920 PRESIDENTE JUSCELINO"";14674;1098;-;-;-;-;77913;93685"
"""210923 PRESIDENTE MEDICI"";4581;5075;-;-;-;-;259110;268766"
"""210927 PRESIDENTE SARNEY"";6663;2;-;1;-;-;767;7433"
"""210930 PRESIDENTE VARGAS"";8836;-;-;-;-;-;96882;105718"
"""210940 PRIMEIRA CRUZ"";55237;1290;-;-;-;-;96568;153095"
"""210945 RAPOSA"";19391;38;-;-;-;1;178853;198283"
"""210950 RIACHAO"";18717;37011;8;-;-;1;193344;249081"
"""210955 RIBAMAR FIQUENE"";1487;-;-;-;-;-;21997;23484"
"""210960 ROSARIO"";77168;8;-;4;2;-;378140;455322"
"""210970 SAMBAIBA"";469;-;-;-;-;-;25282;25751"
"""210980 SANTA HELENA"";8979;7019;1;7;-;-;413391;429397"
"""210990 SANTA INES"";265565;5666;38;1;-;-;1539755;1811025"
"""211000 SANTA LUZIA"";58956;4824;2;2;60;-;308024;371868"
"""211003 SANTA LUZIA DO PARUA"";9042;9670;2;-;-;-;366068;384782"
"""211010 SANTA QUITERIA DO MARANHAO"";103152;-;-;-;-;-;157206;260358"
"""211020 SANTA RITA"";19577;19;1;-;-;-;306506;326103"
"""211023 SANTANA DO MARANHAO"";16846;9;1;-;-;-;147703;164559"
"""211027 SANTO AMARO DO MARANHAO"";2845;2;-;1;1;-;23754;26603"
"""211030 SANTO ANTONIO DOS LOPES"";29610;836;-;-;-;-;101593;132039"
"""211040 SAO BENEDITO DO RIO PRETO"";8420;276;-;-;-;-;172513;181209"
"""211050 SAO BENTO"";40114;1;-;5;-;-;401317;441437"
"""211060 SAO BERNARDO"";12136;1717;-;-;-;-;713788;727641"
"""211065 SAO DOMINGOS DO AZEITAO"";620;60;-;-;-;-;39941;40621"
"""211070 SAO DOMINGOS DO MARANHAO"";1052;50380;-;-;-;-;273578;325010"
"""211080 SAO FELIX DE BALSAS"";2859;311;-;-;-;-;30789;33959"
"""211085 SAO FRANCISCO DO BREJAO"";1831;-;-;1;-;-;62751;64583"
"""211090 SAO FRANCISCO DO MARANHAO"";392;4;1;-;-;-;31608;32005"
"""211100 SAO JOAO BATISTA"";4922;15;-;-;-;-;155846;160783"
"""211102 SAO JOAO DO CARU"";185;-;-;-;-;-;16606;16791"
"""211105 SAO JOAO DO PARAISO"";916;-;-;-;-;-;745;1661"
"""211107 SAO JOAO DO SOTER"";44744;944;-;-;-;10;155032;200730"
"""211110 SAO JOAO DOS PATOS"";77631;3;-;-;-;-;704664;782298"
"""211120 SAO JOSE DE RIBAMAR"";82282;182548;18;15;4;-;2489889;2754756"
"""211125 SAO JOSE DOS BASILIOS"";-;3821;-;-;-;-;28073;31894"
"""211130 SAO LUIS"";10093762;700373;78;103;10;10;20891763;31686099"
"""211140 SAO LUIS GONZAGA DO MARANHAO"";22611;-;1;-;-;-;53116;75728"
"""211150 SAO MATEUS DO MARANHAO"";78744;10;-;8;-;-;391098;469860"
"""211153 SAO PEDRO DA AGUA BRANCA"";4638;-;-;-;-;-;143925;148563"
"""211157 SAO PEDRO DOS CRENTES"";11925;-;-;-;-;-;193989;205914"
"""211160 SAO RAIMUNDO DAS MANGABEIRAS"";105292;29000;2;-;-;-;151735;286029"
"""211163 SAO RAIMUNDO DO DOCA BEZERRA"";12643;4;-;-;-;-;36215;48862"
"""211167 SAO ROBERTO"";3642;-;-;-;-;-;63788;67430"
"""211170 SAO VICENTE FERRER"";58779;4263;-;-;90;-;224507;287639"
"""211172 SATUBINHA"";11854;1395;-;-;-;-;67471;80720"
"""211174 SENADOR ALEXANDRE COSTA"";1242;-;-;-;-;-;46804;48046"
"""211176 SENADOR LA ROCQUE"";150;2021;-;-;-;-;195305;197476"
"""211178 SERRANO DO MARANHAO"";30838;73;-;-;-;-;51445;82356"
"""211180 SITIO NOVO"";4181;138;-;-;-;-;118144;122463"
"""211190 SUCUPIRA DO NORTE"";31294;-;-;-;-;-;54812;86106"
"""211195 SUCUPIRA DO RIACHAO"";4303;-;-;-;-;-;10191;14494"
"""211200 TASSO FRAGOSO"";218;3602;-;-;-;-;92673;96493"
"""211210 TIMBIRAS"";70860;4772;1;-;-;-;347105;422738"
"""211220 TIMON"";174587;132752;4;23;2;-;2175226;2482594"
"""211223 TRIZIDELA DO VALE"";44287;31;1;-;-;-;130326;174645"
"""211227 TUFILANDIA"";287;1016;-;-;-;-;32308;33611"
"""211230 TUNTUM"";128984;13966;3596;478;680;250;437968;585922"
"""211240 TURIACU"";166391;6548;-;-;-;-;362854;535793"
"""211245 TURILANDIA"";13183;271;-;-;-;-;417376;430830"
"""211250 TUTOIA"";21111;449;-;2;-;-;406558;428120"
"""211260 URBANO SANTOS"";122879;3913;-;-;-;-;199021;325813"
"""211270 VARGEM GRANDE"";172601;191;-;-;-;-;156094;328886"
"""211280 VIANA"";23502;687;14;9;-;-;515493;539705"
"""211285 VILA NOVA DOS MARTIRIOS"";3330;-;-;-;-;-;736765;740095"
"""211290 VITORIA DO MEARIM"";15286;-;-;-;-;-;313480;328766"
"""211300 VITORINO FREIRE"";29699;-;-;-;-;-;460964;490663"
"""211400 ZE DOCA"";72225;2204;38;-;-;-;1330076;1404543"
"""220005 ACAUA"";223;1;-;-;-;-;732;956"
"""220010 AGRICOLANDIA"";293;-;-;-;-;-;2086;2379"
"""220020 AGUA BRANCA"";21062;868;16;6;-;8;193276;215236"
"""220025 ALAGOINHA DO PIAUI"";248;-;-;-;-;-;38772;39020"
"""220027 ALEGRETE DO PIAUI"";292;-;-;-;-;-;892;1184"
"""220030 ALTO LONGA"";-;419;-;-;108;-;41322;41849"
"""220040 ALTOS"";13647;15;1;-;-;-;153979;167642"
"""220045 ALVORADA DO GURGUEIA"";140;-;-;-;-;-;425;565"
"""220050 AMARANTE"";11076;34;-;-;-;-;93636;104746"
"""220060 ANGICAL DO PIAUI"";2140;-;1;-;-;-;31012;33153"
"""220070 ANISIO DE ABREU"";215;1;-;-;-;-;237;453"
"""220080 ANTONIO ALMEIDA"";123;-;-;-;-;-;430;553"
"""220090 AROAZES"";314;-;-;-;-;-;3144;3458"
"""220095 AROEIRAS DO ITAIM"";257;1;-;-;-;-;14;272"
"""220100 ARRAIAL"";274;-;-;-;-;-;38003;38277"
"""220110 AVELINO LOPES"";304;-;-;-;-;-;4006;4310"
"""220115 BAIXA GRANDE DO RIBEIRO"";278;-;-;-;-;-;5288;5566"
"""220117 BARRA D'ALCANTARA"";274;-;-;-;-;-;347;621"
"""220120 BARRAS"";33290;4055;34;4;-;-;209544;246927"
"""220130 BARREIRAS DO PIAUI"";-;-;-;-;-;-;184;184"
"""220140 BARRO DURO"";247;-;-;-;-;-;8681;8928"
"""220150 BATALHA"";4693;14856;-;-;-;-;97533;117082"
"""220155 BELA VISTA DO PIAUI"";1;265;-;-;-;-;201;467"
"""220157 BELEM DO PIAUI"";191;-;-;-;-;-;411;602"
"""220160 BENEDITINOS"";10801;-;-;-;-;-;50849;61650"
"""220170 BERTOLINIA"";-;-;-;-;-;-;5902;5902"
"""220173 BETANIA DO PIAUI"";262;-;-;-;-;-;164;426"
"""220177 BOA HORA"";288;-;-;-;-;-;248;536"
"""220180 BOCAINA"";9189;-;-;-;-;-;6895;16084"
"""220190 BOM JESUS"";38092;2803;16;2;-;-;146766;187679"
"""220191 BOM PRINCIPIO DO PIAUI"";-;186;-;-;-;-;1835;2021"
"""220192 BONFIM DO PIAUI"";1;169;-;-;-;-;12;182"
"""220194 BOQUEIRAO DO PIAUI"";247;-;-;-;-;-;130;377"
"""220196 BRASILEIRA"";211;-;-;-;-;-;-;211"
"""220198 BREJO DO PIAUI"";214;-;-;-;-;-;1027;1241"
"""220200 BURITI DOS LOPES"";15216;48186;1;-;-;-;237459;300862"
"""220202 BURITI DOS MONTES"";-;-;-;-;-;-;13384;13384"
"""220205 CABECEIRAS DO PIAUI"";12119;-;-;-;-;-;-;12119"
"""220207 CAJAZEIRAS DO PIAUI"";231;-;-;-;-;-;494;725"
"""220208 CAJUEIRO DA PRAIA"";44;-;-;-;-;-;1155;1199"
"""220209 CALDEIRAO GRANDE DO PIAUI"";195;1;-;-;-;-;480;676"
"""220210 CAMPINAS DO PIAUI"";220;-;-;-;-;-;1508;1728"
"""220211 CAMPO ALEGRE DO FIDALGO"";286;-;-;-;-;-;1069;1355"
"""220213 CAMPO GRANDE DO PIAUI"";264;-;-;-;-;-;463;727"
"""220217 CAMPO LARGO DO PIAUI"";160;-;-;-;-;-;178;338"
"""220220 CAMPO MAIOR"";159955;7301;2;8;-;-;293416;460682"
"""220225 CANAVIEIRA"";83;-;-;-;-;-;2605;2688"
"""220230 CANTO DO BURITI"";26101;-;-;1;-;-;159609;185711"
"""220240 CAPITAO DE CAMPOS"";784;61;-;-;-;-;1447;2292"
"""220245 CAPITAO GERVASIO OLIVEIRA"";-;-;-;-;-;-;433;433"
"""220250 CARACOL"";240;-;-;-;-;-;48614;48854"
"""220253 CARAUBAS DO PIAUI"";272;1;-;-;-;-;329;602"
"""220255 CARIDADE DO PIAUI"";200;-;-;-;-;-;454;654"
"""220260 CASTELO DO PIAUI"";13732;297;-;-;-;-;38044;52073"
"""220265 CAXINGO"";218;-;-;-;-;-;977;1195"
"""220270 COCAL"";5636;682;-;-;-;-;44268;50586"
"""220271 COCAL DE TELHA"";2068;-;-;-;-;-;511;2579"
"""220272 COCAL DOS ALVES"";-;-;-;-;-;-;19819;19819"
"""220273 COIVARAS"";234;-;-;-;-;-;1743;1977"
"""220275 COLONIA DO GURGUEIA"";-;-;-;-;-;-;423;423"
"""220277 COLONIA DO PIAUI"";263;-;-;-;-;-;196;459"
"""220280 CONCEICAO DO CANINDE"";2;355;-;-;-;-;1097;1454"
"""220285 CORONEL JOSE DIAS"";191;-;-;-;-;-;607;798"
"""220290 CORRENTE"";886;-;-;-;-;-;114693;115579"
"""220300 CRISTALANDIA DO PIAUI"";266;-;-;-;-;-;2664;2930"
"""220310 CRISTINO CASTRO"";355;-;-;-;-;-;16028;16383"
"""220320 CURIMATA"";264;-;-;-;-;-;66540;66804"
"""220323 CURRAIS"";-;-;-;-;-;-;350;350"
"""220325 CURRALINHOS"";251;-;-;-;-;-;270;521"
"""220327 CURRAL NOVO DO PIAUI"";210;-;-;-;-;-;91;301"
"""220330 DEMERVAL LOBAO"";1964;-;-;-;-;-;87363;89327"
"""220335 DIRCEU ARCOVERDE"";240;-;-;-;-;-;546;786"
"""220340 DOM EXPEDITO LOPES"";57;-;-;-;-;-;-;57"
"""220342 DOMINGOS MOURAO"";-;222;-;-;-;-;98;320"
"""220345 DOM INOCENCIO"";260;-;-;-;-;-;1222;1482"
"""220350 ELESBAO VELOSO"";13916;-;-;-;-;-;35447;49363"
"""220360 ELISEU MARTINS"";-;-;-;-;-;-;1364;1364"
"""220370 ESPERANTINA"";123927;65483;2;7;-;1;316977;506397"
"""220375 FARTURA DO PIAUI"";241;-;-;-;-;-;467;708"
