"""Munic¡pio"";""Aten‡Æo B sica"";""M‚dia complexidade"";""Alta complexidade"";""NÆo se aplica"";""Total"""
"""172090 TAGUATINGA"";107816;179248;-;32362;319426"
"""172093 TAIPAS DO TOCANTINS"";4605;-;-;117;4722"
"""172097 TALISMA"";1923;16021;-;277;18221"
"""172100 PALMAS"";422035;4308252;1149984;229036;6109307"
"""172110 TOCANTINIA"";-;11325;-;405;11730"
"""172120 TOCANTINOPOLIS"";159571;247565;-;37621;444757"
"""172125 TUPIRAMA"";28;33;-;369;430"
"""172130 TUPIRATINS"";-;-;-;249;249"
"""172208 WANDERLANDIA"";52900;3170;-;2008;58078"
"""172210 XAMBIOA"";40;59080;-;1165;60285"
"""210005 ACAILANDIA"";158209;1594229;27848;117907;1898193"
"""210010 AFONSO CUNHA"";2921;14058;-;435;17414"
"""210015 AGUA DOCE DO MARANHAO"";6;66;-;510;582"
"""210020 ALCANTARA"";8774;49401;-;1124;59299"
"""210030 ALDEIAS ALTAS"";1306;156737;-;348;158391"
"""210040 ALTAMIRA DO MARANHAO"";2554;5227;-;1111;8892"
"""210043 ALTO ALEGRE DO MARANHAO"";41335;351186;-;965;393486"
"""210047 ALTO ALEGRE DO PINDARE"";173318;412176;1870;168304;755668"
"""210050 ALTO PARNAIBA"";10711;29311;-;432;40454"
"""210055 AMAPA DO MARANHAO"";5386;68592;-;263;74241"
"""210060 AMARANTE DO MARANHAO"";66077;209092;-;23389;298558"
"""210070 ANAJATUBA"";51821;143809;2;69724;265356"
"""210080 ANAPURUS"";19906;90777;-;19566;130249"
"""210083 APICUM-ACU"";19920;235913;-;56429;312262"
"""210087 ARAGUANA"";-;144150;-;1245;145395"
"""210090 ARAIOSES"";18775;101386;133;9309;129603"
"""210095 ARAME"";72887;192067;-;33853;298807"
"""210100 ARARI"";177989;291342;279;42400;512010"
"""210110 AXIXA"";25130;99950;-;3486;128566"
"""210120 BACABAL"";228865;1285741;64342;125247;1704195"
"""210125 BACABEIRA"";107;187022;205;6364;193698"
"""210130 BACURI"";12732;192629;-;6751;212112"
"""210135 BACURITUBA"";1718;4087;-;380;6185"
"""210140 BALSAS"";297381;1227287;5208;45857;1575733"
"""210150 BARAO DE GRAJAU"";34545;107777;-;3063;145385"
"""210160 BARRA DO CORDA"";81669;657227;10720;384652;1134268"
"""210170 BARREIRINHAS"";69290;791521;15566;3847;880224"
"""210173 BELAGUA"";165;428;-;32;625"
"""210177 BELA VISTA DO MARANHAO"";50927;126292;-;20343;197562"
"""210180 BENEDITO LEITE"";3975;51918;-;3007;58900"
"""210190 BEQUIMAO"";38;61776;-;1279;63093"
"""210193 BERNARDO DO MEARIM"";16189;62656;-;2264;81109"
"""210197 BOA VISTA DO GURUPI"";-;110255;-;-;110255"
"""210200 BOM JARDIM"";28214;136011;-;8112;172337"
"""210203 BOM JESUS DAS SELVAS"";119289;185912;-;30468;335669"
"""210207 BOM LUGAR"";7930;4115;-;7028;19073"
"""210210 BREJO"";437333;105595;-;79883;622811"
"""210215 BREJO DE AREIA"";1443;3350;-;417;5210"
"""210220 BURITI"";39507;181811;-;6847;228165"
"""210230 BURITI BRAVO"";18578;119229;-;8116;145923"
"""210232 BURITICUPU"";71673;857646;-;51649;980968"
"""210235 BURITIRANA"";23611;31942;-;542;56095"
"""210237 CACHOEIRA GRANDE"";499;77249;-;1007;78755"
"""210240 CAJAPIO"";4732;40630;-;4460;49822"
"""210250 CAJARI"";14521;86314;-;5585;106420"
"""210255 CAMPESTRE DO MARANHAO"";29333;97348;-;14569;141250"
"""210260 CANDIDO MENDES"";19924;60462;-;9317;89703"
"""210270 CANTANHEDE"";16151;213437;-;17819;247407"
"""210275 CAPINZAL DO NORTE"";-;179779;-;300;180079"
"""210280 CAROLINA"";27009;136144;-;4340;167493"
"""210290 CARUTAPERA"";12516;325501;-;973;338990"
"""210300 CAXIAS"";770450;3131564;74006;19989;3996009"
"""210310 CEDRAL"";352;78709;-;8927;87988"
"""210312 CENTRAL DO MARANHAO"";3275;12694;-;318;16287"
"""210315 CENTRO DO GUILHERME"";5538;220022;-;4658;230218"
"""210317 CENTRO NOVO DO MARANHAO"";366;49293;-;-;49659"
"""210320 CHAPADINHA"";87798;836628;20054;36954;981434"
"""210325 CIDELANDIA"";17748;104871;-;2463;125082"
"""210330 CODO"";133328;1298838;23653;55154;1510973"
"""210340 COELHO NETO"";85719;461713;22;35094;582548"
"""210350 COLINAS"";90783;661602;4665;36250;793300"
"""210355 CONCEICAO DO LAGO-ACU"";-;21;60;7347;7428"
"""210360 COROATA"";236399;1506367;13159;44357;1800282"
"""210370 CURURUPU"";52755;152113;4990;2162;212020"
"""210375 DAVINOPOLIS"";19338;26670;-;257;46265"
"""210380 DOM PEDRO"";20564;82970;-;2469;106003"
"""210390 DUQUE BACELAR"";18919;99496;-;7274;125689"
"""210400 ESPERANTINOPOLIS"";1940;167871;-;9042;178853"
"""210405 ESTREITO"";395687;448147;-;78406;922240"
"""210407 FEIRA NOVA DO MARANHAO"";4277;37361;-;15074;56712"
"""210408 FERNANDO FALCAO"";8635;52828;-;36466;97929"
"""210409 FORMOSA DA SERRA NEGRA"";16202;67278;-;444;83924"
"""210410 FORTALEZA DOS NOGUEIRAS"";15692;19966;-;75;35733"
"""210420 FORTUNA"";-;169811;-;34188;203999"
"""210430 GODOFREDO VIANA"";12171;3241;-;226;15638"
"""210440 GONCALVES DIAS"";5386;35845;-;108102;149333"
"""210450 GOVERNADOR ARCHER"";23693;63989;-;60662;148344"
"""210455 GOVERNADOR EDISON LOBAO"";103;57763;-;2447;60313"
"""210460 GOVERNADOR EUGENIO BARROS"";24755;10404;-;7249;42408"
"""210462 GOVERNADOR LUIZ ROCHA"";18692;3444;-;8770;30906"
"""210465 GOVERNADOR NEWTON BELLO"";19736;37234;-;12787;69757"
"""210467 GOVERNADOR NUNES FREIRE"";1641;192540;-;12398;206579"
"""210470 GRACA ARANHA"";-;35572;-;32968;68540"
"""210480 GRAJAU"";170202;760430;325;1081840;2012797"
"""210490 GUIMARAES"";5050;4532;-;721;10303"
"""210500 HUMBERTO DE CAMPOS"";2881;156097;-;698;159676"
"""210510 ICATU"";16384;122058;-;1925;140367"
"""210515 IGARAPE DO MEIO"";36308;134551;-;11841;182700"
"""210520 IGARAPE GRANDE"";11739;101880;2432;4510;120561"
"""210530 IMPERATRIZ"";490125;3981937;114571;143568;4730201"
"""210535 ITAIPAVA DO GRAJAU"";2073;85252;-;54808;142133"
"""210540 ITAPECURU MIRIM"";77244;494797;-;63515;635556"
"""210542 ITINGA DO MARANHAO"";20271;129591;-;152;150014"
"""210545 JATOBA"";-;24500;-;5838;30338"
"""210547 JENIPAPO DOS VIEIRAS"";767;67921;-;28995;97683"
"""210550 JOAO LISBOA"";27604;150737;-;1082;179423"
"""210560 JOSELANDIA"";1053;82151;-;72054;155258"
"""210570 LAGO DA PEDRA"";230704;830066;10819;29799;1101388"
"""210580 LAGO DO JUNCO"";73133;14120;-;19348;106601"
"""210590 LAGO VERDE"";14935;16793;-;11001;42729"
"""210592 LAGOA DO MATO"";125;83235;-;5591;88951"
"""210594 LAGO DOS RODRIGUES"";48619;20082;-;4778;73479"
"""210596 LAGOA GRANDE DO MARANHAO"";4533;86356;-;9453;100342"
"""210598 LAJEADO NOVO"";538;1299;-;552;2389"
"""210600 LIMA CAMPOS"";217726;153604;-;3914;375244"
"""210610 LORETO"";4435;24185;-;25463;54083"
"""210620 LUIS DOMINGUES"";12223;4677;-;1004;17904"
"""210630 MAGALHAES DE ALMEIDA"";85148;91554;-;3077;179779"
"""210632 MARACACUME"";7751;226879;-;5620;240250"
"""210635 MARAJA DO SENA"";9383;5549;-;258;15190"
"""210637 MARANHAOZINHO"";8433;287403;-;8339;304175"
"""210640 MATA ROMA"";16579;62336;-;12143;91058"
"""210650 MATINHA"";56538;135660;-;414;192612"
"""210660 MATOES"";40820;209826;58;635;251339"
"""210663 MATOES DO NORTE"";41201;142433;-;352;183986"
"""210667 MILAGRES DO MARANHAO"";11103;42566;-;468;54137"
"""210670 MIRADOR"";13082;48483;-;117638;179203"
"""210675 MIRANDA DO NORTE"";26844;208894;-;32521;268259"
"""210680 MIRINZAL"";8129;116134;-;2427;126690"
"""210690 MONCAO"";-;217190;-;523;217713"
"""210700 MONTES ALTOS"";20974;74220;-;448;95642"
"""210710 MORROS"";23049;359239;-;1141;383429"
"""210720 NINA RODRIGUES"";18165;82435;-;4214;104814"
"""210725 NOVA COLINAS"";22462;11390;-;958;34810"
"""210730 NOVA IORQUE"";84;20788;-;6227;27099"
"""210735 NOVA OLINDA DO MARANHAO"";2334;53560;-;16096;71990"
"""210740 OLHO D'AGUA DAS CUNHAS"";138684;49746;-;1171;189601"
"""210745 OLINDA NOVA DO MARANHAO"";25805;175670;-;7252;208727"
"""210750 PACO DO LUMIAR"";171101;980755;-;1597;1153453"
"""210760 PALMEIRANDIA"";61130;180471;-;13253;254854"
"""210770 PARAIBANO"";18815;166861;-;7743;193419"
"""210780 PARNARAMA"";50994;263856;-;14492;329342"
"""210790 PASSAGEM FRANCA"";7181;34759;-;448;42388"
"""210800 PASTOS BONS"";9721;319525;-;10234;339480"
"""210805 PAULINO NEVES"";16091;206123;-;17969;240183"
"""210810 PAULO RAMOS"";53660;227042;4214;51308;336224"
"""210820 PEDREIRAS"";44782;426288;20761;6127;497958"
"""210825 PEDRO DO ROSARIO"";2237;166710;-;317;169264"
"""210830 PENALVA"";75728;104239;-;2031;181998"
"""210840 PERI MIRIM"";-;83240;-;3203;86443"
"""210845 PERITORO"";31141;499610;-;11143;541894"
"""210850 PINDARE-MIRIM"";109165;103059;-;156;212380"
"""210860 PINHEIRO"";876185;3097152;46672;7543;4027552"
"""210870 PIO XII"";27182;131265;-;10622;169069"
"""210880 PIRAPEMAS"";22613;127021;-;21624;171258"
"""210890 POCAO DE PEDRAS"";15850;72182;-;12456;100488"
"""210900 PORTO FRANCO"";45052;264872;5195;100286;415405"
"""210905 PORTO RICO DO MARANHAO"";2782;15044;-;6030;23856"
"""210910 PRESIDENTE DUTRA"";255848;810956;17323;94070;1178197"
"""210920 PRESIDENTE JUSCELINO"";17602;64778;113;16172;98665"
"""210923 PRESIDENTE MEDICI"";19504;204096;-;8751;232351"
"""210927 PRESIDENTE SARNEY"";2420;1795;-;650;4865"
"""210930 PRESIDENTE VARGAS"";17027;63979;-;213;81219"
"""210940 PRIMEIRA CRUZ"";24994;34729;-;6926;66649"
"""210945 RAPOSA"";31811;247117;-;15954;294882"
"""210950 RIACHAO"";73996;188088;-;24378;286462"
"""210955 RIBAMAR FIQUENE"";3951;8743;-;427;13121"
"""210960 ROSARIO"";77178;389718;384;29521;496801"
"""210970 SAMBAIBA"";207;27187;-;782;28176"
"""210975 SANTA FILOMENA DO MARANHAO"";286733;28623;-;-;315356"
"""210980 SANTA HELENA"";39084;201135;-;8096;248315"
"""210990 SANTA INES"";182995;1567871;9255;90656;1850777"
"""211000 SANTA LUZIA"";2674;272357;-;36798;311829"
"""211003 SANTA LUZIA DO PARUA"";40480;301054;3391;9446;354371"
"""211010 SANTA QUITERIA DO MARANHAO"";49823;66279;-;67621;183723"
"""211020 SANTA RITA"";184138;435806;-;5862;625806"
"""211023 SANTANA DO MARANHAO"";13150;75213;-;10755;99118"
"""211027 SANTO AMARO DO MARANHAO"";1811;34864;-;513;37188"
"""211030 SANTO ANTONIO DOS LOPES"";36554;40107;-;7156;83817"
"""211040 SAO BENEDITO DO RIO PRETO"";921;56373;-;390;57684"
"""211050 SAO BENTO"";81197;378080;-;23108;482385"
"""211060 SAO BERNARDO"";88284;273423;912;17012;379631"
"""211065 SAO DOMINGOS DO AZEITAO"";25523;24116;-;1447;51086"
"""211070 SAO DOMINGOS DO MARANHAO"";80741;60535;-;45102;186378"
"""211080 SAO FELIX DE BALSAS"";15022;25542;-;532;41096"
"""211085 SAO FRANCISCO DO BREJAO"";155304;46088;-;2179;203571"
"""211090 SAO FRANCISCO DO MARANHAO"";9110;34265;-;870;44245"
"""211100 SAO JOAO BATISTA"";399;245744;-;32030;278173"
"""211102 SAO JOAO DO CARU"";673;6257;-;314;7244"
"""211105 SAO JOAO DO PARAISO"";219;182;-;928;1329"
"""211107 SAO JOAO DO SOTER"";45078;152490;71;11296;208935"
"""211110 SAO JOAO DOS PATOS"";46451;449743;-;55937;552131"
"""211120 SAO JOSE DE RIBAMAR"";508507;3009012;349;30416;3548284"
"""211125 SAO JOSE DOS BASILIOS"";13684;20089;-;2315;36088"
"""211130 SAO LUIS"";3051858;22818438;8629861;430647;34930804"
"""211140 SAO LUIS GONZAGA DO MARANHAO"";29359;46447;-;3238;79044"
"""211150 SAO MATEUS DO MARANHAO"";109659;370197;4024;31112;514992"
"""211153 SAO PEDRO DA AGUA BRANCA"";20355;111680;-;774;132809"
"""211157 SAO PEDRO DOS CRENTES"";212695;48750;-;667;262112"
"""211160 SAO RAIMUNDO DAS MANGABEIRAS"";8440;114436;3353;142995;269224"
"""211163 SAO RAIMUNDO DO DOCA BEZERRA"";5970;36609;-;2316;44895"
"""211167 SAO ROBERTO"";8;32861;-;1520;34389"
"""211170 SAO VICENTE FERRER"";21138;126161;-;24545;171844"
"""211172 SATUBINHA"";9461;80335;-;3747;93543"
"""211174 SENADOR ALEXANDRE COSTA"";1025;43325;-;4951;49301"
"""211176 SENADOR LA ROCQUE"";33920;51430;-;120;85470"
"""211178 SERRANO DO MARANHAO"";15211;72559;-;6309;94079"
"""211180 SITIO NOVO"";13777;89243;329;2331;105680"
"""211190 SUCUPIRA DO NORTE"";27047;43956;-;28359;99362"
"""211195 SUCUPIRA DO RIACHAO"";6426;13692;-;3067;23185"
"""211200 TASSO FRAGOSO"";16506;102666;-;2080;121252"
"""211210 TIMBIRAS"";33874;332913;167;12337;379291"
"""211220 TIMON"";141644;1752420;22333;17447;1933844"
"""211223 TRIZIDELA DO VALE"";26451;160642;3690;3806;194589"
"""211227 TUFILANDIA"";8452;34381;-;532;43365"
"""211230 TUNTUM"";18667;345631;1984;244466;610748"
"""211240 TURIACU"";64273;325690;-;225090;615053"
"""211245 TURILANDIA"";43623;217462;-;4435;265520"
"""211250 TUTOIA"";89257;293733;-;17210;400200"
"""211260 URBANO SANTOS"";31967;162876;-;27803;222646"
"""211270 VARGEM GRANDE"";33892;165711;-;7698;207301"
"""211280 VIANA"";172228;435169;3208;936;611541"
"""211285 VILA NOVA DOS MARTIRIOS"";13306;184098;-;3096;200500"
"""211290 VITORIA DO MEARIM"";78472;238735;-;13289;330496"
"""211300 VITORINO FREIRE"";39471;166788;-;63333;269592"
"""211400 ZE DOCA"";77883;1159167;-;58330;1295380"
"""220005 ACAUA"";-;-;-;997;997"
"""220010 AGRICOLANDIA"";-;1200;-;1345;2545"
"""220020 AGUA BRANCA"";31825;217239;-;1690;250754"
"""220025 ALAGOINHA DO PIAUI"";24797;12200;-;2829;39826"
"""220027 ALEGRETE DO PIAUI"";-;-;-;549;549"
"""220030 ALTO LONGA"";5906;36037;-;958;42901"
"""220040 ALTOS"";38164;137430;-;1932;177526"
"""220045 ALVORADA DO GURGUEIA"";-;-;-;694;694"
"""220050 AMARANTE"";336;99220;-;3758;103314"
"""220060 ANGICAL DO PIAUI"";17674;17377;-;482;35533"
"""220070 ANISIO DE ABREU"";-;165;-;905;1070"
"""220080 ANTONIO ALMEIDA"";-;-;-;615;615"
"""220090 AROAZES"";83;3815;-;400;4298"
"""220095 AROEIRAS DO ITAIM"";-;-;-;415;415"
"""220100 ARRAIAL"";32649;4195;-;583;37427"
"""220110 AVELINO LOPES"";60;1517;-;780;2357"
"""220115 BAIXA GRANDE DO RIBEIRO"";9555;-;-;673;10228"
"""220117 BARRA D'ALCANTARA"";-;-;-;450;450"
"""220120 BARRAS"";6856;319740;-;2319;328915"
"""220130 BARREIRAS DO PIAUI"";-;-;-;210;210"
"""220140 BARRO DURO"";11593;4320;-;560;16473"
"""220150 BATALHA"";4967;113604;-;1032;119603"
"""220155 BELA VISTA DO PIAUI"";-;-;-;349;349"
"""220157 BELEM DO PIAUI"";-;-;-;711;711"
"""220160 BENEDITINOS"";2753;51986;-;810;55549"
"""220170 BERTOLINIA"";9840;507;-;65;10412"
"""220173 BETANIA DO PIAUI"";-;-;-;252;252"
"""220177 BOA HORA"";-;-;-;625;625"
"""220180 BOCAINA"";1012;13666;-;530;15208"
"""220190 BOM JESUS"";454;196678;10343;2605;210080"
"""220191 BOM PRINCIPIO DO PIAUI"";764;397;-;578;1739"
"""220192 BONFIM DO PIAUI"";-;-;-;90;90"
"""220194 BOQUEIRAO DO PIAUI"";-;-;-;354;354"
"""220196 BRASILEIRA"";-;-;-;186;186"
"""220198 BREJO DO PIAUI"";-;-;-;1314;1314"
"""220200 BURITI DOS LOPES"";77693;157944;-;1889;237526"
"""220202 BURITI DOS MONTES"";13691;1814;-;628;16133"
"""220205 CABECEIRAS DO PIAUI"";-;9004;-;-;9004"
"""220207 CAJAZEIRAS DO PIAUI"";-;154;-;458;612"
"""220208 CAJUEIRO DA PRAIA"";-;874;-;204;1078"
"""220209 CALDEIRAO GRANDE DO PIAUI"";-;-;-;120;120"
"""220210 CAMPINAS DO PIAUI"";838;-;-;731;1569"
"""220211 CAMPO ALEGRE DO FIDALGO"";-;-;-;439;439"
"""220213 CAMPO GRANDE DO PIAUI"";-;-;-;260;260"
"""220217 CAMPO LARGO DO PIAUI"";79;-;-;225;304"
"""220220 CAMPO MAIOR"";69624;484874;49784;3635;607917"
"""220225 CANAVIEIRA"";3304;-;-;276;3580"
"""220230 CANTO DO BURITI"";5113;175580;-;1535;182228"
"""220240 CAPITAO DE CAMPOS"";-;2224;-;644;2868"
"""220245 CAPITAO GERVASIO OLIVEIRA"";-;-;-;718;718"
"""220250 CARACOL"";17016;14854;-;835;32705"
"""220253 CARAUBAS DO PIAUI"";-;-;-;616;616"
"""220255 CARIDADE DO PIAUI"";235;-;-;912;1147"
"""220260 CASTELO DO PIAUI"";176;68988;-;1128;70292"
"""220265 CAXINGO"";-;-;-;1111;1111"
"""220270 COCAL"";2873;45841;-;1015;49729"
"""220271 COCAL DE TELHA"";-;2143;-;504;2647"
"""220272 COCAL DOS ALVES"";17027;-;-;1744;18771"
"""220273 COIVARAS"";-;-;-;546;546"
"""220275 COLONIA DO GURGUEIA"";-;384;-;569;953"
"""220277 COLONIA DO PIAUI"";-;-;-;366;366"
"""220280 CONCEICAO DO CANINDE"";1422;314;-;523;2259"
"""220285 CORONEL JOSE DIAS"";-;379;-;209;588"
"""220290 CORRENTE"";10668;151901;-;1959;164528"
"""220300 CRISTALANDIA DO PIAUI"";2914;356;-;639;3909"
"""220310 CRISTINO CASTRO"";2472;12824;-;678;15974"
"""220320 CURIMATA"";-;80353;-;756;81109"
"""220323 CURRAIS"";-;224;-;248;472"
"""220325 CURRALINHOS"";-;-;-;560;560"
"""220327 CURRAL NOVO DO PIAUI"";-;-;-;221;221"
"""220330 DEMERVAL LOBAO"";3697;108152;-;1129;112978"
"""220335 DIRCEU ARCOVERDE"";-;280;-;366;646"
"""220342 DOMINGOS MOURAO"";-;-;-;234;234"
"""220345 DOM INOCENCIO"";23;818;-;1242;2083"
"""220350 ELESBAO VELOSO"";259;51310;-;1547;53116"
"""220360 ELISEU MARTINS"";-;122;-;1426;1548"
"""220370 ESPERANTINA"";3389;431775;-;1895;437059"
"""220375 FARTURA DO PIAUI"";-;-;-;722;722"
"""220380 FLORES DO PIAUI"";-;198;-;588;786"
"""220385 FLORESTA DO PIAUI"";-;-;-;228;228"
"""220390 FLORIANO"";14814;1068960;55415;17541;1156730"
"""220400 FRANCINOPOLIS"";1607;796;-;470;2873"
"""220410 FRANCISCO AYRES"";-;192;-;418;610"
"""220415 FRANCISCO MACEDO"";-;-;-;289;289"
"""220420 FRANCISCO SANTOS"";1515;20860;-;913;23288"
"""220430 FRONTEIRAS"";672;34438;-;609;35719"
"""220440 GILBUES"";4463;2677;-;736;7876"
"""220450 GUADALUPE"";3;56987;-;1077;58067"
"""220455 GUARIBAS"";-;-;-;219;219"
"""220460 HUGO NAPOLEAO"";28;295;-;362;685"
"""220465 ILHA GRANDE"";-;3840;-;1608;5448"
"""220470 INHUMA"";32129;26420;-;1482;60031"
"""220480 IPIRANGA DO PIAUI"";-;4957;-;610;5567"
"""220490 ISAIAS COELHO"";11332;6087;-;845;18264"
"""220500 ITAINOPOLIS"";7715;6185;-;1470;15370"
"""220510 ITAUEIRA"";6119;83226;-;391;89736"
"""220515 JACOBINA DO PIAUI"";-;-;-;252;252"
"""220520 JAICOS"";1816;114488;-;1559;117863"
"""220525 JARDIM DO MULATO"";-;-;-;361;361"
"""220527 JATOBA DO PIAUI"";15;-;-;270;285"
"""220530 JERUMENHA"";1054;1600;-;641;3295"
"""220535 JOAO COSTA"";-;-;-;1245;1245"
"""220540 JOAQUIM PIRES"";120;15010;-;953;16083"
"""220545 JOCA MARQUES"";-;76;-;1739;1815"
"""220550 JOSE DE FREITAS"";6808;234868;-;1000;242676"
"""220551 JUAZEIRO DO PIAUI"";-;-;-;471;471"
"""220552 JULIO BORGES"";-;123;-;792;915"
"""220553 JUREMA"";-;-;-;469;469"
"""220554 LAGOINHA DO PIAUI"";-;-;-;794;794"
"""220555 LAGOA ALEGRE"";3014;2597;-;370;5981"
"""220556 LAGOA DO BARRO DO PIAUI"";-;245;-;932;1177"
"""220557 LAGOA DE SAO FRANCISCO"";-;-;-;784;784"
"""220558 LAGOA DO PIAUI"";-;-;-;202;202"
"""220559 LAGOA DO SITIO"";-;-;-;126;126"
"""220560 LANDRI SALES"";35341;-;-;452;35793"
"""220570 LUIS CORREIA"";23097;94775;-;662;118534"
"""220580 LUZILANDIA"";1401;148742;-;1007;151150"
"""220585 MADEIRO"";-;340;-;1560;1900"
"""220590 MANOEL EMIDIO"";1581;1046;-;63;2690"
"""220595 MARCOLANDIA"";3220;-;-;126;3346"
"""220600 MARCOS PARENTE"";-;-;-;113;113"
"""220605 MASSAPE DO PIAUI"";-;-;-;690;690"
"""220610 MATIAS OLIMPIO"";37463;-;-;322;37785"
"""220620 MIGUEL ALVES"";1743;71776;-;1601;75120"
"""220630 MIGUEL LEAO"";-;-;-;958;958"
"""220635 MILTON BRANDAO"";-;-;-;268;268"
"""220640 MONSENHOR GIL"";545068;636;-;95;545799"
"""220650 MONSENHOR HIPOLITO"";12556;222;-;1193;13971"
"""220660 MONTE ALEGRE DO PIAUI"";13799;7842;-;45;21686"
"""220665 MORRO CABECA NO TEMPO"";-;-;-;587;587"
"""220667 MORRO DO CHAPEU DO PIAUI"";-;-;-;1142;1142"
"""220669 MURICI DOS PORTELAS"";-;-;-;179;179"
"""220670 NAZARE DO PIAUI"";-;279;-;517;796"
"""220672 NAZARIA"";-;632;-;210;842"
"""220675 NOSSA SENHORA DE NAZARE"";-;-;-;559;559"
"""220680 NOSSA SENHORA DOS REMEDIOS"";-;-;-;401;401"
"""220690 NOVO ORIENTE DO PIAUI"";321;5666;-;316;6303"
"""220695 NOVO SANTO ANTONIO"";-;-;-;271;271"
"""220700 OEIRAS"";10221;794504;2823;524;808072"
"""220710 OLHO D'AGUA DO PIAUI"";-;-;-;398;398"
"""220720 PADRE MARCOS"";1396;20004;-;709;22109"
"""220730 PAES LANDIM"";11034;2545;-;510;14089"
"""220735 PAJEU DO PIAUI"";-;-;-;149;149"
"""220740 PALMEIRA DO PIAUI"";-;264;-;523;787"
"""220750 PALMEIRAIS"";1762;10386;-;656;12804"
"""220755 PAQUETA"";142;-;-;427;569"
"""220760 PARNAGUA"";1781;18192;-;587;20560"
"""220770 PARNAIBA"";30049;1296455;77887;17813;1422204"
"""220775 PASSAGEM FRANCA DO PIAUI"";310;310;-;1263;1883"
"""220777 PATOS DO PIAUI"";-;-;-;1570;1570"
"""220779 PAU D'ARCO DO PIAUI"";-;-;-;338;338"
"""220780 PAULISTANA"";2301;147624;26;1011;150962"
"""220785 PAVUSSU"";-;-;-;259;259"
"""220790 PEDRO II"";9559;140202;-;4837;154598"
"""220793 PEDRO LAURENTINO"";-;-;-;635;635"
"""220795 NOVA SANTA RITA"";79;124;-;2449;2652"
"""220800 PICOS"";453172;1221824;102882;8548;1786426"
"""220810 PIMENTEIRAS"";46037;12525;-;435;58997"
"""220820 PIO IX"";17303;9352;-;1402;28057"
"""220830 PIRACURUCA"";9413;251421;-;1248;262082"
"""220840 PIRIPIRI"";75532;750753;10953;2091;839329"
"""220850 PORTO"";755;17810;-;19284;37849"
"""220855 PORTO ALEGRE DO PIAUI"";1010;-;-;90;1100"
"""220860 PRATA DO PIAUI"";-;-;-;249;249"
"""220865 QUEIMADA NOVA"";-;118;-;497;615"
"""220870 REDENCAO DO GURGUEIA"";2609;648;-;1174;4431"
"""220880 REGENERACAO"";541;65085;-;853;66479"
"""220885 RIACHO FRIO"";-;165;-;3330;3495"
"""220887 RIBEIRA DO PIAUI"";420;-;-;2319;2739"
"""220890 RIBEIRO GONCALVES"";-;1472;-;575;2047"
"""220900 RIO GRANDE DO PIAUI"";308;4237;-;705;5250"
"""220910 SANTA CRUZ DO PIAUI"";1460;123;-;514;2097"
"""220915 SANTA CRUZ DOS MILAGRES"";-;-;-;471;471"
"""220920 SANTA FILOMENA"";15229;138;-;1280;16647"
"""220930 SANTA LUZ"";-;-;-;823;823"
"""220935 SANTANA DO PIAUI"";-;-;-;464;464"
"""220937 SANTA ROSA DO PIAUI"";1146;-;-;209;1355"
"""220940 SANTO ANTONIO DE LISBOA"";-;244;-;619;863"
"""220945 SANTO ANTONIO DOS MILAGRES"";-;-;-;491;491"
"""220950 SANTO INACIO DO PIAUI"";696;312;-;546;1554"
"""220955 SAO BRAZ DO PIAUI"";-;-;-;536;536"
"""220960 SAO FELIX DO PIAUI"";-;4565;-;697;5262"
"""220965 SAO FRANCISCO DE ASSIS DO PIAUI"";4100;18370;-;346;22816"
"""220970 SAO FRANCISCO DO PIAUI"";-;299;-;409;708"
"""220980 SAO GONCALO DO PIAUI"";-;8969;-;-;8969"
"""220985 SAO JOAO DA CANABRAVA"";3;-;-;772;775"
"""220987 SAO JOAO DA FRONTEIRA"";-;-;-;195;195"
"""220990 SAO JOAO DA SERRA"";2942;5045;-;475;8462"
"""220995 SAO JOAO DA VARJOTA"";-;-;-;580;580"
"""220997 SAO JOAO DO ARRAIAL"";561;-;-;2682;3243"
"""221000 SAO JOAO DO PIAUI"";11326;191948;-;69625;272899"
"""221005 SAO JOSE DO DIVINO"";-;-;-;215;215"
"""221010 SAO JOSE DO PEIXE"";9593;7312;-;613;17518"
"""221020 SAO JOSE DO PIAUI"";1778;236;-;1104;3118"
"""221030 SAO JULIAO"";-;-;-;2087;2087"
"""221035 SAO LOURENCO DO PIAUI"";-;-;-;1176;1176"
"""221037 SAO LUIS DO PIAUI"";361;-;-;8857;9218"
"""221038 SAO MIGUEL DA BAIXA GRANDE"";-;-;-;272;272"
"""221039 SAO MIGUEL DO FIDALGO"";-;-;-;532;532"
"""221040 SAO MIGUEL DO TAPUIO"";-;23750;-;853;24603"
"""221050 SAO PEDRO DO PIAUI"";667;159864;-;602;161133"
"""221060 SAO RAIMUNDO NONATO"";3009;464568;21514;2075;491166"
"""221062 SEBASTIAO BARROS"";-;-;-;380;380"
"""221063 SEBASTIAO LEAL"";-;-;-;419;419"
"""221065 SIGEFREDO PACHECO"";-;-;-;260;260"
"""221070 SIMOES"";732;15306;-;1068;17106"
"""221080 SIMPLICIO MENDES"";35374;128785;-;935;165094"
"""221090 SOCORRO DO PIAUI"";2147;147;-;1495;3789"
"""221093 SUSSUAPARA"";48;-;-;334;382"
"""221095 TAMBORIL DO PIAUI"";-;-;-;4;4"
"""221097 TANQUE DO PIAUI"";-;258;-;533;791"
