"""Munic¡pio"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""06 M‚dia e Alta Complexidade (MAC)"";""Total"""
"""292895 SAO DOMINGOS"";-;92840,10;92840,10"
"""292900 SAO FELIX"";977602,25;3956693,54;4934295,79"
"""292905 SAO FELIX DO CORIBE"";-;296407,18;296407,18"
"""292910 SAO FELIPE"";-;127619,54;127619,54"
"""292925 SAO GABRIEL"";-;196798,76;196798,76"
"""292930 SAO GONCALO DOS CAMPOS"";-;149257,64;149257,64"
"""292940 SAO MIGUEL DAS MATAS"";-;1140068,70;1140068,70"
"""292950 SAO SEBASTIAO DO PASSE"";-;388015,50;388015,50"
"""292960 SAPEACU"";-;263381,84;263381,84"
"""292970 SATIRO DIAS"";-;169353,41;169353,41"
"""292980 SAUDE"";-;204204,81;204204,81"
"""292990 SEABRA"";17289,36;6181806,63;6199095,99"
"""293000 SEBASTIAO LARANJEIRAS"";-;75719,53;75719,53"
"""293010 SENHOR DO BONFIM"";110073,41;4020647,01;4130720,42"
"""293015 SERRA DO RAMALHO"";-;335738,82;335738,82"
"""293020 SENTO SE"";-;257632,59;257632,59"
"""293030 SERRA DOURADA"";-;452289,06;452289,06"
"""293040 SERRA PRETA"";-;70042,74;70042,74"
"""293050 SERRINHA"";-;984386,48;984386,48"
"""293060 SERROLANDIA"";-;99271,93;99271,93"
"""293070 SIMOES FILHO"";-;1115080,21;1115080,21"
"""293075 SITIO DO MATO"";-;44775,16;44775,16"
"""293077 SOBRADINHO"";-;156548,00;156548,00"
"""293080 SOUTO SOARES"";-;156831,17;156831,17"
"""293090 TABOCAS DO BREJO VELHO"";135,00;170408,90;170543,90"
"""293100 TANHACU"";-;125035,49;125035,49"
"""293105 TANQUE NOVO"";-;363274,33;363274,33"
"""293110 TANQUINHO"";-;43450,07;43450,07"
"""293120 TAPEROA"";-;371312,00;371312,00"
"""293130 TAPIRAMUTA"";-;241180,02;241180,02"
"""293135 TEIXEIRA DE FREITAS"";1104156,52;16682062,52;17786219,04"
"""293150 TEOFILANDIA"";-;85395,03;85395,03"
"""293160 TEOLANDIA"";-;134930,04;134930,04"
"""293180 TREMEDAL"";-;28227,47;28227,47"
"""293190 TUCANO"";27216,96;558658,55;585875,51"
"""293200 UAUA"";-;286572,77;286572,77"
"""293210 UBAIRA"";102238,49;519264,25;621502,74"
"""293220 UBAITABA"";700448,27;1330246,47;2030694,74"
"""293240 UIBAI"";-;148218,91;148218,91"
"""293250 UNA"";-;350714,10;350714,10"
"""293260 URANDI"";-;425118,36;425118,36"
"""293280 UTINGA"";-;186452,69;186452,69"
"""293290 VALENCA"";1618488,70;4308083,83;5926572,53"
"""293300 VALENTE"";-;507993,43;507993,43"
"""293305 VARZEA DA ROCA"";-;75627,07;75627,07"
"""293310 VARZEA DO POCO"";-;125208,39;125208,39"
"""293315 VARZEA NOVA"";-;829707,64;829707,64"
"""293325 VEREDA"";-;57894,18;57894,18"
"""293330 VITORIA DA CONQUISTA"";13653467,21;53418304,09;67071771,30"
"""293340 WAGNER"";133241,04;807808,76;941049,80"
"""293345 WANDERLEY"";-;1165130,04;1165130,04"
"""293350 WENCESLAU GUIMARAES"";-;199080,25;199080,25"
"""293360 XIQUE-XIQUE"";23023,12;1096386,04;1119409,16"
"""310020 ABAETE"";80252,79;1148088,55;1228341,34"
"""310030 ABRE CAMPO"";-;852130,96;852130,96"
"""310060 AGUA BOA"";-;101006,99;101006,99"
"""310090 AGUAS FORMOSAS"";124918,05;1311077,48;1435995,53"
"""310100 AGUAS VERMELHAS"";-;268344,68;268344,68"
"""310110 AIMORES"";-;987607,22;987607,22"
"""310120 AIURUOCA"";6625,79;1292806,29;1299432,08"
"""310130 ALAGOA"";-;38881,81;38881,81"
"""310150 ALEM PARAIBA"";37737,51;2423934,94;2461672,45"
"""310160 ALFENAS"";10862473,60;29733740,35;40596213,95"
"""310170 ALMENARA"";86860,76;4586306,31;4673167,07"
"""310190 ALPINOPOLIS"";137206,03;629570,55;766776,58"
"""310200 ALTEROSA"";-;428003,60;428003,60"
"""310210 ALTO RIO DOCE"";-;180142,16;180142,16"
"""310230 ALVINOPOLIS"";-;225110,96;225110,96"
"""310260 ANDRADAS"";426177,93;2359488,40;2785666,33"
"""310270 CACHOEIRA DE PAJEU"";-;125519,21;125519,21"
"""310280 ANDRELANDIA"";36671,36;257912,05;294583,41"
"""310290 ANTONIO CARLOS"";-;44239,13;44239,13"
"""310340 ARACUAI"";169605,48;2389066,56;2558672,04"
"""310350 ARAGUARI"";5135134,44;19658551,22;24793685,66"
"""310375 ARAPORA"";34361,69;383777,06;418138,75"
"""310400 ARAXA"";953028,83;8369674,52;9322703,35"
"""310410 ARCEBURGO"";-;6109,81;6109,81"
"""310420 ARCOS"";-;860988,16;860988,16"
"""310430 AREADO"";60504,33;228896,67;289401,00"
"""310450 ARINOS"";-;262203,63;262203,63"
"""310470 ATALEIA"";-;306155,51;306155,51"
"""310490 BAEPENDI"";589476,07;4602717,24;5192193,31"
"""310510 BAMBUI"";-;1987708,81;1987708,81"
"""310540 BARAO DE COCAIS"";-;539111,71;539111,71"
"""310560 BARBACENA"";11251236,20;32414844,03;43666080,23"
"""310590 BARROSO"";674884,85;1248086,79;1922971,64"
"""310620 BELO HORIZONTE"";153884648,66;590568729,51;744453378,17"
"""310630 BELO ORIENTE"";2249742,62;874199,07;3123941,69"
"""310640 BELO VALE"";-;241269,71;241269,71"
"""310650 BERILO"";-;130195,02;130195,02"
"""310670 BETIM"";6588836,69;40924063,00;47512899,69"
"""310690 BICAS"";3036,77;271874,84;274911,61"
"""310710 BOA ESPERANCA"";45037,38;2482128,66;2527166,04"
"""310730 BOCAIUVA"";465256,66;1963633,35;2428890,01"
"""310740 BOM DESPACHO"";1327846,27;4689750,85;6017597,12"
"""310750 BOM JARDIM DE MINAS"";-;173542,16;173542,16"
"""310780 BOM JESUS DO GALHO"";285357,21;1205515,76;1490872,97"
"""310800 BOM SUCESSO"";38865,87;441473,98;480339,85"
"""310840 BOTELHOS"";-;206548,50;206548,50"
"""310860 BRASILIA DE MINAS"";415235,50;5334430,43;5749665,93"
"""310890 BRAZOPOLIS"";-;111325,62;111325,62"
"""310900 BRUMADINHO"";660366,83;2696261,65;3356628,48"
"""310910 BUENO BRANDAO"";-;204791,87;204791,87"
"""310930 BURITIS"";65904,89;481977,82;547882,71"
"""310940 BURITIZEIRO"";-;35694,19;35694,19"
"""310950 CABO VERDE"";40731,86;393718,22;434450,08"
"""310990 CAETANOPOLIS"";-;471813,43;471813,43"
"""311000 CAETE"";819351,97;1095053,68;1914405,65"
"""311030 CALDAS"";-;295633,70;295633,70"
"""311050 CAMANDUCAIA"";38107,90;795309,29;833417,19"
"""311060 CAMBUI"";316889,85;1125799,10;1442688,95"
"""311070 CAMBUQUIRA"";33704,97;353300,37;387005,34"
"""311090 CAMPANHA"";-;137134,56;137134,56"
"""311100 CAMPESTRE"";-;521024,89;521024,89"
"""311110 CAMPINA VERDE"";8243,03;415036,92;423279,95"
"""311120 CAMPO BELO"";414383,02;9168945,79;9583328,81"
"""311130 CAMPO DO MEIO"";-;142569,51;142569,51"
"""311150 CAMPOS ALTOS"";-;336712,59;336712,59"
"""311160 CAMPOS GERAIS"";154507,99;924307,65;1078815,64"
"""311180 CANAPOLIS"";82939,79;269176,67;352116,46"
"""311200 CANDEIAS"";-;253463,31;253463,31"
"""311230 CAPELINHA"";120604,64;4158579,48;4279184,12"
"""311260 CAPINOPOLIS"";120413,12;208304,96;328718,08"
"""311280 CAPITOLIO"";38846,65;153175,53;192022,18"
"""311300 CARAI"";-;284015,53;284015,53"
"""311320 CARANDAI"";165934,86;511229,75;677164,61"
"""311330 CARANGOLA"";213911,53;23493257,69;23707169,22"
"""311340 CARATINGA"";1330265,65;17279931,46;18610197,11"
"""311350 CARBONITA"";-;292729,93;292729,93"
"""311360 CAREACU"";-;7232,58;7232,58"
"""311370 CARLOS CHAGAS"";71265,92;607678,03;678943,95"
"""311390 CARMO DA CACHOEIRA"";-;240258,40;240258,40"
"""311400 CARMO DA MATA"";-;74791,80;74791,80"
"""311410 CARMO DE MINAS"";-;179946,16;179946,16"
"""311430 CARMO DO PARANAIBA"";241969,49;503009,52;744979,01"
"""311440 CARMO DO RIO CLARO"";9227,49;648371,52;657599,01"
"""311450 CARMOPOLIS DE MINAS"";-;446298,37;446298,37"
"""311460 CARRANCAS"";-;85539,26;85539,26"
"""311510 CASSIA"";682372,29;2197826,87;2880199,16"
"""311530 CATAGUASES"";816362,44;5217887,60;6034250,04"
"""311550 CAXAMBU"";71406,83;781306,25;852713,08"
"""311570 CENTRAL DE MINAS"";-;96131,92;96131,92"
"""311580 CENTRALINA"";-;142663,69;142663,69"
"""311615 CHAPADA GAUCHA"";-;98447,49;98447,49"
"""311630 CIPOTANEA"";-;60764,73;60764,73"
"""311660 CLAUDIO"";-;1438845,31;1438845,31"
"""311680 COLUNA"";36767,95;241959,26;278727,21"
"""311710 CONCEICAO DA APARECIDA"";1012,34;282868,62;283880,96"
"""311730 CONCEICAO DAS ALAGOAS"";58428,58;900685,61;959114,19"
"""311750 CONCEICAO DO MATO DENTRO"";99057,55;803807,28;902864,83"
"""311770 CONCEICAO DO RIO VERDE"";29427,72;367365,41;396793,13"
"""311800 CONGONHAS"";357377,71;2209685,83;2567063,54"
"""311820 CONQUISTA"";-;49205,02;49205,02"
"""311830 CONSELHEIRO LAFAIETE"";1826859,36;7943146,83;9770006,19"
"""311840 CONSELHEIRO PENA"";183992,32;748188,46;932180,78"
"""311860 CONTAGEM"";7344770,17;36359869,27;43704639,44"
"""311880 CORACAO DE JESUS"";180182,88;1052028,17;1232211,05"
"""311930 COROMANDEL"";298928,67;854014,89;1152943,56"
"""311940 CORONEL FABRICIANO"";453132,82;6997541,53;7450674,35"
"""312020 CRISTAIS"";97991,75;154042,29;252034,04"
"""312050 CRISTINA"";-;275283,29;275283,29"
"""312080 CRUZILIA"";342528,09;1002721,04;1345249,13"
"""312090 CURVELO"";2732527,41;12094007,86;14826535,27"
"""312120 DELFINOPOLIS"";-;64066,26;64066,26"
"""312160 DIAMANTINA"";6283020,87;20841208,38;27124229,25"
"""312200 DIVINO"";-;538798,47;538798,47"
"""312210 DIVINO DAS LARANJEIRAS"";-;52343,45;52343,45"
"""312230 DIVINOPOLIS"";17738707,26;35035937,01;52774644,27"
"""312260 DOM JOAQUIM"";-;85913,43;85913,43"
"""312270 DOM SILVERIO"";-;80747,28;80747,28"
"""312320 DORES DO INDAIA"";9060,89;566860,76;575921,65"
"""312360 ELOI MENDES"";399306,23;1040806,93;1440113,16"
"""312390 ENTRE RIOS DE MINAS"";16689,27;1085614,76;1102304,03"
"""312400 ERVALIA"";-;370434,10;370434,10"
"""312410 ESMERALDAS"";133177,89;1098975,07;1232152,96"
"""312420 ESPERA FELIZ"";-;495076,51;495076,51"
"""312430 ESPINOSA"";52980,19;727252,89;780233,08"
"""312450 ESTIVA"";-;105809,83;105809,83"
"""312470 ESTRELA DO INDAIA"";-;70446,33;70446,33"
"""312490 EUGENOPOLIS"";-;338107,23;338107,23"
"""312510 EXTREMA"";-;2482926,31;2482926,31"
"""312560 FELISBURGO"";7116,73;477132,11;484248,84"
"""312590 FERROS"";-;210781,02;210781,02"
"""312595 FERVEDOURO"";-;71215,95;71215,95"
"""312610 FORMIGA"";6277943,17;12626582,58;18904525,75"
"""312670 FRANCISCO SA"";190079,77;803827,01;993906,78"
"""312710 FRUTAL"";183855,83;1334942,29;1518798,12"
"""312760 GOUVEIA"";-;545552,53;545552,53"
"""312770 GOVERNADOR VALADARES"";12370056,39;70883947,39;83254003,78"
"""312780 GRAO MOGOL"";289877,06;478491,75;768368,81"
"""312800 GUANHAES"";1478324,02;5128990,41;6607314,43"
"""312810 GUAPE"";19611,24;165779,24;185390,48"
"""312830 GUARANESIA"";-;479996,46;479996,46"
"""312860 GUARDA-MOR"";50528,98;120916,95;171445,93"
"""312870 GUAXUPE"";578620,91;4291120,90;4869741,81"
"""312910 GURINHATA"";-;49011,09;49011,09"
"""312940 IBERTIOGA"";-;61331,23;61331,23"
"""312950 IBIA"";74517,34;464879,81;539397,15"
"""312980 IBIRITE"";83906,80;5141597,85;5225504,65"
"""313010 IGARAPE"";3320860,38;1689594,24;5010454,62"
"""313030 IGUATAMA"";-;285947,29;285947,29"
"""313050 ILICINEA"";80560,48;398239,91;478800,39"
"""313090 INHAPIM"";12460,78;624062,77;636523,55"
"""313120 IPANEMA"";-;1174568,31;1174568,31"
"""313130 IPATINGA"";18500951,34;55201745,26;73702696,60"
"""313170 ITABIRA"";5318161,85;14407087,16;19725249,01"
"""313180 ITABIRINHA"";219285,22;950275,05;1169560,27"
"""313190 ITABIRITO"";139394,94;1178668,10;1318063,04"
"""313210 ITACARAMBI"";-;215962,50;215962,50"
"""313220 ITAGUARA"";-;688509,14;688509,14"
"""313230 ITAIPE"";-;159697,80;159697,80"
"""313240 ITAJUBA"";9498155,20;18450184,30;27948339,50"
"""313250 ITAMARANDIBA"";598699,95;1400495,31;1999195,26"
"""313270 ITAMBACURI"";131472,12;2009973,23;2141445,35"
"""313290 ITAMOGI"";-;8086,07;8086,07"
"""313300 ITAMONTE"";37516,69;370038,07;407554,76"
"""313310 ITANHANDU"";1098925,48;3390834,04;4489759,52"
"""313320 ITANHOMI"";-;1014886,52;1014886,52"
"""313330 ITAOBIM"";800819,69;1883471,44;2684291,13"
"""313350 ITAPECERICA"";252007,95;484344,87;736352,82"
"""313375 ITAU DE MINAS"";-;128387,24;128387,24"
"""313380 ITAUNA"";1910386,21;8956247,61;10866633,82"
"""313420 ITUIUTABA"";1656592,73;7714953,04;9371545,77"
"""313440 ITURAMA"";40410,72;867020,76;907431,48"
"""313460 JABOTICATUBAS"";-;137621,40;137621,40"
"""313470 JACINTO"";128156,12;740117,86;868273,98"
"""313490 JACUTINGA"";-;660302,71;660302,71"
"""313505 JAIBA"";-;542972,10;542972,10"
"""313510 JANAUBA"";111932,26;16245812,22;16357744,48"
"""313520 JANUARIA"";32930,15;2346507,98;2379438,13"
"""313540 JECEABA"";-;60870,38;60870,38"
"""313580 JEQUITINHONHA"";24876,01;671364,70;696240,71"
"""313600 JOAIMA"";-;366633,49;366633,49"
"""313620 JOAO MONLEVADE"";1138728,54;6735745,03;7874473,57"
"""313630 JOAO PINHEIRO"";103627,52;3162321,30;3265948,82"
"""313650 JORDANIA"";-;167318,07;167318,07"
"""313670 JUIZ DE FORA"";51595736,15;115611961,93;167207698,08"
"""313690 JURUAIA"";26968,23;285510,11;312478,34"
"""313700 LADAINHA"";-;310930,13;310930,13"
"""313710 LAGAMAR"";-;74138,08;74138,08"
"""313720 LAGOA DA PRATA"";1061233,62;7221433,96;8282667,58"
"""313750 LAGOA FORMOSA"";424690,22;182290,86;606981,08"
"""313760 LAGOA SANTA"";1792381,20;3732721,12;5525102,32"
"""313770 LAJINHA"";-;330930,82;330930,82"
"""313780 LAMBARI"";3539,30;201286,20;204825,50"
"""313820 LAVRAS"";1024993,91;13516723,20;14541717,11"
"""313840 LEOPOLDINA"";697603,54;3371222,96;4068826,50"
"""313860 LIMA DUARTE"";139509,90;405201,63;544711,53"
"""313880 LUZ"";12076,66;1482989,21;1495065,87"
"""313890 MACHACALIS"";-;377733,36;377733,36"
"""313900 MACHADO"";1337775,03;4034716,74;5372491,77"
"""313920 MALACACHETA"";128341,26;1314248,09;1442589,35"
"""313930 MANGA"";1247039,77;1563941,15;2810980,92"
"""313940 MANHUACU"";734087,63;16293093,01;17027180,64"
"""313950 MANHUMIRIM"";-;3741786,86;3741786,86"
"""313960 MANTENA"";-;1246354,11;1246354,11"
"""313980 MAR DE ESPANHA"";5240,59;278391,11;283631,70"
"""313990 MARIA DA FE"";-;133203,59;133203,59"
"""314000 MARIANA"";132551,68;1687549,17;1820100,85"
"""314050 MARTINHO CAMPOS"";-;144149,03;144149,03"
"""314070 MATEUS LEME"";138540,10;432516,37;571056,47"
"""314090 MATIPO"";-;582936,45;582936,45"
"""314110 MATOZINHOS"";66001,78;513732,62;579734,40"
"""314120 MATUTINA"";-;25433,46;25433,46"
"""314140 MEDINA"";-;1337255,68;1337255,68"
"""314150 MENDES PIMENTEL"";4004,60;280861,54;284866,14"
"""314160 MERCES"";-;254930,18;254930,18"
"""314180 MINAS NOVAS"";477364,19;1137303,37;1614667,56"
"""314190 MINDURI"";-;1112,63;1112,63"
"""314200 MIRABELA"";127910,23;724293,65;852203,88"
"""314220 MIRAI"";7100,78;316951,44;324052,22"
"""314240 MOEMA"";25462,60;153210,45;178673,05"
"""314260 MONSENHOR PAULO"";539,63;212080,78;212620,41"
"""314270 MONTALVANIA"";18640,78;549934,52;568575,30"
"""314280 MONTE ALEGRE DE MINAS"";276818,47;416562,46;693380,93"
"""314290 MONTE AZUL"";-;1525957,20;1525957,20"
"""314300 MONTE BELO"";-;212249,84;212249,84"
"""314310 MONTE CARMELO"";1132568,26;3982627,18;5115195,44"
"""314320 MONTE SANTO DE MINAS"";206122,10;792397,20;998519,30"
"""314330 MONTES CLAROS"";32128576,47;93337106,51;125465682,98"
"""314350 MORADA NOVA DE MINAS"";-;166548,31;166548,31"
"""314390 MURIAE"";10402777,29;51070530,90;61473308,19"
"""314400 MUTUM"";-;674617,30;674617,30"
"""314410 MUZAMBINHO"";58222,43;563694,65;621917,08"
"""314430 NANUQUE"";70923,59;1632925,27;1703848,86"
"""314450 NAZARENO"";-;66202,18;66202,18"
"""314460 NEPOMUCENO"";-;605532,23;605532,23"
"""314470 NOVA ERA"";-;202821,65;202821,65"
"""314480 NOVA LIMA"";673430,42;6228497,84;6901928,26"
"""314500 NOVA PONTE"";-;241706,79;241706,79"
"""314510 NOVA RESENDE"";-;138288,10;138288,10"
"""314520 NOVA SERRANA"";1305155,63;2377058,97;3682214,60"
"""314530 NOVO CRUZEIRO"";-;699536,79;699536,79"
"""314560 OLIVEIRA"";21781,78;7475369,32;7497151,10"
"""314590 OURO BRANCO"";14634,49;658650,54;673285,03"
"""314600 OURO FINO"";96645,11;2135274,72;2231919,83"
"""314610 OURO PRETO"";219139,34;8269593,03;8488732,37"
"""314630 PADRE PARAISO"";181805,94;543734,37;725540,31"
"""314650 PAINS"";-;90358,45;90358,45"
"""314670 PALMA"";-;111050,06;111050,06"
"""314700 PARACATU"";276378,00;6754339,08;7030717,08"
"""314710 PARA DE MINAS"";4305577,62;10676524,18;14982101,80"
"""314720 PARAGUACU"";202107,07;597555,87;799662,94"
"""314730 PARAISOPOLIS"";-;368656,76;368656,76"
"""314750 PASSABEM"";-;14512,67;14512,67"
"""314760 PASSA QUATRO"";3973,38;490702,38;494675,76"
"""314770 PASSA TEMPO"";-;182935,87;182935,87"
"""314790 PASSOS"";21467343,54;40389832,84;61857176,38"
"""314800 PATOS DE MINAS"";3772709,01;25016612,31;28789321,32"
"""314810 PATROCINIO"";3357623,15;10858838,75;14216461,90"
"""314860 PECANHA"";64764,97;3262489,01;3327253,98"
"""314870 PEDRA AZUL"";738846,62;1304897,19;2043743,81"
"""314910 PEDRALVA"";-;109915,71;109915,71"
"""314930 PEDRO LEOPOLDO"";581284,16;1073475,07;1654759,23"
"""314980 PERDIZES"";3271,49;391040,65;394312,14"
"""314990 PERDOES"";110107,78;403895,97;514003,75"
"""315030 PIEDADE DO RIO GRANDE"";-;69781,36;69781,36"
"""315050 PIMENTA"";-;89672,89;89672,89"
"""315080 PIRANGA"";-;3950,82;3950,82"
"""315110 PIRAPETINGA"";30337,13;308674,37;339011,50"
"""315120 PIRAPORA"";1418649,01;7849996,15;9268645,16"
"""315140 PITANGUI"";-;775109,65;775109,65"
"""315150 PIUMHI"";254775,78;4962515,66;5217291,44"
"""315170 POCO FUNDO"";1437613,50;3081332,56;4518946,06"
"""315180 POCOS DE CALDAS"";19720720,54;34456460,54;54177181,08"
"""315200 POMPEU"";217966,50;481774,51;699741,01"
"""315210 PONTE NOVA"";9683979,71;24542941,37;34226921,08"
"""315220 PORTEIRINHA"";-;1371842,23;1371842,23"
"""315240 POTE"";-;174103,63;174103,63"
"""315250 POUSO ALEGRE"";24285729,24;43444735,44;67730464,68"
"""315260 POUSO ALTO"";-;128271,96;128271,96"
"""315270 PRADOS"";-;207907,99;207907,99"
"""315280 PRATA"";11179,12;668793,55;679972,67"
"""315290 PRATAPOLIS"";-;14490,51;14490,51"
"""315310 PRESIDENTE BERNARDES"";-;31864,44;31864,44"
"""315340 PRESIDENTE OLEGARIO"";69642,05;270427,48;340069,53"
"""315400 RAUL SOARES"";9344,39;831110,80;840455,19"
"""315410 RECREIO"";-;320608,66;320608,66"
"""315420 RESENDE COSTA"";122411,89;516587,81;638999,70"
"""315430 RESPLENDOR"";-;2222035,71;2222035,71"
"""315460 RIBEIRAO DAS NEVES"";1165749,43;2799866,99;3965616,42"
"""315470 RIBEIRAO VERMELHO"";-;77586,76;77586,76"
"""315490 RIO CASCA"";-;314255,82;314255,82"
"""315520 RIO ESPERA"";-;21021,40;21021,40"
"""315550 RIO PARANAIBA"";34605,52;114073,55;148679,07"
"""315560 RIO PARDO DE MINAS"";62314,93;588598,78;650913,71"
"""315570 RIO PIRACICABA"";11956,48;137631,96;149588,44"
"""315580 RIO POMBA"";359595,26;911872,83;1271468,09"
"""315590 RIO PRETO"";-;132847,90;132847,90"
"""315600 RIO VERMELHO"";-;150891,42;150891,42"
"""315660 RUBIM"";36861,94;148203,26;185065,20"
"""315670 SABARA"";214,20;1428783,38;1428997,58"
"""315680 SABINOPOLIS"";25948,57;605227,64;631176,21"
"""315690 SACRAMENTO"";99890,56;1018109,05;1117999,61"
"""315700 SALINAS"";-;4763397,00;4763397,00"
"""315710 SALTO DA DIVISA"";-;130833,96;130833,96"
"""315720 SANTA BARBARA"";13312,35;731781,98;745094,33"
"""315770 SANTA JULIANA"";-;111730,80;111730,80"
"""315780 SANTA LUZIA"";1646562,66;4032192,70;5678755,36"
"""315790 SANTA MARGARIDA"";-;435802,09;435802,09"
"""315800 SANTA MARIA DE ITABIRA"";-;31583,26;31583,26"
"""315820 SANTA MARIA DO SUACUI"";-;1269869,55;1269869,55"
"""315930 SANTA RITA DE JACUTINGA"";-;128890,75;128890,75"
"""315960 SANTA RITA DO SAPUCAI"";689796,90;4201041,60;4890838,50"
"""315980 SANTA VITORIA"";122783,08;460695,59;583478,67"
"""315990 SANTO ANTONIO DO AMPARO"";1654911,35;3504370,25;5159281,60"
"""316040 SANTO ANTONIO DO MONTE"";1024554,96;4116997,88;5141552,84"
"""316070 SANTOS DUMONT"";863892,66;2681781,81;3545674,47"
"""316100 SAO DOMINGOS DO PRATA"";52272,76;285575,38;337848,14"
"""316110 SAO FRANCISCO"";224792,60;2089886,39;2314678,99"
"""316200 SAO GONCALO DO SAPUCAI"";-;684725,22;684725,22"
"""316210 SAO GOTARDO"";661695,83;979855,36;1641551,19"
"""316220 SAO JOAO BATISTA DO GLORIA"";-;97468,37;97468,37"
"""316240 SAO JOAO DA PONTE"";293163,01;1138479,88;1431642,89"
"""316250 SAO JOAO DEL REI"";84083,92;21730862,80;21814946,72"
"""316257 SAO JOAO DO MANTENINHA"";-;65495,56;65495,56"
"""316270 SAO JOAO DO PARAISO"";44508,46;703999,49;748507,95"
"""316280 SAO JOAO EVANGELISTA"";-;1079913,43;1079913,43"
"""316290 SAO JOAO NEPOMUCENO"";67906,03;567957,57;635863,60"
"""316370 SAO LOURENCO"";4467761,96;13574894,74;18042656,70"
"""316390 SAO PEDRO DA UNIAO"";-;43944,03;43944,03"
"""316420 SAO ROMAO"";-;124429,36;124429,36"
"""316430 SAO ROQUE DE MINAS"";-;20439,13;20439,13"
"""316470 SAO SEBASTIAO DO PARAISO"";11709582,64;17674646,74;29384229,38"
"""316500 SAO TIAGO"";-;238864,45;238864,45"
"""316530 SAO VICENTE DE MINAS"";16391,13;140820,31;157211,44"
"""316570 SENADOR FIRMINO"";-;58682,91;58682,91"
"""316680 SERRA DO SALITRE"";647299,24;348620,58;995919,82"
"""316690 SERRANIA"";-;57099,35;57099,35"
"""316710 SERRO"";882063,03;2340564,75;3222627,78"
"""316720 SETE LAGOAS"";7159582,52;27225002,19;34384584,71"
"""316800 TAIOBEIRAS"";1589821,01;10300867,38;11890688,39"
"""316840 TARUMIRIM"";-;2572010,17;2572010,17"
"""316860 TEOFILO OTONI"";13634128,62;40534144,68;54168273,30"
"""316870 TIMOTEO"";-;4749939,83;4749939,83"
"""316890 TIROS"";-;78144,97;78144,97"
"""316920 TOMBOS"";-;122981,19;122981,19"
"""316930 TRES CORACOES"";399498,28;7764200,83;8163699,11"
"""316935 TRES MARIAS"";229475,61;852658,37;1082133,98"
"""316940 TRES PONTAS"";281304,26;5680488,24;5961792,50"
"""316960 TUPACIGUARA"";53684,44;499224,21;552908,65"
"""316970 TURMALINA"";76372,13;1379934,64;1456306,77"
"""316990 UBA"";239193,80;15234820,31;15474014,11"
"""317010 UBERABA"";5089739,16;64089453,33;69179192,49"
"""317020 UBERLANDIA"";35504284,54;100258767,76;135763052,30"
"""317040 UNAI"";758846,91;4393416,06;5152262,97"
"""317043 UNIAO DE MINAS"";-;82415,59;82415,59"
"""317052 URUCUIA"";34998,54;402723,79;437722,33"
"""317070 VARGINHA"";13896713,96;34138620,27;48035334,23"
"""317080 VARZEA DA PALMA"";486114,51;574461,34;1060575,85"
"""317090 VARZELANDIA"";-;325331,13;325331,13"
"""317100 VAZANTE"";149179,86;404616,75;553796,61"
"""317120 VESPASIANO"";658801,83;588643,47;1247445,30"
"""317130 VICOSA"";1531382,98;9951509,43;11482892,41"
"""317160 VIRGEM DA LAPA"";-;97678,17;97678,17"
"""317170 VIRGINIA"";-;140450,62;140450,62"
"""317180 VIRGINOPOLIS"";637,97;518866,92;519504,89"
"""317200 VISCONDE DO RIO BRANCO"";62378,45;4643056,60;4705435,05"
"""320010 AFONSO CLAUDIO"";-;779772,45;779772,45"
"""320020 ALEGRE"";-;643709,54;643709,54"
"""320040 ANCHIETA"";-;323081,61;323081,61"
"""320050 APIACA"";-;13638,67;13638,67"
"""320060 ARACRUZ"";-;8260347,87;8260347,87"
"""320070 ATILIO VIVACQUA"";-;28541,46;28541,46"
"""320080 BAIXO GUANDU"";953414,93;530058,08;1483473,01"
"""320090 BARRA DE SAO FRANCISCO"";372612,05;3162567,65;3535179,70"
"""320100 BOA ESPERANCA"";-;175460,20;175460,20"
"""320120 CACHOEIRO DE ITAPEMIRIM"";10085863,77;51327493,16;61413356,93"
"""320130 CARIACICA"";11035039,09;4979928,56;16014967,65"
"""320140 CASTELO"";-;607360,18;607360,18"
"""320150 COLATINA"";8031377,40;47751372,39;55782749,79"
"""320170 CONCEICAO DO CASTELO"";-;41039,18;41039,18"
"""320190 DOMINGOS MARTINS"";-;1016870,64;1016870,64"
"""320210 ECOPORANGA"";-;528261,20;528261,20"
"""320230 GUACUI"";-;7134903,25;7134903,25"
"""320240 GUARAPARI"";-;2533278,60;2533278,60"
"""320245 IBATIBA"";-;103129,66;103129,66"
"""320280 ITAPEMIRIM"";-;6678320,87;6678320,87"
"""320290 ITARANA"";-;113335,20;113335,20"
"""320300 IUNA"";1970,47;810343,44;812313,91"
"""320305 JAGUARE"";-;292943,66;292943,66"
"""320310 JERONIMO MONTEIRO"";1099144,20;1413705,69;2512849,89"
"""320313 JOAO NEIVA"";-;280578,24;280578,24"
"""320316 LARANJA DA TERRA"";-;123094,55;123094,55"
"""320320 LINHARES"";12427403,51;23256440,16;35683843,67"
"""320340 MIMOSO DO SUL"";-;582042,24;582042,24"
"""320350 MONTANHA"";-;475472,91;475472,91"
"""320360 MUCURICI"";-;114476,02;114476,02"
"""320370 MUNIZ FREIRE"";-;152270,11;152270,11"
