"""Munic¡pio"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""06 M‚dia e Alta Complexidade (MAC)"";""Total"""
"""410240 BANDEIRANTES"";29190,41;3901051,72;3930242,13"
"""410280 BELA VISTA DO PARAISO"";-;63393,62;63393,62"
"""410290 BITURUNA"";-;203147,65;203147,65"
"""410305 BOA VISTA DA APARECIDA"";-;246086,30;246086,30"
"""410310 BOCAIUVA DO SUL"";-;3016,00;3016,00"
"""410345 CAFELANDIA"";-;143679,46;143679,46"
"""410360 CAMBARA"";34157,45;223261,48;257418,93"
"""410370 CAMBE"";439559,88;3619377,62;4058937,50"
"""410390 CAMPINA DA LAGOA"";-;751507,73;751507,73"
"""410400 CAMPINA GRANDE DO SUL"";67911254,83;61054341,06;128965595,89"
"""410420 CAMPO LARGO"";44181463,49;206297465,21;250478928,70"
"""410430 CAMPO MOURAO"";6077730,59;22971994,65;29049725,24"
"""410440 CANDIDO DE ABREU"";-;180191,12;180191,12"
"""410442 CANDOI"";-;784782,29;784782,29"
"""410450 CAPANEMA"";-;694048,64;694048,64"
"""410460 CAPITAO LEONIDAS MARQUES"";206812,22;647681,01;854493,23"
"""410470 CARLOPOLIS"";691003,68;6257275,21;6948278,89"
"""410480 CASCAVEL"";13727142,02;103221826,87;116948968,89"
"""410490 CASTRO"";1616080,45;5058054,90;6674135,35"
"""410510 CENTENARIO DO SUL"";-;98838,37;98838,37"
"""410520 CERRO AZUL"";-;256195,47;256195,47"
"""410530 CEU AZUL"";600284,21;1301104,83;1901389,04"
"""410540 CHOPINZINHO"";222529,92;3020327,24;3242857,16"
"""410550 CIANORTE"";509074,65;9351300,56;9860375,21"
"""410560 CIDADE GAUCHA"";-;120381,96;120381,96"
"""410570 CLEVELANDIA"";-;417271,10;417271,10"
"""410580 COLOMBO"";263517,40;1544692,20;1808209,60"
"""410590 COLORADO"";186251,44;6971875,26;7158126,70"
"""410620 CONTENDA"";-;54238,62;54238,62"
"""410630 CORBELIA"";215728,04;1303379,34;1519107,38"
"""410640 CORNELIO PROCOPIO"";5228,99;10241745,27;10246974,26"
"""410650 CORONEL VIVIDA"";125409,00;699485,40;824894,40"
"""410660 CRUZEIRO DO OESTE"";163593,54;202803,87;366397,41"
"""410670 CRUZEIRO DO SUL"";-;22546,80;22546,80"
"""410680 CRUZ MACHADO"";-;229333,58;229333,58"
"""410690 CURITIBA"";117320291,43;339987551,71;457307843,14"
"""410710 DIAMANTE DO NORTE"";-;23925,57;23925,57"
"""410720 DOIS VIZINHOS"";284918,64;1852351,66;2137270,30"
"""410750 ENGENHEIRO BELTRAO"";81354,45;581397,82;662752,27"
"""410753 ENTRE RIOS DO OESTE"";-;138897,90;138897,90"
"""410760 FAXINAL"";585155,90;3755432,09;4340587,99"
"""410765 FAZENDA RIO GRANDE"";-;6126377,66;6126377,66"
"""410775 FIGUEIRA"";-;49188,33;49188,33"
"""410790 FLORESTA"";-;115934,74;115934,74"
"""410800 FLORESTOPOLIS"";-;48181,56;48181,56"
"""410820 FORMOSA DO OESTE"";5250,57;330531,84;335782,41"
"""410830 FOZ DO IGUACU"";6298301,41;43268213,71;49566515,12"
"""410840 FRANCISCO BELTRAO"";1913381,20;31680479,75;33593860,95"
"""410860 GOIOERE"";29435,04;3482326,24;3511761,28"
"""410880 GUAIRA"";193429,14;818533,30;1011962,44"
"""410890 GUAIRACA"";-;25094,82;25094,82"
"""410930 GUARANIACU"";441422,82;1365861,34;1807284,16"
"""410940 GUARAPUAVA"";5854710,14;35722252,70;41576962,84"
"""410960 GUARATUBA"";48304,91;434314,06;482618,97"
"""410970 IBAITI"";-;177443,35;177443,35"
"""410975 IBEMA"";-;180930,72;180930,72"
"""410980 IBIPORA"";359133,51;2341807,38;2700940,89"
"""411030 INAJA"";-;13643,22;13643,22"
"""411040 INDIANOPOLIS"";-;173413,89;173413,89"
"""411060 IPORA"";27887,67;77328,22;105215,89"
"""411070 IRATI"";174204,33;6646670,50;6820874,83"
"""411100 ITAMBARACA"";-;95159,00;95159,00"
"""411125 ITAPERUCU"";-;396813,36;396813,36"
"""411130 ITAUNA DO SUL"";-;23772,01;23772,01"
"""411140 IVAI"";-;54737,28;54737,28"
"""411150 IVAIPORA"";2518436,15;12549980,89;15068417,04"
"""411170 JABOTI"";-;64748,38;64748,38"
"""411180 JACAREZINHO"";49740,56;6476806,93;6526547,49"
"""411190 JAGUAPITA"";-;94412,18;94412,18"
"""411200 JAGUARIAIVA"";90961,60;760431,09;851392,69"
"""411210 JANDAIA DO SUL"";152231,58;7699570,62;7851802,20"
"""411240 JAPURA"";4923,94;313213,69;318137,63"
"""411250 JARDIM ALEGRE"";18846,97;353326,11;372173,08"
"""411275 JESUITAS"";3997,06;284568,48;288565,54"
"""411280 JOAQUIM TAVORA"";-;149757,91;149757,91"
"""411300 JUSSARA"";-;65328,11;65328,11"
"""411310 KALORE"";-;99432,28;99432,28"
"""411320 LAPA"";140335,92;2859837,09;3000173,01"
"""411330 LARANJEIRAS DO SUL"";361158,41;4592404,41;4953562,82"
"""411345 LINDOESTE"";-;195873,35;195873,35"
"""411350 LOANDA"";704153,36;4148979,47;4853132,83"
"""411370 LONDRINA"";27218463,59;146051870,40;173270333,99"
"""411375 LUNARDELLI"";-;169151,19;169151,19"
"""411380 LUPIONOPOLIS"";-;22985,91;22985,91"
"""411390 MALLET"";-;163807,89;163807,89"
"""411420 MANDAGUARI"";7097,16;755465,95;762563,11"
"""411430 MANDIRITUBA"";-;90995,15;90995,15"
"""411440 MANGUEIRINHA"";107196,21;369303,70;476499,91"
"""411450 MANOEL RIBAS"";-;182310,27;182310,27"
"""411460 MARECHAL CANDIDO RONDON"";15363,26;538545,13;553908,39"
"""411500 MARILENA"";-;140816,43;140816,43"
"""411520 MARINGA"";29302727,07;86825299,41;116128026,48"
"""411560 MATELANDIA"";39965,97;975248,77;1015214,74"
"""411570 MATINHOS"";-;119688,22;119688,22"
"""411580 MEDIANEIRA"";197107,03;3602752,74;3799859,77"
"""411600 MIRASELVA"";-;7951,68;7951,68"
"""411605 MISSAL"";84988,15;1241093,82;1326081,97"
"""411620 MORRETES"";-;152444,42;152444,42"
"""411670 NOVA AURORA"";1392520,71;2627931,56;4020452,27"
"""411680 NOVA CANTU"";-;63780,68;63780,68"
"""411690 NOVA ESPERANCA"";-;229913,40;229913,40"
"""411695 NOVA ESPERANCA DO SUDOESTE"";-;33850,41;33850,41"
"""411700 NOVA FATIMA"";-;90027,62;90027,62"
"""411710 NOVA LONDRINA"";-;235301,74;235301,74"
"""411720 NOVA OLIMPIA"";-;2779,93;2779,93"
"""411722 NOVA SANTA ROSA"";-;98143,61;98143,61"
"""411727 NOVA TEBAS"";101720,42;221940,74;323661,16"
"""411750 PAICANDU"";-;327605,41;327605,41"
"""411760 PALMAS"";-;3731202,62;3731202,62"
"""411770 PALMEIRA"";-;426182,16;426182,16"
"""411790 PALOTINA"";225309,52;4107386,17;4332695,69"
"""411820 PARANAGUA"";52788,56;8733831,32;8786619,88"
"""411840 PARANAVAI"";1914820,82;13943803,57;15858624,39"
"""411845 PATO BRAGADO"";-;258495,88;258495,88"
"""411850 PATO BRANCO"";9482930,76;24888294,41;34371225,17"
"""411890 PEROLA"";-;51703,45;51703,45"
"""411910 PIEN"";-;384118,72;384118,72"
"""411915 PINHAIS"";35072,92;3347215,99;3382288,91"
"""411940 PIRAI DO SUL"";-;35623,30;35623,30"
"""411950 PIRAQUARA"";-;7993583,60;7993583,60"
"""411960 PITANGA"";256157,03;2005613,07;2261770,10"
"""411970 PLANALTINA DO PARANA"";-;22335,77;22335,77"
"""411980 PLANALTO"";-;630131,48;630131,48"
"""411990 PONTA GROSSA"";11525160,60;55134777,44;66659938,04"
"""412000 PORECATU"";-;45640,73;45640,73"
"""412020 PORTO RICO"";-;6332,29;6332,29"
"""412033 PRADO FERREIRA"";-;13934,67;13934,67"
"""412035 PRANCHITA"";-;331992,66;331992,66"
"""412050 PRIMEIRO DE MAIO"";-;25373,43;25373,43"
"""412060 PRUDENTOPOLIS"";32076,52;1480389,16;1512465,68"
"""412090 QUEDAS DO IGUACU"";48993,83;813734,52;862728,35"
"""412100 QUERENCIA DO NORTE"";-;171396,08;171396,08"
"""412120 QUITANDINHA"";-;312095,16;312095,16"
"""412150 REBOUCAS"";-;645900,89;645900,89"
"""412180 RIBEIRAO CLARO"";-;293222,33;293222,33"
"""412190 RIBEIRAO DO PINHAL"";-;643665,76;643665,76"
"""412200 RIO AZUL"";-;362872,68;362872,68"
"""412220 RIO BRANCO DO SUL"";-;464519,59;464519,59"
"""412230 RIO NEGRO"";64841,79;338805,63;403647,42"
"""412240 ROLANDIA"";577278,82;7433177,65;8010456,47"
"""412250 RONCADOR"";20984,41;618544,12;639528,53"
"""412260 RONDON"";93686,54;552920,73;646607,27"
"""412290 SALTO DO ITARARE"";-;26599,16;26599,16"
"""412350 SANTA HELENA"";137256,71;820896,01;958152,72"
"""412370 SANTA ISABEL DO IVAI"";-;5463,03;5463,03"
"""412380 SANTA IZABEL DO OESTE"";76352,26;336655,72;413007,98"
"""412390 SANTA MARIANA"";2498173,00;3584353,11;6082526,11"
"""412400 SANTANA DO ITARARE"";-;71319,95;71319,95"
"""412410 SANTO ANTONIO DA PLATINA"";157779,58;5776103,51;5933883,09"
"""412420 SANTO ANTONIO DO CAIUA"";-;21366,08;21366,08"
"""412440 SANTO ANTONIO DO SUDOESTE"";-;558299,31;558299,31"
"""412460 SAO CARLOS DO IVAI"";-;45291,81;45291,81"
"""412490 SAO JOAO DO CAIUA"";-;28928,57;28928,57"
"""412500 SAO JOAO DO IVAI"";-;156971,60;156971,60"
"""412510 SAO JOAO DO TRIUNFO"";-;75994,13;75994,13"
"""412535 SAO JORGE DO PATROCINIO"";37178,57;123247,60;160426,17"
"""412540 SAO JOSE DA BOA VISTA"";-;104322,07;104322,07"
"""412545 SAO JOSE DAS PALMEIRAS"";-;112871,82;112871,82"
"""412550 SAO JOSE DOS PINHAIS"";1236542,19;18776554,85;20013097,04"
"""412560 SAO MATEUS DO SUL"";5990,76;931948,18;937938,94"
"""412570 SAO MIGUEL DO IGUACU"";4258,33;555443,24;559701,57"
"""412580 SAO PEDRO DO IVAI"";-;133643,68;133643,68"
"""412620 SAPOPEMA"";-;2616,54;2616,54"
"""412625 SARANDI"";931680,77;11069163,93;12000844,70"
"""412640 SERTANEJA"";-;1797,36;1797,36"
"""412650 SERTANOPOLIS"";-;74888,55;74888,55"
"""412660 SIQUEIRA CAMPOS"";-;349064,95;349064,95"
"""412667 TAMARANA"";-;25946,68;25946,68"
"""412670 TAMBOARA"";-;86647,56;86647,56"
"""412700 TEIXEIRA SOARES"";-;50843,57;50843,57"
"""412710 TELEMACO BORBA"";-;7696552,35;7696552,35"
"""412720 TERRA BOA"";924567,64;646959,34;1571526,98"
"""412730 TERRA RICA"";-;224244,91;224244,91"
"""412750 TIBAGI"";-;144361,12;144361,12"
"""412760 TIJUCAS DO SUL"";-;112074,04;112074,04"
"""412770 TOLEDO"";407807,43;20627304,44;21035111,87"
"""412780 TOMAZINA"";-;222804,67;222804,67"
"""412785 TRES BARRAS DO PARANA"";-;300479,22;300479,22"
"""412796 TURVO"";10781,17;268884,05;279665,22"
"""412800 UBIRATA"";628165,86;1217729,39;1845895,25"
"""412810 UMUARAMA"";8734825,28;47997705,56;56732530,84"
"""412820 UNIAO DA VITORIA"";652153,68;9913495,07;10565648,75"
"""412840 URAI"";-;140646,97;140646,97"
"""412850 WENCESLAU BRAZ"";-;229001,43;229001,43"
"""412855 VERA CRUZ DO OESTE"";-;192609,76;192609,76"
"""412860 VERE"";-;215820,11;215820,11"
"""420010 ABELARDO LUZ"";3170300,58;406069,50;3576370,08"
"""420020 AGROLANDIA"";-;114902,80;114902,80"
"""420040 AGUA DOCE"";-;27429,23;27429,23"
"""420070 ALFREDO WAGNER"";-;25997,70;25997,70"
"""420090 ANGELINA"";2300816,86;92598,03;2393414,89"
"""420100 ANITA GARIBALDI"";-;603249,51;603249,51"
"""420110 ANITAPOLIS"";-;189322,64;189322,64"
"""420127 ARABUTA"";1394079,65;56488,45;1450568,10"
"""420140 ARARANGUA"";1915785,93;9888189,04;11803974,97"
"""420150 ARMAZEM"";3650980,55;304724,45;3955705,00"
"""420160 ARROIO TRINTA"";-;161226,99;161226,99"
"""420200 BALNEARIO CAMBORIU"";518584,54;10429716,15;10948300,69"
"""420230 BIGUACU"";2654475,87;3925030,78;6579506,65"
"""420240 BLUMENAU"";56517168,47;59456935,56;115974104,03"
"""420260 BOM RETIRO"";1550091,60;213288,70;1763380,30"
"""420280 BRACO DO NORTE"";4333391,53;1728754,07;6062145,60"
"""420290 BRUSQUE"";51588221,18;26031146,38;77619367,56"
"""420300 CACADOR"";10360232,50;9818790,76;20179023,26"
"""420310 CAIBI"";-;87151,33;87151,33"
"""420320 CAMBORIU"";1497038,84;33123,32;1530162,16"
"""420330 CAMPO ALEGRE"";1140221,47;157249,29;1297470,76"
"""420340 CAMPO BELO DO SUL"";1533142,08;199239,41;1732381,49"
"""420350 CAMPO ERE"";-;402518,16;402518,16"
"""420360 CAMPOS NOVOS"";4409411,92;3276928,66;7686340,58"
"""420370 CANELINHA"";-;15256,10;15256,10"
"""420380 CANOINHAS"";1936485,16;3461336,52;5397821,68"
"""420390 CAPINZAL"";931710,97;837802,80;1769513,77"
"""420410 CAXAMBU DO SUL"";-;217723,91;217723,91"
"""420420 CHAPECO"";12170480,04;37259613,36;49430093,40"
"""420430 CONCORDIA"";2178406,42;11711383,28;13889789,70"
"""420440 CORONEL FREITAS"";1570799,82;147650,74;1718450,56"
"""420455 CORREIA PINTO"";-;169086,17;169086,17"
"""420460 CRICIUMA"";19612673,26;35184925,65;54797598,91"
"""420470 CUNHA PORA"";1985444,75;327730,52;2313175,27"
"""420480 CURITIBANOS"";2047906,19;7565251,51;9613157,70"
"""420490 DESCANSO"";455506,82;553776,72;1009283,54"
"""420500 DIONISIO CERQUEIRA"";65752,40;709513,44;775265,84"
"""420530 FAXINAL DOS GUEDES"";3003461,59;261808,51;3265270,10"
"""420540 FLORIANOPOLIS"";51467144,91;69089114,83;120556259,74"
"""420550 FRAIBURGO"";1162894,63;1213594,82;2376489,45"
"""420590 GASPAR"";607797,97;3198325,19;3806123,16"
"""420640 GUARACIABA"";996014,53;281850,54;1277865,07"
"""420650 GUARAMIRIM"";4258061,58;745019,20;5003080,78"
"""420660 GUARUJA DO SUL"";-;155183,95;155183,95"
"""420690 IBIRAMA"";1795186,96;4755136,15;6550323,11"
"""420700 ICARA"";2965843,68;6076650,70;9042494,38"
"""420720 IMARUI"";-;179377,39;179377,39"
"""420730 IMBITUBA"";990272,27;3280431,30;4270703,57"
"""420750 INDAIAL"";1613889,14;3848596,52;5462485,66"
"""420760 IPIRA"";-;97105,91;97105,91"
"""420765 IPORA DO OESTE"";4120142,59;152255,44;4272398,03"
"""420770 IPUMIRIM"";2476,85;144111,11;146587,96"
"""420790 IRINEOPOLIS"";-;169786,78;169786,78"
"""420800 ITA"";917097,95;304044,12;1221142,07"
"""420810 ITAIOPOLIS"";-;117871,27;117871,27"
"""420820 ITAJAI"";33983569,52;58505159,56;92488729,08"
"""420830 ITAPEMA"";2974340,24;615466,52;3589806,76"
"""420840 ITAPIRANGA"";3557099,97;185206,61;3742306,58"
"""420850 ITUPORANGA"";1489674,25;3386942,82;4876617,07"
"""420870 JACINTO MACHADO"";285484,57;261779,49;547264,06"
"""420880 JAGUARUNA"";486397,76;472761,68;959159,44"
"""420890 JARAGUA DO SUL"";14457702,16;32137022,65;46594724,81"
"""420900 JOACABA"";14777575,18;14906900,38;29684475,56"
"""420910 JOINVILLE"";80783352,50;104828428,50;185611781,00"
"""420930 LAGES"";10079278,86;41866786,52;51946065,38"
"""420940 LAGUNA"";22105,20;3240498,79;3262603,99"
"""420960 LAURO MULLER"";-;190108,01;190108,01"
"""420970 LEBON REGIS"";-;15937,24;15937,24"
"""420985 LINDOIA DO SUL"";-;623856,14;623856,14"
"""421000 LUIZ ALVES"";894901,59;133243,00;1028144,59"
"""421003 LUZERNA"";130632,60;621218,20;751850,80"
"""421010 MAFRA"";19370072,32;20560150,28;39930222,60"
"""421030 MAJOR VIEIRA"";44387,55;402176,95;446564,50"
"""421050 MARAVILHA"";3130666,74;3701199,63;6831866,37"
"""421060 MASSARANDUBA"";72916,29;209034,62;281950,91"
"""421080 MELEIRO"";1222801,21;455795,01;1678596,22"
"""421090 MODELO"";-;275203,62;275203,62"
"""421100 MONDAI"";215544,00;492568,90;708112,90"
"""421120 MORRO DA FUMACA"";478128,48;1322593,12;1800721,60"
"""421130 NAVEGANTES"";560748,92;853043,91;1413792,83"
"""421140 NOVA ERECHIM"";4747399,70;56069,33;4803469,03"
"""421150 NOVA TRENTO"";2387815,05;163837,56;2551652,61"
"""421160 NOVA VENEZA"";11441267,54;370857,03;11812124,57"
"""421170 ORLEANS"";1066900,74;776241,50;1843142,24"
"""421175 OTACILIO COSTA"";1403905,99;364265,63;1768171,62"
"""421200 PALMA SOLA"";8819,38;454140,65;462960,03"
"""421210 PALMITOS"";2646556,85;947210,02;3593766,87"
"""421220 PAPANDUVA"";-;178748,80;178748,80"
"""421250 PENHA"";22267529,50;3286,80;22270816,30"
"""421260 PERITIBA"";600709,44;78648,13;679357,57"
"""421290 PINHALZINHO"";2230276,27;332476,20;2562752,47"
"""421320 POMERODE"";2964062,22;912530,64;3876592,86"
"""421340 PONTE SERRADA"";-;1984791,78;1984791,78"
"""421360 PORTO UNIAO"";4848954,52;4993463,53;9842418,05"
"""421370 POUSO REDONDO"";-;181464,76;181464,76"
"""421380 PRAIA GRANDE"";3528110,77;763107,44;4291218,21"
"""421400 PRESIDENTE GETULIO"";1336645,33;106299,77;1442945,10"
"""421420 QUILOMBO"";409127,44;524552,23;933679,67"
"""421450 RIO DO CAMPO"";-;55514,48;55514,48"
"""421470 RIO DOS CEDROS"";501312,13;189137,77;690449,90"
"""421480 RIO DO SUL"";17183531,63;23644014,55;40827546,18"
"""421490 RIO FORTUNA"";1146607,76;248553,61;1395161,37"
"""421500 RIO NEGRINHO"";10980027,95;3300406,17;14280434,12"
"""421530 SALETE"";-;90287,05;90287,05"
"""421540 SALTO VELOSO"";-;94050,69;94050,69"
"""421550 SANTA CECILIA"";503195,89;852278,25;1355474,14"
"""421570 SANTO AMARO DA IMPERATRIZ"";6614058,37;651486,46;7265544,83"
"""421580 SAO BENTO DO SUL"";6395303,85;5532088,14;11927391,99"
"""421590 SAO BONIFACIO"";166449,80;204165,18;370614,98"
"""421600 SAO CARLOS"";4904451,80;411606,39;5316058,19"
"""421620 SAO FRANCISCO DO SUL"";284289,03;739861,60;1024150,63"
"""421625 SAO JOAO DO OESTE"";841853,53;90348,99;932202,52"
"""421630 SAO JOAO BATISTA"";941441,65;335875,60;1277317,25"
"""421650 SAO JOAQUIM"";1699345,96;960301,60;2659647,56"
"""421660 SAO JOSE"";34959501,62;58114821,24;93074322,86"
"""421670 SAO JOSE DO CEDRO"";1961136,36;212789,31;2173925,67"
"""421690 SAO LOURENCO DO OESTE"";202665,18;900061,30;1102726,48"
"""421710 SAO MARTINHO"";-;101327,24;101327,24"
"""421720 SAO MIGUEL DO OESTE"";2664521,75;8236639,06;10901160,81"
"""421725 SAO PEDRO DE ALCANTARA"";47845,23;1369934,84;1417780,07"
"""421730 SAUDADES"";2737868,65;161888,48;2899757,13"
"""421750 SEARA"";1006657,29;512839,26;1519496,55"
"""421770 SOMBRIO"";17504219,19;2536413,65;20040632,84"
"""421780 TAIO"";440961,93;365413,67;806375,60"
"""421790 TANGARA"";2198799,54;180499,36;2379298,90"
"""421800 TIJUCAS"";9251756,67;489443,53;9741200,20"
"""421810 TIMBE DO SUL"";5383372,77;334653,26;5718026,03"
"""421820 TIMBO"";7353292,72;8093523,94;15446816,66"
"""421830 TRES BARRAS"";995461,56;708000,23;1703461,79"
"""421840 TREZE DE MAIO"";2273964,57;1183222,08;3457186,65"
"""421860 TROMBUDO CENTRAL"";-;1016496,93;1016496,93"
"""421870 TUBARAO"";13712546,73;30310023,07;44022569,80"
"""421875 TUNAPOLIS"";528603,85;644511,31;1173115,16"
"""421880 TURVO"";494309,63;122523,20;616832,83"
"""421890 URUBICI"";1237857,49;181845,67;1419703,16"
"""421900 URUSSANGA"";1070385,47;717168,97;1787554,44"
"""421910 VARGEAO"";2826564,21;112928,90;2939493,11"
"""421920 VIDAL RAMOS"";-;25937,30;25937,30"
"""421930 VIDEIRA"";2843115,90;5672742,82;8515858,72"
"""421935 VITOR MEIRELES"";-;85605,68;85605,68"
"""421940 WITMARSUM"";-;8972,98;8972,98"
"""421950 XANXERE"";17258712,79;16121896,39;33380609,18"
"""421960 XAVANTINA"";-;119101,69;119101,69"
"""421970 XAXIM"";26003,55;892957,85;918961,40"
"""430003 ACEGUA"";-;199412,49;199412,49"
"""430010 AGUDO"";-;891784,07;891784,07"
"""430020 AJURICABA"";-;539287,73;539287,73"
"""430030 ALECRIM"";-;538321,67;538321,67"
"""430040 ALEGRETE"";6545,24;8686351,48;8692896,72"
"""430050 ALPESTRE"";-;219227,21;219227,21"
"""430060 ALVORADA"";-;1950912,18;1950912,18"
"""430064 AMETISTA DO SUL"";-;218997,42;218997,42"
"""430070 ANTA GORDA"";-;143466,65;143466,65"
"""430080 ANTONIO PRADO"";-;591434,40;591434,40"
"""430090 ARATIBA"";-;344045,32;344045,32"
"""430100 ARROIO DO MEIO"";-;1349100,92;1349100,92"
"""430120 ARROIO DO TIGRE"";-;789648,90;789648,90"
"""430130 ARROIO GRANDE"";-;351475,75;351475,75"
"""430140 ARVOREZINHA"";-;382395,16;382395,16"
"""430150 AUGUSTO PESTANA"";-;317134,49;317134,49"
"""430160 BAGE"";559064,16;11454465,19;12013529,35"
"""430210 BENTO GONCALVES"";52047,63;13672521,22;13724568,85"
"""430220 BOA VISTA DO BURICA"";-;213923,87;213923,87"
"""430230 BOM JESUS"";-;211863,83;211863,83"
"""430235 BOM PRINCIPIO"";-;311899,50;311899,50"
"""430240 BOM RETIRO DO SUL"";-;665234,97;665234,97"
"""430245 BOQUEIRAO DO LEAO"";-;227068,05;227068,05"
"""430270 BUTIA"";-;18166,70;18166,70"
"""430280 CACAPAVA DO SUL"";-;1019484,23;1019484,23"
"""430290 CACEQUI"";-;357289,00;357289,00"
"""430300 CACHOEIRA DO SUL"";50028,08;15252566,64;15302594,72"
"""430310 CACHOEIRINHA"";-;3527327,57;3527327,57"
"""430330 CAIBATE"";-;177682,77;177682,77"
"""430340 CAICARA"";-;368899,44;368899,44"
"""430350 CAMAQUA"";40106,23;6053332,31;6093438,54"
"""430360 CAMBARA DO SUL"";-;68261,14;68261,14"
"""430370 CAMPINA DAS MISSOES"";-;409505,22;409505,22"
"""430380 CAMPINAS DO SUL"";-;136789,28;136789,28"
"""430390 CAMPO BOM"";642853,86;4839269,32;5482123,18"
"""430400 CAMPO NOVO"";-;107147,61;107147,61"
"""430420 CANDELARIA"";-;1594287,46;1594287,46"
"""430430 CANDIDO GODOI"";-;401364,37;401364,37"
"""430440 CANELA"";-;1721434,59;1721434,59"
"""430450 CANGUCU"";27224,30;3862517,39;3889741,69"
"""430460 CANOAS"";5219673,47;71245131,39;76464804,86"
"""430463 CAPAO DA CANOA"";109702,28;5141761,08;5251463,36"
"""430470 CARAZINHO"";110418,83;7366935,45;7477354,28"
"""430480 CARLOS BARBOSA"";14538,77;1026911,29;1041450,06"
"""430490 CASCA"";-;374879,30;374879,30"
"""430510 CAXIAS DO SUL"";12418589,67;62250998,50;74669588,17"
"""430520 CERRO LARGO"";-;395190,63;395190,63"
"""430530 CHAPADA"";-;165397,79;165397,79"
"""430535 CHARQUEADAS"";1626836,64;696090,97;2322927,61"
"""430540 CHIAPETTA"";-;193985,16;193985,16"
"""430570 CONDOR"";-;231129,08;231129,08"
"""430580 CONSTANTINA"";-;244765,62;244765,62"
"""430590 CORONEL BICACO"";-;179200,64;179200,64"
"""430600 CRISSIUMAL"";79393,73;553454,82;632848,55"
"""430610 CRUZ ALTA"";101777,35;10500688,34;10602465,69"
"""430620 CRUZEIRO DO SUL"";-;106461,51;106461,51"
"""430630 DAVID CANABARRO"";-;108834,89;108834,89"
"""430640 DOIS IRMAOS"";-;1136157,43;1136157,43"
"""430645 DOIS LAJEADOS"";-;521570,82;521570,82"
"""430650 DOM FELICIANO"";-;289972,04;289972,04"
"""430660 DOM PEDRITO"";-;1360866,45;1360866,45"
"""430680 ENCANTADO"";493697,41;2827443,48;3321140,89"
"""430690 ENCRUZILHADA DO SUL"";-;1439319,01;1439319,01"
"""430700 ERECHIM"";182439,72;20954290,88;21136730,60"
"""430710 HERVAL"";-;61984,03;61984,03"
"""430750 ESPUMOSO"";-;933342,56;933342,56"
"""430760 ESTANCIA VELHA"";-;1015295,23;1015295,23"
"""430770 ESTEIO"";177816,77;8380196,06;8558012,83"
"""430780 ESTRELA"";134346,06;8093396,54;8227742,60"
"""430790 FARROUPILHA"";451653,36;9144295,34;9595948,70"
"""430800 FAXINAL DO SOTURNO"";2531841,37;3448100,33;5979941,70"
"""430810 FELIZ"";-;82417,53;82417,53"
"""430820 FLORES DA CUNHA"";-;643055,62;643055,62"
"""430840 FORMIGUEIRO"";-;84986,32;84986,32"
"""430845 FORTALEZA DOS VALOS"";-;1371,53;1371,53"
"""430850 FREDERICO WESTPHALEN"";-;3565888,95;3565888,95"
"""430860 GARIBALDI"";103894,66;3078936,98;3182831,64"
"""430870 GAURAMA"";-;102580,35;102580,35"
"""430890 GETULIO VARGAS"";-;1279254,86;1279254,86"
"""430900 GIRUA"";-;1142772,32;1142772,32"
"""430910 GRAMADO"";18185,00;3213702,59;3231887,59"
"""430920 GRAVATAI"";260151,23;9412660,25;9672811,48"
"""430925 GUABIJU"";-;15594,42;15594,42"
"""430930 GUAIBA"";122253,47;3344649,68;3466903,15"
"""430940 GUAPORE"";10493,98;1008582,75;1019076,73"
"""430950 GUARANI DAS MISSOES"";-;372676,03;372676,03"
"""430960 HORIZONTINA"";-;724324,75;724324,75"
"""430970 HUMAITA"";-;98631,28;98631,28"
"""431000 IBIRUBA"";-;498059,48;498059,48"
"""431010 IGREJINHA"";1758983,36;2671645,28;4430628,64"
"""431020 IJUI"";21504278,81;25302268,11;46806546,92"
"""431030 ILOPOLIS"";-;152362,39;152362,39"
"""431050 IRAI"";-;601460,67;601460,67"
"""431060 ITAQUI"";-;1738072,49;1738072,49"
"""431075 IVORA"";-;95579,13;95579,13"
"""431080 IVOTI"";-;531699,62;531699,62"
"""431085 JABOTICABA"";-;337499,19;337499,19"
"""431100 JAGUARAO"";98064,88;1002816,20;1100881,08"
"""431110 JAGUARI"";-;637026,51;637026,51"
"""431112 JAQUIRANA"";-;41444,19;41444,19"
"""431120 JULIO DE CASTILHOS"";16855,34;339941,43;356796,77"
"""431130 LAGOA VERMELHA"";32420,98;933931,14;966352,12"
"""431140 LAJEADO"";6111881,19;17334354,64;23446235,83"
"""431150 LAVRAS DO SUL"";-;84359,09;84359,09"
"""431180 MARAU"";24013,20;1282497,00;1306510,20"
"""431190 MARCELINO RAMOS"";-;214853,49;214853,49"
"""431205 MARQUES DE SOUZA"";-;357876,28;357876,28"
"""431210 MATA"";-;54838,83;54838,83"
"""431220 MAXIMILIANO DE ALMEIDA"";-;234244,30;234244,30"
"""431240 MONTENEGRO"";-;6504924,69;6504924,69"
"""431250 MOSTARDAS"";-;55942,00;55942,00"
"""431260 MUCUM"";-;161161,10;161161,10"
"""431265 NAO-ME-TOQUE"";1889,70;578099,45;579989,15"
"""431270 NONOAI"";-;1423481,53;1423481,53"
"""431290 NOVA BASSANO"";-;281783,45;281783,45"
