"""Munic¡pio"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""05 Incentivo - MAC"";""06 M‚dia e Alta Complexidade (MAC)"";""Total"""
"""291960 MACAJUBA"";-;-;72013,03;72013,03"
"""291970 MACARANI"";-;-;799744,76;799744,76"
"""291980 MACAUBAS"";23892,09;-;614050,71;637942,80"
"""291992 MADRE DE DEUS"";-;-;220866,79;220866,79"
"""292000 MAIQUINIQUE"";-;-;389655,28;389655,28"
"""292010 MAIRI"";-;-;702871,69;702871,69"
"""292020 MALHADA"";-;-;108596,07;108596,07"
"""292050 MARACAS"";-;-;406764,52;406764,52"
"""292080 MARCIONILIO SOUZA"";-;-;66221,69;66221,69"
"""292100 MATA DE SAO JOAO"";19436,74;-;629521,74;648958,48"
"""292105 MATINA"";-;-;58180,86;58180,86"
"""292110 MEDEIROS NETO"";75908,42;-;571426,81;647335,23"
"""292120 MIGUEL CALMON"";844809,45;-;1337514,31;2182323,76"
"""292130 MILAGRES"";-;-;50386,51;50386,51"
"""292150 MONTE SANTO"";158955,98;-;1381078,63;1540034,61"
"""292170 MORRO DO CHAPEU"";41502,10;-;591027,51;632529,61"
"""292180 MORTUGABA"";-;-;140635,79;140635,79"
"""292190 MUCUGE"";-;-;77449,73;77449,73"
"""292200 MUCURI"";-;-;287583,57;287583,57"
"""292205 MULUNGU DO MORRO"";-;-;270784,53;270784,53"
"""292210 MUNDO NOVO"";-;-;138667,72;138667,72"
"""292230 MURITIBA"";-;-;706923,85;706923,85"
"""292240 MUTUIPE"";-;-;522502,59;522502,59"
"""292250 NAZARE"";2733770,42;-;2168590,47;4902360,89"
"""292265 NORDESTINA"";-;-;43216,82;43216,82"
"""292270 NOVA CANAA"";-;-;1234804,36;1234804,36"
"""292273 NOVA FATIMA"";-;-;70174,29;70174,29"
"""292290 NOVA SOURE"";-;-;120108,51;120108,51"
"""292300 NOVA VICOSA"";-;-;320218,59;320218,59"
"""292310 OLINDINA"";-;-;197015,34;197015,34"
"""292320 OLIVEIRA DOS BREJINHOS"";-;-;285160,92;285160,92"
"""292330 OURICANGAS"";-;-;63045,19;63045,19"
"""292335 OUROLANDIA"";-;-;98836,95;98836,95"
"""292340 PALMAS DE MONTE ALTO"";-;-;314993,04;314993,04"
"""292360 PARAMIRIM"";423649,61;-;1014559,49;1438209,10"
"""292370 PARATINGA"";-;-;866699,40;866699,40"
"""292380 PARIPIRANGA"";-;-;107852,40;107852,40"
"""292390 PAU BRASIL"";-;-;48729,24;48729,24"
"""292400 PAULO AFONSO"";-;-;2988482,74;2988482,74"
"""292405 PE DE SERRA"";-;-;100053,80;100053,80"
"""292430 PIATA"";-;-;250345,41;250345,41"
"""292440 PILAO ARCADO"";-;-;159508,25;159508,25"
"""292450 PINDAI"";-;-;251278,00;251278,00"
"""292460 PINDOBACU"";36717,56;-;465571,88;502289,44"
"""292465 PINTADAS"";-;-;132857,85;132857,85"
"""292470 PIRIPA"";-;-;104157,99;104157,99"
"""292480 PIRITIBA"";-;-;78058,77;78058,77"
"""292490 PLANALTINO"";-;-;378823,46;378823,46"
"""292500 PLANALTO"";135,00;-;174605,22;174740,22"
"""292510 POCOES"";789622,44;-;1288116,79;2077739,23"
"""292520 POJUCA"";-;-;669758,43;669758,43"
"""292525 PONTO NOVO"";27661,79;-;368861,92;396523,71"
"""292530 PORTO SEGURO"";-;-;8034292,03;8034292,03"
"""292540 POTIRAGUA"";-;-;111641,49;111641,49"
"""292550 PRADO"";-;-;232455,98;232455,98"
"""292560 PRESIDENTE DUTRA"";-;-;129342,96;129342,96"
"""292575 PRESIDENTE TANCREDO NEVES"";-;-;101015,51;101015,51"
"""292580 QUEIMADAS"";-;-;201931,78;201931,78"
"""292590 QUIJINGUE"";-;-;230259,64;230259,64"
"""292595 RAFAEL JAMBEIRO"";-;-;117597,72;117597,72"
"""292600 REMANSO"";350867,04;-;2341584,13;2692451,17"
"""292610 RETIROLANDIA"";-;-;137987,61;137987,61"
"""292620 RIACHAO DAS NEVES"";-;-;374366,54;374366,54"
"""292630 RIACHAO DO JACUIPE"";471221,96;-;1091221,41;1562443,37"
"""292640 RIACHO DE SANTANA"";-;-;735436,86;735436,86"
"""292650 RIBEIRA DO AMPARO"";-;-;99258,50;99258,50"
"""292660 RIBEIRA DO POMBAL"";-;-;6524522,95;6524522,95"
"""292670 RIO DE CONTAS"";-;-;154006,34;154006,34"
"""292690 RIO DO PIRES"";-;-;102372,46;102372,46"
"""292700 RIO REAL"";-;-;365859,30;365859,30"
"""292720 RUY BARBOSA"";1153592,14;-;2858104,36;4011696,50"
"""292730 SALINAS DA MARGARIDA"";-;-;23406,43;23406,43"
"""292740 SALVADOR"";149355918,28;-;532321604,42;681677522,70"
"""292750 SANTA BARBARA"";-;-;140843,07;140843,07"
"""292770 SANTA CRUZ CABRALIA"";-;-;145234,41;145234,41"
"""292790 SANTA INES"";25146,87;-;229415,35;254562,22"
"""292800 SANTALUZ"";-;-;561894,72;561894,72"
"""292810 SANTA MARIA DA VITORIA"";188280,41;-;682839,66;871120,07"
"""292820 SANTANA"";87966,26;-;384776,33;472742,59"
"""292830 SANTANOPOLIS"";-;-;13460,45;13460,45"
"""292840 SANTA RITA DE CASSIA"";-;-;619799,55;619799,55"
"""292850 SANTA TEREZINHA"";-;-;40334,59;40334,59"
"""292860 SANTO AMARO"";744306,12;-;276743,34;1021049,46"
"""292870 SANTO ANTONIO DE JESUS"";1494975,01;-;26547683,65;28042658,66"
"""292880 SANTO ESTEVAO"";3351,75;-;256546,33;259898,08"
"""292890 SAO DESIDERIO"";-;-;730082,75;730082,75"
"""292895 SAO DOMINGOS"";-;-;85955,17;85955,17"
"""292900 SAO FELIX"";1057746,51;-;3092069,87;4149816,38"
"""292905 SAO FELIX DO CORIBE"";17995,38;-;311584,37;329579,75"
"""292910 SAO FELIPE"";-;-;114482,08;114482,08"
"""292925 SAO GABRIEL"";-;-;172562,43;172562,43"
"""292930 SAO GONCALO DOS CAMPOS"";-;-;7349,75;7349,75"
"""292940 SAO MIGUEL DAS MATAS"";-;-;404079,86;404079,86"
"""292950 SAO SEBASTIAO DO PASSE"";-;-;407955,95;407955,95"
"""292960 SAPEACU"";-;-;228218,47;228218,47"
"""292970 SATIRO DIAS"";-;-;118254,20;118254,20"
"""292975 SAUBARA"";-;-;37868,37;37868,37"
"""292980 SAUDE"";-;-;206766,42;206766,42"
"""292990 SEABRA"";67325,63;-;5853939,13;5921264,76"
"""293000 SEBASTIAO LARANJEIRAS"";-;-;70844,43;70844,43"
"""293010 SENHOR DO BONFIM"";118170,37;-;3842554,04;3960724,41"
"""293015 SERRA DO RAMALHO"";185380,30;-;334279,90;519660,20"
"""293020 SENTO SE"";-;-;240371,47;240371,47"
"""293030 SERRA DOURADA"";-;-;485048,28;485048,28"
"""293040 SERRA PRETA"";-;-;81477,41;81477,41"
"""293050 SERRINHA"";483130,55;-;870002,66;1353133,21"
"""293060 SERROLANDIA"";-;-;107257,52;107257,52"
"""293070 SIMOES FILHO"";-;-;833205,07;833205,07"
"""293075 SITIO DO MATO"";-;-;60992,60;60992,60"
"""293077 SOBRADINHO"";7805,07;-;151623,32;159428,39"
"""293080 SOUTO SOARES"";-;-;135341,83;135341,83"
"""293090 TABOCAS DO BREJO VELHO"";-;-;186607,00;186607,00"
"""293100 TANHACU"";-;-;67729,51;67729,51"
"""293105 TANQUE NOVO"";-;-;358749,88;358749,88"
"""293110 TANQUINHO"";-;-;37879,22;37879,22"
"""293120 TAPEROA"";-;-;313492,74;313492,74"
"""293130 TAPIRAMUTA"";-;-;168946,03;168946,03"
"""293135 TEIXEIRA DE FREITAS"";432655,18;-;21348712,08;21781367,26"
"""293150 TEOFILANDIA"";-;-;61089,41;61089,41"
"""293160 TEOLANDIA"";-;-;115334,57;115334,57"
"""293180 TREMEDAL"";-;-;36846,06;36846,06"
"""293190 TUCANO"";4957,42;-;173854,61;178812,03"
"""293200 UAUA"";-;-;278420,29;278420,29"
"""293210 UBAIRA"";299598,96;-;623766,63;923365,59"
"""293220 UBAITABA"";483828,73;-;1137797,68;1621626,41"
"""293240 UIBAI"";-;-;122060,33;122060,33"
"""293250 UNA"";-;-;311858,23;311858,23"
"""293260 URANDI"";-;-;363488,57;363488,57"
"""293280 UTINGA"";-;-;163266,88;163266,88"
"""293290 VALENCA"";2136675,50;-;3188090,57;5324766,07"
"""293300 VALENTE"";-;-;305837,73;305837,73"
"""293305 VARZEA DA ROCA"";-;-;100664,79;100664,79"
"""293310 VARZEA DO POCO"";-;-;97077,58;97077,58"
"""293315 VARZEA NOVA"";-;-;851297,22;851297,22"
"""293325 VEREDA"";-;-;67156,44;67156,44"
"""293330 VITORIA DA CONQUISTA"";13226390,11;-;58636839,62;71863229,73"
"""293340 WAGNER"";-;-;675631,32;675631,32"
"""293345 WANDERLEY"";-;-;994385,94;994385,94"
"""293350 WENCESLAU GUIMARAES"";-;-;126132,49;126132,49"
"""293360 XIQUE-XIQUE"";-;-;1210852,62;1210852,62"
"""310010 ABADIA DOS DOURADOS"";-;-;36592,01;36592,01"
"""310020 ABAETE"";11691,26;-;1403668,44;1415359,70"
"""310030 ABRE CAMPO"";-;-;1307728,35;1307728,35"
"""310060 AGUA BOA"";-;-;78556,95;78556,95"
"""310090 AGUAS FORMOSAS"";646933,29;-;1406318,13;2053251,42"
"""310100 AGUAS VERMELHAS"";-;-;252339,44;252339,44"
"""310110 AIMORES"";135,00;-;991213,98;991348,98"
"""310120 AIURUOCA"";-;-;1542172,12;1542172,12"
"""310130 ALAGOA"";135,00;-;38388,80;38523,80"
"""310150 ALEM PARAIBA"";-;-;2416524,83;2416524,83"
"""310160 ALFENAS"";29123247,46;-;25140445,65;54263693,11"
"""310170 ALMENARA"";361208,76;-;4632785,13;4993993,89"
"""310190 ALPINOPOLIS"";88198,13;-;837421,96;925620,09"
"""310200 ALTEROSA"";13430,49;-;419064,21;432494,70"
"""310210 ALTO RIO DOCE"";-;-;165083,07;165083,07"
"""310230 ALVINOPOLIS"";-;-;259573,91;259573,91"
"""310260 ANDRADAS"";342829,45;-;1850638,84;2193468,29"
"""310270 CACHOEIRA DE PAJEU"";-;-;195633,74;195633,74"
"""310280 ANDRELANDIA"";-;-;236388,54;236388,54"
"""310290 ANTONIO CARLOS"";-;-;49013,82;49013,82"
"""310340 ARACUAI"";169880,04;-;2488289,74;2658169,78"
"""310350 ARAGUARI"";12741621,48;-;24862233,63;37603855,11"
"""310375 ARAPORA"";-;-;364062,32;364062,32"
"""310400 ARAXA"";1409534,12;-;8955341,95;10364876,07"
"""310410 ARCEBURGO"";-;-;69819,59;69819,59"
"""310420 ARCOS"";-;-;1336740,57;1336740,57"
"""310430 AREADO"";54837,92;-;217279,52;272117,44"
"""310450 ARINOS"";-;-;233032,83;233032,83"
"""310470 ATALEIA"";-;-;792591,59;792591,59"
"""310490 BAEPENDI"";2204127,23;-;4483675,32;6687802,55"
"""310510 BAMBUI"";-;-;1971930,29;1971930,29"
"""310540 BARAO DE COCAIS"";-;-;451264,00;451264,00"
"""310560 BARBACENA"";12187570,66;-;33658570,58;45846141,24"
"""310590 BARROSO"";449925,38;-;2275946,48;2725871,86"
"""310620 BELO HORIZONTE"";228472206,39;68163,64;593853272,85;822393642,88"
"""310630 BELO ORIENTE"";5938678,95;-;919474,86;6858153,81"
"""310640 BELO VALE"";-;-;296588,49;296588,49"
"""310650 BERILO"";-;-;149930,41;149930,41"
"""310670 BETIM"";9829637,61;-;40256872,74;50086510,35"
"""310690 BICAS"";-;-;316092,37;316092,37"
"""310710 BOA ESPERANCA"";26280,26;-;2683562,40;2709842,66"
"""310730 BOCAIUVA"";754125,48;-;2077074,68;2831200,16"
"""310740 BOM DESPACHO"";1096114,89;-;5859872,86;6955987,75"
"""310750 BOM JARDIM DE MINAS"";-;-;168946,84;168946,84"
"""310780 BOM JESUS DO GALHO"";1690964,40;-;810234,42;2501198,82"
"""310800 BOM SUCESSO"";-;-;389673,88;389673,88"
"""310840 BOTELHOS"";-;-;224637,06;224637,06"
"""310860 BRASILIA DE MINAS"";866693,58;-;6384934,32;7251627,90"
"""310890 BRAZOPOLIS"";-;-;155766,08;155766,08"
"""310900 BRUMADINHO"";728115,70;-;3810934,29;4539049,99"
"""310910 BUENO BRANDAO"";-;-;199905,59;199905,59"
"""310930 BURITIS"";1105,44;-;413838,89;414944,33"
"""310940 BURITIZEIRO"";-;-;124585,40;124585,40"
"""310950 CABO VERDE"";9598,30;-;409041,09;418639,39"
"""310990 CAETANOPOLIS"";-;-;391699,36;391699,36"
"""311000 CAETE"";400167,65;-;1097429,07;1497596,72"
"""311030 CALDAS"";161904,77;-;199801,49;361706,26"
"""311050 CAMANDUCAIA"";2770,15;-;1023565,36;1026335,51"
"""311060 CAMBUI"";667466,95;-;1170875,71;1838342,66"
"""311070 CAMBUQUIRA"";20565,46;-;293354,39;313919,85"
"""311090 CAMPANHA"";-;-;114118,06;114118,06"
"""311100 CAMPESTRE"";11601,56;-;404644,08;416245,64"
"""311110 CAMPINA VERDE"";-;-;330424,14;330424,14"
"""311120 CAMPO BELO"";252839,78;-;11017244,47;11270084,25"
"""311130 CAMPO DO MEIO"";-;-;143903,20;143903,20"
"""311150 CAMPOS ALTOS"";-;-;317677,01;317677,01"
"""311160 CAMPOS GERAIS"";11335,23;-;960129,84;971465,07"
"""311180 CANAPOLIS"";42338,66;-;290106,36;332445,02"
"""311200 CANDEIAS"";-;-;276287,62;276287,62"
"""311230 CAPELINHA"";534907,69;-;4210818,75;4745726,44"
"""311260 CAPINOPOLIS"";59355,30;-;205325,83;264681,13"
"""311280 CAPITOLIO"";-;-;87270,89;87270,89"
"""311300 CARAI"";-;-;497198,90;497198,90"
"""311320 CARANDAI"";115620,78;-;673351,34;788972,12"
"""311330 CARANGOLA"";3563,63;-;23710342,46;23713906,09"
"""311340 CARATINGA"";1446370,60;-;19577141,02;21023511,62"
"""311350 CARBONITA"";-;-;367285,11;367285,11"
"""311360 CAREACU"";-;-;11429,71;11429,71"
"""311370 CARLOS CHAGAS"";121955,11;-;672430,34;794385,45"
"""311390 CARMO DA CACHOEIRA"";-;-;190140,31;190140,31"
"""311400 CARMO DA MATA"";-;-;74443,22;74443,22"
"""311410 CARMO DE MINAS"";-;-;219624,70;219624,70"
"""311430 CARMO DO PARANAIBA"";345156,82;-;565793,03;910949,85"
"""311440 CARMO DO RIO CLARO"";-;-;693817,53;693817,53"
"""311450 CARMOPOLIS DE MINAS"";841,48;-;316052,69;316894,17"
"""311460 CARRANCAS"";-;-;54512,42;54512,42"
"""311510 CASSIA"";767914,95;-;2245679,10;3013594,05"
"""311530 CATAGUASES"";285521,20;-;4983105,92;5268627,12"
"""311550 CAXAMBU"";-;-;975204,88;975204,88"
"""311570 CENTRAL DE MINAS"";-;-;53786,02;53786,02"
"""311580 CENTRALINA"";7609,96;-;167872,37;175482,33"
"""311615 CHAPADA GAUCHA"";-;-;87444,25;87444,25"
"""311630 CIPOTANEA"";-;-;48899,31;48899,31"
"""311660 CLAUDIO"";747458,91;-;1457207,13;2204666,04"
"""311680 COLUNA"";26600,54;-;296538,81;323139,35"
"""311710 CONCEICAO DA APARECIDA"";-;-;281006,36;281006,36"
"""311730 CONCEICAO DAS ALAGOAS"";94116,51;-;850441,60;944558,11"
"""311750 CONCEICAO DO MATO DENTRO"";72251,86;-;1583786,78;1656038,64"
"""311770 CONCEICAO DO RIO VERDE"";23418,99;-;515873,65;539292,64"
"""311800 CONGONHAS"";130376,11;-;3580009,90;3710386,01"
"""311820 CONQUISTA"";-;-;8357,10;8357,10"
"""311830 CONSELHEIRO LAFAIETE"";2312473,90;-;8254924,99;10567398,89"
"""311840 CONSELHEIRO PENA"";257616,72;-;807905,89;1065522,61"
"""311860 CONTAGEM"";3327364,60;42522,39;36720851,67;40090738,66"
"""311880 CORACAO DE JESUS"";437031,05;-;1145570,95;1582602,00"
"""311930 COROMANDEL"";50634,53;-;829773,33;880407,86"
"""311940 CORONEL FABRICIANO"";708809,01;-;6280046,63;6988855,64"
"""312020 CRISTAIS"";56627,19;-;170155,37;226782,56"
"""312050 CRISTINA"";-;-;296900,57;296900,57"
"""312080 CRUZILIA"";484318,71;-;1119302,60;1603621,31"
"""312090 CURVELO"";2795000,85;-;11841162,31;14636163,16"
"""312120 DELFINOPOLIS"";-;-;55814,32;55814,32"
"""312160 DIAMANTINA"";8203481,91;-;24861942,74;33065424,65"
"""312200 DIVINO"";4555,73;-;897888,67;902444,40"
"""312210 DIVINO DAS LARANJEIRAS"";-;-;48966,17;48966,17"
"""312230 DIVINOPOLIS"";42896126,25;-;31358705,50;74254831,75"
"""312260 DOM JOAQUIM"";-;-;75878,06;75878,06"
"""312270 DOM SILVERIO"";-;-;147113,11;147113,11"
"""312320 DORES DO INDAIA"";4616,62;-;528968,08;533584,70"
"""312360 ELOI MENDES"";774221,34;-;1096166,86;1870388,20"
"""312390 ENTRE RIOS DE MINAS"";-;-;1047838,89;1047838,89"
"""312400 ERVALIA"";-;-;331410,80;331410,80"
"""312410 ESMERALDAS"";-;-;1225148,57;1225148,57"
"""312420 ESPERA FELIZ"";39182,34;-;2170156,95;2209339,29"
"""312430 ESPINOSA"";302288,26;-;750890,58;1053178,84"
"""312450 ESTIVA"";-;-;59671,82;59671,82"
"""312470 ESTRELA DO INDAIA"";-;-;83902,86;83902,86"
"""312490 EUGENOPOLIS"";-;-;241427,09;241427,09"
"""312510 EXTREMA"";-;-;2772388,94;2772388,94"
"""312560 FELISBURGO"";292363,42;-;590601,40;882964,82"
"""312590 FERROS"";-;-;207098,30;207098,30"
"""312595 FERVEDOURO"";-;-;76909,83;76909,83"
"""312610 FORMIGA"";6846665,36;-;13116834,54;19963499,90"
"""312670 FRANCISCO SA"";500812,42;-;875877,72;1376690,14"
"""312710 FRUTAL"";16394,40;-;1546549,28;1562943,68"
"""312760 GOUVEIA"";-;-;512226,16;512226,16"
"""312770 GOVERNADOR VALADARES"";27134533,13;-;53492745,04;80627278,17"
"""312780 GRAO MOGOL"";301718,05;-;367214,31;668932,36"
"""312800 GUANHAES"";1653643,76;-;4891377,89;6545021,65"
"""312810 GUAPE"";8571,53;-;154417,21;162988,74"
"""312830 GUARANESIA"";155562,42;-;511769,12;667331,54"
"""312860 GUARDA-MOR"";72565,60;-;115471,90;188037,50"
"""312870 GUAXUPE"";861053,62;-;4280826,79;5141880,41"
"""312910 GURINHATA"";-;-;60709,41;60709,41"
"""312940 IBERTIOGA"";-;-;108071,59;108071,59"
"""312950 IBIA"";56341,06;-;450606,01;506947,07"
"""312980 IBIRITE"";16508,76;-;4058718,94;4075227,70"
"""313010 IGARAPE"";2589270,39;-;4132258,80;6721529,19"
"""313030 IGUATAMA"";-;-;285369,04;285369,04"
"""313050 ILICINEA"";48569,89;-;414503,30;463073,19"
"""313090 INHAPIM"";-;-;545066,13;545066,13"
"""313120 IPANEMA"";234659,02;-;1458305,13;1692964,15"
"""313130 IPATINGA"";29818136,39;-;51746015,29;81564151,68"
"""313170 ITABIRA"";9674668,23;-;12681874,85;22356543,08"
"""313180 ITABIRINHA"";871726,69;-;1670236,66;2541963,35"
"""313190 ITABIRITO"";184684,63;-;1501660,01;1686344,64"
"""313210 ITACARAMBI"";-;-;189369,00;189369,00"
"""313220 ITAGUARA"";-;-;653237,52;653237,52"
"""313230 ITAIPE"";-;-;163568,84;163568,84"
"""313240 ITAJUBA"";11985754,62;-;19902971,34;31888725,96"
"""313250 ITAMARANDIBA"";969811,53;-;1555790,06;2525601,59"
"""313270 ITAMBACURI"";935231,62;-;1952974,44;2888206,06"
"""313290 ITAMOGI"";-;-;8424,74;8424,74"
"""313300 ITAMONTE"";306996,60;-;544844,10;851840,70"
"""313310 ITANHANDU"";362063,45;-;4063213,56;4425277,01"
"""313320 ITANHOMI"";122729,04;-;2718532,76;2841261,80"
"""313330 ITAOBIM"";57971,74;-;2615565,17;2673536,91"
"""313350 ITAPECERICA"";598083,40;-;534565,48;1132648,88"
"""313375 ITAU DE MINAS"";-;-;92109,43;92109,43"
"""313380 ITAUNA"";1138840,29;-;10969001,19;12107841,48"
"""313420 ITUIUTABA"";1738944,30;-;8094976,93;9833921,23"
"""313440 ITURAMA"";9966,09;-;947176,23;957142,32"
"""313460 JABOTICATUBAS"";-;-;144114,47;144114,47"
"""313470 JACINTO"";315987,17;-;718131,00;1034118,17"
"""313490 JACUTINGA"";-;-;697934,68;697934,68"
"""313505 JAIBA"";-;-;624309,88;624309,88"
"""313510 JANAUBA"";769954,42;-;15630386,50;16400340,92"
"""313520 JANUARIA"";554143,73;-;2015819,92;2569963,65"
"""313540 JECEABA"";-;-;53984,72;53984,72"
"""313580 JEQUITINHONHA"";-;-;565483,80;565483,80"
"""313600 JOAIMA"";-;-;385595,59;385595,59"
"""313620 JOAO MONLEVADE"";1443069,81;-;7192393,03;8635462,84"
"""313630 JOAO PINHEIRO"";484624,34;-;3397872,76;3882497,10"
"""313650 JORDANIA"";-;-;140122,71;140122,71"
"""313670 JUIZ DE FORA"";76929085,10;-;114802904,27;191731989,37"
"""313690 JURUAIA"";162816,01;-;191181,95;353997,96"
"""313700 LADAINHA"";-;-;289031,60;289031,60"
"""313710 LAGAMAR"";-;-;24591,80;24591,80"
"""313720 LAGOA DA PRATA"";1578403,86;-;7021485,51;8599889,37"
"""313750 LAGOA FORMOSA"";553913,36;-;187157,45;741070,81"
"""313760 LAGOA SANTA"";2541464,36;-;3671820,64;6213285,00"
"""313770 LAJINHA"";-;-;284035,35;284035,35"
"""313780 LAMBARI"";22469,08;-;395368,80;417837,88"
"""313820 LAVRAS"";2406579,36;-;14912293,33;17318872,69"
"""313840 LEOPOLDINA"";520464,03;-;3547004,00;4067468,03"
"""313860 LIMA DUARTE"";28053,74;-;457945,61;485999,35"
"""313880 LUZ"";133910,79;-;1674985,89;1808896,68"
"""313890 MACHACALIS"";-;-;396940,02;396940,02"
"""313900 MACHADO"";4569120,31;-;4330239,47;8899359,78"
"""313920 MALACACHETA"";19095,92;-;1746202,57;1765298,49"
"""313930 MANGA"";1592895,03;-;1346565,98;2939461,01"
"""313940 MANHUACU"";1705609,95;-;17393434,36;19099044,31"
"""313950 MANHUMIRIM"";-;-;3698565,98;3698565,98"
"""313960 MANTENA"";1951950,94;-;1003460,92;2955411,86"
"""313980 MAR DE ESPANHA"";1076,84;-;212832,54;213909,38"
"""313990 MARIA DA FE"";-;-;125799,04;125799,04"
"""314000 MARIANA"";-;-;1854632,50;1854632,50"
"""314050 MARTINHO CAMPOS"";-;-;115870,15;115870,15"
"""314070 MATEUS LEME"";339712,73;-;456550,84;796263,57"
"""314090 MATIPO"";-;-;576264,90;576264,90"
"""314110 MATOZINHOS"";-;-;402350,96;402350,96"
"""314120 MATUTINA"";-;-;21478,15;21478,15"
"""314140 MEDINA"";120494,68;-;1410860,60;1531355,28"
"""314150 MENDES PIMENTEL"";-;-;138571,55;138571,55"
"""314160 MERCES"";2399,39;-;242483,93;244883,32"
"""314180 MINAS NOVAS"";250459,45;-;1394271,70;1644731,15"
"""314190 MINDURI"";-;-;4917,51;4917,51"
"""314200 MIRABELA"";231007,85;-;568860,78;799868,63"
"""314220 MIRAI"";-;-;247913,43;247913,43"
"""314240 MOEMA"";7283,00;-;150914,52;158197,52"
"""314260 MONSENHOR PAULO"";964,49;-;237475,94;238440,43"
"""314270 MONTALVANIA"";-;-;504311,24;504311,24"
"""314280 MONTE ALEGRE DE MINAS"";620720,39;-;416673,30;1037393,69"
"""314290 MONTE AZUL"";166404,98;-;1675213,10;1841618,08"
"""314300 MONTE BELO"";25919,98;-;177746,80;203666,78"
"""314310 MONTE CARMELO"";698522,23;-;4512486,95;5211009,18"
"""314320 MONTE SANTO DE MINAS"";657079,21;-;633094,84;1290174,05"
"""314330 MONTES CLAROS"";32558351,31;-;110183303,41;142741654,72"
"""314350 MORADA NOVA DE MINAS"";-;-;122389,35;122389,35"
"""314390 MURIAE"";17975782,66;-;48570123,36;66545906,02"
"""314400 MUTUM"";-;-;562736,13;562736,13"
"""314410 MUZAMBINHO"";84591,77;-;549394,17;633985,94"
"""314430 NANUQUE"";-;-;1527670,74;1527670,74"
"""314450 NAZARENO"";-;-;52477,06;52477,06"
"""314460 NEPOMUCENO"";9876,75;-;577659,68;587536,43"
"""314470 NOVA ERA"";-;-;201380,32;201380,32"
"""314480 NOVA LIMA"";2356,78;-;7911451,42;7913808,20"
"""314500 NOVA PONTE"";135,00;-;140603,89;140738,89"
"""314510 NOVA RESENDE"";-;-;178737,59;178737,59"
"""314520 NOVA SERRANA"";200086,23;-;2714074,04;2914160,27"
"""314530 NOVO CRUZEIRO"";-;-;822911,72;822911,72"
"""314560 OLIVEIRA"";523229,29;-;8449591,88;8972821,17"
"""314590 OURO BRANCO"";781,93;-;702362,61;703144,54"
"""314600 OURO FINO"";221177,27;-;2140188,77;2361366,04"
"""314610 OURO PRETO"";335922,02;-;8683939,52;9019861,54"
"""314630 PADRE PARAISO"";259004,61;-;1061133,23;1320137,84"
"""314650 PAINS"";-;-;80905,14;80905,14"
"""314670 PALMA"";-;-;67582,71;67582,71"
"""314700 PARACATU"";294241,01;-;8472959,98;8767200,99"
"""314710 PARA DE MINAS"";3084239,72;-;14964216,37;18048456,09"
"""314720 PARAGUACU"";1520834,67;-;427674,19;1948508,86"
"""314730 PARAISOPOLIS"";1384,38;-;358944,50;360328,88"
"""314750 PASSABEM"";-;-;17051,00;17051,00"
"""314760 PASSA QUATRO"";-;-;488894,96;488894,96"
"""314770 PASSA TEMPO"";-;-;161660,59;161660,59"
"""314790 PASSOS"";35364712,14;-;38802967,79;74167679,93"
"""314800 PATOS DE MINAS"";26522947,36;-;30792691,14;57315638,50"
"""314810 PATROCINIO"";7960278,27;-;11094267,69;19054545,96"
"""314860 PECANHA"";970339,29;-;3193157,94;4163497,23"
"""314870 PEDRA AZUL"";2448497,30;-;1335189,81;3783687,11"
"""314910 PEDRALVA"";-;-;147373,71;147373,71"
"""314930 PEDRO LEOPOLDO"";438,87;-;409855,93;410294,80"
"""314980 PERDIZES"";-;-;397491,92;397491,92"
"""314990 PERDOES"";42441,56;-;489241,33;531682,89"
"""315030 PIEDADE DO RIO GRANDE"";-;-;43017,18;43017,18"
"""315050 PIMENTA"";-;-;74212,16;74212,16"
"""315080 PIRANGA"";-;-;185955,03;185955,03"
"""315110 PIRAPETINGA"";39123,72;-;245420,43;284544,15"
"""315120 PIRAPORA"";2224252,89;-;8243045,32;10467298,21"
"""315140 PITANGUI"";-;-;753103,68;753103,68"
"""315150 PIUMHI"";224892,04;-;4572014,41;4796906,45"
"""315170 POCO FUNDO"";2331629,16;-;6463254,64;8794883,80"
"""315180 POCOS DE CALDAS"";38312895,37;-;31061037,56;69373932,93"
"""315190 POCRANE"";-;-;85345,39;85345,39"
"""315200 POMPEU"";88609,77;-;605980,01;694589,78"
"""315210 PONTE NOVA"";12365746,00;-;23622586,86;35988332,86"
"""315220 PORTEIRINHA"";397143,49;-;1425959,45;1823102,94"
"""315240 POTE"";-;-;229409,74;229409,74"
"""315250 POUSO ALEGRE"";39394053,68;-;39709026,62;79103080,30"
"""315260 POUSO ALTO"";-;-;123810,79;123810,79"
"""315270 PRADOS"";-;-;174969,36;174969,36"
"""315280 PRATA"";267527,41;-;506761,66;774289,07"
"""315290 PRATAPOLIS"";-;-;11943,51;11943,51"
"""315310 PRESIDENTE BERNARDES"";-;-;37442,31;37442,31"
"""315340 PRESIDENTE OLEGARIO"";34561,76;-;275761,36;310323,12"
"""315400 RAUL SOARES"";4172710,79;-;2706830,29;6879541,08"
"""315410 RECREIO"";-;-;215457,36;215457,36"
"""315420 RESENDE COSTA"";55621,50;-;541725,45;597346,95"
