"""Munic¡pio"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""05 Incentivo - MAC"";""06 M‚dia e Alta Complexidade (MAC)"";""Total"""
"""421340 PONTE SERRADA"";-;-;2154244,34;2154244,34"
"""421360 PORTO UNIAO"";2035022,09;-;6006950,07;8041972,16"
"""421370 POUSO REDONDO"";-;-;156873,66;156873,66"
"""421380 PRAIA GRANDE"";1171536,13;-;946706,11;2118242,24"
"""421400 PRESIDENTE GETULIO"";1560770,18;-;263740,23;1824510,41"
"""421420 QUILOMBO"";247175,46;-;527929,85;775105,31"
"""421450 RIO DO CAMPO"";-;-;96124,96;96124,96"
"""421470 RIO DOS CEDROS"";379275,01;-;213240,60;592515,61"
"""421480 RIO DO SUL"";10904535,44;-;24641145,96;35545681,40"
"""421490 RIO FORTUNA"";2331693,55;-;352876,68;2684570,23"
"""421500 RIO NEGRINHO"";9889214,73;-;3003854,29;12893069,02"
"""421530 SALETE"";-;-;108882,23;108882,23"
"""421540 SALTO VELOSO"";-;-;132457,38;132457,38"
"""421550 SANTA CECILIA"";70211,13;-;914502,74;984713,87"
"""421570 SANTO AMARO DA IMPERATRIZ"";8470383,73;-;835335,89;9305719,62"
"""421580 SAO BENTO DO SUL"";3140210,12;-;7400285,84;10540495,96"
"""421590 SAO BONIFACIO"";829640,93;-;240604,65;1070245,58"
"""421600 SAO CARLOS"";5930123,37;-;711842,11;6641965,48"
"""421620 SAO FRANCISCO DO SUL"";271446,50;-;706999,26;978445,76"
"""421625 SAO JOAO DO OESTE"";784331,19;-;120321,02;904652,21"
"""421630 SAO JOAO BATISTA"";275296,06;-;343384,00;618680,06"
"""421650 SAO JOAQUIM"";1755822,37;-;995669,61;2751491,98"
"""421660 SAO JOSE"";26278696,97;-;59665136,49;85943833,46"
"""421670 SAO JOSE DO CEDRO"";1821799,36;-;371507,21;2193306,57"
"""421690 SAO LOURENCO DO OESTE"";661773,32;-;1064094,96;1725868,28"
"""421710 SAO MARTINHO"";-;-;122788,15;122788,15"
"""421720 SAO MIGUEL DO OESTE"";1757332,80;-;9604992,65;11362325,45"
"""421725 SAO PEDRO DE ALCANTARA"";442251,10;-;1284331,92;1726583,02"
"""421730 SAUDADES"";3030715,82;-;482010,49;3512726,31"
"""421750 SEARA"";924820,86;-;637422,29;1562243,15"
"""421770 SOMBRIO"";19318981,59;-;5864754,01;25183735,60"
"""421780 TAIO"";352975,52;-;367408,42;720383,94"
"""421790 TANGARA"";926748,68;-;219735,92;1146484,60"
"""421800 TIJUCAS"";7807638,29;-;912923,73;8720562,02"
"""421810 TIMBE DO SUL"";3398923,54;-;651578,24;4050501,78"
"""421820 TIMBO"";6650533,94;-;9779512,36;16430046,30"
"""421830 TRES BARRAS"";352932,51;-;679257,31;1032189,82"
"""421840 TREZE DE MAIO"";1514526,29;-;1267757,20;2782283,49"
"""421860 TROMBUDO CENTRAL"";-;-;1219840,09;1219840,09"
"""421870 TUBARAO"";10588653,72;-;30144894,51;40733548,23"
"""421875 TUNAPOLIS"";159959,98;-;670307,03;830267,01"
"""421880 TURVO"";233263,97;-;122316,59;355580,56"
"""421890 URUBICI"";400274,12;-;161144,69;561418,81"
"""421900 URUSSANGA"";1130062,69;-;859051,71;1989114,40"
"""421910 VARGEAO"";2703106,27;-;243696,92;2946803,19"
"""421920 VIDAL RAMOS"";-;-;28605,23;28605,23"
"""421930 VIDEIRA"";4477804,83;-;7101679,02;11579483,85"
"""421935 VITOR MEIRELES"";-;-;56700,84;56700,84"
"""421940 WITMARSUM"";-;-;94424,95;94424,95"
"""421950 XANXERE"";12166916,37;-;18198726,62;30365642,99"
"""421960 XAVANTINA"";-;-;99008,29;99008,29"
"""421970 XAXIM"";91958,20;-;793486,99;885445,19"
"""430003 ACEGUA"";-;-;187343,32;187343,32"
"""430010 AGUDO"";-;-;1115512,89;1115512,89"
"""430020 AJURICABA"";-;-;540880,93;540880,93"
"""430030 ALECRIM"";-;-;424645,10;424645,10"
"""430040 ALEGRETE"";32493,51;-;9453565,95;9486059,46"
"""430050 ALPESTRE"";-;-;198092,58;198092,58"
"""430060 ALVORADA"";-;-;5095124,22;5095124,22"
"""430064 AMETISTA DO SUL"";-;-;215607,20;215607,20"
"""430070 ANTA GORDA"";-;-;198164,84;198164,84"
"""430080 ANTONIO PRADO"";-;-;447633,34;447633,34"
"""430090 ARATIBA"";-;-;883172,90;883172,90"
"""430100 ARROIO DO MEIO"";-;-;1636087,97;1636087,97"
"""430120 ARROIO DO TIGRE"";-;-;844699,79;844699,79"
"""430130 ARROIO GRANDE"";-;-;349595,80;349595,80"
"""430140 ARVOREZINHA"";-;-;428401,72;428401,72"
"""430150 AUGUSTO PESTANA"";-;-;326278,64;326278,64"
"""430160 BAGE"";223135,12;-;10837869,36;11061004,48"
"""430210 BENTO GONCALVES"";10998,52;-;13750998,36;13761996,88"
"""430220 BOA VISTA DO BURICA"";-;-;218980,39;218980,39"
"""430230 BOM JESUS"";-;-;11351,04;11351,04"
"""430235 BOM PRINCIPIO"";-;-;388635,34;388635,34"
"""430240 BOM RETIRO DO SUL"";41685,43;-;650077,25;691762,68"
"""430245 BOQUEIRAO DO LEAO"";-;-;173758,05;173758,05"
"""430270 BUTIA"";-;-;1496,33;1496,33"
"""430280 CACAPAVA DO SUL"";-;-;1302180,69;1302180,69"
"""430290 CACEQUI"";-;-;372830,21;372830,21"
"""430300 CACHOEIRA DO SUL"";344969,25;-;15695379,30;16040348,55"
"""430310 CACHOEIRINHA"";-;-;4552136,98;4552136,98"
"""430330 CAIBATE"";-;-;186287,82;186287,82"
"""430340 CAICARA"";-;-;356017,92;356017,92"
"""430350 CAMAQUA"";-;-;6586390,82;6586390,82"
"""430360 CAMBARA DO SUL"";-;-;76723,93;76723,93"
"""430370 CAMPINA DAS MISSOES"";10147,83;-;391722,20;401870,03"
"""430380 CAMPINAS DO SUL"";-;-;151265,24;151265,24"
"""430390 CAMPO BOM"";1299111,34;-;5991788,67;7290900,01"
"""430400 CAMPO NOVO"";-;-;95800,75;95800,75"
"""430420 CANDELARIA"";96629,65;-;1693283,99;1789913,64"
"""430430 CANDIDO GODOI"";10189,12;-;443951,65;454140,77"
"""430440 CANELA"";76250,04;-;1607736,13;1683986,17"
"""430450 CANGUCU"";-;-;3974684,48;3974684,48"
"""430460 CANOAS"";3412108,95;-;51275129,75;54687238,70"
"""430463 CAPAO DA CANOA"";-;-;6186719,47;6186719,47"
"""430470 CARAZINHO"";830510,80;-;8037441,45;8867952,25"
"""430480 CARLOS BARBOSA"";18637,99;-;1134916,74;1153554,73"
"""430490 CASCA"";-;-;611149,82;611149,82"
"""430510 CAXIAS DO SUL"";17365038,69;-;72342218,65;89707257,34"
"""430520 CERRO LARGO"";-;-;449597,40;449597,40"
"""430530 CHAPADA"";-;-;165626,81;165626,81"
"""430535 CHARQUEADAS"";1391744,64;-;883603,07;2275347,71"
"""430540 CHIAPETTA"";-;-;126690,84;126690,84"
"""430570 CONDOR"";-;-;214968,03;214968,03"
"""430580 CONSTANTINA"";-;-;272771,98;272771,98"
"""430590 CORONEL BICACO"";-;-;168078,87;168078,87"
"""430600 CRISSIUMAL"";331159,16;-;616602,67;947761,83"
"""430610 CRUZ ALTA"";132211,48;-;12664242,66;12796454,14"
"""430620 CRUZEIRO DO SUL"";-;-;104100,51;104100,51"
"""430630 DAVID CANABARRO"";-;-;89033,14;89033,14"
"""430640 DOIS IRMAOS"";-;-;1188278,79;1188278,79"
"""430645 DOIS LAJEADOS"";-;-;479993,65;479993,65"
"""430650 DOM FELICIANO"";-;-;264321,49;264321,49"
"""430660 DOM PEDRITO"";-;-;1387581,54;1387581,54"
"""430680 ENCANTADO"";154218,20;-;3471046,46;3625264,66"
"""430690 ENCRUZILHADA DO SUL"";52606,44;-;1784763,71;1837370,15"
"""430700 ERECHIM"";251888,60;-;23981787,43;24233676,03"
"""430710 HERVAL"";-;-;96626,91;96626,91"
"""430750 ESPUMOSO"";-;-;870470,13;870470,13"
"""430760 ESTANCIA VELHA"";376283,07;-;1076704,59;1452987,66"
"""430770 ESTEIO"";46487,04;-;7658741,05;7705228,09"
"""430780 ESTRELA"";202298,32;-;8813922,23;9016220,55"
"""430790 FARROUPILHA"";1233223,16;-;12817901,58;14051124,74"
"""430800 FAXINAL DO SOTURNO"";6991895,97;-;3911704,02;10903599,99"
"""430820 FLORES DA CUNHA"";-;-;608969,71;608969,71"
"""430840 FORMIGUEIRO"";-;-;86620,36;86620,36"
"""430845 FORTALEZA DOS VALOS"";-;-;17494,48;17494,48"
"""430850 FREDERICO WESTPHALEN"";-;-;3983834,64;3983834,64"
"""430860 GARIBALDI"";308962,57;-;3010644,10;3319606,67"
"""430870 GAURAMA"";-;-;92532,12;92532,12"
"""430890 GETULIO VARGAS"";-;-;1183609,96;1183609,96"
"""430900 GIRUA"";-;-;982137,87;982137,87"
"""430910 GRAMADO"";13190,96;-;3156738,12;3169929,08"
"""430920 GRAVATAI"";68058,14;-;10727190,37;10795248,51"
"""430925 GUABIJU"";-;-;24358,45;24358,45"
"""430930 GUAIBA"";3738732,05;-;4999246,93;8737978,98"
"""430940 GUAPORE"";-;-;1348653,97;1348653,97"
"""430950 GUARANI DAS MISSOES"";-;-;371550,50;371550,50"
"""430960 HORIZONTINA"";-;-;758522,00;758522,00"
"""430970 HUMAITA"";-;-;94165,30;94165,30"
"""431000 IBIRUBA"";-;-;459947,12;459947,12"
"""431010 IGREJINHA"";3837366,17;-;3377988,31;7215354,48"
"""431020 IJUI"";24443755,40;-;26889927,45;51333682,85"
"""431030 ILOPOLIS"";-;-;161717,69;161717,69"
"""431050 IRAI"";-;-;580764,11;580764,11"
"""431060 ITAQUI"";-;-;1830152,08;1830152,08"
"""431075 IVORA"";-;-;78782,09;78782,09"
"""431080 IVOTI"";-;-;611784,33;611784,33"
"""431085 JABOTICABA"";-;-;305835,48;305835,48"
"""431100 JAGUARAO"";-;-;941847,80;941847,80"
"""431110 JAGUARI"";-;-;612418,69;612418,69"
"""431112 JAQUIRANA"";-;-;26572,87;26572,87"
"""431120 JULIO DE CASTILHOS"";127521,64;-;369273,63;496795,27"
"""431130 LAGOA VERMELHA"";-;-;1182700,11;1182700,11"
"""431140 LAJEADO"";19393708,20;-;16808174,28;36201882,48"
"""431150 LAVRAS DO SUL"";-;-;73234,74;73234,74"
"""431180 MARAU"";76515,51;-;1597327,93;1673843,44"
"""431190 MARCELINO RAMOS"";-;-;206445,89;206445,89"
"""431205 MARQUES DE SOUZA"";-;-;441927,19;441927,19"
"""431210 MATA"";-;-;68205,54;68205,54"
"""431220 MAXIMILIANO DE ALMEIDA"";-;-;208158,20;208158,20"
"""431240 MONTENEGRO"";2670,00;-;5876119,42;5878789,42"
"""431250 MOSTARDAS"";-;-;49112,73;49112,73"
"""431260 MUCUM"";-;-;193788,91;193788,91"
"""431265 NAO-ME-TOQUE"";-;-;795319,46;795319,46"
"""431270 NONOAI"";-;-;1808211,46;1808211,46"
"""431290 NOVA BASSANO"";38931,35;-;270732,62;309663,97"
"""431300 NOVA BRESCIA"";-;-;188569,18;188569,18"
"""431310 NOVA PALMA"";-;-;717221,59;717221,59"
"""431320 NOVA PETROPOLIS"";9433,50;-;756045,83;765479,33"
"""431330 NOVA PRATA"";-;-;1331531,18;1331531,18"
"""431340 NOVO HAMBURGO"";6547338,49;-;24786661,94;31334000,43"
"""431350 OSORIO"";783242,07;-;4476277,95;5259520,02"
"""431360 PAIM FILHO"";-;-;359796,68;359796,68"
"""431365 PALMARES DO SUL"";-;-;181611,81;181611,81"
"""431370 PALMEIRA DAS MISSOES"";-;-;4129780,16;4129780,16"
"""431380 PALMITINHO"";-;-;910950,22;910950,22"
"""431390 PANAMBI"";-;-;1632150,07;1632150,07"
"""431400 PARAI"";31133,19;-;144960,19;176093,38"
"""431402 PARAISO DO SUL"";-;-;158684,07;158684,07"
"""431405 PAROBE"";6433842,81;-;14677453,72;21111296,53"
"""431410 PASSO FUNDO"";48958724,07;-;89659609,71;138618333,78"
"""431420 PEDRO OSORIO"";-;-;292845,40;292845,40"
"""431430 PEJUCARA"";-;-;43499,64;43499,64"
"""431440 PELOTAS"";12574423,98;-;52173646,68;64748070,66"
"""431447 PINHAL GRANDE"";-;-;59376,64;59376,64"
"""431450 PINHEIRO MACHADO"";-;-;142671,12;142671,12"
"""431460 PIRATINI"";151499,94;-;1132625,46;1284125,40"
"""431470 PLANALTO"";-;-;277723,41;277723,41"
"""431480 PORTAO"";1374795,66;-;1165038,59;2539834,25"
"""431490 PORTO ALEGRE"";165773182,64;-;371128556,48;536901739,12"
"""431500 PORTO LUCENA"";-;-;178803,81;178803,81"
"""431510 PORTO XAVIER"";-;-;339105,26;339105,26"
"""431515 PROGRESSO"";-;-;222451,20;222451,20"
"""431530 QUARAI"";14008,69;-;770658,71;784667,40"
"""431535 QUINZE DE NOVEMBRO"";-;-;129752,40;129752,40"
"""431550 RESTINGA SECA"";-;-;298416,59;298416,59"
"""431560 RIO GRANDE"";3081137,84;-;23700936,11;26782073,95"
"""431570 RIO PARDO"";373179,15;-;2837915,44;3211094,59"
"""431575 RIOZINHO"";-;-;63927,35;63927,35"
"""431580 ROCA SALES"";-;-;51482,14;51482,14"
"""431590 RODEIO BONITO"";219763,38;-;2063959,41;2283722,79"
"""431600 ROLANTE"";799508,88;-;1062589,20;1862098,08"
"""431610 RONDA ALTA"";239005,66;-;1913948,22;2152953,88"
"""431620 RONDINHA"";-;-;157431,83;157431,83"
"""431630 ROQUE GONZALES"";-;-;146846,03;146846,03"
"""431640 ROSARIO DO SUL"";-;-;3496551,50;3496551,50"
"""431643 SALDANHA MARINHO"";-;-;16298,75;16298,75"
"""431645 SALTO DO JACUI"";-;-;221412,83;221412,83"
"""431650 SALVADOR DO SUL"";-;-;83508,25;83508,25"
"""431660 SANANDUVA"";135013,96;-;1516563,70;1651577,66"
"""431670 SANTA BARBARA DO SUL"";47384,07;-;341083,25;388467,32"
"""431680 SANTA CRUZ DO SUL"";7971365,53;-;27169288,99;35140654,52"
"""431690 SANTA MARIA"";10671971,38;-;44578131,15;55250102,53"
"""431710 SANT'ANA DO LIVRAMENTO"";-;-;6074463,79;6074463,79"
"""431720 SANTA ROSA"";210814,26;-;20821682,12;21032496,38"
"""431730 SANTA VITORIA DO PALMAR"";-;-;926562,65;926562,65"
"""431740 SANTIAGO"";1878707,84;-;7292519,58;9171227,42"
"""431750 SANTO ANGELO"";1104973,34;-;15737089,04;16842062,38"
"""431760 SANTO ANTONIO DA PATRULHA"";615798,29;-;1644820,45;2260618,74"
"""431780 SANTO AUGUSTO"";-;-;1574595,10;1574595,10"
"""431790 SANTO CRISTO"";366764,18;-;812137,03;1178901,21"
"""431800 SAO BORJA"";1027465,21;-;7259508,85;8286974,06"
"""431810 SAO FRANCISCO DE ASSIS"";-;-;750576,51;750576,51"
"""431820 SAO FRANCISCO DE PAULA"";88794,72;-;937918,22;1026712,94"
"""431830 SAO GABRIEL"";22951,03;-;10355745,56;10378696,59"
"""431840 SAO JERONIMO"";198993,36;-;7671996,44;7870989,80"
"""431843 SAO JOAO DO POLESINE"";-;-;396629,45;396629,45"
"""431850 SAO JOSE DO NORTE"";-;-;425053,70;425053,70"
"""431860 SAO JOSE DO OURO"";42137,40;-;962070,77;1004208,17"
"""431870 SAO LEOPOLDO"";2028229,48;-;16287780,41;18316009,89"
"""431880 SAO LOURENCO DO SUL"";-;-;2009565,60;2009565,60"
"""431890 SAO LUIZ GONZAGA"";29570,54;-;3269956,79;3299527,33"
"""431900 SAO MARCOS"";-;-;629657,44;629657,44"
"""431910 SAO MARTINHO"";-;-;146556,33;146556,33"
"""431915 SAO MIGUEL DAS MISSOES"";-;-;376120,44;376120,44"
"""431930 SAO PAULO DAS MISSOES"";-;-;237422,63;237422,63"
"""431940 SAO PEDRO DO SUL"";50301,32;-;544560,61;594861,93"
"""431950 SAO SEBASTIAO DO CAI"";-;-;824038,64;824038,64"
"""431960 SAO SEPE"";1067383,83;-;850461,50;1917845,33"
"""431980 SAO VICENTE DO SUL"";-;-;61535,70;61535,70"
"""431990 SAPIRANGA"";276875,15;-;8185913,96;8462789,11"
"""432000 SAPUCAIA DO SUL"";1427144,67;-;8516324,03;9943468,70"
"""432010 SARANDI"";294926,90;-;1703458,71;1998385,61"
"""432020 SEBERI"";11137,35;-;758730,39;769867,74"
"""432026 SEGREDO"";-;-;266932,07;266932,07"
"""432030 SELBACH"";-;-;73119,55;73119,55"
"""432040 SERAFINA CORREA"";-;-;313402,12;313402,12"
"""432045 SERIO"";-;-;4337,32;4337,32"
"""432050 SERTAO"";-;-;314069,76;314069,76"
"""432060 SEVERIANO DE ALMEIDA"";-;-;101848,11;101848,11"
"""432067 SINIMBU"";-;-;263453,23;263453,23"
"""432070 SOBRADINHO"";-;-;234510,38;234510,38"
"""432080 SOLEDADE"";-;-;2208978,21;2208978,21"
"""432090 TAPEJARA"";68614,15;-;2075920,83;2144534,98"
"""432100 TAPERA"";-;-;424158,64;424158,64"
"""432110 TAPES"";-;-;597354,09;597354,09"
"""432120 TAQUARA"";-;-;9857129,36;9857129,36"
"""432130 TAQUARI"";-;-;788519,78;788519,78"
"""432140 TENENTE PORTELA"";3539186,19;-;9518967,12;13058153,31"
"""432145 TEUTONIA"";24830,83;-;2782783,63;2807614,46"
"""432150 TORRES"";600256,26;-;4819115,84;5419372,10"
"""432160 TRAMANDAI"";553409,30;-;10479442,67;11032851,97"
"""432170 TRES COROAS"";-;-;488676,85;488676,85"
"""432180 TRES DE MAIO"";103528,48;-;3121376,86;3224905,34"
"""432190 TRES PASSOS"";150481,59;-;7421449,15;7571930,74"
"""432195 TRINDADE DO SUL"";-;-;425274,67;425274,67"
"""432200 TRIUNFO"";184506,69;-;491885,44;676392,13"
"""432210 TUCUNDUVA"";-;-;434127,62;434127,62"
"""432220 TUPANCIRETA"";-;-;540912,98;540912,98"
"""432230 TUPARENDI"";-;-;283795,03;283795,03"
"""432240 URUGUAIANA"";130782,88;-;9347439,38;9478222,26"
"""432250 VACARIA"";-;-;7509621,46;7509621,46"
"""432253 VALE DO SOL"";-;-;272218,60;272218,60"
"""432260 VENANCIO AIRES"";4185,89;-;6556639,62;6560825,51"
"""432270 VERA CRUZ"";-;-;378526,98;378526,98"
"""432280 VERANOPOLIS"";-;-;1983260,08;1983260,08"
"""432290 VIADUTOS"";-;-;87562,78;87562,78"
"""432300 VIAMAO"";28239,83;-;8728036,69;8756276,52"
"""432380 XANGRI-LA"";2131464,19;-;-;2131464,19"
"""500020 AGUA CLARA"";-;-;160461,67;160461,67"
"""500060 AMAMBAI"";-;-;891237,14;891237,14"
"""500070 ANASTACIO"";-;-;382044,47;382044,47"
"""500080 ANAURILANDIA"";-;-;108730,58;108730,58"
"""500085 ANGELICA"";-;-;177839,55;177839,55"
"""500090 ANTONIO JOAO"";-;-;152621,60;152621,60"
"""500100 APARECIDA DO TABOADO"";-;-;828627,98;828627,98"
"""500110 AQUIDAUANA"";-;-;4956156,49;4956156,49"
"""500124 ARAL MOREIRA"";-;-;65212,11;65212,11"
"""500150 BANDEIRANTES"";-;-;19795,60;19795,60"
"""500190 BATAGUASSU"";-;-;627998,69;627998,69"
"""500210 BELA VISTA"";-;-;633950,01;633950,01"
"""500215 BODOQUENA"";-;-;48651,60;48651,60"
"""500220 BONITO"";-;-;818733,02;818733,02"
"""500230 BRASILANDIA"";-;-;226072,64;226072,64"
"""500240 CAARAPO"";-;-;573306,72;573306,72"
"""500260 CAMAPUA"";-;-;101277,25;101277,25"
"""500270 CAMPO GRANDE"";37744017,66;-;172706827,86;210450845,52"
"""500280 CARACOL"";-;-;64784,70;64784,70"
"""500290 CASSILANDIA"";-;-;697901,49;697901,49"
"""500295 CHAPADAO DO SUL"";-;-;1534454,11;1534454,11"
"""500315 CORONEL SAPUCAIA"";-;-;212009,94;212009,94"
"""500320 CORUMBA"";-;-;5619634,12;5619634,12"
"""500325 COSTA RICA"";-;-;2683845,68;2683845,68"
"""500330 COXIM"";-;-;3601807,77;3601807,77"
"""500345 DEODAPOLIS"";-;-;88397,66;88397,66"
"""500348 DOIS IRMAOS DO BURITI"";-;-;99218,09;99218,09"
"""500370 DOURADOS"";7519552,44;-;45267317,45;52786869,89"
"""500375 ELDORADO"";-;-;108979,85;108979,85"
"""500380 FATIMA DO SUL"";-;-;1365683,34;1365683,34"
"""500400 GLORIA DE DOURADOS"";-;-;178306,75;178306,75"
"""500410 GUIA LOPES DA LAGUNA"";-;-;189126,56;189126,56"
"""500430 IGUATEMI"";-;-;742947,63;742947,63"
"""500440 INOCENCIA"";-;-;93904,69;93904,69"
"""500450 ITAPORA"";-;-;133390,12;133390,12"
"""500460 ITAQUIRAI"";-;-;314090,29;314090,29"
"""500470 IVINHEMA"";-;-;767494,67;767494,67"
"""500500 JARDIM"";-;-;562951,44;562951,44"
"""500510 JATEI"";-;-;7978,40;7978,40"
"""500515 JUTI"";-;-;78005,15;78005,15"
"""500525 LAGUNA CARAPA"";-;-;67797,86;67797,86"
"""500540 MARACAJU"";-;-;2051708,28;2051708,28"
"""500560 MIRANDA"";-;-;513134,90;513134,90"
"""500568 MUNDO NOVO"";-;-;401571,80;401571,80"
"""500570 NAVIRAI"";-;-;1886883,67;1886883,67"
"""500580 NIOAQUE"";-;-;99432,21;99432,21"
"""500600 NOVA ALVORADA DO SUL"";-;-;201769,87;201769,87"
"""500620 NOVA ANDRADINA"";-;-;3765899,41;3765899,41"
"""500625 NOVO HORIZONTE DO SUL"";-;-;96183,10;96183,10"
"""500630 PARANAIBA"";-;-;4613600,75;4613600,75"
"""500635 PARANHOS"";-;-;362016,56;362016,56"
"""500640 PEDRO GOMES"";-;-;43080,19;43080,19"
"""500660 PONTA PORA"";494064,46;-;8256570,36;8750634,82"
"""500690 PORTO MURTINHO"";-;-;239117,03;239117,03"
"""500710 RIBAS DO RIO PARDO"";-;-;276497,66;276497,66"
"""500720 RIO BRILHANTE"";-;-;1879022,36;1879022,36"
"""500730 RIO NEGRO"";-;-;83245,43;83245,43"
"""500740 RIO VERDE DE MATO GROSSO"";-;-;143657,04;143657,04"
"""500750 ROCHEDO"";-;-;9828,68;9828,68"
"""500755 SANTA RITA DO PARDO"";-;-;89308,10;89308,10"
"""500769 SAO GABRIEL DO OESTE"";-;-;1023150,98;1023150,98"
"""500770 SETE QUEDAS"";-;-;61013,27;61013,27"
"""500790 SIDROLANDIA"";-;-;940449,76;940449,76"
"""500793 SONORA"";-;-;280272,02;280272,02"
"""500795 TACURU"";-;-;140348,47;140348,47"
"""500797 TAQUARUSSU"";-;-;66121,94;66121,94"
"""500830 TRES LAGOAS"";782717,47;-;17407142,20;18189859,67"
"""500840 VICENTINA"";-;-;58925,34;58925,34"
"""510020 AGUA BOA"";61665,43;-;6101218,40;6162883,83"
"""510025 ALTA FLORESTA"";175888,99;-;3983320,00;4159208,99"
"""510030 ALTO ARAGUAIA"";-;-;200183,51;200183,51"
"""510060 ALTO TAQUARI"";-;-;137081,16;137081,16"
"""510080 APIACAS"";-;-;156723,74;156723,74"
"""510125 ARAPUTANGA"";-;-;105543,90;105543,90"
"""510130 ARENAPOLIS"";-;-;514635,31;514635,31"
"""510140 ARIPUANA"";-;-;771524,63;771524,63"
"""510170 BARRA DO BUGRES"";22886,18;-;711089,52;733975,70"
"""510180 BARRA DO GARCAS"";90018,49;-;5968193,45;6058211,94"
"""510190 BRASNORTE"";-;-;608139,74;608139,74"
"""510250 CACERES"";-;-;12177807,65;12177807,65"
"""510260 CAMPINAPOLIS"";-;-;262800,67;262800,67"
"""510263 CAMPO NOVO DO PARECIS"";-;-;1475003,52;1475003,52"
"""510267 CAMPO VERDE"";21576,95;-;2309892,33;2331469,28"
"""510268 CAMPOS DE JULIO"";-;-;156162,69;156162,69"
"""510270 CANARANA"";-;-;564433,25;564433,25"
"""510305 CLAUDIA"";-;-;195531,64;195531,64"
"""510310 COCALINHO"";-;-;101834,33;101834,33"
"""510320 COLIDER"";11001,03;-;4742409,86;4753410,89"
"""510325 COLNIZA"";-;-;764376,99;764376,99"
"""510330 COMODORO"";-;-;518871,05;518871,05"
"""510335 CONFRESA"";2312,28;-;2549526,65;2551838,93"
"""510337 COTRIGUACU"";-;-;148783,72;148783,72"
"""510340 CUIABA"";11908902,32;-;125106936,91;137015839,23"
"""510350 DIAMANTINO"";-;-;901030,04;901030,04"
"""510360 DOM AQUINO"";-;-;142265,29;142265,29"
"""510385 GAUCHA DO NORTE"";-;-;58660,05;58660,05"
"""510390 GENERAL CARNEIRO"";-;-;50716,27;50716,27"
"""510410 GUARANTA DO NORTE"";-;-;1245047,77;1245047,77"
"""510420 GUIRATINGA"";-;-;110242,33;110242,33"
"""510460 ITIQUIRA"";-;-;191763,70;191763,70"
"""510480 JACIARA"";-;-;760540,06;760540,06"
"""510500 JAURU"";-;-;27904,56;27904,56"
"""510510 JUARA"";-;-;1382587,27;1382587,27"
"""510515 JUINA"";-;-;2260389,06;2260389,06"
"""510517 JURUENA"";-;-;217597,04;217597,04"
"""510520 JUSCIMEIRA"";-;-;280483,03;280483,03"
"""510525 LUCAS DO RIO VERDE"";376771,59;-;1852811,89;2229583,48"
"""510550 VILA BELA DA SANTISSIMA TRINDADE"";-;-;777637,85;777637,85"
"""510558 MARCELANDIA"";-;-;165178,24;165178,24"
"""510560 MATUPA"";-;-;882085,30;882085,30"
"""510562 MIRASSOL D'OESTE"";-;-;397200,69;397200,69"
"""510590 NOBRES"";-;-;531169,48;531169,48"
"""510610 NOSSA SENHORA DO LIVRAMENTO"";-;-;38042,58;38042,58"
"""510622 NOVA MUTUM"";978834,66;-;11545515,26;12524349,92"
"""510623 NOVA OLIMPIA"";-;-;343685,27;343685,27"
"""510625 NOVA XAVANTINA"";-;-;1978223,33;1978223,33"
"""510627 NOVO HORIZONTE DO NORTE"";-;-;132854,36;132854,36"
"""510628 NOVO SAO JOAQUIM"";73924,00;-;2265883,20;2339807,20"
"""510629 PARANAITA"";1201454,27;-;802755,05;2004209,32"
"""510630 PARANATINGA"";-;-;462449,42;462449,42"
"""510637 PEDRA PRETA"";-;-;140639,43;140639,43"
"""510642 PEIXOTO DE AZEVEDO"";-;-;1578855,58;1578855,58"
"""510650 POCONE"";-;-;945172,07;945172,07"
"""510670 PONTE BRANCA"";135,00;-;27509,44;27644,44"
"""510675 PONTES E LACERDA"";-;-;2601523,38;2601523,38"
"""510680 PORTO DOS GAUCHOS"";-;-;260339,17;260339,17"
"""510700 POXOREO"";-;-;843082,57;843082,57"
"""510704 PRIMAVERA DO LESTE"";152181,48;-;6499261,56;6651443,04"
"""510706 QUERENCIA"";-;-;733732,64;733732,64"
"""510718 RIBEIRAO CASCALHEIRA"";-;-;317237,60;317237,60"
"""510719 RIBEIRAOZINHO"";-;-;23618,34;23618,34"
"""510720 RIO BRANCO"";-;-;85768,94;85768,94"
"""510730 SAO JOSE DO RIO CLARO"";-;-;332563,43;332563,43"
"""510760 RONDONOPOLIS"";2829729,46;36810,19;46490173,35;49356713,00"
"""510770 ROSARIO OESTE"";-;-;371637,79;371637,79"
"""510775 SALTO DO CEU"";-;-;20867,23;20867,23"
"""510777 SANTA TEREZINHA"";-;-;198598,62;198598,62"
"""510785 SAO FELIX DO ARAGUAIA"";-;-;851923,81;851923,81"
"""510787 SAPEZAL"";-;-;708008,04;708008,04"
"""510790 SINOP"";66394,98;-;12190211,64;12256606,62"
"""510792 SORRISO"";763789,55;-;7795050,37;8558839,92"
"""510794 TABAPORA"";-;-;193174,32;193174,32"
"""510795 TANGARA DA SERRA"";-;-;3347870,43;3347870,43"
"""510800 TAPURAH"";-;-;47593,89;47593,89"
