"""Munic¡pio"";""Eletivo"";""Urgˆncia"";""Outros ac trab"";""Outras caus ext"";""Total"""
"""431940 SAO PEDRO DO SUL"";-;10;-;-;10"
"""431950 SAO SEBASTIAO DO CAI"";-;10;-;-;10"
"""431960 SAO SEPE"";-;5;-;-;5"
"""431980 SAO VICENTE DO SUL"";-;1;-;-;1"
"""431990 SAPIRANGA"";-;24;-;-;24"
"""432000 SAPUCAIA DO SUL"";2;30;-;-;32"
"""432010 SARANDI"";-;7;-;-;7"
"""432020 SEBERI"";-;2;-;-;2"
"""432026 SEGREDO"";-;3;-;-;3"
"""432030 SELBACH"";-;2;-;-;2"
"""432050 SERTAO"";-;1;-;-;1"
"""432060 SEVERIANO DE ALMEIDA"";-;1;-;-;1"
"""432070 SOBRADINHO"";-;2;-;-;2"
"""432080 SOLEDADE"";-;14;-;-;14"
"""432090 TAPEJARA"";-;10;-;-;10"
"""432100 TAPERA"";-;5;-;-;5"
"""432110 TAPES"";-;10;-;-;10"
"""432120 TAQUARA"";2;28;-;-;30"
"""432130 TAQUARI"";-;10;-;-;10"
"""432140 TENENTE PORTELA"";-;19;-;-;19"
"""432145 TEUTONIA"";-;6;-;-;6"
"""432150 TORRES"";-;24;-;-;24"
"""432160 TRAMANDAI"";-;51;-;-;51"
"""432170 TRES COROAS"";-;7;-;-;7"
"""432180 TRES DE MAIO"";-;13;-;-;13"
"""432190 TRES PASSOS"";-;24;-;-;24"
"""432200 TRIUNFO"";1;7;-;-;8"
"""432210 TUCUNDUVA"";-;1;-;-;1"
"""432220 TUPANCIRETA"";-;4;-;-;4"
"""432230 TUPARENDI"";-;1;-;-;1"
"""432240 URUGUAIANA"";2;50;-;-;52"
"""432250 VACARIA"";-;30;-;-;30"
"""432253 VALE DO SOL"";-;4;-;-;4"
"""432260 VENANCIO AIRES"";-;13;-;-;13"
"""432270 VERA CRUZ"";-;6;-;-;6"
"""432280 VERANOPOLIS"";-;10;-;-;10"
"""432290 VIADUTOS"";-;3;-;-;3"
"""432300 VIAMAO"";-;60;-;-;60"
"""500060 AMAMBAI"";-;5;-;-;5"
"""500090 ANTONIO JOAO"";-;1;-;-;1"
"""500110 AQUIDAUANA"";-;19;-;-;19"
"""500124 ARAL MOREIRA"";-;1;-;-;1"
"""500220 BONITO"";-;1;-;-;1"
"""500230 BRASILANDIA"";-;1;-;-;1"
"""500240 CAARAPO"";-;3;-;-;3"
"""500260 CAMAPUA"";-;1;-;-;1"
"""500270 CAMPO GRANDE"";30;326;-;-;356"
"""500295 CHAPADAO DO SUL"";-;4;-;-;4"
"""500315 CORONEL SAPUCAIA"";-;2;-;-;2"
"""500320 CORUMBA"";-;34;-;-;34"
"""500325 COSTA RICA"";1;4;-;-;5"
"""500330 COXIM"";1;12;-;-;13"
"""500345 DEODAPOLIS"";-;2;-;-;2"
"""500370 DOURADOS"";-;120;-;-;120"
"""500380 FATIMA DO SUL"";-;2;-;-;2"
"""500410 GUIA LOPES DA LAGUNA"";-;1;-;-;1"
"""500450 ITAPORA"";-;4;-;-;4"
"""500460 ITAQUIRAI"";-;1;-;-;1"
"""500470 IVINHEMA"";-;4;-;-;4"
"""500500 JARDIM"";-;1;-;-;1"
"""500515 JUTI"";-;1;-;-;1"
"""500540 MARACAJU"";-;3;-;-;3"
"""500568 MUNDO NOVO"";-;1;-;-;1"
"""500570 NAVIRAI"";-;12;-;-;12"
"""500625 NOVO HORIZONTE DO SUL"";-;1;-;-;1"
"""500660 PONTA PORA"";-;43;-;-;43"
"""500690 PORTO MURTINHO"";-;1;-;-;1"
"""500720 RIO BRILHANTE"";-;5;-;-;5"
"""500740 RIO VERDE DE MATO GROSSO"";-;1;-;-;1"
"""500790 SIDROLANDIA"";-;1;-;-;1"
"""500795 TACURU"";-;1;-;-;1"
"""500830 TRES LAGOAS"";-;21;-;-;21"
"""510020 AGUA BOA"";-;23;-;-;23"
"""510025 ALTA FLORESTA"";-;9;-;-;9"
"""510130 ARENAPOLIS"";1;-;-;-;1"
"""510140 ARIPUANA"";-;1;-;-;1"
"""510190 BRASNORTE"";-;1;-;-;1"
"""510250 CACERES"";-;46;-;-;46"
"""510263 CAMPO NOVO DO PARECIS"";-;4;-;-;4"
"""510267 CAMPO VERDE"";-;8;-;-;8"
"""510270 CANARANA"";-;1;-;-;1"
"""510320 COLIDER"";-;11;-;-;11"
"""510330 COMODORO"";-;1;-;-;1"
"""510335 CONFRESA"";-;9;-;-;9"
"""510340 CUIABA"";39;180;-;-;219"
"""510350 DIAMANTINO"";-;1;-;-;1"
"""510390 GENERAL CARNEIRO"";-;1;-;-;1"
"""510410 GUARANTA DO NORTE"";-;6;-;-;6"
"""510420 GUIRATINGA"";-;1;-;-;1"
"""510480 JACIARA"";-;4;-;-;4"
"""510515 JUINA"";-;3;-;-;3"
"""510520 JUSCIMEIRA"";-;1;-;-;1"
"""510560 MATUPA"";-;2;-;-;2"
"""510590 NOBRES"";-;3;-;-;3"
"""510622 NOVA MUTUM"";-;6;-;-;6"
"""510627 NOVO HORIZONTE DO NORTE"";1;-;-;-;1"
"""510628 NOVO SAO JOAQUIM"";2;-;-;-;2"
"""510637 PEDRA PRETA"";3;-;-;-;3"
"""510642 PEIXOTO DE AZEVEDO"";-;10;-;-;10"
"""510675 PONTES E LACERDA"";-;3;-;-;3"
"""510730 SAO JOSE DO RIO CLARO"";1;-;-;-;1"
"""510760 RONDONOPOLIS"";-;85;-;-;85"
"""510775 SALTO DO CEU"";-;1;-;-;1"
"""510790 SINOP"";-;28;-;-;28"
"""510792 SORRISO"";-;33;-;-;33"
"""510805 TERRA NOVA DO NORTE"";-;2;-;-;2"
"""510810 TESOURO"";-;1;-;-;1"
"""510840 VARZEA GRANDE"";21;26;-;-;47"
"""520013 ACREUNA"";-;3;-;-;3"
"""520025 AGUAS LINDAS DE GOIAS"";-;12;-;-;12"
"""520030 ALEXANIA"";-;2;-;-;2"
"""520080 ALVORADA DO NORTE"";-;3;-;-;3"
"""520110 ANAPOLIS"";5;114;-;-;119"
"""520140 APARECIDA DE GOIANIA"";6;39;-;-;45"
"""520330 BELA VISTA DE GOIAS"";-;1;-;-;1"
"""520390 BURITI ALEGRE"";-;1;-;-;1"
"""520410 CACHOEIRA ALTA"";-;1;-;-;1"
"""520450 CALDAS NOVAS"";-;11;-;-;11"
"""520505 CASTELANDIA"";-;1;-;-;1"
"""520510 CATALAO"";-;27;-;-;27"
"""520540 CERES"";1;11;-;-;12"
"""520580 CORUMBA DE GOIAS"";-;2;-;-;2"
"""520735 EDEALINA"";-;1;-;-;1"
"""520740 EDEIA"";-;1;-;-;1"
"""520780 FIRMINOPOLIS"";-;5;-;-;5"
"""520800 FORMOSA"";-;14;-;-;14"
"""520860 GOIANESIA"";-;8;-;-;8"
"""520870 GOIANIA"";22;469;-;-;491"
"""520890 GOIAS"";-;17;-;-;17"
"""520970 HIDROLANDIA"";-;2;-;-;2"
"""520993 INACIOLANDIA"";-;2;-;-;2"
"""521040 ITABERAI"";-;1;-;-;1"
"""521090 ITAPACI"";-;1;-;-;1"
"""521120 ITAPURANGA"";-;6;-;-;6"
"""521150 ITUMBIARA"";1;81;-;-;82"
"""521180 JARAGUA"";-;12;-;-;12"
"""521190 JATAI"";-;44;-;-;44"
"""521210 JOVIANIA"";-;2;-;-;2"
"""521250 LUZIANIA"";-;12;-;-;12"
"""521270 MAMBAI"";-;1;-;-;1"
"""521308 MINACU"";-;2;-;-;2"
"""521310 MINEIROS"";4;4;-;-;8"
"""521380 MORRINHOS"";-;5;-;-;5"
"""521385 MORRO AGUDO DE GOIAS"";-;2;-;-;2"
"""521400 MOZARLANDIA"";-;1;-;-;1"
"""521450 NEROPOLIS"";-;21;-;-;21"
"""521530 ORIZONA"";-;1;-;-;1"
"""521560 PADRE BERNARDO"";-;1;-;-;1"
"""521570 PALMEIRAS DE GOIAS"";-;2;-;-;2"
"""521630 PARANAIGUARA"";-;4;-;-;4"
"""521710 PIRACANJUBA"";-;6;-;-;6"
"""521720 PIRANHAS"";-;1;-;-;1"
"""521730 PIRENOPOLIS"";-;2;-;-;2"
"""521760 PLANALTINA"";-;12;-;-;12"
"""521770 PONTALINA"";-;3;-;-;3"
"""521860 RIALMA"";-;2;-;-;2"
"""521880 RIO VERDE"";-;47;-;-;47"
"""521890 RUBIATABA"";-;3;-;-;3"
"""521900 SANCLERLANDIA"";-;2;-;-;2"
"""521930 SANTA HELENA DE GOIAS"";-;20;-;-;20"
"""522010 SAO LUIS DE MONTES BELOS"";-;9;-;-;9"
"""522040 SAO SIMAO"";-;5;-;-;5"
"""522045 SENADOR CANEDO"";-;6;-;-;6"
"""522140 TRINDADE"";-;18;-;-;18"
"""522160 URUACU"";1;66;-;-;67"
"""522170 URUANA"";-;1;-;-;1"
"""522185 VALPARAISO DE GOIAS"";-;6;-;-;6"
"""530010 BRASILIA"";55;543;-;-;598"
"""Total"";3953;43753;68;84;47858"
&
