"""Munic¡pio"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""06 M‚dia e Alta Complexidade (MAC)"";""Total"""
"""330110 CANTAGALO"";-;2135606,91;2135606,91"
"""330120 CARMO"";-;462202,10;462202,10"
"""330130 CASIMIRO DE ABREU"";193631,45;1692406,12;1886037,57"
"""330140 CONCEICAO DE MACABU"";-;101797,83;101797,83"
"""330150 CORDEIRO"";-;494130,34;494130,34"
"""330160 DUAS BARRAS"";-;188164,65;188164,65"
"""330170 DUQUE DE CAXIAS"";7873843,96;64426753,06;72300597,02"
"""330180 ENGENHEIRO PAULO DE FRONTIN"";-;174414,33;174414,33"
"""330185 GUAPIMIRIM"";-;2754714,52;2754714,52"
"""330190 ITABORAI"";199798,16;8886002,94;9085801,10"
"""330200 ITAGUAI"";-;5749353,80;5749353,80"
"""330210 ITAOCARA"";-;867929,72;867929,72"
"""330220 ITAPERUNA"";8022662,54;40714185,06;48736847,60"
"""330225 ITATIAIA"";10241,57;673223,34;683464,91"
"""330227 JAPERI"";-;339831,78;339831,78"
"""330230 LAJE DO MURIAE"";-;69158,14;69158,14"
"""330240 MACAE"";4231315,17;21532464,00;25763779,17"
"""330250 MAGE"";-;3996169,99;3996169,99"
"""330260 MANGARATIBA"";-;1323448,93;1323448,93"
"""330270 MARICA"";1574873,76;10418139,22;11993012,98"
"""330280 MENDES"";-;297011,04;297011,04"
"""330285 MESQUITA"";-;4592393,24;4592393,24"
"""330290 MIGUEL PEREIRA"";19469,99;1579247,88;1598717,87"
"""330300 MIRACEMA"";-;930052,24;930052,24"
"""330310 NATIVIDADE"";-;427309,52;427309,52"
"""330320 NILOPOLIS"";1493615,03;7006291,69;8499906,72"
"""330330 NITEROI"";2516552,19;51608292,37;54124844,56"
"""330340 NOVA FRIBURGO"";4383779,93;20395840,26;24779620,19"
"""330350 NOVA IGUACU"";333105,17;40154692,57;40487797,74"
"""330360 PARACAMBI"";-;656147,09;656147,09"
"""330370 PARAIBA DO SUL"";-;11312123,48;11312123,48"
"""330380 PARATY"";-;1465329,24;1465329,24"
"""330390 PETROPOLIS"";2103809,21;50051695,70;52155504,91"
"""330395 PINHEIRAL"";12573,07;230936,62;243509,69"
"""330400 PIRAI"";61005,60;2839749,77;2900755,37"
"""330411 PORTO REAL"";131486,78;1059425,64;1190912,42"
"""330412 QUATIS"";-;147919,34;147919,34"
"""330414 QUEIMADOS"";-;5241610,79;5241610,79"
"""330415 QUISSAMA"";3237,37;2437223,46;2440460,83"
"""330420 RESENDE"";242241,27;10003124,37;10245365,64"
"""330430 RIO BONITO"";-;7017716,34;7017716,34"
"""330440 RIO CLARO"";-;206837,90;206837,90"
"""330450 RIO DAS FLORES"";-;155283,52;155283,52"
"""330452 RIO DAS OSTRAS"";-;3503966,10;3503966,10"
"""330455 RIO DE JANEIRO"";108596592,95;509556040,91;618152633,86"
"""330460 SANTA MARIA MADALENA"";-;366473,57;366473,57"
"""330470 SANTO ANTONIO DE PADUA"";254790,34;2258428,04;2513218,38"
"""330475 SAO FRANCISCO DE ITABAPOANA"";14902,51;735732,45;750634,96"
"""330480 SAO FIDELIS"";11207,09;4562059,39;4573266,48"
"""330490 SAO GONCALO"";1404551,61;50964266,04;52368817,65"
"""330500 SAO JOAO DA BARRA"";-;2071117,46;2071117,46"
"""330510 SAO JOAO DE MERITI"";766,25;12226376,33;12227142,58"
"""330515 SAO JOSE DO VALE DO RIO PRETO"";-;342570,10;342570,10"
"""330520 SAO PEDRO DA ALDEIA"";270,00;1770288,10;1770558,10"
"""330530 SAO SEBASTIAO DO ALTO"";-;406908,17;406908,17"
"""330550 SAQUAREMA"";340921,49;3739893,49;4080814,98"
"""330555 SEROPEDICA"";-;771699,13;771699,13"
"""330560 SILVA JARDIM"";-;173688,53;173688,53"
"""330570 SUMIDOURO"";-;150672,97;150672,97"
"""330575 TANGUA"";-;304824,09;304824,09"
"""330580 TERESOPOLIS"";4778140,62;19280463,85;24058604,47"
"""330590 TRAJANO DE MORAES"";-;270667,88;270667,88"
"""330600 TRES RIOS"";5899,64;8965472,10;8971371,74"
"""330610 VALENCA"";294193,28;12820595,39;13114788,67"
"""330615 VARRE-SAI"";-;179371,78;179371,78"
"""330620 VASSOURAS"";4321437,87;17111699,15;21433137,02"
"""330630 VOLTA REDONDA"";9960904,96;46631258,64;56592163,60"
"""350010 ADAMANTINA"";29275,42;7473675,43;7502950,85"
"""350030 AGUAI"";-;173723,09;173723,09"
"""350050 AGUAS DE LINDOIA"";-;477455,07;477455,07"
"""350070 AGUDOS"";-;512580,69;512580,69"
"""350100 ALTINOPOLIS"";33949,96;466655,58;500605,54"
"""350110 ALTO ALEGRE"";-;16221,93;16221,93"
"""350130 ALVARES MACHADO"";-;314383,03;314383,03"
"""350160 AMERICANA"";12278,72;7979437,31;7991716,03"
"""350170 AMERICO BRASILIENSE"";-;7157029,07;7157029,07"
"""350190 AMPARO"";-;8517163,83;8517163,83"
"""350210 ANDRADINA"";-;2640851,35;2640851,35"
"""350220 ANGATUBA"";-;637196,46;637196,46"
"""350250 APARECIDA"";156344,11;4900537,22;5056881,33"
"""350260 APARECIDA D'OESTE"";-;13961,77;13961,77"
"""350270 APIAI"";-;1334237,74;1334237,74"
"""350280 ARACATUBA"";2570113,74;36236693,41;38806807,15"
"""350310 ARANDU"";-;38140,71;38140,71"
"""350320 ARARAQUARA"";1567914,24;25658614,50;27226528,74"
"""350330 ARARAS"";1026474,08;11643988,46;12670462,54"
"""350340 AREALVA"";-;37143,52;37143,52"
"""350390 ARUJA"";-;844274,21;844274,21"
"""350400 ASSIS"";351065,16;15157090,11;15508155,27"
"""350410 ATIBAIA"";-;3163618,47;3163618,47"
"""350420 AURIFLAMA"";76475,03;827001,43;903476,46"
"""350450 AVARE"";3245,89;11963115,44;11966361,33"
"""350520 BARIRI"";-;594076,37;594076,37"
"""350530 BARRA BONITA"";-;1035277,54;1035277,54"
"""350550 BARRETOS"";16897516,66;58750436,07;75647952,73"
"""350570 BARUERI"";198742,42;28767819,89;28966562,31"
"""350580 BASTOS"";-;427271,37;427271,37"
"""350590 BATATAIS"";34722,00;4730906,77;4765628,77"
"""350600 BAURU"";7724862,16;57721439,11;65446301,27"
"""350610 BEBEDOURO"";1914,76;3026087,02;3028001,78"
"""350630 BERNARDINO DE CAMPOS"";-;218052,44;218052,44"
"""350635 BERTIOGA"";-;1486036,01;1486036,01"
"""350640 BILAC"";-;39309,72;39309,72"
"""350650 BIRIGUI"";10440,65;4675795,76;4686236,41"
"""350670 BOA ESPERANCA DO SUL"";-;18689,46;18689,46"
"""350680 BOCAINA"";-;81594,24;81594,24"
"""350700 BOITUVA"";-;1498990,86;1498990,86"
"""350710 BOM JESUS DOS PERDOES"";-;73532,17;73532,17"
"""350740 BORBOREMA"";539,92;315162,84;315702,76"
"""350750 BOTUCATU"";17117130,31;55006357,81;72123488,12"
"""350760 BRAGANCA PAULISTA"";3951206,92;26682186,43;30633393,35"
"""350790 BROTAS"";-;370804,01;370804,01"
"""350810 BURITAMA"";-;298653,70;298653,70"
"""350840 CABREUVA"";-;236838,37;236838,37"
"""350850 CACAPAVA"";-;3270501,02;3270501,02"
"""350860 CACHOEIRA PAULISTA"";-;185419,37;185419,37"
"""350870 CACONDE"";11068,33;1374013,09;1385081,42"
"""350880 CAFELANDIA"";-;410903,11;410903,11"
"""350900 CAIEIRAS"";-;2403903,24;2403903,24"
"""350920 CAJAMAR"";-;1016703,60;1016703,60"
"""350930 CAJOBI"";-;209313,05;209313,05"
"""350940 CAJURU"";16867,34;1324885,85;1341753,19"
"""350950 CAMPINAS"";45303145,55;156158795,07;201461940,62"
"""350960 CAMPO LIMPO PAULISTA"";39695,58;4040199,94;4079895,52"
"""350970 CAMPOS DO JORDAO"";29677,25;5266751,48;5296428,73"
"""351000 CANDIDO MOTA"";25726,50;1175361,10;1201087,60"
"""351020 CAPAO BONITO"";20621,22;2336957,66;2357578,88"
"""351040 CAPIVARI"";-;2768322,14;2768322,14"
"""351050 CARAGUATATUBA"";99347,33;21651134,55;21750481,88"
"""351060 CARAPICUIBA"";26515,31;18610164,58;18636679,89"
"""351070 CARDOSO"";-;197381,31;197381,31"
"""351080 CASA BRANCA"";72952,20;1975423,14;2048375,34"
"""351100 CASTILHO"";-;158744,91;158744,91"
"""351110 CATANDUVA"";2881224,34;34156534,39;37037758,73"
"""351140 CERQUEIRA CESAR"";-;504189,53;504189,53"
"""351150 CERQUILHO"";-;471924,60;471924,60"
"""351160 CESARIO LANGE"";-;218523,70;218523,70"
"""351170 CHARQUEADA"";-;88014,99;88014,99"
"""351190 CLEMENTINA"";-;75772,94;75772,94"
"""351200 COLINA"";1330,00;1445787,66;1447117,66"
"""351210 COLOMBIA"";-;1723,98;1723,98"
"""351220 CONCHAL"";-;842258,69;842258,69"
"""351230 CONCHAS"";-;171987,54;171987,54"
"""351280 COSMOPOLIS"";-;1488925,82;1488925,82"
"""351300 COTIA"";9090,00;14768937,04;14778027,04"
"""351310 CRAVINHOS"";-;261009,54;261009,54"
"""351340 CRUZEIRO"";92534,60;7380988,56;7473523,16"
"""351350 CUBATAO"";97209,28;5840125,78;5937335,06"
"""351360 CUNHA"";-;644522,75;644522,75"
"""351370 DESCALVADO"";43373,83;986852,49;1030226,32"
"""351380 DIADEMA"";205898,59;28256504,56;28462403,15"
"""351390 DIVINOLANDIA"";275317,85;5377916,65;5653234,50"
"""351410 DOIS CORREGOS"";-;559578,95;559578,95"
"""351440 DRACENA"";-;5598664,79;5598664,79"
"""351450 DUARTINA"";-;447166,66;447166,66"
"""351500 EMBU DAS ARTES"";-;2664904,69;2664904,69"
"""351510 EMBU-GUACU"";-;680028,22;680028,22"
"""351518 ESPIRITO SANTO DO PINHAL"";-;8823049,99;8823049,99"
"""351520 ESTRELA D'OESTE"";-;201168,55;201168,55"
"""351540 FARTURA"";-;353822,58;353822,58"
"""351550 FERNANDOPOLIS"";43220,71;6265547,19;6308767,90"
"""351570 FERRAZ DE VASCONCELOS"";-;5318627,69;5318627,69"
"""351600 FLORIDA PAULISTA"";-;295457,16;295457,16"
"""351620 FRANCA"";4280305,70;43250743,92;47531049,62"
"""351630 FRANCISCO MORATO"";-;12422499,37;12422499,37"
"""351640 FRANCO DA ROCHA"";155081,45;10626169,09;10781250,54"
"""351660 GALIA"";-;57894,60;57894,60"
"""351670 GARCA"";36937,41;6244869,48;6281806,89"
"""351690 GENERAL SALGADO"";-;188928,49;188928,49"
"""351700 GETULINA"";-;91162,77;91162,77"
"""351740 GUAIRA"";-;1874059,15;1874059,15"
"""351770 GUARA"";6295,69;376429,77;382725,46"
"""351780 GUARACAI"";-;192771,82;192771,82"
"""351820 GUARARAPES"";-;737584,10;737584,10"
"""351830 GUARAREMA"";-;440967,78;440967,78"
"""351840 GUARATINGUETA"";13548,71;11891177,51;11904726,22"
"""351860 GUARIBA"";-;790183,94;790183,94"
"""351870 GUARUJA"";65182,16;23602869,62;23668051,78"
"""351880 GUARULHOS"";1217926,17;76459352,02;77677278,19"
"""351900 HERCULANDIA"";-;331029,01;331029,01"
"""351907 HORTOLANDIA"";-;4581551,18;4581551,18"
"""351910 IACANGA"";-;60963,14;60963,14"
"""351930 IBATE"";4851,28;454896,39;459747,67"
"""351940 IBIRA"";-;126371,77;126371,77"
"""351960 IBITINGA"";24306,36;3665364,68;3689671,04"
"""351970 IBIUNA"";-;2599148,62;2599148,62"
"""351990 IEPE"";-;351223,84;351223,84"
"""352010 IGARAPAVA"";-;610693,65;610693,65"
"""352040 ILHABELA"";-;2428224,38;2428224,38"
"""352044 ILHA SOLTEIRA"";11614,96;2174877,38;2186492,34"
"""352050 INDAIATUBA"";957261,04;19500640,22;20457901,26"
"""352070 INDIAPORA"";-;154310,55;154310,55"
"""352090 IPAUSSU"";-;235553,92;235553,92"
"""352130 IPUA"";4724,33;318409,60;323133,93"
"""352170 ITABERA"";-;565895,57;565895,57"
"""352180 ITAI"";-;155923,69;155923,69"
"""352190 ITAJOBI"";-;185066,32;185066,32"
"""352210 ITANHAEM"";5385,00;13372698,16;13378083,16"
"""352220 ITAPECERICA DA SERRA"";104946,80;17952969,72;18057916,52"
"""352230 ITAPETININGA"";5730,00;10129899,68;10135629,68"
"""352240 ITAPEVA"";46522,67;13314126,35;13360649,02"
"""352250 ITAPEVI"";3792,00;15667213,16;15671005,16"
"""352260 ITAPIRA"";169783,60;12168978,13;12338761,73"
"""352270 ITAPOLIS"";30731,34;3317446,91;3348178,25"
"""352280 ITAPORANGA"";13395,11;423104,63;436499,74"
"""352290 ITAPUI"";135,00;103678,45;103813,45"
"""352310 ITAQUAQUECETUBA"";-;16839271,96;16839271,96"
"""352320 ITARARE"";-;2350159,18;2350159,18"
"""352340 ITATIBA"";1528,63;4967715,83;4969244,46"
"""352350 ITATINGA"";-;94882,18;94882,18"
"""352360 ITIRAPINA"";-;55770,77;55770,77"
"""352390 ITU"";2747,26;14979737,09;14982484,35"
"""352400 ITUPEVA"";438,24;720407,82;720846,06"
"""352410 ITUVERAVA"";23804,00;4691122,30;4714926,30"
"""352420 JABORANDI"";-;25868,73;25868,73"
"""352430 JABOTICABAL"";-;2110642,13;2110642,13"
"""352440 JACAREI"";122179,48;19725930,75;19848110,23"
"""352450 JACI"";-;4180154,47;4180154,47"
"""352470 JAGUARIUNA"";126428,47;4191000,62;4317429,09"
"""352480 JALES"";70755,70;11399494,44;11470250,14"
"""352520 JARINU"";-;91760,95;91760,95"
"""352530 JAU"";17281006,02;51154370,20;68435376,22"
"""352550 JOANOPOLIS"";-;76669,89;76669,89"
"""352570 JOSE BONIFACIO"";-;654816,99;654816,99"
"""352590 JUNDIAI"";4856484,23;48767966,38;53624450,61"
"""352600 JUNQUEIROPOLIS"";-;496632,15;496632,15"
"""352640 LARANJAL PAULISTA"";-;726654,25;726654,25"
"""352670 LEME"";54873,12;4981893,01;5036766,13"
"""352680 LENCOIS PAULISTA"";-;3228236,36;3228236,36"
"""352690 LIMEIRA"";3231753,37;33168765,21;36400518,58"
"""352710 LINS"";-;9338400,03;9338400,03"
"""352720 LORENA"";27879,95;7943851,23;7971731,18"
"""352730 LOUVEIRA"";20593,61;1642546,14;1663139,75"
"""352740 LUCELIA"";-;200980,45;200980,45"
"""352800 MACATUBA"";-;258389,91;258389,91"
"""352810 MACAUBAL"";-;22626,57;22626,57"
"""352850 MAIRIPORA"";-;877790,38;877790,38"
"""352880 MARACAI"";8316,51;323858,00;332174,51"
"""352900 MARILIA"";14739866,37;52907342,18;67647208,55"
"""352920 MARTINOPOLIS"";-;1044568,43;1044568,43"
"""352930 MATAO"";2136353,94;9629877,23;11766231,17"
"""352940 MAUA"";57162,50;16996745,07;17053907,57"
"""352970 MIGUELOPOLIS"";-;556427,87;556427,87"
"""353010 MIRANDOPOLIS"";3050,00;3171320,34;3174370,34"
"""353030 MIRASSOL"";-;874022,81;874022,81"
"""353050 MOCOCA"";183653,39;6308849,51;6492502,90"
"""353060 MOGI DAS CRUZES"";337418,54;52120979,17;52458397,71"
"""353070 MOGI GUACU"";359248,72;16255861,54;16615110,26"
"""353080 MOGI MIRIM"";163475,15;8666353,81;8829828,96"
"""353110 MONGAGUA"";-;307470,57;307470,57"
"""353130 MONTE ALTO"";39886,84;4707374,49;4747261,33"
"""353140 MONTE APRAZIVEL"";65055,72;768066,46;833122,18"
"""353150 MONTE AZUL PAULISTA"";-;1134368,92;1134368,92"
"""353180 MONTE MOR"";-;480896,84;480896,84"
"""353190 MORRO AGUDO"";28675,80;1651870,18;1680545,98"
"""353200 MORUNGABA"";-;67510,13;67510,13"
"""353240 NAZARE PAULISTA"";-;143673,27;143673,27"
"""353250 NEVES PAULISTA"";-;14753,91;14753,91"
"""353260 NHANDEARA"";-;1097676,59;1097676,59"
"""353290 NOVA EUROPA"";6721,74;83488,79;90210,53"
"""353300 NOVA GRANADA"";-;544610,89;544610,89"
"""353340 NOVA ODESSA"";-;638654,29;638654,29"
"""353350 NOVO HORIZONTE"";-;2682819,19;2682819,19"
"""353390 OLIMPIA"";-;3442388,54;3442388,54"
"""353430 ORLANDIA"";-;1105362,62;1105362,62"
"""353440 OSASCO"";135285,43;29639415,44;29774700,87"
"""353460 OSVALDO CRUZ"";10797,26;1196205,16;1207002,42"
"""353470 OURINHOS"";1418440,72;13968989,08;15387429,80"
"""353475 OUROESTE"";-;158383,90;158383,90"
"""353520 PALMEIRA D'OESTE"";-;152137,16;152137,16"
"""353530 PALMITAL"";44881,30;1064292,06;1109173,36"
"""353550 PARAGUACU PAULISTA"";34973,10;5235684,31;5270657,41"
"""353580 PARANAPANEMA"";-;317847,15;317847,15"
"""353600 PARAPUA"";-;117450,38;117450,38"
"""353620 PARIQUERA-ACU"";249133,99;11490202,70;11739336,69"
"""353630 PATROCINIO PAULISTA"";-;410721,05;410721,05"
"""353650 PAULINIA"";-;6292993,96;6292993,96"
"""353660 PAULO DE FARIA"";-;66573,32;66573,32"
"""353670 PEDERNEIRAS"";-;1454831,48;1454831,48"
"""353700 PEDREGULHO"";-;364876,68;364876,68"
"""353710 PEDREIRA"";-;595344,54;595344,54"
"""353730 PENAPOLIS"";-;5462521,87;5462521,87"
"""353740 PEREIRA BARRETO"";-;428844,60;428844,60"
"""353760 PERUIBE"";-;331244,76;331244,76"
"""353780 PIEDADE"";-;1289118,45;1289118,45"
"""353790 PILAR DO SUL"";-;435009,08;435009,08"
"""353800 PINDAMONHANGABA"";1522,38;8770410,13;8771932,51"
"""353860 PIRACAIA"";-;132331,26;132331,26"
"""353870 PIRACICABA"";11042423,35;52280419,74;63322843,09"
"""353880 PIRAJU"";-;939381,35;939381,35"
"""353890 PIRAJUI"";-;1835647,80;1835647,80"
"""353900 PIRANGI"";36139,10;319432,11;355571,21"
"""353930 PIRASSUNUNGA"";-;2922409,29;2922409,29"
"""353940 PIRATININGA"";-;72029,35;72029,35"
"""353950 PITANGUEIRAS"";-;740782,24;740782,24"
"""354000 POMPEIA"";-;185938,07;185938,07"
"""354020 PONTAL"";-;905565,78;905565,78"
"""354040 POPULINA"";-;44971,90;44971,90"
"""354060 PORTO FELIZ"";-;2287597,50;2287597,50"
"""354070 PORTO FERREIRA"";9343,75;1852946,82;1862290,57"
"""354080 POTIRENDABA"";-;230586,74;230586,74"
"""354100 PRAIA GRANDE"";7629,45;11928394,86;11936024,31"
"""354120 PRESIDENTE BERNARDES"";-;436716,72;436716,72"
"""354130 PRESIDENTE EPITACIO"";7603,66;1057244,77;1064848,43"
"""354140 PRESIDENTE PRUDENTE"";7292417,89;59156576,06;66448993,95"
"""354150 PRESIDENTE VENCESLAU"";8602,84;2748728,08;2757330,92"
"""354160 PROMISSAO"";-;3788109,65;3788109,65"
"""354190 QUELUZ"";-;70289,54;70289,54"
"""354220 RANCHARIA"";15510,57;3456225,53;3471736,10"
"""354240 REGENTE FEIJO"";-;246094,88;246094,88"
"""354260 REGISTRO"";357715,53;11327786,17;11685501,70"
"""354290 RIBEIRAO BONITO"";-;109490,11;109490,11"
"""354300 RIBEIRAO BRANCO"";-;168258,51;168258,51"
"""354330 RIBEIRAO PIRES"";-;1303845,87;1303845,87"
"""354340 RIBEIRAO PRETO"";34036987,90;136684816,31;170721804,21"
"""354380 RINOPOLIS"";-;80073,50;80073,50"
"""354390 RIO CLARO"";24536,30;15587019,66;15611555,96"
"""354400 RIO DAS PEDRAS"";-;268895,84;268895,84"
"""354420 RIOLANDIA"";-;27635,51;27635,51"
"""354425 ROSANA"";-;1658363,26;1658363,26"
"""354490 SALES OLIVEIRA"";-;139992,10;139992,10"
"""354500 SALESOPOLIS"";-;164626,22;164626,22"
"""354520 SALTO"";-;4334022,64;4334022,64"
"""354530 SALTO DE PIRAPORA"";99270,93;1219305,40;1318576,33"
"""354540 SALTO GRANDE"";32486,15;209480,16;241966,31"
"""354560 SANTA ADELIA"";2464,94;278383,60;280848,54"
"""354580 SANTA BARBARA D'OESTE"";533809,94;9650514,06;10184324,00"
"""354630 SANTA CRUZ DAS PALMEIRAS"";-;557128,93;557128,93"
"""354640 SANTA CRUZ DO RIO PARDO"";235493,43;3479274,25;3714767,68"
"""354660 SANTA FE DO SUL"";59480,23;3041202,47;3100682,70"
"""354680 SANTA ISABEL"";-;2584045,25;2584045,25"
"""354730 SANTANA DE PARNAIBA"";-;1179687,20;1179687,20"
"""354750 SANTA RITA DO PASSA QUATRO"";-;1657716,45;1657716,45"
"""354760 SANTA ROSA DE VITERBO"";-;262483,91;262483,91"
"""354770 SANTO ANASTACIO"";-;664493,06;664493,06"
"""354780 SANTO ANDRE"";8394554,34;75984363,04;84378917,38"
"""354790 SANTO ANTONIO DA ALEGRIA"";-;52171,83;52171,83"
"""354850 SANTOS"";3768316,85;62201400,13;65969716,98"
"""354860 SAO BENTO DO SAPUCAI"";-;170434,77;170434,77"
"""354870 SAO BERNARDO DO CAMPO"";16879928,71;58057935,25;74937863,96"
"""354880 SAO CAETANO DO SUL"";693864,48;16152858,36;16846722,84"
"""354890 SAO CARLOS"";3830106,74;27604741,13;31434847,87"
"""354910 SAO JOAO DA BOA VISTA"";372414,88;8190599,75;8563014,63"
"""354940 SAO JOAQUIM DA BARRA"";9354,92;3178107,97;3187462,89"
"""354970 SAO JOSE DO RIO PARDO"";13540,19;4338532,93;4352073,12"
"""354980 SAO JOSE DO RIO PRETO"";74010935,38;159401054,33;233411989,71"
"""354990 SAO JOSE DOS CAMPOS"";12516660,74;85003036,02;97519696,76"
"""355000 SAO LUIS DO PARAITINGA"";-;46415,98;46415,98"
"""355010 SAO MANUEL"";-;477474,14;477474,14"
"""355020 SAO MIGUEL ARCANJO"";-;844232,29;844232,29"
"""355030 SAO PAULO"";353893136,77;1049698957,61;1403592094,38"
"""355040 SAO PEDRO"";594080,08;2697880,70;3291960,78"
"""355060 SAO ROQUE"";-;3946372,64;3946372,64"
"""355070 SAO SEBASTIAO"";9077,36;4221316,43;4230393,79"
"""355080 SAO SEBASTIAO DA GRAMA"";9625,94;189349,23;198975,17"
"""355090 SAO SIMAO"";-;150760,98;150760,98"
"""355100 SAO VICENTE"";73887,08;8914443,36;8988330,44"
"""355150 SERRANA"";-;4770123,74;4770123,74"
"""355160 SERRA NEGRA"";-;484493,26;484493,26"
"""355170 SERTAOZINHO"";29458,97;10328142,56;10357601,53"
"""355200 SILVEIRAS"";-;12530,70;12530,70"
"""355210 SOCORRO"";31218,33;2413793,71;2445012,04"
"""355220 SOROCABA"";12847232,07;92749495,53;105596727,60"
"""355230 SUD MENNUCCI"";-;156463,73;156463,73"
"""355240 SUMARE"";50730,78;25277569,47;25328300,25"
"""355250 SUZANO"";-;5850422,71;5850422,71"
"""355260 TABAPUA"";-;271970,08;271970,08"
"""355270 TABATINGA"";9130,94;408421,63;417552,57"
"""355280 TABOAO DA SERRA"";5861570,60;26190009,19;32051579,79"
"""355300 TAGUAI"";-;237980,19;237980,19"
"""355330 TAMBAU"";-;571094,33;571094,33"
"""355340 TANABI"";-;964066,96;964066,96"
"""355360 TAPIRATIBA"";-;203243,58;203243,58"
"""355370 TAQUARITINGA"";4465,66;3260832,92;3265298,58"
"""355380 TAQUARITUBA"";-;839409,76;839409,76"
"""355400 TATUI"";-;4368265,52;4368265,52"
"""355410 TAUBATE"";7053909,39;46173622,50;53227531,89"
"""355430 TEODORO SAMPAIO"";-;344241,36;344241,36"
"""355440 TERRA ROXA"";-;45495,06;45495,06"
"""355450 TIETE"";-;974025,43;974025,43"
"""355470 TORRINHA"";-;32963,49;32963,49"
"""355500 TUPA"";26011,75;15127963,01;15153974,76"
"""355510 TUPI PAULISTA"";-;546424,50;546424,50"
"""355540 UBATUBA"";27047,22;2933058,81;2960106,03"
"""355580 URANIA"";-;68011,08;68011,08"
"""355600 URUPES"";-;185815,36;185815,36"
"""355620 VALINHOS"";-;6429241,38;6429241,38"
"""355630 VALPARAISO"";-;397067,29;397067,29"
"""355640 VARGEM GRANDE DO SUL"";25565,10;1228837,41;1254402,51"
"""355650 VARZEA PAULISTA"";-;45080,18;45080,18"
"""355670 VINHEDO"";17907,84;3457208,94;3475116,78"
"""355680 VIRADOURO"";-;149377,43;149377,43"
"""355700 VOTORANTIM"";-;3932095,32;3932095,32"
"""355710 VOTUPORANGA"";3849731,64;13365562,56;17215294,20"
"""355720 CHAVANTES"";35733,91;495500,92;531234,83"
"""410050 ALTONIA"";66561,22;360241,66;426802,88"
"""410060 ALTO PARANA"";-;346522,09;346522,09"
"""410080 ALVORADA DO SUL"";-;27954,68;27954,68"
"""410090 AMAPORA"";-;25172,65;25172,65"
"""410100 AMPERE"";-;787746,71;787746,71"
"""410110 ANDIRA"";-;410488,40;410488,40"
"""410120 ANTONINA"";-;214357,06;214357,06"
"""410140 APUCARANA"";147345,43;24193914,82;24341260,25"
"""410150 ARAPONGAS"";33279007,73;45646356,01;78925363,74"
"""410160 ARAPOTI"";112632,13;2291349,92;2403982,05"
"""410170 ARARUNA"";9872,96;182592,31;192465,27"
"""410180 ARAUCARIA"";7086,06;7498578,77;7505664,83"
"""410190 ASSAI"";-;56462,53;56462,53"
"""410200 ASSIS CHATEAUBRIAND"";69825,92;5531469,20;5601295,12"
"""410210 ASTORGA"";92745,52;1608010,47;1700755,99"
"""410240 BANDEIRANTES"";18445,03;3837010,67;3855455,70"
"""410280 BELA VISTA DO PARAISO"";-;77143,82;77143,82"
"""410290 BITURUNA"";-;228657,92;228657,92"
"""410305 BOA VISTA DA APARECIDA"";-;197653,43;197653,43"
"""410310 BOCAIUVA DO SUL"";-;5633,95;5633,95"
"""410360 CAMBARA"";25147,10;202645,76;227792,86"
"""410370 CAMBE"";140976,36;3472697,97;3613674,33"
"""410390 CAMPINA DA LAGOA"";-;774246,85;774246,85"
"""410400 CAMPINA GRANDE DO SUL"";61498627,52;56430415,94;117929043,46"
"""410420 CAMPO LARGO"";36607019,79;185332036,16;221939055,95"
"""410430 CAMPO MOURAO"";3687278,36;21287869,12;24975147,48"
"""410440 CANDIDO DE ABREU"";2650,78;214639,03;217289,81"
"""410442 CANDOI"";-;661374,86;661374,86"
"""410450 CAPANEMA"";-;794914,80;794914,80"
"""410460 CAPITAO LEONIDAS MARQUES"";1651,48;650528,10;652179,58"
"""410470 CARLOPOLIS"";457481,61;3228639,82;3686121,43"
"""410480 CASCAVEL"";11149970,06;89391991,36;100541961,42"
"""410490 CASTRO"";830852,08;2930366,00;3761218,08"
"""410510 CENTENARIO DO SUL"";-;95844,47;95844,47"
"""410520 CERRO AZUL"";-;239512,99;239512,99"
"""410530 CEU AZUL"";384145,09;1224839,30;1608984,39"
"""410540 CHOPINZINHO"";-;3083877,37;3083877,37"
"""410550 CIANORTE"";189858,32;8642735,25;8832593,57"
"""410560 CIDADE GAUCHA"";-;219720,00;219720,00"
"""410570 CLEVELANDIA"";-;349608,71;349608,71"
"""410580 COLOMBO"";169974,96;1665526,39;1835501,35"
"""410590 COLORADO"";101277,38;6951589,08;7052866,46"
"""410620 CONTENDA"";-;41651,19;41651,19"
"""410630 CORBELIA"";82476,78;1619124,54;1701601,32"
"""410640 CORNELIO PROCOPIO"";5386,90;8482934,34;8488321,24"
"""410650 CORONEL VIVIDA"";65233,88;515982,63;581216,51"
"""410660 CRUZEIRO DO OESTE"";121088,13;290821,01;411909,14"
"""410670 CRUZEIRO DO SUL"";-;20867,62;20867,62"
"""410680 CRUZ MACHADO"";-;219875,99;219875,99"
"""410690 CURITIBA"";88946888,69;329480585,52;418427474,21"
"""410710 DIAMANTE DO NORTE"";-;16378,11;16378,11"
"""410720 DOIS VIZINHOS"";116851,27;2068150,20;2185001,47"
"""410750 ENGENHEIRO BELTRAO"";53338,91;569838,15;623177,06"
"""410753 ENTRE RIOS DO OESTE"";-;147958,94;147958,94"
