"""Munic¡pio"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""06 M‚dia e Alta Complexidade (MAC)"";""Total"""
"""211027 SANTO AMARO DO MARANHAO"";-;131740,48;131740,48"
"""211030 SANTO ANTONIO DOS LOPES"";-;277473,70;277473,70"
"""211040 SAO BENEDITO DO RIO PRETO"";-;281697,15;281697,15"
"""211050 SAO BENTO"";-;774769,43;774769,43"
"""211060 SAO BERNARDO"";-;679912,81;679912,81"
"""211065 SAO DOMINGOS DO AZEITAO"";-;190621,89;190621,89"
"""211070 SAO DOMINGOS DO MARANHAO"";-;791689,02;791689,02"
"""211080 SAO FELIX DE BALSAS"";-;110946,17;110946,17"
"""211085 SAO FRANCISCO DO BREJAO"";-;129568,96;129568,96"
"""211090 SAO FRANCISCO DO MARANHAO"";7635,01;315370,96;323005,97"
"""211100 SAO JOAO BATISTA"";-;449509,31;449509,31"
"""211102 SAO JOAO DO CARU"";-;183452,72;183452,72"
"""211107 SAO JOAO DO SOTER"";79062,39;388008,99;467071,38"
"""211110 SAO JOAO DOS PATOS"";-;517206,59;517206,59"
"""211120 SAO JOSE DE RIBAMAR"";224166,78;1415787,81;1639954,59"
"""211125 SAO JOSE DOS BASILIOS"";-;134489,17;134489,17"
"""211130 SAO LUIS"";25025574,36;207133670,71;232159245,07"
"""211140 SAO LUIS GONZAGA DO MARANHAO"";-;585067,30;585067,30"
"""211150 SAO MATEUS DO MARANHAO"";-;758085,07;758085,07"
"""211153 SAO PEDRO DA AGUA BRANCA"";-;340292,25;340292,25"
"""211157 SAO PEDRO DOS CRENTES"";5978,04;325668,48;331646,52"
"""211160 SAO RAIMUNDO DAS MANGABEIRAS"";-;570563,98;570563,98"
"""211163 SAO RAIMUNDO DO DOCA BEZERRA"";-;34385,17;34385,17"
"""211170 SAO VICENTE FERRER"";-;440715,00;440715,00"
"""211172 SATUBINHA"";-;335429,67;335429,67"
"""211174 SENADOR ALEXANDRE COSTA"";-;250209,88;250209,88"
"""211178 SERRANO DO MARANHAO"";-;215527,03;215527,03"
"""211180 SITIO NOVO"";-;489733,00;489733,00"
"""211190 SUCUPIRA DO NORTE"";-;296177,37;296177,37"
"""211195 SUCUPIRA DO RIACHAO"";-;91274,31;91274,31"
"""211200 TASSO FRAGOSO"";-;76708,47;76708,47"
"""211210 TIMBIRAS"";661631,77;1439726,01;2101357,78"
"""211220 TIMON"";1379286,65;6373403,13;7752689,78"
"""211223 TRIZIDELA DO VALE"";-;509704,18;509704,18"
"""211227 TUFILANDIA"";-;31851,70;31851,70"
"""211230 TUNTUM"";40128,93;640796,68;680925,61"
"""211240 TURIACU"";-;581383,88;581383,88"
"""211250 TUTOIA"";-;848959,93;848959,93"
"""211260 URBANO SANTOS"";-;708664,76;708664,76"
"""211270 VARGEM GRANDE"";-;661681,77;661681,77"
"""211280 VIANA"";267946,46;1594046,17;1861992,63"
"""211285 VILA NOVA DOS MARTIRIOS"";-;251843,76;251843,76"
"""211290 VITORIA DO MEARIM"";-;384139,35;384139,35"
"""211300 VITORINO FREIRE"";-;903308,47;903308,47"
"""211400 ZE DOCA"";-;1525476,16;1525476,16"
"""220010 AGRICOLANDIA"";-;20541,00;20541,00"
"""220020 AGUA BRANCA"";40946,90;358242,22;399189,12"
"""220030 ALTO LONGA"";-;97519,38;97519,38"
"""220040 ALTOS"";-;717004,68;717004,68"
"""220050 AMARANTE"";54630,39;326658,69;381289,08"
"""220100 ARRAIAL"";-;39024,62;39024,62"
"""220120 BARRAS"";286911,64;1222649,58;1509561,22"
"""220150 BATALHA"";-;374634,80;374634,80"
"""220160 BENEDITINOS"";-;39358,98;39358,98"
"""220190 BOM JESUS"";402011,87;2959727,98;3361739,85"
"""220220 CAMPO MAIOR"";466920,61;2707218,43;3174139,04"
"""220230 CANTO DO BURITI"";9246,66;697658,86;706905,52"
"""220260 CASTELO DO PIAUI"";-;181378,79;181378,79"
"""220270 COCAL"";-;178183,10;178183,10"
"""220290 CORRENTE"";118610,16;763332,11;881942,27"
"""220310 CRISTINO CASTRO"";-;419991,90;419991,90"
"""220320 CURIMATA"";-;498356,37;498356,37"
"""220330 DEMERVAL LOBAO"";217037,29;527632,83;744670,12"
"""220350 ELESBAO VELOSO"";-;285061,50;285061,50"
"""220370 ESPERANTINA"";690431,37;1991935,59;2682366,96"
"""220390 FLORIANO"";611863,32;12797594,39;13409457,71"
"""220400 FRANCINOPOLIS"";-;20959,04;20959,04"
"""220430 FRONTEIRAS"";-;1522440,47;1522440,47"
"""220450 GUADALUPE"";-;321724,92;321724,92"
"""220470 INHUMA"";-;82381,87;82381,87"
"""220480 IPIRANGA DO PIAUI"";-;27951,32;27951,32"
"""220510 ITAUEIRA"";-;230322,12;230322,12"
"""220520 JAICOS"";-;658711,82;658711,82"
"""220540 JOAQUIM PIRES"";-;25043,69;25043,69"
"""220550 JOSE DE FREITAS"";-;663526,72;663526,72"
"""220570 LUIS CORREIA"";-;49193,95;49193,95"
"""220580 LUZILANDIA"";1400772,20;1430757,46;2831529,66"
"""220590 MANOEL EMIDIO"";-;30343,39;30343,39"
"""220620 MIGUEL ALVES"";-;607149,92;607149,92"
"""220650 MONSENHOR HIPOLITO"";-;71818,21;71818,21"
"""220700 OEIRAS"";707958,81;5308415,75;6016374,56"
"""220730 PAES LANDIM"";-;19714,72;19714,72"
"""220760 PARNAGUA"";-;833793,15;833793,15"
"""220770 PARNAIBA"";3195499,40;18868813,27;22064312,67"
"""220780 PAULISTANA"";-;648794,08;648794,08"
"""220790 PEDRO II"";-;1303610,08;1303610,08"
"""220800 PICOS"";50977,09;8712490,95;8763468,04"
"""220810 PIMENTEIRAS"";-;44351,66;44351,66"
"""220820 PIO IX"";-;91723,70;91723,70"
"""220830 PIRACURUCA"";-;450190,05;450190,05"
"""220840 PIRIPIRI"";479359,29;4070262,61;4549621,90"
"""220850 PORTO"";-;152646,99;152646,99"
"""220880 REGENERACAO"";-;766854,57;766854,57"
"""220890 RIBEIRO GONCALVES"";-;48803,46;48803,46"
"""220960 SAO FELIX DO PIAUI"";-;7215,60;7215,60"
"""221000 SAO JOAO DO PIAUI"";-;571763,38;571763,38"
"""221040 SAO MIGUEL DO TAPUIO"";-;224642,73;224642,73"
"""221050 SAO PEDRO DO PIAUI"";-;152603,49;152603,49"
"""221060 SAO RAIMUNDO NONATO"";753298,72;7908699,45;8661998,17"
"""221070 SIMOES"";-;896894,63;896894,63"
"""221080 SIMPLICIO MENDES"";-;201680,99;201680,99"
"""221100 TERESINA"";17195285,44;153276914,94;170472200,38"
"""221110 UNIAO"";-;439050,58;439050,58"
"""221120 URUCUI"";188847,70;906351,61;1095199,31"
"""221130 VALENCA DO PIAUI"";371166,58;1284276,44;1655443,02"
"""221170 WALL FERRAZ"";-;127858,10;127858,10"
"""230020 ACARAU"";15711,67;1590608,39;1606320,06"
"""230030 ACOPIARA"";76608,82;971242,48;1047851,30"
"""230040 AIUABA"";-;108685,43;108685,43"
"""230060 ALTANEIRA"";-;75083,08;75083,08"
"""230070 ALTO SANTO"";-;151378,94;151378,94"
"""230075 AMONTADA"";-;126540,39;126540,39"
"""230080 ANTONINA DO NORTE"";-;35879,72;35879,72"
"""230090 APUIARES"";-;40052,70;40052,70"
"""230100 AQUIRAZ"";17454,56;1205052,07;1222506,63"
"""230110 ARACATI"";35254,95;2729828,85;2765083,80"
"""230120 ARACOIABA"";14654,18;2491125,22;2505779,40"
"""230125 ARARENDA"";-;53072,99;53072,99"
"""230130 ARARIPE"";-;237080,38;237080,38"
"""230140 ARATUBA"";-;92777,88;92777,88"
"""230150 ARNEIROZ"";-;2091,04;2091,04"
"""230160 ASSARE"";-;244481,62;244481,62"
"""230170 AURORA"";-;1122361,58;1122361,58"
"""230180 BAIXIO"";-;22484,25;22484,25"
"""230185 BANABUIU"";-;145666,31;145666,31"
"""230190 BARBALHA"";7875354,36;37557747,30;45433101,66"
"""230195 BARREIRA"";-;53369,08;53369,08"
"""230200 BARRO"";-;112799,44;112799,44"
"""230210 BATURITE"";-;1061894,46;1061894,46"
"""230220 BEBERIBE"";-;542047,13;542047,13"
"""230230 BELA CRUZ"";-;340688,99;340688,99"
"""230240 BOA VIAGEM"";-;920724,19;920724,19"
"""230250 BREJO SANTO"";82557,56;9506984,37;9589541,93"
"""230260 CAMOCIM"";-;1983255,47;1983255,47"
"""230270 CAMPOS SALES"";-;448967,15;448967,15"
"""230280 CANINDE"";37366,57;5487201,20;5524567,77"
"""230290 CAPISTRANO"";-;59916,72;59916,72"
"""230300 CARIDADE"";-;28500,43;28500,43"
"""230310 CARIRE"";-;167600,10;167600,10"
"""230320 CARIRIACU"";-;169871,42;169871,42"
"""230330 CARIUS"";-;180216,20;180216,20"
"""230340 CARNAUBAL"";-;352436,05;352436,05"
"""230350 CASCAVEL"";3570,80;1028060,01;1031630,81"
"""230360 CATARINA"";-;131788,20;131788,20"
"""230365 CATUNDA"";-;75518,79;75518,79"
"""230370 CAUCAIA"";378202,12;4677516,96;5055719,08"
"""230380 CEDRO"";-;1298323,70;1298323,70"
"""230390 CHAVAL"";-;55137,21;55137,21"
"""230393 CHORO"";-;47176,22;47176,22"
"""230395 CHOROZINHO"";-;74244,37;74244,37"
"""230400 COREAU"";-;113178,10;113178,10"
"""230410 CRATEUS"";-;5932547,18;5932547,18"
"""230420 CRATO"";410922,04;15635689,35;16046611,39"
"""230423 CROATA"";15882,50;253940,09;269822,59"
"""230425 CRUZ"";34302,40;586555,79;620858,19"
"""230426 DEPUTADO IRAPUAN PINHEIRO"";-;71529,60;71529,60"
"""230427 ERERE"";-;13900,59;13900,59"
"""230428 EUSEBIO"";44855,13;4108813,03;4153668,16"
"""230430 FARIAS BRITO"";-;314153,45;314153,45"
"""230440 FORTALEZA"";74548642,18;357380607,81;431929249,99"
"""230445 FORTIM"";-;77331,26;77331,26"
"""230450 FRECHEIRINHA"";-;186670,96;186670,96"
"""230460 GENERAL SAMPAIO"";-;24885,51;24885,51"
"""230470 GRANJA"";44480,18;965667,74;1010147,92"
"""230480 GRANJEIRO"";-;50316,75;50316,75"
"""230490 GROAIRAS"";-;69317,63;69317,63"
"""230495 GUAIUBA"";-;4858,39;4858,39"
"""230500 GUARACIABA DO NORTE"";19864,39;544530,57;564394,96"
"""230520 HIDROLANDIA"";-;235749,74;235749,74"
"""230523 HORIZONTE"";78678,21;976680,33;1055358,54"
"""230526 IBARETAMA"";-;34344,59;34344,59"
"""230530 IBIAPINA"";-;409228,22;409228,22"
"""230540 ICO"";-;1816049,77;1816049,77"
"""230550 IGUATU"";80007,78;6701890,18;6781897,96"
"""230560 INDEPENDENCIA"";-;139388,77;139388,77"
"""230565 IPAPORANGA"";-;110717,64;110717,64"
"""230570 IPAUMIRIM"";-;81982,05;81982,05"
"""230580 IPU"";19397,62;1388108,55;1407506,17"
"""230590 IPUEIRAS"";-;387972,77;387972,77"
"""230600 IRACEMA"";-;218927,73;218927,73"
"""230610 IRAUCUBA"";-;158465,26;158465,26"
"""230620 ITAICABA"";-;8684,59;8684,59"
"""230625 ITAITINGA"";-;232627,93;232627,93"
"""230630 ITAPAJE"";-;320071,27;320071,27"
"""230640 ITAPIPOCA"";37368,94;11255699,83;11293068,77"
"""230650 ITAPIUNA"";-;51300,50;51300,50"
"""230655 ITAREMA"";30029,18;714024,29;744053,47"
"""230670 JAGUARETAMA"";46889,55;330217,25;377106,80"
"""230680 JAGUARIBARA"";19900,44;154310,21;174210,65"
"""230690 JAGUARIBE"";39489,62;649146,05;688635,67"
"""230700 JAGUARUANA"";-;188036,90;188036,90"
"""230710 JARDIM"";-;229601,30;229601,30"
"""230720 JATI"";-;27579,60;27579,60"
"""230725 JIJOCA DE JERICOACOARA"";-;298570,40;298570,40"
"""230730 JUAZEIRO DO NORTE"";146209,30;26456149,30;26602358,60"
"""230740 JUCAS"";-;424867,63;424867,63"
"""230750 LAVRAS DA MANGABEIRA"";-;919170,39;919170,39"
"""230760 LIMOEIRO DO NORTE"";-;9213387,05;9213387,05"
"""230763 MADALENA"";-;110577,60;110577,60"
"""230765 MARACANAU"";421687,13;12111118,01;12532805,14"
"""230770 MARANGUAPE"";-;940432,10;940432,10"
"""230780 MARCO"";-;350281,80;350281,80"
"""230790 MARTINOPOLE"";-;78874,61;78874,61"
"""230800 MASSAPE"";-;202842,50;202842,50"
"""230810 MAURITI"";98394,86;1058779,97;1157174,83"
"""230820 MERUOCA"";-;102731,33;102731,33"
"""230830 MILAGRES"";-;340673,37;340673,37"
"""230835 MILHA"";-;121023,83;121023,83"
"""230840 MISSAO VELHA"";4230,91;1143687,64;1147918,55"
"""230850 MOMBACA"";-;914715,42;914715,42"
"""230860 MONSENHOR TABOSA"";-;180008,11;180008,11"
"""230870 MORADA NOVA"";159912,29;889294,61;1049206,90"
"""230880 MORAUJO"";-;22988,18;22988,18"
"""230890 MORRINHOS"";-;112702,76;112702,76"
"""230900 MUCAMBO"";-;480183,46;480183,46"
"""230910 MULUNGU"";-;56166,60;56166,60"
"""230920 NOVA OLINDA"";-;81765,70;81765,70"
"""230930 NOVA RUSSAS"";46459,33;592162,81;638622,14"
"""230940 NOVO ORIENTE"";-;295738,78;295738,78"
"""230945 OCARA"";-;103345,59;103345,59"
"""230950 OROS"";6821,02;301894,67;308715,69"
"""230960 PACAJUS"";-;258915,85;258915,85"
"""230970 PACATUBA"";135,00;172515,12;172650,12"
"""230980 PACOTI"";-;33132,41;33132,41"
"""231010 PALMACIA"";-;23676,65;23676,65"
"""231020 PARACURU"";1559,83;351052,89;352612,72"
"""231025 PARAIPABA"";-;117245,07;117245,07"
"""231030 PARAMBU"";-;977191,15;977191,15"
"""231040 PARAMOTI"";-;69783,48;69783,48"
"""231050 PEDRA BRANCA"";-;352961,39;352961,39"
"""231060 PENAFORTE"";-;243027,96;243027,96"
"""231070 PENTECOSTE"";17065,79;347639,33;364705,12"
"""231080 PEREIRO"";-;232110,99;232110,99"
"""231085 PINDORETAMA"";-;117550,97;117550,97"
"""231090 PIQUET CARNEIRO"";-;205756,73;205756,73"
"""231100 PORANGA"";-;52950,24;52950,24"
"""231110 PORTEIRAS"";-;163726,36;163726,36"
"""231120 POTENGI"";-;65436,15;65436,15"
"""231126 QUITERIANOPOLIS"";-;103923,72;103923,72"
"""231130 QUIXADA"";29522,00;6842530,43;6872052,43"
"""231135 QUIXELO"";-;233921,76;233921,76"
"""231140 QUIXERAMOBIM"";51025,57;14379634,79;14430660,36"
"""231150 QUIXERE"";-;185874,90;185874,90"
"""231160 REDENCAO"";-;641439,82;641439,82"
"""231170 RERIUTABA"";-;131126,87;131126,87"
"""231180 RUSSAS"";25590,54;3017884,15;3043474,69"
"""231190 SABOEIRO"";-;84559,53;84559,53"
"""231195 SALITRE"";-;127436,67;127436,67"
"""231200 SANTANA DO ACARAU"";-;207263,31;207263,31"
"""231210 SANTANA DO CARIRI"";-;119909,78;119909,78"
"""231220 SANTA QUITERIA"";-;493096,94;493096,94"
"""231230 SAO BENEDITO"";-;894814,54;894814,54"
"""231240 SAO GONCALO DO AMARANTE"";14921,54;3523665,61;3538587,15"
"""231260 SAO LUIS DO CURU"";-;14127,60;14127,60"
"""231270 SENADOR POMPEU"";-;196105,05;196105,05"
"""231290 SOBRAL"";8379180,91;67270409,36;75649590,27"
"""231300 SOLONOPOLE"";-;153586,22;153586,22"
"""231310 TABULEIRO DO NORTE"";96393,55;525158,21;621551,76"
"""231320 TAMBORIL"";10264,98;324968,08;335233,06"
"""231325 TARRAFAS"";-;73537,37;73537,37"
"""231330 TAUA"";4110,01;6604139,02;6608249,03"
"""231335 TEJUCUOCA"";-;33345,02;33345,02"
"""231340 TIANGUA"";116138,02;7414451,64;7530589,66"
"""231350 TRAIRI"";-;373199,46;373199,46"
"""231355 TURURU"";-;36373,80;36373,80"
"""231360 UBAJARA"";-;533519,05;533519,05"
"""231370 UMARI"";-;47176,37;47176,37"
"""231375 UMIRIM"";-;38049,91;38049,91"
"""231380 URUBURETAMA"";-;89984,75;89984,75"
"""231390 URUOCA"";-;17910,77;17910,77"
"""231395 VARJOTA"";-;146306,39;146306,39"
"""231400 VARZEA ALEGRE"";54908,47;1769247,62;1824156,09"
"""231410 VICOSA DO CEARA"";-;1229749,59;1229749,59"
"""240020 ACU"";764252,85;847359,26;1611612,11"
"""240030 AFONSO BEZERRA"";135,00;16631,01;16766,01"
"""240050 ALEXANDRIA"";109349,74;3167655,75;3277005,49"
"""240060 ALMINO AFONSO"";131386,74;3348999,41;3480386,15"
"""240070 ALTO DO RODRIGUES"";-;37471,10;37471,10"
"""240080 ANGICOS"";13666,27;159239,00;172905,27"
"""240090 ANTONIO MARTINS"";-;177761,10;177761,10"
"""240100 APODI"";438983,85;574314,57;1013298,42"
"""240110 AREIA BRANCA"";-;236155,13;236155,13"
"""240145 BARAUNA"";-;71512,58;71512,58"
"""240180 BREJINHO"";-;24198,48;24198,48"
"""240200 CAICO"";221561,15;5164520,26;5386081,41"
"""240230 CARAUBAS"";166672,85;242612,42;409285,27"
"""240250 CARNAUBAIS"";-;18782,64;18782,64"
"""240260 CEARA-MIRIM"";54729,87;1661691,71;1716421,58"
"""240270 CERRO CORA"";-;45016,31;45016,31"
"""240280 CORONEL EZEQUIEL"";-;1423,02;1423,02"
"""240290 CORONEL JOAO PESSOA"";-;7636,13;7636,13"
"""240310 CURRAIS NOVOS"";2225666,09;4799628,89;7025294,98"
"""240320 DOUTOR SEVERIANO"";-;38102,14;38102,14"
"""240325 PARNAMIRIM"";321803,99;11764007,78;12085811,77"
"""240330 ENCANTO"";-;10071,01;10071,01"
"""240340 EQUADOR"";-;33282,89;33282,89"
"""240360 EXTREMOZ"";-;162241,52;162241,52"
"""240370 FELIPE GUERRA"";-;18986,89;18986,89"
"""240400 FRUTUOSO GOMES"";-;90581,20;90581,20"
"""240420 GOIANINHA"";-;70712,33;70712,33"
"""240450 GUAMARE"";51529,92;417276,55;468806,47"
"""240485 ITAJA"";-;1519,22;1519,22"
"""240520 JANDUIS"";-;83592,35;83592,35"
"""240530 JANUARIO CICCO"";-;18553,70;18553,70"
"""240560 JARDIM DE PIRANHAS"";-;91755,77;91755,77"
"""240570 JARDIM DO SERIDO"";-;118904,73;118904,73"
"""240580 JOAO CAMARA"";560043,19;415012,43;975055,62"
"""240600 JOSE DA PENHA"";-;25184,82;25184,82"
"""240610 JUCURUTU"";-;550666,10;550666,10"
"""240650 LAGOA NOVA"";-;36625,07;36625,07"
"""240670 LAJES"";-;145673,58;145673,58"
"""240690 LUCRECIA"";-;86879,82;86879,82"
"""240710 MACAIBA"";-;2661895,13;2661895,13"
"""240720 MACAU"";24898,51;278379,23;303277,74"
"""240725 MAJOR SALES"";-;20002,12;20002,12"
"""240740 MARTINS"";-;91415,43;91415,43"
"""240760 MESSIAS TARGINO"";-;9213,36;9213,36"
"""240780 MONTE ALEGRE"";-;119686,70;119686,70"
"""240800 MOSSORO"";6417047,30;52945724,02;59362771,32"
"""240810 NATAL"";29071413,88;193901938,47;222973352,35"
"""240830 NOVA CRUZ"";-;136765,77;136765,77"
"""240890 PARELHAS"";-;123683,66;123683,66"
"""240910 PASSA E FICA"";-;150294,61;150294,61"
"""240930 PATU"";-;69688,40;69688,40"
"""240940 PAU DOS FERROS"";205818,86;4558581,06;4764399,92"
"""240980 PEDRO VELHO"";-;19539,36;19539,36"
"""240990 PENDENCIAS"";-;50841,33;50841,33"
"""241000 PILOES"";-;27536,09;27536,09"
"""241030 SERRA CAIADA"";-;21423,05;21423,05"
"""241060 RAFAEL GODEIRO"";-;91293,14;91293,14"
"""241070 RIACHO DA CRUZ"";-;33464,07;33464,07"
"""241100 RODOLFO FERNANDES"";-;907,76;907,76"
"""241120 SANTA CRUZ"";-;3478362,83;3478362,83"
"""241140 SANTANA DO MATOS"";-;82900,14;82900,14"
"""241142 SANTANA DO SERIDO"";-;21445,02;21445,02"
"""241150 SANTO ANTONIO"";998057,51;1134228,42;2132285,93"
"""241200 SAO GONCALO DO AMARANTE"";-;1772060,96;1772060,96"
"""241220 SAO JOSE DE MIPIBU"";-;2370434,88;2370434,88"
"""241230 SAO JOSE DO CAMPESTRE"";-;37446,19;37446,19"
"""241240 SAO JOSE DO SERIDO"";-;20292,77;20292,77"
"""241250 SAO MIGUEL"";-;34466,20;34466,20"
"""241260 SAO PAULO DO POTENGI"";-;515613,72;515613,72"
"""241280 SAO RAFAEL"";-;62441,07;62441,07"
"""241300 SAO VICENTE"";-;16488,19;16488,19"
"""241330 SERRA DE SAO BENTO"";-;20442,58;20442,58"
"""241335 SERRA DO MEL"";-;42256,64;42256,64"
"""241340 SERRA NEGRA DO NORTE"";-;23860,25;23860,25"
"""241355 SERRINHA DOS PINTOS"";-;38918,72;38918,72"
"""241360 SEVERIANO MELO"";-;43354,77;43354,77"
"""241380 TABOLEIRO GRANDE"";-;13688,14;13688,14"
"""241400 TANGARA"";-;24806,91;24806,91"
"""241410 TENENTE ANANIAS"";147787,22;1828466,75;1976253,97"
"""241420 TIBAU DO SUL"";-;26727,67;26727,67"
"""241440 TOUROS"";-;139947,28;139947,28"
"""241445 TRIUNFO POTIGUAR"";-;7122,95;7122,95"
"""241450 UMARIZAL"";-;2336,67;2336,67"
"""241460 UPANEMA"";-;44381,46;44381,46"
"""241475 VENHA-VER"";-;5419,31;5419,31"
"""250010 AGUA BRANCA"";-;88766,82;88766,82"
"""250030 ALAGOA GRANDE"";-;121347,70;121347,70"
"""250040 ALAGOA NOVA"";-;141669,67;141669,67"
"""250070 SAO JOAO DO RIO DO PEIXE"";-;135883,24;135883,24"
"""250090 ARARA"";-;4454,17;4454,17"
"""250110 AREIA"";-;89851,91;89851,91"
"""250130 AROEIRAS"";-;130711,39;130711,39"
"""250150 BANANEIRAS"";-;24705,02;24705,02"
"""250180 BAYEUX"";-;704098,22;704098,22"
"""250190 BELEM"";123644,36;154276,79;277921,15"
"""250200 BELEM DO BREJO DO CRUZ"";-;13563,08;13563,08"
"""250230 BOM SUCESSO"";-;7004,85;7004,85"
"""250240 BONITO DE SANTA FE"";-;66968,25;66968,25"
"""250250 BOQUEIRAO"";-;123789,97;123789,97"
"""250280 BREJO DO CRUZ"";-;72517,68;72517,68"
"""250300 CAAPORA"";-;375527,72;375527,72"
"""250320 CABEDELO"";-;957384,34;957384,34"
"""250350 CACIMBA DE DENTRO"";-;11536,40;11536,40"
"""250370 CAJAZEIRAS"";624052,45;6012572,72;6636625,17"
"""250400 CAMPINA GRANDE"";14608516,46;70987403,67;85595920,13"
"""250430 CATOLE DO ROCHA"";169902,96;821423,30;991326,26"
"""250440 CONCEICAO"";-;287295,44;287295,44"
"""250480 COREMAS"";-;182597,05;182597,05"
"""250510 CUITE"";-;331743,34;331743,34"
"""250600 ESPERANCA"";-;167444,97;167444,97"
"""250630 GUARABIRA"";220781,99;4023986,63;4244768,62"
"""250690 ITABAIANA"";232518,54;696192,81;928711,35"
"""250700 ITAPORANGA"";235728,35;726593,64;962321,99"
"""250710 ITAPOROROCA"";52617,42;35680,25;88297,67"
"""250740 JERICO"";310,00;38636,87;38946,87"
"""250750 JOAO PESSOA"";15507301,38;137332610,27;152839911,65"
"""250770 JUAZEIRINHO"";-;57655,73;57655,73"
"""250800 JURU"";-;44131,73;44131,73"
"""250830 LAGOA SECA"";-;88667,09;88667,09"
"""250890 MAMANGUAPE"";603357,74;3806143,46;4409501,20"
"""250920 MASSARANDUBA"";-;12343,44;12343,44"
"""250970 MONTEIRO"";106419,56;1394973,44;1501393,00"
"""251080 PATOS"";776302,70;12536177,07;13312479,77"
"""251090 PAULISTA"";-;95738,45;95738,45"
"""251110 PEDRA LAVRADA"";-;77862,47;77862,47"
"""251120 PEDRAS DE FOGO"";-;389063,59;389063,59"
"""251130 PIANCO"";156341,56;1265403,03;1421744,59"
"""251140 PICUI"";346779,60;984376,59;1331156,19"
"""251200 POCINHOS"";-;23272,99;23272,99"
"""251210 POMBAL"";337249,57;1227509,60;1564759,17"
"""251230 PRINCESA ISABEL"";-;625166,78;625166,78"
"""251250 QUEIMADAS"";352655,34;1364635,96;1717291,30"
"""251340 SANTA LUZIA"";38411,70;141774,96;180186,66"
"""251370 SANTA RITA"";18194546,28;24078573,97;42273120,25"
"""251390 SAO BENTO"";-;397478,37;397478,37"
"""251450 SAO JOSE DE PIRANHAS"";-;146822,20;146822,20"
"""251490 SAO MAMEDE"";-;61672,10;61672,10"
"""251530 SAPE"";-;282653,03;282653,03"
"""251540 SAO VICENTE DO SERIDO"";-;41725,12;41725,12"
"""251550 SERRA BRANCA"";9524,12;275930,19;285454,31"
"""251600 SOLANEA"";517902,14;749099,25;1267001,39"
"""251610 SOLEDADE"";-;86466,29;86466,29"
"""251620 SOUSA"";106548,61;3237520,20;3344068,81"
"""251630 SUME"";12588,11;446939,08;459527,19"
"""251650 TAPEROA"";318329,99;699636,76;1017966,75"
"""251660 TAVARES"";-;237850,39;237850,39"
"""251690 UIRAUNA"";-;601239,82;601239,82"
"""260010 AFOGADOS DA INGAZEIRA"";704325,42;4803994,97;5508320,39"
"""260020 AFRANIO"";123277,81;316929,56;440207,37"
"""260030 AGRESTINA"";-;986379,62;986379,62"
"""260040 AGUA PRETA"";-;88191,83;88191,83"
"""260050 AGUAS BELAS"";-;176095,44;176095,44"
"""260060 ALAGOINHA"";66031,38;48684,79;114716,17"
"""260070 ALIANCA"";-;101760,24;101760,24"
"""260080 ALTINHO"";-;36951,58;36951,58"
"""260090 AMARAJI"";-;56723,78;56723,78"
"""260100 ANGELIM"";-;61601,84;61601,84"
"""260110 ARARIPINA"";293237,60;8542700,91;8835938,51"
"""260120 ARCOVERDE"";664773,30;9972573,64;10637346,94"
"""260130 BARRA DE GUABIRABA"";-;24207,20;24207,20"
"""260140 BARREIROS"";1400809,84;536111,84;1936921,68"
"""260150 BELEM DE MARIA"";-;6780,99;6780,99"
"""260160 BELEM DO SAO FRANCISCO"";-;89108,58;89108,58"
"""260170 BELO JARDIM"";187847,95;450194,62;638042,57"
"""260180 BETANIA"";-;30237,57;30237,57"
"""260190 BEZERROS"";476665,38;7232065,96;7708731,34"
"""260200 BODOCO"";-;196459,91;196459,91"
"""260210 BOM CONSELHO"";-;526011,68;526011,68"
"""260220 BOM JARDIM"";-;45507,06;45507,06"
"""260230 BONITO"";-;361199,16;361199,16"
"""260240 BREJAO"";-;63197,13;63197,13"
"""260250 BREJINHO"";-;56506,81;56506,81"
"""260260 BREJO DA MADRE DE DEUS"";-;154069,43;154069,43"
"""260280 BUIQUE"";-;474595,51;474595,51"
"""260290 CABO DE SANTO AGOSTINHO"";4004856,96;14979732,58;18984589,54"
"""260300 CABROBO"";133779,38;263599,15;397378,53"
"""260310 CACHOEIRINHA"";-;76059,15;76059,15"
"""260320 CAETES"";13746,34;118536,97;132283,31"
"""260330 CALCADO"";-;20907,34;20907,34"
"""260340 CALUMBI"";-;16413,61;16413,61"
"""260345 CAMARAGIBE"";501159,62;234626,66;735786,28"
"""260350 CAMOCIM DE SAO FELIX"";294,00;46889,41;47183,41"
"""260360 CAMUTANGA"";-;7492,42;7492,42"
"""260370 CANHOTINHO"";-;273346,73;273346,73"
"""260380 CAPOEIRAS"";-;85562,25;85562,25"
"""260390 CARNAIBA"";176667,02;150430,44;327097,46"
"""260392 CARNAUBEIRA DA PENHA"";-;49020,20;49020,20"
"""260400 CARPINA"";314000,55;367758,54;681759,09"
"""260410 CARUARU"";4418361,91;47729173,42;52147535,33"
"""260415 CASINHAS"";-;23669,97;23669,97"
"""260420 CATENDE"";-;92754,78;92754,78"
"""260430 CEDRO"";-;35454,96;35454,96"
"""260450 CHA GRANDE"";34904,23;154371,44;189275,67"
"""260460 CONDADO"";-;24373,60;24373,60"
