"""Munic¡pio"";""2008/Jan"";""2008/Fev"";""2008/Mar"";""2008/Abr"";""2008/Mai"";""2008/Jun"";""2008/Jul"";""2008/Ago"";""2008/Set"";""2008/Out"";""2008/Nov"";""2008/Dez"";""2009/Jan"";""2009/Fev"";""2009/Mar"";""2009/Abr"";""2009/Mai"";""2009/Jun"";""2009/Jul"";""2009/Ago"";""2009/Set"";""2009/Out"";""2009/Nov"";""2009/Dez"";""2010/Jan"";""2010/Mar"";""2010/Abr"";""2010/Mai"";""2010/Jun"";""2010/Jul"";""2010/Ago"";""2010/Set"";""2010/Out"";""2010/Nov"";""2010/Dez"";""2011/Jan"";""2011/Fev"";""2011/Mar"";""2011/Abr"";""2011/Mai"";""2011/Jun"";""2011/Jul"";""2011/Ago"";""2011/Set"";""2011/Out"";""2011/Nov"";""2011/Dez"";""2012/Jan"";""2012/Fev"";""2012/Mar"";""2012/Abr"";""2012/Mai"";""2012/Jun"";""2012/Jul"";""2012/Ago"";""2012/Set"";""2012/Out"";""2012/Nov"";""2012/Dez"";""2013/Jan"";""2013/Fev"";""2013/Mar"";""2013/Abr"";""2013/Mai"";""2013/Jun"";""2013/Jul"";""2013/Ago"";""2013/Set"";""2013/Out"";""2013/Nov"";""2013/Dez"";""2014/Jan"";""2014/Fev"";""2014/Mar"";""2014/Abr"";""2014/Mai"";""2014/Jun"";""2014/Jul"";""2014/Ago"";""2014/Set"";""2014/Out"";""2014/Nov"";""2014/Dez"";""2015/Jan"";""2015/Fev"";""2015/Mar"";""2015/Abr"";""2015/Mai"";""2015/Jun"";""2015/Jul"";""2015/Ago"";""2015/Set"";""2015/Out"";""2015/Nov"";""2015/Dez"";""2016/Jan"";""2016/Fev"";""2016/Mar"";""2016/Abr"";""2016/Mai"";""2016/Jun"";""2016/Jul"";""2016/Ago"";""2016/Set"";""2016/Out"";""2016/Nov"";""2016/Dez"";""2017/Jan"";""2017/Fev"";""2017/Mar"";""2017/Abr"";""2017/Mai"";""2017/Jun"";""2017/Jul"";""2017/Ago"";""2017/Set"";""2017/Out"";""2017/Nov"";""2017/Dez"";""2018/Jan"";""2018/Fev"";""2018/Mar"";""2018/Abr"";""2018/Mai"";""2018/Jun"";""2018/Jul"";""2018/Ago"";""2018/Set"";""2018/Out"";""2018/Nov"";""2018/Dez"";""2019/Jan"";""2019/Fev"";""2019/Mar"";""2019/Abr"";""2019/Mai"";""2019/Jun"";""2019/Jul"";""2019/Ago"";""2019/Set"";""2019/Out"";""2019/Nov"";""2019/Dez"";""2020/Jan"";""2020/Fev"";""2020/Mar"";""2020/Abr"";""2020/Mai"";""2020/Jun"";""2020/Jul"";""2020/Ago"";""2020/Set"";""2020/Out"";""2020/Nov"";""2020/Dez"";""2021/Jan"";""2021/Fev"";""2021/Mar"";""2021/Abr"";""2021/Mai"";""2021/Jun"";""2021/Jul"";""2021/Ago"";""2021/Set"";""2021/Out"";""2021/Nov"";""2021/Dez"";""2022/Jan"";""2022/Fev"";""2022/Mar"";""2022/Abr"";""2022/Mai"";""2022/Jun"";""2022/Jul"";""2022/Ago"";""2022/Set"";""2022/Out"";""2022/Nov"";""2022/Dez"";""2023/Jan"";""2023/Fev"";""2023/Mar"";""2023/Abr"";""2023/Mai"";""2023/Jun"";""2023/Jul"";""2023/Ago"";""2023/Set"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""110011 JARU"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;213,67;-;88902,56;268200,03;351534,99;175417,55;114738,14;134428,89;90979,25;113230,38;109080,37;154946,72;148293,54;129218,49;109061,80;96004,94;95450,94;135352,62;119467,52;129362,85;101585,82;110755,71;124991,78;133763,44;113345,43;113698,69;110783,06;114853,02;99445,83;130191,45;164391,16;140602,43;136649,92;209500,53;174466,54;167920,70;182404,38;161639,03;132413,02;143361,38;137829,77;145202,68;152757,58;152901,20;137759,26;152123,76;123231,87;99950,53;107664,75;111328,79;128145,61;117680,08;6897224,45"
"""110012 JI-PARANA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28190,80;54397,23;362865,81;1212283,80;1248279,69;733098,30;803384,30;746879,04;666286,09;701494,32;676194,96;611319,61;681413,17;632236,09;524370,08;521030,51;548762,66;593630,48;655623,75;708843,28;467293,76;464006,09;384529,38;451376,23;530685,30;549240,73;414354,03;477624,92;587166,38;606230,93;626144,30;1117243,84;984946,57;1135893,14;703597,23;891162,02;1082891,33;1045834,39;967509,83;763295,45;796255,07;890281,73;1103620,31;1120792,61;1040436,56;1140775,26;995812,65;950855,07;1108712,81;985029,05;906443,66;920944,42;38921569,02"
"""110013 MACHADINHO D'OESTE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;653,42;52248,09;52411,45;48356,32;66081,46;70550,49;72551,47;66005,97;55487,55;59389,89;61791,13;63179,69;51489,89;48369,71;50585,26;57942,72;86609,66;72721,45;82332,13;91906,60;100018,71;94703,09;88468,06;102503,68;36916,03;65569,74;81814,67;108663,17;93620,01;103117,49;95736,80;97659,14;60024,08;105486,65;100296,58;100438,24;74651,18;89691,56;70752,85;100840,92;114678,33;114294,94;105854,07;98295,64;93049,46;99661,98;88147,07;75865,36;-;-;3771483,85"
"""110014 NOVA BRASILANDIA D'OESTE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7188,30;42373,47;25729,40;28942,29;41901,71;39940,79;47296,94;43086,38;39261,41;42760,09;53538,95;48924,75;45821,84;28149,86;33865,81;62617,17;51674,96;53767,99;39591,95;36138,56;35711,24;33763,07;43856,73;43197,85;19792,10;31871,58;26625,96;31768,81;45432,25;40992,23;41870,15;32832,85;32820,64;27879,75;40304,56;18750,46;21698,72;23893,54;33914,69;33311,71;42125,44;44517,95;43724,59;39727,76;38715,46;32342,26;35696,59;17456,21;11520,76;-;1778688,53"
"""110015 OURO PRETO DO OESTE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1294,66;3883,13;13731,68;135486,54;121718,49;118808,41;128915,81;146799,49;138230,17;142215,21;128151,64;171619,38;150867,50;152650,96;141111,01;139316,84;134037,37;152774,79;131465,82;121182,43;128038,74;190885,61;201376,35;211216,70;218225,22;149372,48;127937,03;160248,43;149175,89;162605,59;163359,51;153628,82;141423,20;134122,56;132467,27;124241,14;130650,12;115924,02;137249,59;136634,90;123797,64;134234,81;159264,62;178456,03;148556,95;156228,71;160066,37;149542,51;169255,72;136511,81;130845,74;-;7089805,41"
"""110018 PIMENTA BUENO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39726,67;154233,97;114247,35;107217,60;129523,02;121677,57;141159,31;136821,21;130776,40;166189,03;92487,50;96535,03;117269,31;129112,94;132916,40;158456,78;163503,67;154243,51;104812,57;84283,41;93912,11;96699,26;92817,04;100611,38;119307,42;128575,34;178026,85;158341,32;219326,03;210644,55;267284,86;96058,46;77207,02;105105,38;119539,00;111352,45;153354,26;126151,40;116882,24;141417,09;209547,37;217616,14;211898,78;216725,24;181610,78;214604,98;303727,98;244642,01;231909,30;143910,26;7363999,55"
"""110020 PORTO VELHO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;737,90;-;-;-;5557,41;-;-;70580,82;527789,41;1861717,91;3016282,96;5461784,75;7029428,89;6039320,32;5644773,40;5611773,50;5352796,81;5782616,05;5704572,96;5670974,36;6146157,77;6295251,08;6268176,44;6351378,46;6731271,03;6263817,91;7440311,67;7611123,44;7555937,88;7633926,91;7619321,58;8165787,03;7656100,83;7869738,08;7959906,68;7953383,31;7604343,64;7173148,92;8224426,08;8138796,43;8050433,86;7828451,23;9633215,90;8584707,36;7757834,51;7992525,11;7428471,03;8653243,00;7162251,55;7152890,36;6966755,58;7948553,29;7131610,91;7740975,78;7293381,60;8172876,29;7096088,26;7270102,22;3620525,39;3001276,94;1590209,92;352519392,71"
"""110025 PRESIDENTE MEDICI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4285,64;28526,06;8718,77;15725,74;18867,34;30214,59;31335,65;29903,37;31984,14;33606,32;26384,23;25433,25;29234,87;25169,30;24646,79;37275,67;39951,99;48516,55;41853,57;47702,66;41983,18;37144,21;38975,44;30245,87;27651,64;14095,96;37483,48;45339,85;46954,29;51465,58;52354,02;38508,92;82198,72;41084,31;32772,76;49120,93;55939,64;28915,83;40931,87;42965,24;56090,60;40613,60;40554,72;52981,34;46780,09;37245,27;33815,81;46343,39;33792,68;21271,31;1824957,05"
"""110026 RIO CRESPO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;186,06;560,13;2150,47;626,64;1153,67;3035,08;1289,09;1550,16;109,24;218,68;172,34;1319,29;1260,54;534,65;2330,32;1997,78;6507,04;182,45;4725,49;1064,72;1853,14;910,08;3804,54;292,94;1210,75;233,85;2376,92;1260,17;-;4153,07;1471,96;1862,74;4354,05;965,50;479,19;3831,26;-;60034,00"
"""110028 ROLIM DE MOURA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5784,08;116160,58;129151,39;121751,55;106227,45;140330,69;109029,48;112338,82;110584,83;104648,46;60277,03;126248,72;69644,86;116717,48;145327,80;134939,54;145965,08;164165,66;126624,13;136576,44;132307,14;137058,06;133271,59;149334,60;127984,22;104075,13;155515,12;149778,31;168699,14;148796,92;123779,81;136661,20;122613,96;126144,62;145172,09;104790,71;125013,34;112250,35;127823,69;142393,60;156841,45;194902,78;162876,39;139953,00;145401,30;139960,19;145557,81;120806,22;-;-;6162256,81"
"""110029 SANTA LUZIA D'OESTE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1001,76;19092,69;22194,54;20676,21;25039,93;26126,61;25587,15;12204,04;22442,47;19919,98;16505,26;17739,76;21895,06;18717,34;21270,35;23787,40;15521,07;17985,70;13881,26;8759,40;7243,71;12185,31;9165,41;13672,78;15131,48;10910,71;11734,21;8500,26;30028,62;27945,52;15015,71;18977,94;18099,67;19357,10;16828,95;14862,14;19430,95;8105,09;7181,12;21787,46;30780,61;25490,49;8506,26;22149,96;14032,61;13981,15;12602,86;11971,41;8610,28;-;824637,75"
"""110030 VILHENA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15107,44;77146,31;527032,48;1048086,83;820070,63;589630,55;572030,82;610590,01;475643,66;520572,06;631704,02;661590,32;652112,52;618047,46;647843,34;503255,21;616411,80;735963,98;728560,48;895489,56;754944,55;665964,62;872677,25;947763,24;883202,38;747608,99;610220,26;696920,15;822355,20;733875,60;899508,44;999806,05;1094399,44;1010932,93;1245593,22;1349584,48;1322470,74;1071896,73;643483,55;873347,87;971521,16;1077902,18;1133529,37;1055715,23;1158439,94;1184115,91;1123593,05;1037803,16;1116150,60;835850,13;1070484,68;262475,34;42221025,92"
"""110032 SAO MIGUEL DO GUAPORE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;341,08;903,55;22379,79;88803,67;71390,88;66828,97;40867,87;72895,11;60959,08;47540,69;51408,97;67993,41;62348,29;55081,06;49591,45;41786,20;26873,36;43285,22;64197,17;56020,28;52427,26;57152,50;56889,01;53834,12;50481,57;56327,18;50897,25;47191,91;28478,80;46866,56;63564,29;80131,46;91234,46;36824,48;42943,75;23324,96;31477,02;48715,95;37468,07;50516,52;45387,81;51871,65;56690,90;55481,95;46733,42;40595,27;41892,74;39832,81;40864,63;36423,12;43332,10;-;2497349,62"
"""110033 NOVA MAMORE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4433,42;52164,56;52483,09;26404,50;33373,85;40928,69;33313,81;33228,67;38333,20;37403,52;41162,80;30818,41;18269,10;33699,63;31619,08;32119,07;40390,85;63892,94;39494,72;31849,94;30553,53;29419,13;41435,15;29883,74;20228,91;36019,80;30526,79;46592,19;37212,72;31776,72;47134,67;44300,82;40445,98;39210,81;33355,38;35428,57;29453,10;20841,35;18565,76;26563,34;24734,77;31009,98;36292,59;23446,84;20578,85;29404,27;19918,82;22987,73;14247,69;-;1606953,85"
"""110034 ALVORADA D'OESTE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1151,48;3628,18;25352,71;12415,51;17949,31;27986,01;39274,43;28751,85;24247,80;19164,21;21693,76;30545,21;34128,14;42493,84;36533,16;32183,24;39286,80;29765,01;40249,82;28613,87;30560,22;15480,69;21823,84;26373,59;24450,57;17033,27;9508,27;13798,10;16723,20;30105,54;25208,60;23830,71;25596,96;20644,59;30787,48;36314,62;35735,69;31771,82;15668,98;18488,23;23490,10;33791,47;30592,32;31877,62;33415,30;27751,90;28432,80;23311,47;28413,98;35504,14;17816,91;1319717,32"
"""110037 ALTO ALEGRE DOS PARECIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27216,54;25852,85;19804,86;12318,56;25663,85;19380,58;20525,58;10439,77;19862,12;20614,65;14384,98;20498,23;13566,66;12277,51;22550,02;25527,84;22041,93;13985,63;8890,47;9566,04;9088,40;12705,50;15836,13;6765,73;9905,01;6454,00;5439,20;9521,57;13463,62;11116,22;20333,30;23035,06;16691,14;14932,06;13917,49;11625,38;13796,17;9292,14;16241,48;17768,08;29256,63;21514,77;16425,11;17562,50;18811,75;20821,17;14098,85;17599,78;-;778986,91"
"""110040 ALTO PARAISO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1164,84;16810,00;11707,01;11191,36;13567,61;10676,59;9445,51;3546,20;5666,13;7761,76;6508,56;9331,50;8064,26;7910,40;7444,41;7600,44;16852,26;12419,24;10980,38;9525,79;7870,08;8256,64;8213,53;7262,15;7653,08;5973,61;4472,32;9672,82;14132,79;16002,61;6436,89;4931,86;3762,79;7582,72;5984,82;5896,12;6304,69;8451,01;10165,28;9310,46;12171,48;10131,02;10665,05;9302,61;7928,76;8954,86;9452,32;4250,13;-;-;419366,75"
"""110045 BURITIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14187,36;45754,10;68256,24;54490,13;46281,55;46046,73;44348,86;57940,57;41835,38;39803,02;35270,55;33395,58;30086,99;31610,60;50276,54;26737,70;40701,38;63063,00;63545,98;65633,45;52607,19;55518,05;65770,50;55557,66;62090,53;50388,56;40758,13;45224,86;67698,37;50937,51;41896,15;42928,10;40792,98;32427,37;58851,61;60565,57;63740,69;46554,23;42554,08;47065,67;39875,80;56318,90;49283,51;50740,21;53623,05;29103,94;48386,65;48372,53;41252,22;34632,64;29602,51;-;2404385,48"
"""110050 NOVO HORIZONTE DO OESTE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28785,11;31179,24;23093,41;17592,87;16088,41;13223,27;16969,29;16526,74;12737,51;26873,67;18931,98;20779,78;15593,80;25667,56;24118,83;21976,74;21953,52;355,15;12037,57;5179,58;5421,19;10574,79;9680,13;7752,22;7908,95;8462,03;10864,79;23272,60;15807,53;10681,20;16264,33;14295,71;13497,69;10930,14;14758,87;10603,19;7755,14;6722,08;14951,63;26735,73;27627,94;16339,24;15137,85;8677,08;8968,72;10215,55;9967,30;7038,35;-;720576,00"
