"""Munic¡pio"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""06 M‚dia e Alta Complexidade (MAC)"";""Total"""
"""211102 SAO JOAO DO CARU"";-;184905,11;184905,11"
"""211107 SAO JOAO DO SOTER"";-;474706,02;474706,02"
"""211110 SAO JOAO DOS PATOS"";-;469858,76;469858,76"
"""211120 SAO JOSE DE RIBAMAR"";-;1335650,98;1335650,98"
"""211125 SAO JOSE DOS BASILIOS"";-;105359,19;105359,19"
"""211130 SAO LUIS"";8539866,89;210010607,92;218550474,81"
"""211140 SAO LUIS GONZAGA DO MARANHAO"";-;749408,91;749408,91"
"""211150 SAO MATEUS DO MARANHAO"";-;266056,05;266056,05"
"""211153 SAO PEDRO DA AGUA BRANCA"";-;458154,56;458154,56"
"""211157 SAO PEDRO DOS CRENTES"";-;286461,20;286461,20"
"""211160 SAO RAIMUNDO DAS MANGABEIRAS"";-;554066,09;554066,09"
"""211163 SAO RAIMUNDO DO DOCA BEZERRA"";-;56007,91;56007,91"
"""211170 SAO VICENTE FERRER"";-;608111,59;608111,59"
"""211172 SATUBINHA"";-;376789,19;376789,19"
"""211174 SENADOR ALEXANDRE COSTA"";-;226078,10;226078,10"
"""211178 SERRANO DO MARANHAO"";-;140668,34;140668,34"
"""211180 SITIO NOVO"";-;483159,27;483159,27"
"""211190 SUCUPIRA DO NORTE"";-;376463,54;376463,54"
"""211195 SUCUPIRA DO RIACHAO"";-;127914,32;127914,32"
"""211200 TASSO FRAGOSO"";-;77183,31;77183,31"
"""211210 TIMBIRAS"";27964,43;2493404,30;2521368,73"
"""211220 TIMON"";-;6145120,83;6145120,83"
"""211223 TRIZIDELA DO VALE"";-;487150,72;487150,72"
"""211227 TUFILANDIA"";-;51404,38;51404,38"
"""211230 TUNTUM"";-;934885,74;934885,74"
"""211240 TURIACU"";-;605598,66;605598,66"
"""211250 TUTOIA"";-;941772,11;941772,11"
"""211260 URBANO SANTOS"";-;724010,22;724010,22"
"""211270 VARGEM GRANDE"";-;823795,84;823795,84"
"""211280 VIANA"";-;1811989,00;1811989,00"
"""211285 VILA NOVA DOS MARTIRIOS"";-;259540,43;259540,43"
"""211290 VITORIA DO MEARIM"";-;270034,41;270034,41"
"""211300 VITORINO FREIRE"";-;764778,68;764778,68"
"""211400 ZE DOCA"";-;1524483,89;1524483,89"
"""220010 AGRICOLANDIA"";-;11244,85;11244,85"
"""220020 AGUA BRANCA"";-;386471,79;386471,79"
"""220025 ALAGOINHA DO PIAUI"";-;28846,68;28846,68"
"""220030 ALTO LONGA"";-;62052,63;62052,63"
"""220040 ALTOS"";-;589382,69;589382,69"
"""220050 AMARANTE"";-;427228,80;427228,80"
"""220100 ARRAIAL"";-;37759,75;37759,75"
"""220120 BARRAS"";-;1111766,38;1111766,38"
"""220150 BATALHA"";-;534518,98;534518,98"
"""220160 BENEDITINOS"";-;60271,18;60271,18"
"""220180 BOCAINA"";-;50871,46;50871,46"
"""220190 BOM JESUS"";-;4027103,66;4027103,66"
"""220220 CAMPO MAIOR"";-;2151694,25;2151694,25"
"""220230 CANTO DO BURITI"";-;749052,29;749052,29"
"""220260 CASTELO DO PIAUI"";-;236083,15;236083,15"
"""220270 COCAL"";-;186340,26;186340,26"
"""220290 CORRENTE"";-;630091,79;630091,79"
"""220310 CRISTINO CASTRO"";-;524686,85;524686,85"
"""220320 CURIMATA"";-;549329,09;549329,09"
"""220330 DEMERVAL LOBAO"";-;609825,54;609825,54"
"""220350 ELESBAO VELOSO"";-;233668,37;233668,37"
"""220370 ESPERANTINA"";-;2069192,86;2069192,86"
"""220390 FLORIANO"";35895,96;13660104,56;13696000,52"
"""220430 FRONTEIRAS"";-;1380748,63;1380748,63"
"""220450 GUADALUPE"";-;289309,29;289309,29"
"""220470 INHUMA"";-;40096,84;40096,84"
"""220480 IPIRANGA DO PIAUI"";-;15154,17;15154,17"
"""220510 ITAUEIRA"";-;205833,22;205833,22"
"""220520 JAICOS"";-;625430,95;625430,95"
"""220540 JOAQUIM PIRES"";-;52956,01;52956,01"
"""220550 JOSE DE FREITAS"";-;533988,39;533988,39"
"""220570 LUIS CORREIA"";-;66825,03;66825,03"
"""220580 LUZILANDIA"";-;1704611,30;1704611,30"
"""220590 MANOEL EMIDIO"";-;25060,26;25060,26"
"""220620 MIGUEL ALVES"";-;682329,50;682329,50"
"""220650 MONSENHOR HIPOLITO"";-;66325,36;66325,36"
"""220700 OEIRAS"";4581,02;5637744,93;5642325,95"
"""220730 PAES LANDIM"";-;20570,63;20570,63"
"""220760 PARNAGUA"";-;714448,76;714448,76"
"""220770 PARNAIBA"";853446,02;18319938,50;19173384,52"
"""220780 PAULISTANA"";-;893183,95;893183,95"
"""220790 PEDRO II"";-;807277,79;807277,79"
"""220800 PICOS"";-;7034688,23;7034688,23"
"""220810 PIMENTEIRAS"";-;39301,93;39301,93"
"""220820 PIO IX"";-;60203,41;60203,41"
"""220830 PIRACURUCA"";-;453890,75;453890,75"
"""220840 PIRIPIRI"";2718,95;2701689,09;2704408,04"
"""220850 PORTO"";-;124815,40;124815,40"
"""220880 REGENERACAO"";-;889343,75;889343,75"
"""220890 RIBEIRO GONCALVES"";-;47783,42;47783,42"
"""220960 SAO FELIX DO PIAUI"";-;4325,81;4325,81"
"""221000 SAO JOAO DO PIAUI"";-;681766,45;681766,45"
"""221040 SAO MIGUEL DO TAPUIO"";-;240675,12;240675,12"
"""221050 SAO PEDRO DO PIAUI"";-;169523,72;169523,72"
"""221060 SAO RAIMUNDO NONATO"";899,02;7915434,67;7916333,69"
"""221070 SIMOES"";-;902256,30;902256,30"
"""221080 SIMPLICIO MENDES"";-;190027,05;190027,05"
"""221100 TERESINA"";9591446,60;151157152,72;160748599,32"
"""221110 UNIAO"";-;344616,79;344616,79"
"""221120 URUCUI"";-;885390,98;885390,98"
"""221130 VALENCA DO PIAUI"";-;1246746,37;1246746,37"
"""221170 WALL FERRAZ"";-;218429,52;218429,52"
"""230020 ACARAU"";-;1772226,87;1772226,87"
"""230030 ACOPIARA"";-;868437,03;868437,03"
"""230040 AIUABA"";-;90485,90;90485,90"
"""230060 ALTANEIRA"";-;85726,66;85726,66"
"""230070 ALTO SANTO"";-;179141,58;179141,58"
"""230075 AMONTADA"";-;107259,20;107259,20"
"""230080 ANTONINA DO NORTE"";-;34113,26;34113,26"
"""230090 APUIARES"";-;38708,92;38708,92"
"""230100 AQUIRAZ"";-;1319461,65;1319461,65"
"""230110 ARACATI"";1302,29;2787466,09;2788768,38"
"""230120 ARACOIABA"";-;1660956,58;1660956,58"
"""230125 ARARENDA"";-;84913,34;84913,34"
"""230130 ARARIPE"";-;234843,67;234843,67"
"""230140 ARATUBA"";-;67334,05;67334,05"
"""230150 ARNEIROZ"";-;4446,97;4446,97"
"""230160 ASSARE"";-;259887,69;259887,69"
"""230170 AURORA"";-;1057162,66;1057162,66"
"""230180 BAIXIO"";-;24262,85;24262,85"
"""230185 BANABUIU"";-;158083,98;158083,98"
"""230190 BARBALHA"";3741392,92;34704069,54;38445462,46"
"""230195 BARREIRA"";-;46243,27;46243,27"
"""230200 BARRO"";-;91157,76;91157,76"
"""230210 BATURITE"";-;891507,20;891507,20"
"""230220 BEBERIBE"";-;374207,83;374207,83"
"""230230 BELA CRUZ"";7031,90;243746,19;250778,09"
"""230240 BOA VIAGEM"";-;598922,72;598922,72"
"""230250 BREJO SANTO"";-;8836152,24;8836152,24"
"""230260 CAMOCIM"";-;1999710,46;1999710,46"
"""230270 CAMPOS SALES"";-;529001,28;529001,28"
"""230280 CANINDE"";-;5556665,28;5556665,28"
"""230290 CAPISTRANO"";-;52810,19;52810,19"
"""230300 CARIDADE"";-;28202,25;28202,25"
"""230310 CARIRE"";-;191185,29;191185,29"
"""230320 CARIRIACU"";-;203402,05;203402,05"
"""230330 CARIUS"";-;174276,62;174276,62"
"""230340 CARNAUBAL"";-;284738,85;284738,85"
"""230350 CASCAVEL"";-;634405,55;634405,55"
"""230360 CATARINA"";-;179838,09;179838,09"
"""230365 CATUNDA"";-;82666,81;82666,81"
"""230370 CAUCAIA"";-;4723357,98;4723357,98"
"""230380 CEDRO"";-;1012477,31;1012477,31"
"""230390 CHAVAL"";-;67786,33;67786,33"
"""230393 CHORO"";-;52817,34;52817,34"
"""230395 CHOROZINHO"";-;106180,68;106180,68"
"""230400 COREAU"";-;103217,13;103217,13"
"""230410 CRATEUS"";-;5402324,36;5402324,36"
"""230420 CRATO"";1133,95;13574038,20;13575172,15"
"""230423 CROATA"";-;197676,52;197676,52"
"""230425 CRUZ"";-;561800,64;561800,64"
"""230426 DEPUTADO IRAPUAN PINHEIRO"";-;65886,53;65886,53"
"""230427 ERERE"";-;18206,23;18206,23"
"""230428 EUSEBIO"";44061,54;2741763,20;2785824,74"
"""230430 FARIAS BRITO"";-;311942,97;311942,97"
"""230440 FORTALEZA"";60653528,34;357803672,06;418457200,40"
"""230445 FORTIM"";-;57268,73;57268,73"
"""230450 FRECHEIRINHA"";-;166501,01;166501,01"
"""230460 GENERAL SAMPAIO"";-;22579,95;22579,95"
"""230470 GRANJA"";24612,08;535571,30;560183,38"
"""230480 GRANJEIRO"";-;47093,05;47093,05"
"""230490 GROAIRAS"";-;44465,09;44465,09"
"""230495 GUAIUBA"";-;13506,78;13506,78"
"""230500 GUARACIABA DO NORTE"";-;445197,85;445197,85"
"""230520 HIDROLANDIA"";135,00;213245,55;213380,55"
"""230523 HORIZONTE"";-;926371,82;926371,82"
"""230526 IBARETAMA"";-;26080,45;26080,45"
"""230530 IBIAPINA"";-;454506,57;454506,57"
"""230540 ICO"";-;2539403,37;2539403,37"
"""230550 IGUATU"";-;6425830,25;6425830,25"
"""230560 INDEPENDENCIA"";-;165011,20;165011,20"
"""230565 IPAPORANGA"";-;102120,88;102120,88"
"""230570 IPAUMIRIM"";-;69388,97;69388,97"
"""230580 IPU"";54185,32;1209064,86;1263250,18"
"""230590 IPUEIRAS"";-;513723,48;513723,48"
"""230600 IRACEMA"";-;175941,31;175941,31"
"""230610 IRAUCUBA"";-;171227,02;171227,02"
"""230620 ITAICABA"";-;12703,48;12703,48"
"""230625 ITAITINGA"";-;200027,58;200027,58"
"""230630 ITAPAJE"";-;327915,82;327915,82"
"""230640 ITAPIPOCA"";81933,14;14465119,71;14547052,85"
"""230650 ITAPIUNA"";-;57250,07;57250,07"
"""230655 ITAREMA"";-;543761,43;543761,43"
"""230670 JAGUARETAMA"";-;227156,38;227156,38"
"""230680 JAGUARIBARA"";-;130417,07;130417,07"
"""230690 JAGUARIBE"";-;573805,25;573805,25"
"""230700 JAGUARUANA"";-;174998,40;174998,40"
"""230710 JARDIM"";-;264999,55;264999,55"
"""230720 JATI"";-;65886,92;65886,92"
"""230725 JIJOCA DE JERICOACOARA"";-;250557,35;250557,35"
"""230730 JUAZEIRO DO NORTE"";96376,16;26310823,15;26407199,31"
"""230740 JUCAS"";-;439559,42;439559,42"
"""230750 LAVRAS DA MANGABEIRA"";-;955812,53;955812,53"
"""230760 LIMOEIRO DO NORTE"";-;7290367,95;7290367,95"
"""230763 MADALENA"";-;129650,95;129650,95"
"""230765 MARACANAU"";6227,30;11985831,51;11992058,81"
"""230770 MARANGUAPE"";-;1055735,19;1055735,19"
"""230780 MARCO"";-;270381,85;270381,85"
"""230790 MARTINOPOLE"";-;19911,60;19911,60"
"""230800 MASSAPE"";-;240172,74;240172,74"
"""230810 MAURITI"";-;1062305,50;1062305,50"
"""230820 MERUOCA"";-;74850,20;74850,20"
"""230830 MILAGRES"";-;442553,66;442553,66"
"""230835 MILHA"";-;106171,47;106171,47"
"""230840 MISSAO VELHA"";-;1051050,23;1051050,23"
"""230850 MOMBACA"";3758,72;720431,80;724190,52"
"""230860 MONSENHOR TABOSA"";-;187282,05;187282,05"
"""230870 MORADA NOVA"";49561,49;875600,24;925161,73"
"""230880 MORAUJO"";-;33775,76;33775,76"
"""230890 MORRINHOS"";-;147415,06;147415,06"
"""230900 MUCAMBO"";-;509237,26;509237,26"
"""230910 MULUNGU"";-;45120,20;45120,20"
"""230920 NOVA OLINDA"";-;103153,09;103153,09"
"""230930 NOVA RUSSAS"";-;347785,01;347785,01"
"""230940 NOVO ORIENTE"";-;364838,14;364838,14"
"""230945 OCARA"";-;139988,86;139988,86"
"""230950 OROS"";-;290047,25;290047,25"
"""230960 PACAJUS"";-;305083,38;305083,38"
"""230970 PACATUBA"";-;183722,25;183722,25"
"""230980 PACOTI"";-;64325,41;64325,41"
"""231010 PALMACIA"";-;28881,74;28881,74"
"""231020 PARACURU"";-;440726,13;440726,13"
"""231025 PARAIPABA"";-;105015,29;105015,29"
"""231030 PARAMBU"";-;1026647,71;1026647,71"
"""231040 PARAMOTI"";-;36232,42;36232,42"
"""231050 PEDRA BRANCA"";-;268683,10;268683,10"
"""231060 PENAFORTE"";-;95953,44;95953,44"
"""231070 PENTECOSTE"";-;300123,08;300123,08"
"""231080 PEREIRO"";-;211974,64;211974,64"
"""231085 PINDORETAMA"";-;152957,15;152957,15"
"""231090 PIQUET CARNEIRO"";-;149586,94;149586,94"
"""231100 PORANGA"";-;86454,77;86454,77"
"""231110 PORTEIRAS"";-;98634,43;98634,43"
"""231120 POTENGI"";-;63616,82;63616,82"
"""231126 QUITERIANOPOLIS"";-;130250,31;130250,31"
"""231130 QUIXADA"";-;6261476,34;6261476,34"
"""231135 QUIXELO"";-;276922,62;276922,62"
"""231140 QUIXERAMOBIM"";8952,92;14409181,43;14418134,35"
"""231150 QUIXERE"";-;91610,22;91610,22"
"""231160 REDENCAO"";-;591979,28;591979,28"
"""231170 RERIUTABA"";-;111200,23;111200,23"
"""231180 RUSSAS"";35565,69;3207987,53;3243553,22"
"""231190 SABOEIRO"";-;103792,58;103792,58"
"""231195 SALITRE"";-;140400,59;140400,59"
"""231200 SANTANA DO ACARAU"";-;206167,28;206167,28"
"""231210 SANTANA DO CARIRI"";-;118620,42;118620,42"
"""231220 SANTA QUITERIA"";-;454213,83;454213,83"
"""231230 SAO BENEDITO"";-;876337,09;876337,09"
"""231240 SAO GONCALO DO AMARANTE"";12266,78;2712125,61;2724392,39"
"""231260 SAO LUIS DO CURU"";-;51856,28;51856,28"
"""231270 SENADOR POMPEU"";-;252126,94;252126,94"
"""231290 SOBRAL"";1688867,84;67230861,43;68919729,27"
"""231300 SOLONOPOLE"";-;133322,13;133322,13"
"""231310 TABULEIRO DO NORTE"";11889,30;540049,72;551939,02"
"""231320 TAMBORIL"";-;325268,84;325268,84"
"""231325 TARRAFAS"";-;57398,68;57398,68"
"""231330 TAUA"";6500,78;7694057,02;7700557,80"
"""231335 TEJUCUOCA"";-;20326,92;20326,92"
"""231340 TIANGUA"";-;6275697,11;6275697,11"
"""231350 TRAIRI"";-;188006,75;188006,75"
"""231355 TURURU"";-;22610,83;22610,83"
"""231360 UBAJARA"";-;606721,21;606721,21"
"""231370 UMARI"";-;59496,80;59496,80"
"""231375 UMIRIM"";-;35656,59;35656,59"
"""231380 URUBURETAMA"";-;33773,07;33773,07"
"""231390 URUOCA"";-;18503,84;18503,84"
"""231395 VARJOTA"";-;172978,22;172978,22"
"""231400 VARZEA ALEGRE"";16232,71;1746763,75;1762996,46"
"""231410 VICOSA DO CEARA"";-;1025717,42;1025717,42"
"""240010 ACARI"";-;31442,45;31442,45"
"""240020 ACU"";-;608801,19;608801,19"
"""240030 AFONSO BEZERRA"";135,00;41316,32;41451,32"
"""240050 ALEXANDRIA"";-;2902096,55;2902096,55"
"""240060 ALMINO AFONSO"";-;860390,86;860390,86"
"""240070 ALTO DO RODRIGUES"";-;6592,62;6592,62"
"""240080 ANGICOS"";-;126457,26;126457,26"
"""240090 ANTONIO MARTINS"";-;143959,00;143959,00"
"""240100 APODI"";-;1264232,27;1264232,27"
"""240110 AREIA BRANCA"";-;193190,46;193190,46"
"""240145 BARAUNA"";-;52681,58;52681,58"
"""240180 BREJINHO"";-;43622,00;43622,00"
"""240200 CAICO"";-;5229722,51;5229722,51"
"""240230 CARAUBAS"";-;372623,95;372623,95"
"""240250 CARNAUBAIS"";-;29482,44;29482,44"
"""240260 CEARA-MIRIM"";-;1389920,04;1389920,04"
"""240270 CERRO CORA"";-;40213,07;40213,07"
"""240280 CORONEL EZEQUIEL"";-;674,53;674,53"
"""240310 CURRAIS NOVOS"";914635,56;5095022,38;6009657,94"
"""240320 DOUTOR SEVERIANO"";-;39438,92;39438,92"
"""240325 PARNAMIRIM"";-;9489533,80;9489533,80"
"""240330 ENCANTO"";-;9687,55;9687,55"
"""240340 EQUADOR"";-;13199,10;13199,10"
"""240360 EXTREMOZ"";-;114117,50;114117,50"
"""240370 FELIPE GUERRA"";-;44936,20;44936,20"
"""240400 FRUTUOSO GOMES"";-;91149,33;91149,33"
"""240420 GOIANINHA"";-;78807,13;78807,13"
"""240450 GUAMARE"";-;491712,79;491712,79"
"""240485 ITAJA"";-;1383,52;1383,52"
"""240490 ITAU"";-;16048,66;16048,66"
"""240520 JANDUIS"";-;49587,05;49587,05"
"""240530 JANUARIO CICCO"";-;23822,68;23822,68"
"""240560 JARDIM DE PIRANHAS"";-;93731,20;93731,20"
"""240570 JARDIM DO SERIDO"";-;99868,22;99868,22"
"""240580 JOAO CAMARA"";-;1036339,20;1036339,20"
"""240600 JOSE DA PENHA"";-;17124,69;17124,69"
"""240610 JUCURUTU"";-;543759,94;543759,94"
"""240650 LAGOA NOVA"";-;64457,98;64457,98"
"""240670 LAJES"";-;153780,72;153780,72"
"""240690 LUCRECIA"";-;151284,69;151284,69"
"""240710 MACAIBA"";-;2205811,99;2205811,99"
"""240720 MACAU"";-;216267,18;216267,18"
"""240725 MAJOR SALES"";-;14328,69;14328,69"
"""240740 MARTINS"";-;55554,08;55554,08"
"""240760 MESSIAS TARGINO"";-;17965,52;17965,52"
"""240780 MONTE ALEGRE"";-;145741,26;145741,26"
"""240800 MOSSORO"";3282472,31;49713215,74;52995688,05"
"""240810 NATAL"";20326947,73;197287202,79;217614150,52"
"""240830 NOVA CRUZ"";-;186721,02;186721,02"
"""240890 PARELHAS"";-;214859,90;214859,90"
"""240910 PASSA E FICA"";-;111615,54;111615,54"
"""240930 PATU"";-;80421,17;80421,17"
"""240940 PAU DOS FERROS"";-;5148464,46;5148464,46"
"""240980 PEDRO VELHO"";-;14633,50;14633,50"
"""240990 PENDENCIAS"";-;55922,19;55922,19"
"""241000 PILOES"";-;24222,90;24222,90"
"""241030 SERRA CAIADA"";-;42752,96;42752,96"
"""241060 RAFAEL GODEIRO"";-;125261,28;125261,28"
"""241070 RIACHO DA CRUZ"";-;27917,63;27917,63"
"""241105 TIBAU"";-;592,86;592,86"
"""241120 SANTA CRUZ"";-;2660033,19;2660033,19"
"""241140 SANTANA DO MATOS"";-;73757,43;73757,43"
"""241142 SANTANA DO SERIDO"";-;23717,19;23717,19"
"""241150 SANTO ANTONIO"";-;1268849,96;1268849,96"
"""241200 SAO GONCALO DO AMARANTE"";-;2725054,35;2725054,35"
"""241220 SAO JOSE DE MIPIBU"";-;2187640,02;2187640,02"
"""241230 SAO JOSE DO CAMPESTRE"";-;40784,39;40784,39"
"""241240 SAO JOSE DO SERIDO"";-;28230,11;28230,11"
"""241250 SAO MIGUEL"";-;127307,40;127307,40"
"""241260 SAO PAULO DO POTENGI"";728,17;592672,46;593400,63"
"""241280 SAO RAFAEL"";-;84525,27;84525,27"
"""241300 SAO VICENTE"";-;34447,68;34447,68"
"""241330 SERRA DE SAO BENTO"";-;12373,83;12373,83"
"""241335 SERRA DO MEL"";-;55815,31;55815,31"
"""241340 SERRA NEGRA DO NORTE"";-;20846,53;20846,53"
"""241355 SERRINHA DOS PINTOS"";-;56250,91;56250,91"
"""241360 SEVERIANO MELO"";-;55570,69;55570,69"
"""241380 TABOLEIRO GRANDE"";-;15039,42;15039,42"
"""241400 TANGARA"";-;33384,96;33384,96"
"""241410 TENENTE ANANIAS"";-;1936545,53;1936545,53"
"""241420 TIBAU DO SUL"";-;45204,33;45204,33"
"""241440 TOUROS"";-;172477,64;172477,64"
"""241445 TRIUNFO POTIGUAR"";-;4611,02;4611,02"
"""241460 UPANEMA"";-;32187,79;32187,79"
"""241490 VICOSA"";-;9762,92;9762,92"
"""250010 AGUA BRANCA"";-;55625,21;55625,21"
"""250030 ALAGOA GRANDE"";-;17599,68;17599,68"
"""250040 ALAGOA NOVA"";-;166583,52;166583,52"
"""250070 SAO JOAO DO RIO DO PEIXE"";-;120011,14;120011,14"
"""250090 ARARA"";-;2765,67;2765,67"
"""250110 AREIA"";-;81256,16;81256,16"
"""250130 AROEIRAS"";-;107246,76;107246,76"
"""250150 BANANEIRAS"";-;44913,17;44913,17"
"""250180 BAYEUX"";-;904983,58;904983,58"
"""250190 BELEM"";-;172088,58;172088,58"
"""250200 BELEM DO BREJO DO CRUZ"";-;28367,30;28367,30"
"""250240 BONITO DE SANTA FE"";-;54935,19;54935,19"
"""250250 BOQUEIRAO"";-;112005,58;112005,58"
"""250280 BREJO DO CRUZ"";-;78385,45;78385,45"
"""250300 CAAPORA"";-;863870,45;863870,45"
"""250320 CABEDELO"";-;958874,48;958874,48"
"""250350 CACIMBA DE DENTRO"";-;5772,20;5772,20"
"""250370 CAJAZEIRAS"";117252,14;9032126,17;9149378,31"
"""250400 CAMPINA GRANDE"";3814270,48;71497027,39;75311297,87"
"""250430 CATOLE DO ROCHA"";-;742016,45;742016,45"
"""250440 CONCEICAO"";-;68315,79;68315,79"
"""250480 COREMAS"";-;167300,93;167300,93"
"""250500 CUBATI"";-;20758,95;20758,95"
"""250510 CUITE"";-;388560,37;388560,37"
"""250600 ESPERANCA"";-;203178,19;203178,19"
"""250630 GUARABIRA"";-;2839524,87;2839524,87"
"""250690 ITABAIANA"";33961,28;752797,84;786759,12"
"""250700 ITAPORANGA"";-;933240,88;933240,88"
"""250710 ITAPOROROCA"";33638,22;37039,59;70677,81"
"""250750 JOAO PESSOA"";9728805,39;139928610,96;149657416,35"
"""250770 JUAZEIRINHO"";-;47827,82;47827,82"
"""250800 JURU"";-;68056,77;68056,77"
"""250830 LAGOA SECA"";-;108980,51;108980,51"
"""250890 MAMANGUAPE"";8609,79;3590696,04;3599305,83"
"""250920 MASSARANDUBA"";-;17403,74;17403,74"
"""250970 MONTEIRO"";30294,98;1297523,69;1327818,67"
"""251080 PATOS"";37257,34;11903186,10;11940443,44"
"""251090 PAULISTA"";-;110075,34;110075,34"
"""251110 PEDRA LAVRADA"";-;65503,09;65503,09"
"""251120 PEDRAS DE FOGO"";-;320258,77;320258,77"
"""251130 PIANCO"";-;1284860,59;1284860,59"
"""251140 PICUI"";-;593473,97;593473,97"
"""251200 POCINHOS"";-;78240,02;78240,02"
"""251210 POMBAL"";73203,17;853916,39;927119,56"
"""251230 PRINCESA ISABEL"";17467,02;744796,85;762263,87"
"""251250 QUEIMADAS"";146900,37;1307338,32;1454238,69"
"""251340 SANTA LUZIA"";3461,34;140634,35;144095,69"
"""251370 SANTA RITA"";38732,61;10710698,18;10749430,79"
"""251390 SAO BENTO"";-;330789,71;330789,71"
"""251450 SAO JOSE DE PIRANHAS"";-;108379,50;108379,50"
"""251490 SAO MAMEDE"";-;24896,12;24896,12"
"""251530 SAPE"";-;348288,18;348288,18"
"""251540 SAO VICENTE DO SERIDO"";-;52882,38;52882,38"
"""251550 SERRA BRANCA"";4522,52;298424,25;302946,77"
"""251600 SOLANEA"";-;1039208,49;1039208,49"
"""251610 SOLEDADE"";-;30517,14;30517,14"
"""251620 SOUSA"";-;2417433,77;2417433,77"
"""251630 SUME"";7835,97;580377,55;588213,52"
"""251650 TAPEROA"";-;351897,89;351897,89"
"""251660 TAVARES"";-;129471,58;129471,58"
"""251690 UIRAUNA"";-;607310,02;607310,02"
"""260010 AFOGADOS DA INGAZEIRA"";682,43;3649812,77;3650495,20"
"""260020 AFRANIO"";-;230192,92;230192,92"
"""260030 AGRESTINA"";-;935978,22;935978,22"
"""260040 AGUA PRETA"";-;274938,72;274938,72"
"""260050 AGUAS BELAS"";-;189229,07;189229,07"
"""260060 ALAGOINHA"";-;54264,66;54264,66"
"""260070 ALIANCA"";-;33810,87;33810,87"
"""260080 ALTINHO"";-;30139,13;30139,13"
"""260090 AMARAJI"";-;73765,53;73765,53"
"""260100 ANGELIM"";-;62473,11;62473,11"
"""260110 ARARIPINA"";-;10068701,11;10068701,11"
"""260120 ARCOVERDE"";-;10652657,26;10652657,26"
"""260130 BARRA DE GUABIRABA"";-;17559,40;17559,40"
"""260140 BARREIROS"";-;1549073,24;1549073,24"
"""260150 BELEM DE MARIA"";-;6658,35;6658,35"
"""260160 BELEM DO SAO FRANCISCO"";-;89232,74;89232,74"
"""260170 BELO JARDIM"";-;682525,20;682525,20"
"""260180 BETANIA"";-;43032,67;43032,67"
"""260190 BEZERROS"";-;12292370,81;12292370,81"
"""260200 BODOCO"";-;190617,26;190617,26"
"""260210 BOM CONSELHO"";-;322874,38;322874,38"
"""260220 BOM JARDIM"";-;86400,17;86400,17"
"""260230 BONITO"";-;159761,29;159761,29"
"""260240 BREJAO"";-;67541,94;67541,94"
"""260250 BREJINHO"";-;74411,34;74411,34"
"""260260 BREJO DA MADRE DE DEUS"";-;168538,27;168538,27"
"""260280 BUIQUE"";-;694025,13;694025,13"
"""260290 CABO DE SANTO AGOSTINHO"";1682750,47;16622556,11;18305306,58"
"""260300 CABROBO"";-;295435,66;295435,66"
"""260310 CACHOEIRINHA"";-;92977,73;92977,73"
"""260320 CAETES"";-;128070,28;128070,28"
"""260330 CALCADO"";-;35644,26;35644,26"
"""260340 CALUMBI"";-;21872,11;21872,11"
"""260345 CAMARAGIBE"";-;358000,18;358000,18"
"""260350 CAMOCIM DE SAO FELIX"";231,00;51267,70;51498,70"
"""260360 CAMUTANGA"";-;35565,43;35565,43"
"""260370 CANHOTINHO"";-;261671,14;261671,14"
"""260380 CAPOEIRAS"";-;78742,96;78742,96"
"""260390 CARNAIBA"";-;197487,72;197487,72"
"""260392 CARNAUBEIRA DA PENHA"";-;65502,71;65502,71"
"""260400 CARPINA"";-;382878,60;382878,60"
"""260410 CARUARU"";808035,58;56903908,30;57711943,88"
"""260415 CASINHAS"";-;24336,47;24336,47"
"""260420 CATENDE"";-;79937,68;79937,68"
"""260430 CEDRO"";-;59234,22;59234,22"
"""260450 CHA GRANDE"";-;147002,55;147002,55"
"""260460 CONDADO"";-;119799,74;119799,74"
"""260470 CORRENTES"";-;83051,91;83051,91"
"""260480 CORTES"";-;392671,48;392671,48"
"""260490 CUMARU"";-;59898,78;59898,78"
"""260500 CUPIRA"";-;112839,00;112839,00"
"""260510 CUSTODIA"";-;268695,38;268695,38"
"""260515 DORMENTES"";-;126659,06;126659,06"
"""260520 ESCADA"";-;216763,43;216763,43"
"""260530 EXU"";-;206199,65;206199,65"
"""260540 FEIRA NOVA"";-;33399,35;33399,35"
"""260545 FERNANDO DE NORONHA"";-;22255,75;22255,75"
"""260560 FLORES"";-;87683,41;87683,41"
"""260570 FLORESTA"";-;370613,64;370613,64"
"""260580 FREI MIGUELINHO"";-;21515,21;21515,21"
"""260590 GAMELEIRA"";-;19019,25;19019,25"
"""260600 GARANHUNS"";453,51;12489932,66;12490386,17"
"""260610 GLORIA DO GOITA"";-;27986,21;27986,21"
"""260620 GOIANA"";2967,48;2142068,24;2145035,72"
"""260630 GRANITO"";-;62266,38;62266,38"
"""260640 GRAVATA"";-;2736660,90;2736660,90"
"""260650 IATI"";-;333856,20;333856,20"
"""260660 IBIMIRIM"";-;129475,80;129475,80"
"""260670 IBIRAJUBA"";-;18514,55;18514,55"
"""260680 IGARASSU"";-;385551,52;385551,52"
"""260690 IGUARACY"";-;33978,20;33978,20"
"""260700 INAJA"";-;140002,92;140002,92"
