"""Munic¡pio"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""05 Incentivo - MAC"";""06 M‚dia e Alta Complexidade (MAC)"";""Total"""
"""350340 AREALVA"";-;-;5193,05;5193,05"
"""350400 ASSIS"";14188,71;-;1269896,19;1284084,90"
"""350410 ATIBAIA"";20702,22;-;308556,92;329259,14"
"""350420 AURIFLAMA"";-;-;178901,95;178901,95"
"""350450 AVARE"";2985,64;-;1152686,88;1155672,52"
"""350520 BARIRI"";-;-;83192,08;83192,08"
"""350530 BARRA BONITA"";-;-;63981,92;63981,92"
"""350550 BARRETOS"";1808931,49;-;6204636,77;8013568,26"
"""350570 BARUERI"";17487,97;-;2365789,80;2383277,77"
"""350580 BASTOS"";-;-;31550,98;31550,98"
"""350590 BATATAIS"";11823,49;-;400748,81;412572,30"
"""350600 BAURU"";457600,75;8139,66;5606385,44;6072125,85"
"""350610 BEBEDOURO"";-;-;595927,27;595927,27"
"""350630 BERNARDINO DE CAMPOS"";-;-;16590,27;16590,27"
"""350640 BILAC"";-;-;3485,53;3485,53"
"""350650 BIRIGUI"";32822,02;-;358966,75;391788,77"
"""350670 BOA ESPERANCA DO SUL"";-;-;4153,02;4153,02"
"""350680 BOCAINA"";-;-;6438,11;6438,11"
"""350700 BOITUVA"";-;-;95937,61;95937,61"
"""350710 BOM JESUS DOS PERDOES"";-;-;8068,74;8068,74"
"""350740 BORBOREMA"";-;-;32400,37;32400,37"
"""350750 BOTUCATU"";1745152,22;-;5958658,54;7703810,76"
"""350760 BRAGANCA PAULISTA"";507337,49;-;2838791,99;3346129,48"
"""350790 BROTAS"";-;-;36376,15;36376,15"
"""350810 BURITAMA"";-;-;51968,13;51968,13"
"""350840 CABREUVA"";-;-;29137,67;29137,67"
"""350850 CACAPAVA"";-;-;238557,59;238557,59"
"""350870 CACONDE"";8536,84;-;106036,65;114573,49"
"""350900 CAIEIRAS"";-;-;238871,32;238871,32"
"""350920 CAJAMAR"";6650,75;-;90897,67;97548,42"
"""350930 CAJOBI"";-;-;20433,77;20433,77"
"""350940 CAJURU"";-;-;128389,01;128389,01"
"""350950 CAMPINAS"";4641969,86;-;13341960,14;17983930,00"
"""350960 CAMPO LIMPO PAULISTA"";-;-;326091,66;326091,66"
"""350970 CAMPOS DO JORDAO"";-;-;444831,96;444831,96"
"""351000 CANDIDO MOTA"";-;-;170460,07;170460,07"
"""351040 CAPIVARI"";-;-;187585,63;187585,63"
"""351050 CARAGUATATUBA"";9801,52;-;2553114,86;2562916,38"
"""351060 CARAPICUIBA"";-;-;1535114,73;1535114,73"
"""351070 CARDOSO"";-;-;8717,54;8717,54"
"""351080 CASA BRANCA"";-;-;167441,70;167441,70"
"""351100 CASTILHO"";-;-;34237,01;34237,01"
"""351110 CATANDUVA"";258113,92;-;3150274,37;3408388,29"
"""351140 CERQUEIRA CESAR"";-;-;74558,37;74558,37"
"""351150 CERQUILHO"";-;-;28044,78;28044,78"
"""351160 CESARIO LANGE"";-;-;18803,31;18803,31"
"""351170 CHARQUEADA"";-;-;6865,06;6865,06"
"""351190 CLEMENTINA"";-;-;6859,00;6859,00"
"""351200 COLINA"";15847,84;-;105084,97;120932,81"
"""351220 CONCHAL"";-;-;119073,45;119073,45"
"""351230 CONCHAS"";-;-;6178,56;6178,56"
"""351280 COSMOPOLIS"";-;-;145532,05;145532,05"
"""351300 COTIA"";-;-;995071,39;995071,39"
"""351340 CRUZEIRO"";-;-;793491,80;793491,80"
"""351350 CUBATAO"";-;-;672963,97;672963,97"
"""351360 CUNHA"";-;-;70752,59;70752,59"
"""351370 DESCALVADO"";22741,69;-;58128,45;80870,14"
"""351380 DIADEMA"";112002,43;-;2514683,15;2626685,58"
"""351390 DIVINOLANDIA"";-;-;686670,23;686670,23"
"""351410 DOIS CORREGOS"";-;-;43167,90;43167,90"
"""351440 DRACENA"";-;-;582284,22;582284,22"
"""351450 DUARTINA"";-;-;32192,13;32192,13"
"""351500 EMBU DAS ARTES"";-;-;69615,08;69615,08"
"""351510 EMBU-GUACU"";-;-;35409,37;35409,37"
"""351518 ESPIRITO SANTO DO PINHAL"";-;-;894283,23;894283,23"
"""351520 ESTRELA D'OESTE"";-;-;21528,21;21528,21"
"""351540 FARTURA"";-;-;26210,80;26210,80"
"""351550 FERNANDOPOLIS"";-;-;815912,44;815912,44"
"""351570 FERRAZ DE VASCONCELOS"";-;-;337121,30;337121,30"
"""351600 FLORIDA PAULISTA"";-;-;28716,71;28716,71"
"""351620 FRANCA"";504930,80;-;4579645,12;5084575,92"
"""351630 FRANCISCO MORATO"";-;-;1146108,02;1146108,02"
"""351640 FRANCO DA ROCHA"";14563,43;-;984735,11;999298,54"
"""351660 GALIA"";-;-;8255,13;8255,13"
"""351670 GARCA"";42805,44;-;582876,00;625681,44"
"""351690 GENERAL SALGADO"";-;-;20556,68;20556,68"
"""351700 GETULINA"";-;-;9883,21;9883,21"
"""351740 GUAIRA"";73876,10;-;309878,22;383754,32"
"""351760 GUAPIARA"";-;-;9814,49;9814,49"
"""351770 GUARA"";-;-;23294,29;23294,29"
"""351780 GUARACAI"";-;-;10500,72;10500,72"
"""351820 GUARARAPES"";3398,18;-;77521,87;80920,05"
"""351830 GUARAREMA"";-;-;48370,69;48370,69"
"""351840 GUARATINGUETA"";-;-;1284088,30;1284088,30"
"""351860 GUARIBA"";-;-;53017,27;53017,27"
"""351870 GUARUJA"";252146,03;-;2152183,89;2404329,92"
"""351880 GUARULHOS"";89204,06;-;8027806,58;8117010,64"
"""351900 HERCULANDIA"";-;-;27926,07;27926,07"
"""351907 HORTOLANDIA"";-;-;653953,01;653953,01"
"""351910 IACANGA"";-;-;13364,20;13364,20"
"""351930 IBATE"";18663,68;-;33486,42;52150,10"
"""351940 IBIRA"";-;-;16472,98;16472,98"
"""351960 IBITINGA"";-;-;470663,31;470663,31"
"""351970 IBIUNA"";-;-;184416,96;184416,96"
"""351990 IEPE"";-;-;18187,91;18187,91"
"""352010 IGARAPAVA"";-;-;47552,30;47552,30"
"""352044 ILHA SOLTEIRA"";-;-;246872,13;246872,13"
"""352050 INDAIATUBA"";329470,20;-;2094835,39;2424305,59"
"""352070 INDIAPORA"";-;-;7339,97;7339,97"
"""352090 IPAUSSU"";-;-;30454,68;30454,68"
"""352130 IPUA"";-;-;48856,42;48856,42"
"""352180 ITAI"";-;-;30225,46;30225,46"
"""352190 ITAJOBI"";-;-;12349,58;12349,58"
"""352210 ITANHAEM"";3870,00;-;1208899,27;1212769,27"
"""352220 ITAPECERICA DA SERRA"";9918,11;-;1468355,91;1478274,02"
"""352230 ITAPETININGA"";24896,04;-;981677,48;1006573,52"
"""352240 ITAPEVA"";8817,26;-;1385729,84;1394547,10"
"""352250 ITAPEVI"";-;-;1423494,38;1423494,38"
"""352260 ITAPIRA"";104691,55;-;1030956,29;1135647,84"
"""352270 ITAPOLIS"";-;-;287473,98;287473,98"
"""352280 ITAPORANGA"";-;-;36509,00;36509,00"
"""352310 ITAQUAQUECETUBA"";19353,97;-;1303383,61;1322737,58"
"""352320 ITARARE"";-;-;257509,09;257509,09"
"""352340 ITATIBA"";-;-;890628,59;890628,59"
"""352360 ITIRAPINA"";-;-;1427,41;1427,41"
"""352390 ITU"";11450,29;-;1468191,07;1479641,36"
"""352410 ITUVERAVA"";-;-;374495,15;374495,15"
"""352420 JABORANDI"";-;-;1809,83;1809,83"
"""352430 JABOTICABAL"";938,63;-;166837,12;167775,75"
"""352440 JACAREI"";19819,60;4588,54;1820711,62;1845119,76"
"""352450 JACI"";-;-;412565,05;412565,05"
"""352470 JAGUARIUNA"";23788,72;-;428056,90;451845,62"
"""352480 JALES"";53459,04;-;1253466,50;1306925,54"
"""352530 JAU"";1333337,28;-;2697726,26;4031063,54"
"""352550 JOANOPOLIS"";-;-;11239,02;11239,02"
"""352570 JOSE BONIFACIO"";-;-;120477,04;120477,04"
"""352590 JUNDIAI"";505429,19;-;5390176,57;5895605,76"
"""352600 JUNQUEIROPOLIS"";-;-;32987,29;32987,29"
"""352640 LARANJAL PAULISTA"";-;-;63528,10;63528,10"
"""352670 LEME"";-;-;399839,63;399839,63"
"""352680 LENCOIS PAULISTA"";-;-;317469,08;317469,08"
"""352690 LIMEIRA"";541517,45;-;3122613,23;3664130,68"
"""352710 LINS"";2237,14;-;828583,78;830820,92"
"""352720 LORENA"";2083,59;-;613448,43;615532,02"
"""352730 LOUVEIRA"";-;-;128506,24;128506,24"
"""352740 LUCELIA"";-;-;24615,52;24615,52"
"""352800 MACATUBA"";-;-;14218,43;14218,43"
"""352810 MACAUBAL"";-;-;1225,63;1225,63"
"""352850 MAIRIPORA"";-;-;65243,62;65243,62"
"""352880 MARACAI"";-;-;38287,84;38287,84"
"""352900 MARILIA"";1169172,72;4206,10;5544030,94;6717409,76"
"""352920 MARTINOPOLIS"";-;-;78656,14;78656,14"
"""352930 MATAO"";349698,32;-;1258927,11;1608625,43"
"""352940 MAUA"";50631,22;-;1270392,68;1321023,90"
"""352970 MIGUELOPOLIS"";849,38;-;25544,44;26393,82"
"""353010 MIRANDOPOLIS"";-;-;279145,11;279145,11"
"""353050 MOCOCA"";-;-;383592,59;383592,59"
"""353060 MOGI DAS CRUZES"";495200,74;-;5751961,36;6247162,10"
"""353070 MOGI GUACU"";20744,96;-;1287767,41;1308512,37"
"""353080 MOGI MIRIM"";2150,00;-;897206,09;899356,09"
"""353110 MONGAGUA"";-;-;16731,66;16731,66"
"""353130 MONTE ALTO"";-;-;338890,81;338890,81"
"""353140 MONTE APRAZIVEL"";44947,48;-;104653,25;149600,73"
"""353150 MONTE AZUL PAULISTA"";144904,08;-;144222,23;289126,31"
"""353180 MONTE MOR"";-;-;38966,11;38966,11"
"""353190 MORRO AGUDO"";-;-;176834,05;176834,05"
"""353200 MORUNGABA"";-;-;7218,09;7218,09"
"""353260 NHANDEARA"";-;-;209959,66;209959,66"
"""353290 NOVA EUROPA"";2551,88;-;10423,11;12974,99"
"""353300 NOVA GRANADA"";-;-;56210,14;56210,14"
"""353350 NOVO HORIZONTE"";-;-;278260,38;278260,38"
"""353390 OLIMPIA"";-;-;286347,71;286347,71"
"""353430 ORLANDIA"";-;-;115966,78;115966,78"
"""353440 OSASCO"";146568,81;-;3511209,13;3657777,94"
"""353460 OSVALDO CRUZ"";-;-;122999,13;122999,13"
"""353470 OURINHOS"";109108,24;-;1579862,50;1688970,74"
"""353520 PALMEIRA D'OESTE"";-;-;14269,07;14269,07"
"""353530 PALMITAL"";40615,60;-;87009,73;127625,33"
"""353550 PARAGUACU PAULISTA"";-;-;671040,09;671040,09"
"""353580 PARANAPANEMA"";-;-;30149,95;30149,95"
"""353620 PARIQUERA-ACU"";4551,80;-;1009491,10;1014042,90"
"""353630 PATROCINIO PAULISTA"";-;-;31776,96;31776,96"
"""353670 PEDERNEIRAS"";-;-;186716,49;186716,49"
"""353700 PEDREGULHO"";-;-;38814,25;38814,25"
"""353710 PEDREIRA"";-;-;62163,95;62163,95"
"""353730 PENAPOLIS"";10738,09;-;457811,23;468549,32"
"""353740 PEREIRA BARRETO"";801,73;-;28415,03;29216,76"
"""353780 PIEDADE"";-;-;125742,45;125742,45"
"""353790 PILAR DO SUL"";-;-;30228,44;30228,44"
"""353800 PINDAMONHANGABA"";-;-;1272213,71;1272213,71"
"""353860 PIRACAIA"";-;-;16524,89;16524,89"
"""353870 PIRACICABA"";625864,68;-;5231246,08;5857110,76"
"""353880 PIRAJU"";-;-;63851,53;63851,53"
"""353890 PIRAJUI"";-;-;155794,17;155794,17"
"""353900 PIRANGI"";95204,79;-;96922,47;192127,26"
"""353930 PIRASSUNUNGA"";-;-;316738,13;316738,13"
"""353940 PIRATININGA"";-;-;8144,58;8144,58"
"""353950 PITANGUEIRAS"";-;-;45620,95;45620,95"
"""354000 POMPEIA"";4424,47;-;25940,75;30365,22"
"""354020 PONTAL"";-;-;54308,53;54308,53"
"""354040 POPULINA"";-;-;5909,99;5909,99"
"""354060 PORTO FELIZ"";-;-;314953,00;314953,00"
"""354070 PORTO FERREIRA"";57288,77;-;136007,06;193295,83"
"""354080 POTIRENDABA"";-;-;22508,55;22508,55"
"""354100 PRAIA GRANDE"";47508,83;-;1395432,28;1442941,11"
"""354120 PRESIDENTE BERNARDES"";-;-;36103,67;36103,67"
"""354130 PRESIDENTE EPITACIO"";-;-;108211,40;108211,40"
"""354140 PRESIDENTE PRUDENTE"";514747,47;-;6786979,15;7301726,62"
"""354150 PRESIDENTE VENCESLAU"";-;-;175308,90;175308,90"
"""354160 PROMISSAO"";-;-;380564,79;380564,79"
"""354220 RANCHARIA"";-;-;422851,08;422851,08"
"""354240 REGENTE FEIJO"";-;-;32213,07;32213,07"
"""354260 REGISTRO"";8126,12;-;721790,89;729917,01"
"""354290 RIBEIRAO BONITO"";35541,20;-;5217,53;40758,73"
"""354300 RIBEIRAO BRANCO"";-;-;6644,51;6644,51"
"""354330 RIBEIRAO PIRES"";7301,58;-;95871,58;103173,16"
"""354340 RIBEIRAO PRETO"";4394275,43;-;14073153,11;18467428,54"
"""354380 RINOPOLIS"";-;-;10636,11;10636,11"
"""354390 RIO CLARO"";52384,38;-;1313958,93;1366343,31"
"""354400 RIO DAS PEDRAS"";-;-;27219,41;27219,41"
"""354420 RIOLANDIA"";-;-;7990,22;7990,22"
"""354425 ROSANA"";-;-;114469,20;114469,20"
"""354490 SALES OLIVEIRA"";-;-;5702,75;5702,75"
"""354500 SALESOPOLIS"";-;-;9079,90;9079,90"
"""354520 SALTO"";-;-;486635,42;486635,42"
"""354530 SALTO DE PIRAPORA"";-;-;60905,45;60905,45"
"""354540 SALTO GRANDE"";-;-;13916,73;13916,73"
"""354560 SANTA ADELIA"";-;-;56608,76;56608,76"
"""354580 SANTA BARBARA D'OESTE"";-;-;890663,62;890663,62"
"""354630 SANTA CRUZ DAS PALMEIRAS"";-;-;69626,80;69626,80"
"""354640 SANTA CRUZ DO RIO PARDO"";13148,10;-;482371,94;495520,04"
"""354660 SANTA FE DO SUL"";635,00;-;316245,92;316880,92"
"""354680 SANTA ISABEL"";-;-;246455,27;246455,27"
"""354730 SANTANA DE PARNAIBA"";-;-;152557,56;152557,56"
"""354750 SANTA RITA DO PASSA QUATRO"";-;-;177851,87;177851,87"
"""354760 SANTA ROSA DE VITERBO"";-;-;18424,70;18424,70"
"""354770 SANTO ANASTACIO"";-;-;48734,45;48734,45"
"""354780 SANTO ANDRE"";498886,99;-;6217876,95;6716763,94"
"""354850 SANTOS"";335033,30;-;5272943,62;5607976,92"
"""354860 SAO BENTO DO SAPUCAI"";-;-;18656,12;18656,12"
"""354870 SAO BERNARDO DO CAMPO"";4287065,40;-;4222432,99;8509498,39"
"""354880 SAO CAETANO DO SUL"";528613,81;-;951153,30;1479767,11"
"""354890 SAO CARLOS"";380229,98;-;2972646,84;3352876,82"
"""354910 SAO JOAO DA BOA VISTA"";78841,36;-;1024804,52;1103645,88"
"""354940 SAO JOAQUIM DA BARRA"";-;-;394483,74;394483,74"
"""354970 SAO JOSE DO RIO PARDO"";-;-;391993,66;391993,66"
"""354980 SAO JOSE DO RIO PRETO"";6850531,04;-;17754508,50;24605039,54"
"""354990 SAO JOSE DOS CAMPOS"";1322681,19;-;9373629,66;10696310,85"
"""355000 SAO LUIS DO PARAITINGA"";-;-;5559,50;5559,50"
"""355010 SAO MANUEL"";-;-;173064,11;173064,11"
"""355020 SAO MIGUEL ARCANJO"";100894,70;-;21174,61;122069,31"
"""355030 SAO PAULO"";37544332,40;-;102526940,04;140071272,44"
"""355040 SAO PEDRO"";33174,89;-;339790,28;372965,17"
"""355060 SAO ROQUE"";7475,44;-;380598,92;388074,36"
"""355070 SAO SEBASTIAO"";2688,26;-;466374,19;469062,45"
"""355080 SAO SEBASTIAO DA GRAMA"";-;-;19583,00;19583,00"
"""355090 SAO SIMAO"";-;-;12361,76;12361,76"
"""355100 SAO VICENTE"";281741,54;-;685247,55;966989,09"
"""355150 SERRANA"";-;-;324741,91;324741,91"
"""355160 SERRA NEGRA"";56934,08;-;157999,15;214933,23"
"""355170 SERTAOZINHO"";4783,92;-;1233692,69;1238476,61"
"""355210 SOCORRO"";-;-;314798,95;314798,95"
"""355220 SOROCABA"";850574,77;-;8997155,04;9847729,81"
"""355230 SUD MENNUCCI"";-;-;8556,66;8556,66"
"""355240 SUMARE"";2043,63;-;2074786,24;2076829,87"
"""355250 SUZANO"";-;-;993156,05;993156,05"
"""355260 TABAPUA"";-;-;59610,06;59610,06"
"""355270 TABATINGA"";-;-;23024,80;23024,80"
"""355280 TABOAO DA SERRA"";290642,56;-;2284840,32;2575482,88"
"""355300 TAGUAI"";-;-;14649,55;14649,55"
"""355330 TAMBAU"";10305,95;-;20771,51;31077,46"
"""355340 TANABI"";-;-;62368,05;62368,05"
"""355360 TAPIRATIBA"";-;-;12811,59;12811,59"
"""355370 TAQUARITINGA"";32188,85;-;185020,42;217209,27"
"""355380 TAQUARITUBA"";-;-;46413,62;46413,62"
"""355400 TATUI"";3969,80;-;424536,62;428506,42"
"""355410 TAUBATE"";463845,49;-;4105002,84;4568848,33"
"""355430 TEODORO SAMPAIO"";-;-;28535,76;28535,76"
"""355450 TIETE"";-;-;77337,94;77337,94"
"""355500 TUPA"";23089,64;-;1325485,87;1348575,51"
"""355510 TUPI PAULISTA"";-;-;84746,19;84746,19"
"""355540 UBATUBA"";-;-;252719,11;252719,11"
"""355580 URANIA"";-;-;13093,51;13093,51"
"""355600 URUPES"";41139,58;-;37116,71;78256,29"
"""355620 VALINHOS"";-;-;559732,68;559732,68"
"""355630 VALPARAISO"";-;-;35483,97;35483,97"
"""355640 VARGEM GRANDE DO SUL"";4825,93;-;61936,61;66762,54"
"""355650 VARZEA PAULISTA"";-;-;17303,99;17303,99"
"""355670 VINHEDO"";8882,08;-;475304,67;484186,75"
"""355680 VIRADOURO"";-;-;10318,64;10318,64"
"""355700 VOTORANTIM"";-;-;250950,51;250950,51"
"""355710 VOTUPORANGA"";661629,50;-;1672443,85;2334073,35"
"""355720 CHAVANTES"";-;-;32686,78;32686,78"
"""410050 ALTONIA"";-;-;22717,39;22717,39"
"""410060 ALTO PARANA"";-;-;32190,56;32190,56"
"""410080 ALVORADA DO SUL"";-;-;4169,97;4169,97"
"""410090 AMAPORA"";-;-;3123,25;3123,25"
"""410100 AMPERE"";-;-;72652,83;72652,83"
"""410110 ANDIRA"";-;-;38557,70;38557,70"
"""410120 ANTONINA"";-;-;10667,71;10667,71"
"""410140 APUCARANA"";1100054,56;-;401935,69;1501990,25"
"""410150 ARAPONGAS"";5151526,74;-;7906028,97;13057555,71"
"""410160 ARAPOTI"";-;-;567680,12;567680,12"
"""410170 ARARUNA"";-;-;24789,48;24789,48"
"""410180 ARAUCARIA"";-;-;653272,32;653272,32"
"""410190 ASSAI"";-;-;9633,99;9633,99"
"""410200 ASSIS CHATEAUBRIAND"";-;-;398453,86;398453,86"
"""410210 ASTORGA"";-;-;164520,81;164520,81"
"""410240 BANDEIRANTES"";-;-;384578,48;384578,48"
"""410280 BELA VISTA DO PARAISO"";-;-;1632,93;1632,93"
"""410290 BITURUNA"";-;-;13932,86;13932,86"
"""410305 BOA VISTA DA APARECIDA"";-;-;12148,62;12148,62"
"""410310 BOCAIUVA DO SUL"";-;-;265,32;265,32"
"""410345 CAFELANDIA"";-;-;27197,61;27197,61"
"""410360 CAMBARA"";-;-;23900,53;23900,53"
"""410370 CAMBE"";-;-;481698,78;481698,78"
"""410390 CAMPINA DA LAGOA"";-;-;69222,14;69222,14"
"""410400 CAMPINA GRANDE DO SUL"";4394776,80;-;5347036,95;9741813,75"
"""410420 CAMPO LARGO"";2569122,27;-;19082169,94;21651292,21"
"""410430 CAMPO MOURAO"";720032,18;-;2220194,50;2940226,68"
"""410440 CANDIDO DE ABREU"";-;-;6573,78;6573,78"
"""410442 CANDOI"";-;-;54955,28;54955,28"
"""410450 CAPANEMA"";-;-;62065,87;62065,87"
"""410460 CAPITAO LEONIDAS MARQUES"";-;-;38450,81;38450,81"
"""410470 CARLOPOLIS"";-;-;317075,06;317075,06"
"""410480 CASCAVEL"";1504057,46;-;10058811,65;11562869,11"
"""410490 CASTRO"";-;-;567755,78;567755,78"
"""410510 CENTENARIO DO SUL"";-;-;3113,92;3113,92"
"""410520 CERRO AZUL"";-;-;22516,04;22516,04"
"""410530 CEU AZUL"";-;-;142080,95;142080,95"
"""410540 CHOPINZINHO"";38491,93;-;301619,55;340111,48"
"""410550 CIANORTE"";4260,77;-;917596,01;921856,78"
"""410560 CIDADE GAUCHA"";-;-;15192,09;15192,09"
"""410570 CLEVELANDIA"";-;-;33092,65;33092,65"
"""410580 COLOMBO"";-;-;151499,54;151499,54"
"""410590 COLORADO"";12607,45;-;563682,02;576289,47"
"""410630 CORBELIA"";-;-;243030,39;243030,39"
"""410640 CORNELIO PROCOPIO"";-;-;1176227,26;1176227,26"
"""410650 CORONEL VIVIDA"";28208,13;-;40208,53;68416,66"
"""410660 CRUZEIRO DO OESTE"";-;-;11113,10;11113,10"
"""410680 CRUZ MACHADO"";-;-;17161,78;17161,78"
"""410690 CURITIBA"";13152681,39;-;30513760,54;43666441,93"
"""410710 DIAMANTE DO NORTE"";-;-;204,88;204,88"
"""410720 DOIS VIZINHOS"";51574,35;-;225504,87;277079,22"
"""410750 ENGENHEIRO BELTRAO"";-;-;45439,40;45439,40"
"""410753 ENTRE RIOS DO OESTE"";-;-;2989,57;2989,57"
"""410760 FAXINAL"";-;-;312989,41;312989,41"
"""410765 FAZENDA RIO GRANDE"";976317,91;-;915898,11;1892216,02"
"""410775 FIGUEIRA"";-;-;4792,42;4792,42"
"""410790 FLORESTA"";-;-;7318,21;7318,21"
"""410820 FORMOSA DO OESTE"";-;-;32592,01;32592,01"
"""410830 FOZ DO IGUACU"";1415492,25;-;3671193,50;5086685,75"
"""410840 FRANCISCO BELTRAO"";331039,72;-;2575078,37;2906118,09"
"""410860 GOIOERE"";-;-;302518,70;302518,70"
"""410880 GUAIRA"";-;-;51866,57;51866,57"
"""410890 GUAIRACA"";-;-;1748,38;1748,38"
"""410930 GUARANIACU"";-;-;314125,67;314125,67"
"""410940 GUARAPUAVA"";1934942,19;-;3828541,93;5763484,12"
"""410950 GUARAQUECABA"";-;-;4313,78;4313,78"
"""410960 GUARATUBA"";-;-;53259,55;53259,55"
"""410970 IBAITI"";-;-;12612,46;12612,46"
"""410975 IBEMA"";-;-;6909,80;6909,80"
"""410980 IBIPORA"";2237,14;-;281483,91;283721,05"
"""411040 INDIANOPOLIS"";-;-;13253,30;13253,30"
"""411070 IRATI"";-;-;706014,42;706014,42"
"""411100 ITAMBARACA"";-;-;5646,17;5646,17"
"""411125 ITAPERUCU"";-;-;35256,52;35256,52"
"""411130 ITAUNA DO SUL"";-;-;1751,70;1751,70"
"""411140 IVAI"";-;-;6326,07;6326,07"
"""411150 IVAIPORA"";1118,57;-;1014728,48;1015847,05"
"""411170 JABOTI"";-;-;6537,23;6537,23"
"""411180 JACAREZINHO"";1118,57;-;727442,42;728560,99"
"""411190 JAGUAPITA"";-;-;153,46;153,46"
"""411200 JAGUARIAIVA"";-;-;55196,67;55196,67"
"""411210 JANDAIA DO SUL"";-;-;746941,62;746941,62"
"""411240 JAPURA"";-;-;20828,25;20828,25"
"""411250 JARDIM ALEGRE"";-;-;6078,44;6078,44"
"""411275 JESUITAS"";-;-;13825,62;13825,62"
"""411280 JOAQUIM TAVORA"";-;-;9201,76;9201,76"
"""411300 JUSSARA"";-;-;1546,53;1546,53"
"""411310 KALORE"";-;-;9495,45;9495,45"
"""411320 LAPA"";-;-;218881,61;218881,61"
"""411330 LARANJEIRAS DO SUL"";-;-;384996,50;384996,50"
"""411345 LINDOESTE"";-;-;20359,94;20359,94"
"""411350 LOANDA"";-;-;393614,01;393614,01"
"""411370 LONDRINA"";7481176,15;-;11863676,50;19344852,65"
"""411375 LUNARDELLI"";-;-;14882,39;14882,39"
"""411380 LUPIONOPOLIS"";-;-;2257,53;2257,53"
"""411390 MALLET"";-;-;19961,40;19961,40"
"""411430 MANDIRITUBA"";-;-;13325,04;13325,04"
"""411440 MANGUEIRINHA"";-;-;40237,02;40237,02"
"""411450 MANOEL RIBAS"";-;-;11484,75;11484,75"
"""411460 MARECHAL CANDIDO RONDON"";-;-;44789,49;44789,49"
"""411500 MARILENA"";-;-;10557,80;10557,80"
"""411520 MARINGA"";1811103,57;-;7648966,47;9460070,04"
"""411560 MATELANDIA"";-;-;77822,20;77822,20"
"""411570 MATINHOS"";-;-;20461,49;20461,49"
"""411580 MEDIANEIRA"";-;-;692844,71;692844,71"
"""411600 MIRASELVA"";-;-;262,90;262,90"
"""411605 MISSAL"";-;-;185159,81;185159,81"
"""411670 NOVA AURORA"";-;-;316951,80;316951,80"
"""411680 NOVA CANTU"";-;-;9825,82;9825,82"
"""411690 NOVA ESPERANCA"";-;-;21273,89;21273,89"
"""411700 NOVA FATIMA"";-;-;7512,11;7512,11"
"""411710 NOVA LONDRINA"";-;-;20283,71;20283,71"
"""411722 NOVA SANTA ROSA"";-;-;3190,14;3190,14"
"""411727 NOVA TEBAS"";-;-;8152,13;8152,13"
"""411750 PAICANDU"";-;-;20842,60;20842,60"
"""411760 PALMAS"";-;-;310484,82;310484,82"
"""411770 PALMEIRA"";-;-;30014,55;30014,55"
"""411790 PALOTINA"";-;-;436642,65;436642,65"
"""411820 PARANAGUA"";-;-;851634,68;851634,68"
"""411840 PARANAVAI"";15093,49;-;1359012,13;1374105,62"
"""411845 PATO BRAGADO"";-;-;12454,53;12454,53"
"""411850 PATO BRANCO"";353909,34;-;1857229,12;2211138,46"
"""411890 PEROLA"";-;-;7634,25;7634,25"
"""411910 PIEN"";-;-;29153,68;29153,68"
"""411915 PINHAIS"";-;-;278812,25;278812,25"
"""411940 PIRAI DO SUL"";-;-;3631,12;3631,12"
"""411950 PIRAQUARA"";-;-;678314,58;678314,58"
"""411960 PITANGA"";-;-;246983,53;246983,53"
"""411970 PLANALTINA DO PARANA"";-;-;2357,41;2357,41"
"""411980 PLANALTO"";-;-;50146,77;50146,77"
"""411990 PONTA GROSSA"";859574,25;-;6102518,61;6962092,86"
"""412000 PORECATU"";-;-;2262,48;2262,48"
"""412033 PRADO FERREIRA"";-;-;204,50;204,50"
"""412035 PRANCHITA"";-;-;29457,85;29457,85"
"""412060 PRUDENTOPOLIS"";-;-;121885,29;121885,29"
"""412090 QUEDAS DO IGUACU"";-;-;85784,29;85784,29"
"""412100 QUERENCIA DO NORTE"";-;-;14819,84;14819,84"
"""412120 QUITANDINHA"";-;-;21369,48;21369,48"
"""412140 REALEZA"";-;-;28442,29;28442,29"
"""412150 REBOUCAS"";-;-;58402,98;58402,98"
"""412180 RIBEIRAO CLARO"";-;-;16571,66;16571,66"
"""412190 RIBEIRAO DO PINHAL"";-;-;49448,27;49448,27"
"""412200 RIO AZUL"";-;-;35005,51;35005,51"
"""412220 RIO BRANCO DO SUL"";-;-;42694,45;42694,45"
"""412230 RIO NEGRO"";-;-;49723,67;49723,67"
"""412240 ROLANDIA"";-;-;859661,15;859661,15"
"""412250 RONCADOR"";-;-;51895,86;51895,86"
"""412260 RONDON"";-;-;45118,85;45118,85"
"""412290 SALTO DO ITARARE"";-;-;353,76;353,76"
"""412350 SANTA HELENA"";-;-;145381,12;145381,12"
"""412390 SANTA MARIANA"";-;-;197968,22;197968,22"
"""412400 SANTANA DO ITARARE"";-;-;5572,89;5572,89"
"""412410 SANTO ANTONIO DA PLATINA"";-;-;687768,63;687768,63"
"""412420 SANTO ANTONIO DO CAIUA"";-;-;1574,16;1574,16"
"""412440 SANTO ANTONIO DO SUDOESTE"";-;-;36151,97;36151,97"
