"""Munic¡pio"";""2023/Ago"";""2023/Set"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""354700 SANTA MARIA DA SERRA"";-;-;-;-;-;13043;16498;20278;6732;22118;22109;16170;16148;16688;16143;7743;13314;18103;17112;20029;23332;17725;16277;19802;17602;21955;23329;8512;-;-;390762"
"""354710 SANTA MERCEDES"";-;-;-;-;-;6199;6473;8677;9922;7691;7908;7043;8134;9487;7552;7736;7620;3455;7920;7602;8794;9221;9170;7884;5901;3822;3579;3577;2989;2225;170581"
"""354720 SANTANA DA PONTE PENSA"";-;-;-;-;-;1515;1248;1124;1486;1455;1414;1377;2164;2725;2136;2763;1445;1562;2152;2753;2688;2970;4193;4373;4186;5250;4320;4066;4274;4096;67735"
"""354730 SANTANA DE PARNAIBA"";-;-;636;5460;11982;395556;411063;460679;503979;483577;441463;417834;463083;385574;351970;328034;306012;358095;389903;430027;440881;447178;376451;377411;413938;430091;440625;279912;295730;327018;9974162"
"""354740 SANTA RITA D'OESTE"";-;-;-;-;-;353;200;200;200;200;200;225;200;216;217;200;431;5765;3996;3465;4241;5308;5218;5399;5801;5996;5724;5753;5249;5353;70110"
"""354750 SANTA RITA DO PASSA QUATRO"";-;-;-;-;-;36653;36766;39109;45405;33982;36532;38322;42563;43630;43645;37105;34419;42052;48378;47780;50441;48875;48539;47999;54426;57752;58066;50770;54404;56334;1133947"
"""354760 SANTA ROSA DE VITERBO"";-;-;-;-;-;21092;22472;23366;24221;20331;26002;23489;19272;21362;22230;27545;29309;35534;25455;21572;24688;22920;29341;24977;23265;24359;27496;25764;25124;22368;613554"
"""354765 SANTA SALETE"";-;-;-;-;-;2146;2505;2113;3032;2425;1490;1507;2646;1893;1330;1883;2267;2886;3195;2961;2731;2540;2166;4311;2581;2352;4429;4751;3878;4297;68315"
"""354770 SANTO ANASTACIO"";-;-;-;-;-;17664;18039;18624;20430;19474;19102;18341;20087;22879;20215;18872;24068;15499;15373;28108;19390;18970;16531;20887;19317;22112;21101;18744;17833;20549;492209"
"""354780 SANTO ANDRE"";-;-;3821;2434;20106;2257280;2260693;2336977;2485843;2424418;2352033;2320928;2366891;2437237;2568981;2458048;2138923;2482911;2404204;2307835;2234105;2186321;2239819;2387770;2311640;2404661;2430020;1943253;1789439;2065263;57621854"
"""354790 SANTO ANTONIO DA ALEGRIA"";-;-;-;-;4;13969;15115;20103;20336;18795;17824;20453;19056;16933;23297;25126;19899;22179;24141;22211;25880;25505;19055;24064;25001;26902;19317;17212;16379;15168;513924"
"""354800 SANTO ANTONIO DE POSSE"";-;-;-;-;-;73868;60152;66565;83011;68851;64725;68452;70306;61540;51668;42956;36614;41357;60685;67846;57401;64629;59298;58101;76820;80514;74482;63726;59805;72200;1585572"
"""354805 SANTO ANTONIO DO ARACANGUA"";-;-;-;-;-;15010;12976;15915;15141;16317;18978;19286;14176;15727;14999;12467;9910;13756;15524;14328;14734;15048;11917;14865;15968;20314;20328;16506;12649;16259;383098"
"""354810 SANTO ANTONIO DO JARDIM"";-;-;-;-;2;10299;9478;13073;15739;12376;11024;10298;12087;13960;13490;13811;12395;12980;13769;13385;17107;15971;12635;13276;13804;13797;10348;9043;6846;-;300993"
"""354820 SANTO ANTONIO DO PINHAL"";-;-;-;-;-;2442;3392;6252;6127;6385;2829;6407;6146;5536;6413;5876;6032;4535;6020;6022;6396;6669;6676;6632;7609;6897;6803;6105;4839;5293;144333"
"""354830 SANTO EXPEDITO"";-;-;-;-;-;209;264;201;214;95;7;1628;1165;1560;1724;1665;994;1725;1788;1972;2198;1794;1315;2291;2571;2763;2756;536;2771;1934;36140"
"""354840 SANTOPOLIS DO AGUAPEI"";-;-;-;-;-;12547;12814;13183;15383;2071;14579;13864;15500;14703;14721;12258;12293;14653;12806;12401;14345;17779;16406;16417;19163;20810;20621;18031;19139;18361;374848"
"""354850 SANTOS"";-;-;12088;687;7371;2409388;2383566;2551161;2680103;2471913;2579674;2670289;2715032;2679512;2828010;2721670;2635947;2694679;2791209;2735868;2879930;2889209;2867173;2885048;2923991;2900284;3023222;2739471;2519915;2528019;67724429"
"""354860 SAO BENTO DO SAPUCAI"";-;-;-;-;-;5074;3932;6163;5508;5195;2941;4471;3265;184;8339;4566;4892;2865;3408;2827;5216;4875;5357;6239;6020;5731;5224;5416;5093;5131;117932"
"""354870 SAO BERNARDO DO CAMPO"";-;-;2442;2285;24640;2362713;2274802;2477492;2611035;2457492;2362885;2408141;2484170;2537278;2669250;2445065;2137222;2495669;2510159;2528080;2565986;2624361;2522188;2644826;2606088;2716837;2735978;2472587;2321431;2434145;62435247"
"""354880 SAO CAETANO DO SUL"";-;-;12;10;23;763885;740873;808893;866588;783796;773018;788687;844183;833454;882417;811802;771797;832226;839042;854841;865281;878002;826058;857197;849529;895165;887605;713312;683926;699498;20351120"
"""354890 SAO CARLOS"";-;-;91;84;6725;144335;137508;172605;173017;209819;168817;164266;146308;124119;114066;96721;105643;185907;231843;244097;202440;204049;162501;166458;141650;129043;193041;141501;108305;145974;4020933"
"""354900 SAO FRANCISCO"";-;-;-;-;-;474;376;407;411;508;399;417;561;5792;5974;6220;4921;6421;6922;6340;6836;7631;7189;6336;7285;7776;7519;7449;4826;5874;114864"
"""354910 SAO JOAO DA BOA VISTA"";-;-;-;1;181;1454195;1500871;1602258;1623765;1541463;1591530;1687212;1548391;1738259;1822905;1700300;1735244;1849229;1826639;1850274;1846049;1911616;1902005;1896741;1951787;2014089;2031960;1867204;1739323;1801524;44035015"
"""354920 SAO JOAO DAS DUAS PONTES"";-;-;-;-;-;807;862;822;1048;945;957;843;991;998;1093;938;713;927;1048;887;1108;1102;830;955;1127;1188;1030;879;1127;1017;24242"
"""354925 SAO JOAO DE IRACEMA"";-;-;-;-;-;4643;3979;2643;1001;1685;1557;1652;1810;1350;1313;1165;821;781;914;912;1046;1201;712;887;896;996;1471;1128;1042;1202;36807"
"""354930 SAO JOAO DO PAU D'ALHO"";-;-;-;-;-;3532;3908;4288;5069;3058;3081;3337;4010;5031;4228;3550;2907;4395;3916;3632;4682;5245;4240;5362;4565;5310;5197;4749;3883;4348;105523"
"""354940 SAO JOAQUIM DA BARRA"";-;-;-;-;-;108500;110365;99572;115246;107782;110791;95789;106462;110511;98981;93058;89498;93283;90776;90006;107504;101740;102935;95910;98080;104274;91815;88022;77420;76695;2465015"
"""354950 SAO JOSE DA BELA VISTA"";-;-;-;-;-;6405;7198;7755;9285;8713;8476;7125;8429;8456;9203;8277;9415;7963;6194;9040;9692;8358;8584;8461;8844;8967;7796;5398;5962;4950;198946"
"""354960 SAO JOSE DO BARREIRO"";-;-;-;-;-;5791;8229;9265;9827;3822;9606;10003;9979;9194;8572;8378;8229;8467;7952;4568;8183;8474;8323;10208;10541;16177;16048;-;-;-;199836"
"""354970 SAO JOSE DO RIO PARDO"";-;-;-;4;7216;48278;64958;62411;68834;95344;88050;78809;73015;87547;77496;69983;72785;85448;74632;61251;67333;78640;96707;76781;80317;77944;70568;76906;65170;59477;1865904"
"""354980 SAO JOSE DO RIO PRETO"";-;-;4268;1620;5105;3358502;3358176;3388534;3631073;3484122;3488589;3668324;3731371;3815596;3879626;3773866;3581228;4058532;3996166;3809390;3931916;3991257;3905939;4134309;4134226;4260480;4279126;3430383;3602576;4056381;94760681"
"""354990 SAO JOSE DOS CAMPOS"";-;-;2749;476;28698;2548610;2475545;2499557;2407633;2426735;2577842;2546407;2688661;2720883;2842820;3117247;2359840;2677854;2789603;2860020;2868965;2960883;2959936;3021875;3011610;3009011;3048029;2897847;2726469;2832997;68908802"
"""354995 SAO LOURENCO DA SERRA"";-;-;-;-;-;16672;20029;23416;25941;25685;22584;16004;14780;16717;18148;16933;17031;18977;18692;20729;20983;23655;20417;18882;20648;25950;27501;25691;24303;23035;523403"
"""355000 SAO LUIS DO PARAITINGA"";-;-;-;-;-;779;968;1076;3372;3393;3192;3328;3522;3444;3473;3315;3218;3520;9443;3448;3516;3465;3523;3505;3582;3460;3702;3610;3429;2993;84276"
"""355010 SAO MANUEL"";-;-;-;-;-;41106;34764;37368;35560;32826;31075;28325;26790;30879;38774;32354;30032;27792;26058;23232;21358;35169;31649;38690;128356;39348;23327;38425;30037;31685;894979"
"""355020 SAO MIGUEL ARCANJO"";-;-;-;-;-;61570;57120;69554;74395;73356;69981;65988;68196;72479;72712;63041;52310;67875;65137;55701;57545;67978;59085;60720;74708;86243;87775;84393;348950;477315;2394127"
"""355030 SAO PAULO"";-;38;46096;106982;1994655;33819148;34340010;35210221;36237667;35308626;34710402;34567226;36184743;34760946;37128631;34339034;33027899;35028224;35180769;36276146;37508868;38091034;36357474;38476983;38656812;40435558;40511246;35265839;34775171;33499671;901846119"
"""355040 SAO PEDRO"";-;-;-;-;-;131864;116944;143248;154197;163046;154013;138057;127787;120003;126590;113672;102137;117152;113397;107164;108014;120337;106799;116793;116801;137786;105487;99467;87749;97763;3026267"
"""355050 SAO PEDRO DO TURVO"";-;-;-;-;-;5551;3355;4649;8655;4341;1251;4781;6936;2411;7666;5592;3203;6805;7931;8244;5538;7390;7021;8462;7502;7489;7186;1202;4478;3080;140719"
"""355060 SAO ROQUE"";-;-;-;-;-;81549;78955;91676;107149;103578;91926;89172;91480;94483;94726;85199;80294;91384;90288;99391;104061;93786;88631;93489;89792;99323;110210;97384;87455;100920;2336301"
"""355070 SAO SEBASTIAO"";-;-;-;-;-;123436;88297;116175;156439;174138;473258;187566;259442;523656;221170;506212;167355;193599;231735;219381;223958;215534;190792;184223;195503;194420;210749;191833;194051;203543;5646465"
"""355080 SAO SEBASTIAO DA GRAMA"";-;-;6;1;78;21094;20281;24960;29452;25131;24168;30892;27649;34738;31645;27229;16387;40822;31271;29429;36315;33214;31748;25400;8764;12782;12334;11846;13559;11228;612423"
"""355090 SAO SIMAO"";-;-;-;-;-;25173;31822;31858;30824;32256;31075;26309;32566;20754;33622;29920;24506;28206;37708;37212;32696;32166;30516;30973;36777;35165;36139;33426;30262;34154;786085"
"""355100 SAO VICENTE"";-;-;878;2510;3416;373079;396884;461172;480117;467613;451890;429960;491699;481796;496029;446728;423135;437007;422696;474597;486079;463799;478306;437595;423540;443474;449208;387435;367867;354402;11032911"
"""355110 SARAPUI"";-;-;-;-;-;18690;15959;29642;31470;30019;28638;23231;23059;28764;26462;24128;22705;25486;25949;26480;31109;34264;30588;30698;31969;33862;32217;31362;29320;27482;693553"
"""355120 SARUTAIA"";-;-;-;-;-;2293;1862;1804;1722;1270;1408;1500;1678;1038;1633;1727;21726;1548;1595;1751;1911;2040;1948;1677;1960;1906;2012;2152;2093;2301;64555"
"""355130 SEBASTIANOPOLIS DO SUL"";-;-;13;-;-;1474;1498;1427;1867;1817;2180;2332;2140;1345;2292;2222;-;895;1387;979;2037;1244;881;1722;1603;2687;2390;2171;1680;2250;42533"
"""355140 SERRA AZUL"";-;-;-;-;-;21068;20838;33064;14697;2700;37054;16636;18032;16364;17514;6644;12239;21345;28592;25264;20103;22294;18132;24161;33083;22744;36783;13799;23089;32387;538626"
"""355150 SERRANA"";-;-;-;-;-;36559;69616;73155;75939;68216;63356;38245;34371;75606;60644;67449;60318;70684;76258;76513;76146;86150;80720;77377;83387;84466;90945;85274;64981;81710;1758085"
"""355160 SERRA NEGRA"";-;-;-;-;-;42318;48672;44530;49683;46723;46679;51887;52379;53474;54155;50210;46220;50441;58432;54986;73356;85337;76247;89482;88666;99561;97897;81685;83864;107585;1634469"
"""355170 SERTAOZINHO"";-;-;-;-;-;35732;37003;31819;41029;66051;69944;67741;67604;68839;13896;71053;65013;78758;84329;94477;172207;180045;94029;191994;279373;155793;440722;149771;179743;241970;2978935"
"""355180 SETE BARRAS"";-;-;-;-;-;8712;11137;12344;11697;12051;14087;10308;12067;10911;13047;11168;6589;10570;10467;13116;14211;6313;5602;11118;18611;20425;21124;20854;19687;18177;324393"
"""355190 SEVERINIA"";-;-;-;-;-;10838;10635;12133;17402;18494;13540;12567;13208;14253;14294;13896;12981;16504;18456;19573;20743;23682;22092;19530;25017;24234;25746;20962;18882;20804;440466"
"""355200 SILVEIRAS"";-;-;-;-;-;2285;1923;2394;2516;2397;2610;2286;1118;2979;3045;2172;2019;2324;2523;2448;2618;2667;2604;3535;3642;3376;3003;3457;2894;2783;65618"
"""355210 SOCORRO"";-;-;-;-;-;17757;18976;18430;21290;21776;21787;21622;19931;21213;21310;18216;9968;10082;9939;1870;11010;589;11378;13995;14674;26310;27100;26389;27825;17375;430812"
"""355220 SOROCABA"";-;-;41;5338;46011;3561533;3574720;3766152;3940756;3927875;3853079;3934923;4001727;3989739;4136163;3970788;3892978;4076120;4224731;4307150;4289885;4387649;4307543;4310075;4424628;4603344;4462871;4094835;3546680;3038574;100675908"
"""355230 SUD MENNUCCI"";-;-;-;-;-;20953;21030;21292;25567;24567;23305;22656;24246;20153;22745;21376;16543;22718;25828;22655;22848;18486;15572;20805;23618;19337;11299;25106;17655;14750;525110"
"""355240 SUMARE"";-;-;-;-;61040;269594;311005;356288;382656;437670;405317;384061;412489;411252;382472;359881;407634;271422;400926;432593;312980;470295;439244;325213;433830;371709;261991;252959;296866;177533;9028920"
"""355250 SUZANO"";-;-;-;2;1430;461308;500662;567964;610678;536676;459123;429798;466216;478207;462313;431948;392246;449640;487777;494316;518722;534450;459960;481947;480099;508037;486338;457981;407931;454332;12020101"
"""355255 SUZANAPOLIS"";-;-;-;-;-;6270;7529;9252;9021;9022;8451;8198;7734;8248;9513;9846;8505;9059;9897;9064;10749;10616;8880;7378;8140;9112;7873;8518;7798;-;208673"
"""355260 TABAPUA"";-;-;-;-;-;27385;27259;30459;37576;33024;30660;26007;24902;30757;30870;26660;31424;29233;28352;31546;29458;29396;27375;28737;29187;32355;32569;25935;24627;25922;731675"
"""355270 TABATINGA"";-;-;-;-;-;11834;10733;11798;11627;12626;12175;11244;11586;12540;11933;11109;9855;11690;6043;6214;17859;15453;14293;14174;16079;15991;17059;17238;9653;8886;309692"
"""355280 TABOAO DA SERRA"";-;-;-;-;196263;473954;493760;561800;616962;575304;521634;489958;545806;512958;508717;451479;374817;452191;467857;493503;536529;307291;264794;241709;252380;255146;281776;263392;243742;211562;10595284"
"""355290 TACIBA"";-;-;-;-;-;118;901;1431;2125;2858;3000;4141;4130;4227;4114;3825;2780;3813;3219;3737;3395;3839;3115;3595;3745;3855;3816;3460;3354;3560;80153"
"""355300 TAGUAI"";-;-;-;-;-;45026;44861;60666;62941;39541;51950;48401;55483;50899;42087;52002;45637;48639;51795;52113;52094;52152;54243;55799;57541;60260;64230;50222;47041;51772;1297395"
"""355310 TAIACU"";-;-;-;-;-;7981;3477;5700;5684;5277;3026;3246;4039;3458;3024;2532;-;4224;4842;3272;3560;3751;2165;2467;3930;5542;-;4354;4225;-;89776"
"""355320 TAIUVA"";-;-;-;-;-;4678;6857;8743;12889;11166;10145;11394;11933;12586;10565;9074;8487;12120;13590;13610;14763;17090;14260;11608;15183;19275;17533;18230;14991;18736;319506"
"""355330 TAMBAU"";-;-;-;-;-;31243;30309;32564;34841;32170;30881;31067;29382;30835;30776;30573;27214;33569;37579;33212;32614;31215;34227;35634;35653;37472;37820;35009;28693;34518;819070"
"""355340 TANABI"";-;-;-;-;1;10339;11610;13361;14063;13845;116542;12235;14204;15360;14725;13495;14145;14778;14261;15007;16210;16688;14901;13882;15908;16322;16300;15329;14179;13783;461473"
"""355350 TAPIRAI"";-;-;-;-;-;15386;13609;14588;16902;16022;14872;11714;13244;14172;13846;12713;9605;10437;12076;12800;13598;15126;11974;18143;12002;9762;10136;18927;11320;11399;334373"
"""355360 TAPIRATIBA"";-;-;-;-;-;6562;6043;6387;6392;6774;5941;5632;5738;7528;5577;5645;5331;5821;9137;9304;10812;11018;10279;9785;8890;9366;9835;8201;9189;9344;194531"
"""355365 TAQUARAL"";-;-;-;-;-;7537;7474;7402;13163;15551;10055;9294;9313;10044;6514;-;-;-;-;-;-;-;6685;828;8731;547;-;-;-;-;113138"
"""355370 TAQUARITINGA"";-;-;-;-;-;34486;47514;47241;53079;53744;66354;62512;64863;62172;65311;54728;52758;61820;56490;57225;55262;60667;60656;55974;65911;65606;62071;59103;57100;56493;1439140"
"""355380 TAQUARITUBA"";-;-;-;-;-;52157;55102;66526;69961;66760;68026;56941;61409;60803;69511;65148;54131;57265;61404;62862;66658;65778;58003;61208;67587;69728;80282;69922;53968;63673;1584813"
"""355385 TAQUARIVAI"";-;-;-;-;-;8589;8746;10099;11742;9857;10242;9604;10640;11991;11669;10204;7930;7904;9382;11980;12912;12675;12859;12008;9185;8060;11277;6129;8064;10052;253800"
"""355390 TARABAI"";-;-;-;-;-;394;466;538;536;503;405;601;409;524;580;511;214;367;416;3088;4520;4757;3316;4346;5309;5756;4914;7473;4337;6072;60352"
"""355395 TARUMA"";-;-;-;-;-;41484;38584;47130;63605;64504;60089;54012;58901;58813;58313;56142;48526;47319;51769;57050;48059;50523;51004;43902;44293;50639;54987;48893;47132;55519;1301192"
"""355400 TATUI"";-;-;-;5;30;245687;239447;268294;330639;318410;392859;318564;330372;326468;330500;268868;250038;296394;321038;324288;328818;389877;321648;328507;311291;351086;357152;307374;242719;260809;7761182"
"""355410 TAUBATE"";-;-;-;-;8432;1204140;1209138;1305342;1597585;1284142;1357224;1331437;1341158;1328775;1349239;1282081;1172379;1350025;1343462;1341602;1361708;1456918;1470520;1463527;1529630;1550663;1539424;1325618;1205449;1359985;34069603"
"""355420 TEJUPA"";-;-;-;-;-;168;220;155;64;79;137;195;250;263;226;203;121;260;52;17;19;33;36;18;21;39;73;29;41;8;2727"
"""355430 TEODORO SAMPAIO"";-;-;-;-;-;42588;40495;45223;49532;47467;47448;48838;54348;56295;51890;45894;42074;43116;52853;54258;59177;58148;50069;55798;62119;65672;62593;51008;46911;54907;1288721"
"""355440 TERRA ROXA"";-;-;-;-;-;7435;8687;6762;5705;3418;2003;3120;4731;4815;4672;15964;7885;16314;3536;15786;10913;11027;10711;9947;7182;11212;11720;10958;11020;11194;216717"
"""355450 TIETE"";-;-;-;-;-;31984;23810;18436;33447;33646;29168;28852;28434;29605;30904;27598;21083;27867;30105;31456;38030;42330;37938;40244;38610;38866;36182;33396;25092;45499;802582"
"""355460 TIMBURI"";-;-;-;-;-;1980;2466;3349;3014;3676;3396;2839;3440;3393;3129;80;751;1144;2006;2027;7379;7570;10560;10075;11338;8488;12797;9669;7403;8472;130441"
"""355470 TORRINHA"";-;-;-;-;-;9902;8982;10856;14219;13234;14559;15168;21148;17650;19010;15591;13813;14779;15648;16841;16933;18328;15679;15150;16782;17079;17950;15766;15754;-;370821"
"""355475 TRABIJU"";-;-;-;-;-;724;555;655;746;646;640;571;662;819;399;469;275;45;580;555;605;188;138;130;116;107;116;-;406;-;10147"
"""355480 TREMEMBE"";-;-;-;2;128;15861;8464;39484;32058;29297;44197;30044;40066;23138;41686;38737;35798;37491;47896;36962;61879;57536;49219;47414;66856;50188;41821;57597;47645;47320;1028784"
"""355490 TRES FRONTEIRAS"";-;-;-;-;-;1651;2245;3013;3106;5448;3921;5088;4061;3830;5429;8187;3434;4999;4218;6990;6319;4740;6683;5542;5520;6483;4680;6736;6366;5516;124205"
"""355495 TUIUTI"";-;-;-;-;-;204;206;219;251;193;199;201;270;241;245;187;217;211;209;241;227;235;230;230;261;256;240;240;247;213;5673"
"""355500 TUPA"";-;-;-;5;85;88754;57845;67992;76398;101364;68798;97382;73209;107948;106438;101202;89101;111739;109263;107234;92102;125000;98335;106719;113372;122209;117964;89982;99204;111731;2441375"
"""355510 TUPI PAULISTA"";-;-;-;-;-;40451;39005;49288;53070;52403;56700;42061;49847;50517;49270;49315;42210;49083;50308;49836;51098;56944;47931;29358;50740;58920;58912;56677;51342;54776;1240062"
"""355520 TURIUBA"";-;-;-;-;-;2077;1448;1665;6042;6751;6077;4386;575;4850;4934;4153;4309;7349;8804;7489;7998;7425;7156;9855;10187;10105;10019;7735;7771;7290;156450"
"""355530 TURMALINA"";-;-;-;-;-;-;614;887;931;748;805;933;735;1194;1296;-;2;6;8;11;4;6;3;2;1;487;512;-;-;-;9185"
"""355535 UBARANA"";-;-;-;-;-;11605;11149;11371;15792;14447;14112;14851;16225;15412;15357;9145;13361;18206;13352;10395;11328;16936;12197;13067;15830;17335;14855;14063;12333;-;332724"
"""355540 UBATUBA"";-;-;-;-;-;140902;152629;158225;148527;147235;126328;122681;152286;122225;127818;167717;157668;174798;154718;146217;158235;170553;138994;139387;133577;145812;176454;155126;119403;170502;3708017"
"""355550 UBIRAJARA"";-;-;-;-;-;8174;6475;3911;9137;10319;9875;9363;10931;10758;10376;7531;6920;7433;7870;7839;9113;8156;9100;10267;14104;12078;12662;9193;570;594;212749"
"""355560 UCHOA"";-;-;-;-;-;7049;6781;7365;7187;8812;8839;7899;9725;8602;8420;7796;7129;8923;8181;8306;8848;8958;13707;4506;4881;5848;4793;4699;4016;-;181270"
"""355570 UNIAO PAULISTA"";-;-;-;-;-;547;628;1129;1553;4220;1669;4821;6499;7143;6887;8298;1904;6411;6968;6076;8886;8305;7029;8287;9163;10379;9649;6685;6798;5646;145580"
"""355580 URANIA"";-;-;-;-;-;9052;8627;9329;9130;9233;9096;26584;27562;28333;27615;23034;5427;6769;7115;7846;5264;6062;11545;13316;13169;14125;12991;13548;12610;14662;332044"
"""355590 URU"";-;-;-;-;-;4833;4139;4111;7340;4384;5297;4883;5291;5640;5679;5355;5012;5293;5975;5784;5749;5774;5331;5319;6378;6648;6280;4719;4934;7481;137629"
"""355600 URUPES"";-;-;-;-;50;14777;14174;17090;19745;23968;22179;26082;23719;22077;21857;19598;19256;22659;28654;20699;23415;26644;25424;20989;20895;20249;21627;20132;20143;18474;534576"
"""355610 VALENTIM GENTIL"";-;-;-;-;-;21234;22345;24293;29496;36097;31670;27863;33256;32673;28869;23382;16715;34592;36402;19742;38619;29784;23732;28340;29900;27036;28162;26534;26265;25958;702959"
"""355620 VALINHOS"";-;-;-;-;4;149087;154625;190206;198415;184106;170384;155365;184170;193576;179412;146951;140554;145106;183457;190193;186935;174789;167052;170683;176305;200773;178466;188437;145602;147950;4302603"
"""355630 VALPARAISO"";-;-;-;-;35;33294;35048;36968;48515;39455;44964;42451;45167;47434;48551;39991;30883;38963;43999;40389;48071;46250;43171;42078;39799;44279;42696;41847;30681;37280;1032259"
"""355635 VARGEM"";-;-;-;-;-;13993;16559;19029;18532;17361;15577;16446;17555;17038;16379;16398;14048;16380;16353;16255;16934;17729;17302;16401;17460;21623;18333;14626;12779;14659;415749"
"""355640 VARGEM GRANDE DO SUL"";-;-;1264;494;62;66212;24468;46066;70358;73372;62242;82286;83786;80445;88023;78264;73919;91329;93566;90443;91826;97856;96064;96074;98195;100719;102211;89900;91168;95691;2066303"
"""355645 VARGEM GRANDE PAULISTA"";254;214;908;747;679;36753;44130;54217;1181;117050;39774;34854;40436;44166;41495;42974;53110;45414;43177;48470;47029;57371;47078;43282;45840;39607;43733;39741;-;-;1053684"
"""355650 VARZEA PAULISTA"";-;-;-;19;-;30791;24211;37038;53810;139532;136500;103585;175588;116872;121439;119646;114478;144859;166095;154335;158654;138122;122097;132689;136997;141225;143413;128502;113755;120432;2974684"
"""355660 VERA CRUZ"";-;-;-;-;-;13962;14017;18356;18560;19323;18565;17671;20880;19732;21659;18182;17317;22468;24357;27703;26769;23781;17595;19878;20751;22544;21932;20770;18268;18309;503349"
"""355670 VINHEDO"";-;-;-;-;67;142430;149947;157641;173680;165036;152883;153636;168424;173711;174178;152936;122593;160382;163458;176373;145290;187099;166359;159409;172486;143334;174279;134392;109919;145503;3925445"
"""355680 VIRADOURO"";-;-;-;-;-;22111;23133;25570;31973;31590;28678;22292;20642;19189;21942;16678;18106;29641;25901;26427;26758;25055;23849;24674;26539;26139;28093;24826;21461;23821;615088"
"""355690 VISTA ALEGRE DO ALTO"";-;-;-;-;-;257;730;230;652;445;467;328;336;351;372;320;182;62;626;116;945;858;805;5;87;1070;1338;6969;6899;-;24450"
"""355695 VITORIA BRASIL"";-;-;-;-;-;318;305;276;309;281;310;339;408;430;1645;1241;1114;2052;1821;1829;1796;2588;2997;3114;3610;4271;3397;3177;2880;3235;43743"
"""355700 VOTORANTIM"";-;-;-;-;25;142806;138420;157134;192222;180728;156388;152103;169320;172061;169304;153206;129308;150386;153316;170381;191827;203232;168619;177947;181706;185132;176068;162003;133679;157668;4124989"
"""355710 VOTUPORANGA"";-;-;-;11229;11267;1374368;1359083;1439801;1463611;1453764;1416548;1518286;1479597;1510937;1565279;1483852;1438732;1532717;1560199;1523697;1526211;1558690;1580581;1607366;1616760;1704683;1690398;1438042;1448761;1512184;37826643"
"""355715 ZACARIAS"";-;-;-;-;-;12230;12276;12348;19829;15510;16209;11771;-;15834;10599;15825;11775;15135;17344;14604;14968;16468;14825;16504;14333;15032;16233;12065;12736;13673;348126"
"""355720 CHAVANTES"";-;-;-;-;-;18036;15129;16944;20819;25007;25154;21293;22133;21308;18387;19075;17901;25634;30947;37134;25331;30479;29506;34079;31607;31213;27238;20090;7039;11013;582496"
"""355730 ESTIVA GERBI"";-;-;16423;-;-;16339;19933;22774;22550;25126;18420;24024;21700;20437;24403;22800;14313;33346;23112;20757;23089;25610;21935;24718;22841;19052;21663;20044;21737;-;547146"
"""Total"";254;252;150772;485826;3413755;116078623;117001577;124591268;130922183;126497206;123708021;122526054;127126776;127791146;130899148;123911298;114463357;126717481;128819773;130630683;133553512;138273813;130251859;134379948;136931284;140676780;141902499;123862932;119163132;119340734;3194071946"
&
